NUMEROTATION,CODE_ETAB,NOM_CTRE_HOSPIT,SOINS_COURTE_DUREE,SOINS_CHIRURGIE_UN_JOUR,SOINS_POST-MORTEM,TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
34,51218352,CENTRE HOSPITALIER REGIONAL DU GRAND-PORTAGE,5185,2623,0,7808,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
35,51218394,HOPITAL DE CHICOUTIMI,15952,10136,0,26088,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
36,51218501,CENTRE DE SANTE DE CHIBOUGAMAU,1276,474,0,1750,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
37,51218527,CENTRE DE SANTE LEBEL,210,0,0,210,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
38,51218535,CENTRE DE SANTE ISLE-DIEU,96,0,0,96,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
39,51218733,CSSS DE LA HAUTE-COTE-NORD (PAVILLON ESCOUMINS),351,0,0,351,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
40,51218840,PAVILLON SAINTE-FAMILLE,1170,130,0,1300,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
41,51218980,HOPITAL DE MATANE,2231,1426,0,3657,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
42,51219004,CSSS DE LA MINGANIE,661,0,0,661,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
43,51219046,CSSS DE MEMPHREMAGOG,1471,1717,0,3188,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
44,51219228,HOTEL-DIEU DU CHUM,8430,1902,0,10332,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
45,51219236,HOPITAL NOTRE-DAME DU CHUM,13799,11556,1,25356,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
46,51219244,HOPITAL SAINT-LUC DU CHUM,15649,4682,25,20356,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
47,51219293,HOPITAL CLSC ET CENTRE D'HEBERGEMENT D'ASBESTOS,561,0,0,561,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
48,51219350,CSSS DE LA MRC-DE-COATICOOK,125,0,0,125,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
49,51219384,HOPITAL DE DOLBEAU-MISTASSINI,2131,305,0,2436,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
50,51219400,HOPITAL D'ALMA,5315,2563,0,7878,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
51,51219459,HOPITAL DU PONTIAC,1334,584,0,1918,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
52,51219541,CLSC  CENTRE D'HEBERG. ET HOP. CLOUTIER DU RIVAGE,187,0,0,187,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
53,51219640,CLSC DE SENNETERRE,82,0,0,82,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
54,51219673,CENTRE PAUL-GILBERT - CENTRE D'HEBERGEMENT DE CHARNY,0,3007,0,3007,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
55,51219731,CSSS DU HAUT-SAINT-MAURICE,1139,190,0,1329,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
56,51220051,HOPITAL DU CENTRE-DE-LA-MAURICIE,7201,3567,0,10768,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
57,51220069,CENTRE REGIONAL DE SANTE MENTALE,126,0,0,126,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
58,51220168,PAVILLON SAINTE-MARIE,20242,10557,0,30799,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
59,51220283,CENTRE D'HEBERGEMENT DU MANOIR-DE-L'AGE-D'OR,280,0,0,280,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
60,51220523,CENTRE D'HEBERGEMENT ET HOPITAL DU CHRIST-ROI,134,0,0,134,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
61,51220895,CENTRE D'HEBERGEMENT MGR-ROSS DE GASPE,102,0,0,102,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
62,51220903,HOPITAL HOTEL-DIEU DE GASPE,1962,1112,0,3074,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
63,51221083,CENTRE HOSPITALIER LA SARRE,2344,953,0,3297,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
64,51221141,HOPITAL NOTRE-DAME-DE-FATIMA,1755,1215,0,2970,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
65,51221364,HOPITAL DE LA BAIE,818,0,0,818,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
66,51221539,HOPITAL DE SAINTE-ANNE-DES-MONTS,1371,204,0,1575,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
67,51221703,HOPITAL DE GATINEAU,12404,8995,0,21399,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
68,51221711,HOPITAL DE HULL,6603,4803,0,11406,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
69,51221828,CENTRE D'HEBERGEMENT J.-HENRI-CHARBONNEAU,248,0,0,248,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
70,51221877,HOPITAL DE NOTRE-DAME-DU-LAC,1363,187,0,1550,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
71,51221893,HOPITAL DE MANIWAKI,1515,1489,0,3004,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
72,51222800,CHU SAINTE-JUSTINE,18606,5617,0,24223,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
73,51223196,HOP. REGIONAL DE PORTNEUF/CLSC ST-RAYMOND,142,0,0,142,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
74,51223279,L'HOPITAL DE MONTREAL POUR ENFANTS,5463,4572,0,10035,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
75,51223287,HOPITAL NEUROLOGIQUE DE MONTREAL,2074,310,0,2384,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
76,51223295,HOPITAL ROYAL VICTORIA,18472,4476,10,22958,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
77,51223832,CSSS DU GRANIT,1693,774,0,2467,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
78,51224392,HOPITAL DE LASALLE,10071,4274,0,14345,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
79,51224541,HOPITAL ET CENTRE DE READAPTATION DE JONQUIERE,3086,1635,0,4721,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
80,51225001,HOPITAL CHAUVEAU,114,0,0,114,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
81,51225357,HOPITAL DE SAINTE-ANNE-DE-BEAUPRE,152,0,0,152,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
82,51225589,HOPITAL ET CLSC DE VAL-D'OR,3922,2108,0,6030,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
83,51225597,HOPITAL PSYCHIATRIQUE DE MALARTIC,179,0,0,179,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
84,51226777,HOPITAL LAURENTIEN,5371,2408,0,7779,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
85,51226892,HOPITAL D'AMQUI,1743,223,0,1966,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
86,51227536,HOPITAL ET CENTRE D'HEBERGEMENT ARGYLL,383,0,0,383,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
87,51227569,HOTEL-DIEU DE LEVIS,14495,4561,0,19056,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
88,51227775,HOPITAL DE CHANDLER,2269,316,0,2585,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
89,51227783,HOPITAL DE L'ARCHIPEL,1184,552,0,1736,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
90,51227882,HOPITAL REGIONAL DE RIMOUSKI,9642,6042,0,15684,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
91,51227908,HOPITAL DE MARIA,3372,1457,0,4829,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
92,51228005,HOPITAL BARRIE MEMORIAL,887,192,0,1079,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
93,51228039,HOTEL-DIEU D'ARTHABASKA,10114,7378,0,17492,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
94,51228062,HOPITAL PIERRE-LE GARDEUR,18185,7308,0,25493,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
95,51228120,HOPITAL DE GRANBY,7043,4810,0,11853,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
96,51228203,HOPITAL CLSC CTRE HEBERGEMENT ROBERVAL,5175,3467,0,8642,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
97,51228278,HOPITAL GENERAL DU LAKESHORE,11107,5034,0,16141,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
98,51228310,HOPITAL DE LACHINE,1915,5150,0,7065,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
99,51228401,HOPITAL RICHARDSON,496,0,0,496,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
100,51228443,CENTRE D'HEBERGEMENT NOTRE-DAME-DE-LA-MERCI,403,0,0,403,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
101,51228492,HOPITAL FLEURY,4250,6659,0,10909,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
102,51228500,HOPITAL JEAN-TALON,5110,3841,0,8951,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
103,51228690,HOPITAL DE LA MALBAIE,1633,662,0,2295,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
104,51228716,HOPITAL DE BAIE-SAINT-PAUL,919,1151,0,2070,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
105,51228757,HOPITAL CITE DE LA SANTE,28398,9653,0,38051,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
106,51228765,HOPITAL LE ROYER,3521,2374,0,5895,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
107,51228781,HOPITAL SAINTE-CROIX,11250,4517,0,15767,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
108,51228799,HOPITAL MEMORIAL DE WAKEFIELD/WAKEFIELD MEM. HOSPITAL,450,0,0,450,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
109,51228823,HOPITAL DE PAPINEAU,2158,3402,0,5560,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
110,51228856,CENTRE HOSPITALIER REGIONAL DE LANAUDIERE,14649,7360,0,22009,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
111,51228864,HOPITAL DE SAINT-EUSTACHE,14104,4634,0,18738,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
112,51228880,HOPITAL REGIONAL DE SAINT-JEROME,18102,8531,0,26633,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
113,51228906,HOPITAL D'AMOS,4181,2702,0,6883,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
114,51228922,HOPITAL DE ROUYN-NORANDA,4322,2646,0,6968,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
115,51228948,HOPITAL DE THETFORD MINES,5197,2964,0,8161,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
116,51228963,HOPITAL DE MONTMAGNY,4104,5299,0,9403,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
117,51228971,HOPITAL DE SAINT-GEORGES,8287,3864,0,12151,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
118,51229011,HOPITAL PIERRE-BOUCHER,22054,9525,0,31579,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
119,51229045,HOPITAL DU HAUT-RICHELIEU,17662,9483,0,27145,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
120,51229102,HOTEL-DIEU DE SOREL,6322,4342,0,10664,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
121,51229136,HOPITAL DU SUROIT,9618,3635,0,13253,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
122,51229151,CENTRE HOSPITALIER ANNA-LABERGE,10840,5663,0,16503,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
123,51229185,HOPITAL BROME-MISSISQUOI-PERKINS,6017,3325,0,9342,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
124,51229193,HOPITAL HONORE-MERCIER,10594,5362,0,15956,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
125,51229581,CENTRE DE PEDOPSYCHIATRIE,245,0,0,245,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
126,51231330,L'HOPITAL JEFFERY HALE,156,0,0,156,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
127,51232007,L'HOPITAL DE READAPTATION LINDSAY,717,0,0,717,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
128,51232015,INSTITUT DE READAPTATION DE MONTREAL,592,0,0,592,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
129,51232023,HOPITAL ET CENTRE D'HEBERGEMENT DE SEPT-ILES,3585,2227,0,5812,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
130,51232130,INST.UNIV. DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QC,15500,70,0,15570,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
131,51232189,INSTITUT UNIV.EN SANTE MENTALE DE QUEBEC,1818,0,0,1818,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
132,51233583,CENTRE DE SERVICES AVELLIN-DALCOURT,101,0,0,101,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
133,51233609,CSSS DE TEMISCAMING-ET-DE-KIPAWA,318,0,0,318,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
134,51233799,HOPITAL CHARLES LEMOYNE,21190,7454,0,28644,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
135,51233914,HOPITAL DE L'ENFANT-JESUS,14228,5177,0,19405,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
136,51233989,CENTRE HOSPITALIER PIERRE-JANET,541,0,0,541,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
137,51234235,HOPITAL CATHERINE-BOOTH,708,0,0,708,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
138,51234508,CSSS DE LA BASSE-COTE-NORD,243,6,0,249,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
139,54583356,CENTRE D'HEBERGEMENT DE L'HOTEL-DIEU-DE-ST- HYACINTHE,629,0,0,629,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
140,54780366,CENTRE HOSP. KATERI MEMORIAL-TEHSAKOTITSEN : THA,56,0,0,56,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
141,55617062,INSTITUT THORACIQUE DE MONTREAL,680,0,0,680,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
142,GRAND TOTAL    ,,793063,369421,88,1162572,S07-Nombre de départs par centre hospitalier,Entre 2014-04-01 et 2015-03-31, 14 janvier 2016
