NUMEROTATION,CODE_ETAB,NOM_CTRE_HOSPIT,SOINS_COURTE_DUREE,SOINS_CHIRURGIE_UN_JOUR,SOINS_POST-MORTEM,TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
22,13508718,CSSS D'ARGENTEUIL,1115,1128,0,2243,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
23,13727060,HOPITAL DOUGLAS,1779,0,0,1779,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
24,14628986,CSSS DE L'HEMATITE,359,0,0,359,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
25,15103666,PAVILLON COTE-DES-NEIGES,424,0,0,424,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
26,16258899,CONSEIL CRI DE LA SANTE ET DES SERV. SOCIAUX BAIE- JAMES,617,0,0,617,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
27,18456327,CENTRE DE SANTE INUULITSIVIK,987,203,0,1190,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
28,29732187,VILLA MEDICA,1277,0,0,1277,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
29,51216687,HOPITAL FLEURIMONT,21144,2363,0,23507,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
30,51216695,HOTEL-DIEU DE SHERBROOKE,10211,9409,0,19620,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
31,51217529,HOPITAL DU SAINT-SACREMENT,5101,16446,0,21547,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
32,51217586,PAVILLON L'HOTEL-DIEU DE QUEBEC,8396,4155,28,12579,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
33,51217594,PAVILLON C.H. DE L'UNIVERSITE LAVAL,24619,6135,0,30754,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
34,51217602,PAVILLON SAINT-FRANCOIS D'ASSISE,14550,5051,0,19601,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
35,51217610,HOPITAL DE MONT-LAURIER,2684,576,0,3260,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
36,51217628,CENTRE DE SERVICES DE RIVIERE-ROUGE,950,0,0,950,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
37,51217974,HOPITAL ET CENTRE D'HEBERGEMENT D'YOUVILLE,164,0,0,164,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
38,51218030,CENTRE D'HEBERGEMENT CHAMPLAIN,448,0,0,448,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
39,51218097,HOPITAL DE VERDUN,7375,4604,0,11979,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
40,51218352,CENTRE HOSPITALIER REGIONAL DU GRAND-PORTAGE,4807,2490,0,7297,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
41,51218394,HOPITAL DE CHICOUTIMI,15962,9300,0,25262,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
42,51218402,PAVILLON ROLAND-SAUCIER,20,0,0,20,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
43,51218501,CENTRE DE SANTE DE CHIBOUGAMAU,1420,492,0,1912,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
44,51218527,CENTRE DE SANTE LEBEL,233,0,0,233,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
45,51218535,CENTRE DE SANTE ISLE-DIEU,27,0,0,27,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
46,51218733,CSSS DE LA HAUTE-COTE-NORD (PAVILLON ESCOUMINS),477,0,0,477,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
47,51218840,PAVILLON SAINTE-FAMILLE,1206,142,0,1348,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
48,51218980,HOPITAL DE MATANE,2466,1285,0,3751,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
49,51219004,CSSS DE LA MINGANIE,691,0,0,691,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
50,51219046,CSSS DE MEMPHREMAGOG,1362,1652,0,3014,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
51,51219228,HOTEL-DIEU DU CHUM,7983,4540,3,12526,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
52,51219236,HOPITAL NOTRE-DAME DU CHUM,12231,10699,6,22936,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
53,51219244,HOPITAL SAINT-LUC DU CHUM,14477,6674,32,21183,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
54,51219293,HOPITAL CLSC ET CENTRE D'HEBERGEMENT D'ASBESTOS,513,0,0,513,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
55,51219384,HOPITAL DE DOLBEAU-MISTASSINI,2456,230,0,2686,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
56,51219400,HOPITAL D'ALMA,5436,2725,0,8161,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
57,51219459,HOPITAL DU PONTIAC,1431,1221,0,2652,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
58,51219541,CLSC  CENTRE D'HEBERG. ET HOP. CLOUTIER DU RIVAGE,189,0,0,189,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
59,51219640,CLSC DE SENNETERRE,64,0,0,64,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
60,51219673,CENTRE PAUL-GILBERT - CENTRE D'HEBERGEMENT DE CHARNY,0,2673,0,2673,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
61,51219731,CSSS DU HAUT-SAINT-MAURICE,1116,145,0,1261,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
62,51219996,POINT DE SERVICE COMTOIS,118,0,0,118,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
63,51220051,HOPITAL DU CENTRE-DE-LA-MAURICIE,7107,3000,0,10107,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
64,51220069,CENTRE REGIONAL DE SANTE MENTALE,119,0,0,119,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
65,51220150,PAVILLON SAINT-JOSEPH,19284,10673,0,29957,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
66,51220523,CENTRE D'HEBERGEMENT ET HOPITAL DU CHRIST-ROI,138,0,0,138,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
67,51220895,CENTRE D'HEBERGEMENT MGR-ROSS DE GASPE,105,0,0,105,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
68,51220903,HOPITAL HOTEL-DIEU DE GASPE,1921,746,0,2667,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
69,51221083,CENTRE HOSPITALIER LA SARRE,2350,1042,0,3392,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
70,51221141,CENTRE NOTRE-DAME-DE-FATIMA,1475,1230,0,2705,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
71,51221364,HOPITAL DE LA BAIE,699,0,0,699,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
72,51221539,HOPITAL DE SAINTE-ANNE-DES-MONTS,1101,154,0,1255,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
73,51221703,HOPITAL DE GATINEAU,11632,7944,0,19576,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
74,51221711,HOPITAL DE HULL,5795,4646,0,10441,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
75,51221828,CENTRE D'HEBERGEMENT J.-HENRI-CHARBONNEAU,328,0,0,328,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
76,51221877,HOPITAL DE NOTRE-DAME-DU-LAC,1405,279,0,1684,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
77,51221893,HOPITAL DE MANIWAKI,1566,1354,0,2920,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
78,51222800,CHU SAINTE-JUSTINE,18864,4395,0,23259,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
79,51223196,HOP. REGIONAL DE PORTNEUF/CLSC ST-RAYMOND,81,0,0,81,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
80,51223279,L'HOPITAL DE MONTREAL POUR ENFANTS,6029,4693,0,10722,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
81,51223287,HOPITAL NEUROLOGIQUE DE MONTREAL,2147,414,5,2566,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
82,51223295,HOPITAL ROYAL VICTORIA,18691,5322,10,24023,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
83,51223832,CSSS DU GRANIT,1863,652,0,2515,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
84,51224392,HOPITAL DE LASALLE,9155,4525,0,13680,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
85,51224541,HOPITAL ET CENTRE DE READAPTATION DE JONQUIERE,3067,1275,0,4342,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
86,51225001,HOPITAL CHAUVEAU,118,0,0,118,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
87,51225357,HOPITAL DE SAINTE-ANNE-DE-BEAUPRE,126,0,0,126,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
88,51225589,HOPITAL ET CLSC DE VAL-D'OR,3890,2046,0,5936,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
89,51225597,HOPITAL PSYCHIATRIQUE DE MALARTIC,152,0,0,152,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
90,51226777,HOPITAL LAURENTIEN,5360,2863,0,8223,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
91,51226892,HOPITAL D'AMQUI,1699,217,0,1916,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
92,51227536,HOPITAL ET CENTRE D'HEBERGEMENT ARGYLL,371,0,0,371,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
93,51227569,HOTEL-DIEU DE LEVIS,15183,4605,0,19788,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
94,51227775,HOPITAL DE CHANDLER,2419,313,0,2732,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
95,51227783,HOPITAL DE L'ARCHIPEL,1355,574,0,1929,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
96,51227882,HOPITAL REGIONAL DE RIMOUSKI,9409,5757,0,15166,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
97,51227908,HOPITAL DE MARIA,3437,1708,0,5145,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
98,51228005,HOPITAL BARRIE MEMORIAL,956,269,0,1225,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
99,51228039,HOTEL-DIEU D'ARTHABASKA,9683,7264,0,16947,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
100,51228062,HOPITAL PIERRE-LE GARDEUR,16645,7013,0,23658,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
101,51228120,HOPITAL DE GRANBY,7647,4847,0,12494,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
102,51228203,HOPITAL CLSC CTRE HEBERGEMENT ROBERVAL,5147,2590,0,7737,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
103,51228278,HOPITAL GENERAL DU LAKESHORE,9855,4488,0,14343,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
104,51228310,HOPITAL DE LACHINE,1357,6025,0,7382,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
105,51228401,HOPITAL RICHARDSON,453,0,0,453,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
106,51228443,CENTRE D'HEBERGEMENT NOTRE-DAME-DE-LA-MERCI,365,0,0,365,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
107,51228492,HOPITAL FLEURY,4669,5416,0,10085,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
108,51228500,HOPITAL JEAN-TALON,4990,3674,0,8664,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
109,51228575,CENTRE D'HEBERGEMENT JACQUES-VIGER,295,0,0,295,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
110,51228690,HOPITAL DE LA MALBAIE,1496,745,0,2241,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
111,51228716,HOPITAL DE BAIE-SAINT-PAUL,908,921,0,1829,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
112,51228757,HOPITAL CITE DE LA SANTE,26624,10687,0,37311,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
113,51228765,HOPITAL LE ROYER,3710,2182,0,5892,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
114,51228781,HOPITAL SAINTE-CROIX,10610,4888,0,15498,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
115,51228799,HOPITAL MEMORIAL DE WAKEFIELD/WAKEFIELD MEM. HOSPITAL,580,0,0,580,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
116,51228823,HOPITAL DE PAPINEAU,2084,2590,0,4674,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
117,51228856,CENTRE HOSPITALIER REGIONAL DE LANAUDIERE,14643,6529,0,21172,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
118,51228864,HOPITAL DE SAINT-EUSTACHE,12297,3629,0,15926,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
119,51228880,HOPITAL REGIONAL DE SAINT-JEROME,15513,13976,0,29489,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
120,51228906,CENTRE HOSPITALIER HOTEL-DIEU D'AMOS,4456,2384,0,6840,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
121,51228922,HOPITAL DE ROUYN-NORANDA,4446,2376,0,6822,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
122,51228948,HOPITAL DE THETFORD MINES,5314,3177,0,8491,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
123,51228963,HOPITAL DE MONTMAGNY,3774,4454,0,8228,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
124,51228971,HOPITAL DE SAINT-GEORGES,8194,4765,0,12959,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
125,51229011,HOPITAL PIERRE-BOUCHER,19078,11069,0,30147,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
126,51229045,HOPITAL DU HAUT-RICHELIEU,17967,8101,0,26068,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
127,51229102,HOTEL-DIEU DE SOREL,6451,3981,0,10432,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
128,51229136,HOPITAL DU SUROIT,9837,3521,0,13358,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
129,51229151,CENTRE HOSPITALIER ANNA-LABERGE,11358,5811,0,17169,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
130,51229185,HOPITAL BROME-MISSISQUOI-PERKINS,5487,2541,0,8028,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
131,51229193,HOPITAL HONORE-MERCIER,10827,5078,0,15905,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
132,51229581,CENTRE DE PEDOPSYCHIATRIE,148,0,0,148,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
133,51231330,L'HOPITAL JEFFERY HALE,155,0,0,155,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
134,51232007,L'HOPITAL DE READAPTATION LINDSAY,752,0,0,752,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
135,51232015,INSTITUT DE READAPTATION DE MONTREAL,486,0,0,486,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
136,51232023,HOPITAL ET CENTRE D'HEBERGEMENT DE SEPT-ILES,3772,2237,0,6009,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
137,51232130,INST.UNIV. DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QC,14655,122,0,14777,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
138,51232189,INSTITUT UNIV.EN SANTE MENTALE DE QUEBEC,1456,0,0,1456,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
139,54583356,CENTRE D'HEBERGEMENT DE L'HOTEL-DIEU-DE-ST- HYACINTHE,430,0,0,430,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
140,54780366,CENTRE HOSP. KATERI MEMORIAL-TEHSAKOTITSEN : THA,50,0,0,50,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
141,55617062,INSTITUT THORACIQUE DE MONTREAL,711,0,0,711,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
142,GRAND TOTAL,,767398,379901,86,1147385,S07-Nombre de départs par centre hospitalier,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012
