NUMEROTATION,CODE_ETAB,NOM_CTRE_HOSPIT,SOINS_COURTE_DUREE,SOINS_CHIRURGIE_UN_JOUR,SOINS_POST-MORTEM,TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
18,13506472,HOPITAL SHRINERS POUR ENFANTS (QUEBEC),573,479,0,1052,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
19,13508718,CSSS D'ARGENTEUIL,717,1354,0,2071,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
20,13727060,HOPITAL DOUGLAS,1986,0,0,1986,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
21,14628986,CSSS DE L'HEMATITE,421,0,0,421,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
22,15103666,PAVILLON COTE-DES-NEIGES,410,0,0,410,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
23,16258899,CONSEIL CRI DE LA SANTE ET DES SERV. SOCIAUX BAIE- JAMES,608,0,0,608,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
24,18456327,CENTRE DE SANTE INUULITSIVIK,1095,189,0,1284,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
25,29732187,VILLA MEDICA,1149,0,0,1149,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
26,51216687,HOPITAL FLEURIMONT,21019,2785,0,23804,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
27,51216695,HOTEL-DIEU DE SHERBROOKE,10548,9764,0,20312,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
28,51217529,HOPITAL DU SAINT-SACREMENT,4871,16199,0,21070,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
29,51217586,PAVILLON L'HOTEL-DIEU DE QUEBEC,8484,4189,24,12697,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
30,51217594,PAVILLON C.H. DE L'UNIVERSITE LAVAL,24591,6180,0,30771,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
31,51217602,PAVILLON SAINT-FRANCOIS D'ASSISE,15016,5235,0,20251,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
32,51217610,HOPITAL DE MONT-LAURIER,2861,534,0,3395,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
33,51217628,CENTRE DE SERVICES DE RIVIERE-ROUGE,875,0,0,875,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
34,51217974,HOPITAL ET CENTRE D'HEBERGEMENT D'YOUVILLE,163,0,0,163,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
35,51218030,CENTRE D'HEBERGEMENT CHAMPLAIN,417,0,0,417,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
36,51218097,HOPITAL DE VERDUN,7335,4671,0,12006,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
37,51218352,CENTRE HOSPITALIER REGIONAL DU GRAND-PORTAGE,4710,2513,0,7223,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
38,51218394,HOPITAL DE CHICOUTIMI,15828,9688,0,25516,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
39,51218501,CENTRE DE SANTE DE CHIBOUGAMAU,1452,462,0,1914,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
40,51218527,CENTRE DE SANTE LEBEL,233,0,0,233,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
41,51218535,CENTRE DE SANTE ISLE-DIEU,55,0,0,55,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
42,51218733,CSSS DE LA HAUTE-COTE-NORD (PAVILLON ESCOUMINS),358,0,0,358,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
43,51218840,PAVILLON SAINTE-FAMILLE,1162,143,0,1305,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
44,51218980,HOPITAL DE MATANE,2307,1382,0,3689,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
45,51219004,CSSS DE LA MINGANIE,668,0,0,668,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
46,51219046,CSSS DE MEMPHREMAGOG,1414,1753,0,3167,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
47,51219228,HOTEL-DIEU DU CHUM,7799,4144,5,11948,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
48,51219236,HOPITAL NOTRE-DAME DU CHUM,12232,12559,8,24799,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
49,51219244,HOPITAL SAINT-LUC DU CHUM,15129,7369,31,22529,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
50,51219293,HOPITAL CLSC ET CENTRE D'HEBERGEMENT D'ASBESTOS,513,0,0,513,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
51,51219350,CSSS DE LA MRC-DE-COATICOOK,95,0,0,95,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
52,51219384,HOPITAL DE DOLBEAU-MISTASSINI,2349,236,0,2585,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
53,51219400,HOPITAL D'ALMA,5552,2817,0,8369,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
54,51219459,HOPITAL DU PONTIAC,1523,1181,0,2704,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
55,51219541,CLSC CENTRE D'HEBERG. ET HOP. CLOUTIER DU RIVAGE,164,0,0,164,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
56,51219640,CLSC DE SENNETERRE,68,0,0,68,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
57,51219673,CENTRE PAUL-GILBERT - CENTRE D'HEBERGEMENT DE CHARNY,0,3189,0,3189,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
58,51219731,CSSS DU HAUT-SAINT-MAURICE,1198,179,0,1377,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
59,51220051,HOPITAL DU CENTRE-DE-LA-MAURICIE,7171,3137,0,10308,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
60,51220069,CENTRE REGIONAL DE SANTE MENTALE,103,0,0,103,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
61,51220168,PAVILLON SAINTE-MARIE,19316,10454,0,29770,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
62,51220523,CENTRE D'HEBERGEMENT ET HOPITAL DU CHRIST-ROI,138,0,0,138,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
63,51220895,CENTRE D'HEBERGEMENT MGR-ROSS DE GASPE,107,0,0,107,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
64,51220903,HOPITAL HOTEL-DIEU DE GASPE,1836,941,0,2777,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
65,51221083,CENTRE HOSPITALIER LA SARRE,2179,820,0,2999,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
66,51221141,HOPITAL NOTRE-DAME-DE-FATIMA,1580,1280,0,2860,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
67,51221364,HOPITAL DE LA BAIE,745,0,0,745,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
68,51221539,HOPITAL DE SAINTE-ANNE-DES-MONTS,1146,162,0,1308,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
69,51221703,HOPITAL DE GATINEAU,12057,8271,0,20328,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
70,51221711,HOPITAL DE HULL,6599,4816,0,11415,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
71,51221828,CENTRE D'HEBERGEMENT J.-HENRI-CHARBONNEAU,277,0,0,277,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
72,51221877,HOPITAL DE NOTRE-DAME-DU-LAC,1304,204,0,1508,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
73,51221893,HOPITAL DE MANIWAKI,1666,1313,0,2979,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
74,51222800,CHU SAINTE-JUSTINE,18973,3439,0,22412,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
75,51223196,HOP. REGIONAL DE PORTNEUF/CLSC ST-RAYMOND,80,0,0,80,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
76,51223279,L'HOPITAL DE MONTREAL POUR ENFANTS,5909,4435,1,10345,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
77,51223287,HOPITAL NEUROLOGIQUE DE MONTREAL,2165,356,6,2527,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
78,51223295,HOPITAL ROYAL VICTORIA,18618,4904,22,23544,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
79,51223832,CSSS DU GRANIT,1943,610,0,2553,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
80,51224392,HOPITAL DE LASALLE,9922,4513,0,14435,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
81,51224541,HOPITAL ET CENTRE DE READAPTATION DE JONQUIERE,2972,1508,0,4480,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
82,51225001,HOPITAL CHAUVEAU,113,0,0,113,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
83,51225357,HOPITAL DE SAINTE-ANNE-DE-BEAUPRE,95,0,0,95,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
84,51225589,HOPITAL ET CLSC DE VAL-D'OR,3908,2009,0,5917,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
85,51225597,HOPITAL PSYCHIATRIQUE DE MALARTIC,132,0,0,132,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
86,51226777,HOPITAL LAURENTIEN,5324,1686,0,7010,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
87,51226892,HOPITAL D'AMQUI,1713,211,0,1924,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
88,51227536,HOPITAL ET CENTRE D'HEBERGEMENT ARGYLL,412,0,0,412,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
89,51227569,HOTEL-DIEU DE LEVIS,14870,4511,0,19381,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
90,51227775,HOPITAL DE CHANDLER,2239,369,0,2608,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
91,51227783,HOPITAL DE L'ARCHIPEL,1181,503,0,1684,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
92,51227882,HOPITAL REGIONAL DE RIMOUSKI,9333,5921,0,15254,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
93,51227908,HOPITAL DE MARIA,3359,1481,0,4840,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
94,51228005,HOPITAL BARRIE MEMORIAL,932,242,0,1174,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
95,51228039,HOTEL-DIEU D'ARTHABASKA,10131,7838,0,17969,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
96,51228062,HOPITAL PIERRE-LE GARDEUR,16824,6684,0,23508,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
97,51228120,HOPITAL DE GRANBY,7562,4446,0,12008,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
98,51228203,HOPITAL CLSC CTRE HEBERGEMENT ROBERVAL,4812,3063,0,7875,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
99,51228278,HOPITAL GENERAL DU LAKESHORE,10409,4303,0,14712,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
100,51228310,HOPITAL DE LACHINE,1497,5766,0,7263,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
101,51228401,HOPITAL RICHARDSON,466,0,0,466,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
102,51228443,CENTRE D'HEBERGEMENT NOTRE-DAME-DE-LA-MERCI,389,0,0,389,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
103,51228492,HOPITAL FLEURY,4278,6324,0,10602,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
104,51228500,HOPITAL JEAN-TALON,5202,3773,0,8975,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
105,51228575,CENTRE D'HEBERGEMENT JACQUES-VIGER,279,0,0,279,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
106,51228690,HOPITAL DE LA MALBAIE,1588,718,0,2306,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
107,51228716,HOPITAL DE BAIE-SAINT-PAUL,853,1498,0,2351,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
108,51228757,HOPITAL CITE DE LA SANTE,26176,10379,0,36555,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
109,51228765,HOPITAL LE ROYER,3633,2018,0,5651,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
110,51228781,HOPITAL SAINTE-CROIX,10897,4739,0,15636,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
111,51228799,HOPITAL MEMORIAL DE WAKEFIELD/WAKEFIELD MEM. HOSPITAL,504,0,0,504,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
112,51228823,HOPITAL DE PAPINEAU,1990,2606,0,4596,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
113,51228856,CENTRE HOSPITALIER REGIONAL DE LANAUDIERE,14488,6687,0,21175,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
114,51228864,HOPITAL DE SAINT-EUSTACHE,14408,3805,0,18213,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
115,51228880,HOPITAL REGIONAL DE SAINT-JEROME,16578,10587,0,27165,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
116,51228906,HOPITAL D'AMOS,4293,2534,0,6827,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
117,51228922,HOPITAL DE ROUYN-NORANDA,4332,2313,0,6645,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
118,51228948,HOPITAL DE THETFORD MINES,5437,2943,0,8380,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
119,51228963,HOPITAL DE MONTMAGNY,4013,4513,0,8526,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
120,51228971,HOPITAL DE SAINT-GEORGES,8116,4815,0,12931,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
121,51229011,HOPITAL PIERRE-BOUCHER,20822,9038,0,29860,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
122,51229045,HOPITAL DU HAUT-RICHELIEU,17376,8655,0,26031,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
123,51229102,HOTEL-DIEU DE SOREL,6213,4277,0,10490,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
124,51229136,HOPITAL DU SUROIT,9597,3270,0,12867,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
125,51229151,CENTRE HOSPITALIER ANNA-LABERGE,11015,6063,0,17078,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
126,51229185,HOPITAL BROME-MISSISQUOI-PERKINS,5533,2734,0,8267,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
127,51229193,HOPITAL HONORE-MERCIER,10657,4799,0,15456,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
128,51229581,CENTRE DE PEDOPSYCHIATRIE,177,0,0,177,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
129,51231330,L'HOPITAL JEFFERY HALE,166,0,0,166,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
130,51232007,L'HOPITAL DE READAPTATION LINDSAY,677,0,0,677,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
131,51232015,INSTITUT DE READAPTATION DE MONTREAL,467,0,0,467,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
132,51232023,HOPITAL ET CENTRE D'HEBERGEMENT DE SEPT-ILES,3685,2221,0,5906,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
133,51232130,INST.UNIV. DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QC,14841,68,0,14909,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
134,51232189,INSTITUT UNIV.EN SANTE MENTALE DE QUEBEC,1358,0,0,1358,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
135,51233583,CENTRE DE SERVICES AVELLIN-DALCOURT,105,0,0,105,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
136,51233609,CSSS DE TEMISCAMING-ET-DE-KIPAWA,365,0,0,365,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
137,51233799,HOPITAL CHARLES LEMOYNE,18108,6991,0,25099,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
138,51233914,HOPITAL DE L'ENFANT-JESUS,14010,8434,0,22444,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
139,54583356,CENTRE D'HEBERGEMENT DE L'HOTEL-DIEU-DE-ST- HYACINTHE,511,0,0,511,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
140,54780366,CENTRE HOSP. KATERI MEMORIAL-TEHSAKOTITSEN : THA,54,0,0,54,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
141,55617062,INSTITUT THORACIQUE DE MONTREAL,732,0,0,732,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
142,GRAND TOTAL,0,771332,373079,99,1144510,S07-Nombre de départs par centre hospitalier,Entre 2012-04-01 et 2013-03-31, 5 octobre 2013
