NUMEROTATION,CODE_ETAB,NOM_CTRE_HOSPIT,SOINS_COURTE_DUREE,SOINS_CHIRURGIE_UN_JOUR,SOINS_POST-MORTEM,TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION
17,13508718,CSSS D'ARGENTEUIL,1108,1130,0,2238,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
18,13727060,HOPITAL DOUGLAS,2035,0,0,2035,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
19,14628986,CSSS DE L'HEMATITE,389,0,0,389,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
20,15103666,PAVILLON COTE-DES-NEIGES,421,0,0,421,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
21,16258899,CONSEIL CRI DE LA SANTE ET DES SERV. SOCIAUX BAIE- JAMES,562,0,0,562,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
22,18456327,CENTRE DE SANTE INUULITSIVIK,1214,182,0,1396,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
23,29732187,VILLA MEDICA,1171,0,0,1171,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
24,51216687,HOPITAL FLEURIMONT,21464,2784,0,24248,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
25,51216695,HOTEL-DIEU DE SHERBROOKE,10412,10336,0,20748,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
26,51217529,HOPITAL DU SAINT-SACREMENT,4628,15781,0,20409,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
27,51217586,PAVILLON L'HOTEL-DIEU DE QUEBEC,8622,4536,30,13188,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
28,51217594,PAVILLON C.H. DE L'UNIVERSITE LAVAL,25045,6299,0,31344,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
29,51217602,PAVILLON SAINT-FRANCOIS D'ASSISE,15217,5289,0,20506,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
30,51217610,HOPITAL DE MONT-LAURIER,2625,567,0,3192,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
31,51217628,CENTRE DE SERVICES DE RIVIERE-ROUGE,876,0,0,876,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
32,51217974,HOPITAL ET CENTRE D'HEBERGEMENT D'YOUVILLE,179,0,0,179,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
33,51218030,CENTRE D'HEBERGEMENT CHAMPLAIN,411,0,0,411,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
34,51218097,HOPITAL DE VERDUN,7048,5105,0,12153,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
35,51218352,CENTRE HOSPITALIER REGIONAL DU GRAND-PORTAGE,4837,2494,0,7331,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
36,51218394,HOPITAL DE CHICOUTIMI,15815,10480,0,26295,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
37,51218501,CENTRE DE SANTE DE CHIBOUGAMAU,1372,510,0,1882,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
38,51218527,CENTRE DE SANTE LEBEL,237,0,0,237,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
39,51218535,CENTRE DE SANTE ISLE-DIEU,109,0,0,109,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
40,51218733,CSSS DE LA HAUTE-COTE-NORD (PAVILLON ESCOUMINS),325,0,0,325,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
41,51218840,PAVILLON SAINTE-FAMILLE,1184,146,0,1330,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
42,51218980,HOPITAL DE MATANE,2175,1393,0,3568,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
43,51219004,CSSS DE LA MINGANIE,638,0,0,638,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
44,51219046,CSSS DE MEMPHREMAGOG,1449,1617,0,3066,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
45,51219228,HOTEL-DIEU DU CHUM,8236,4286,1,12523,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
46,51219236,HOPITAL NOTRE-DAME DU CHUM,13037,12939,2,25978,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
47,51219244,HOPITAL SAINT-LUC DU CHUM,15363,7806,31,23200,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
48,51219293,HOPITAL CLSC ET CENTRE D'HEBERGEMENT D'ASBESTOS,555,0,0,555,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
49,51219350,CSSS DE LA MRC-DE-COATICOOK,121,0,0,121,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
50,51219384,HOPITAL DE DOLBEAU-MISTASSINI,2173,243,0,2416,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
51,51219400,HOPITAL D'ALMA,5439,2700,0,8139,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
52,51219459,HOPITAL DU PONTIAC,1438,670,0,2108,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
53,51219541,CLSC  CENTRE D'HEBERG. ET HOP. CLOUTIER DU RIVAGE,175,0,0,175,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
54,51219640,CLSC DE SENNETERRE,90,0,0,90,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
55,51219673,CENTRE PAUL-GILBERT - CENTRE D'HEBERGEMENT DE ,0,3242,0,3242,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
56,51219731,CSSS DU HAUT-SAINT-MAURICE,1080,192,0,1272,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
57,51220051,HOPITAL DU CENTRE-DE-LA-MAURICIE,7342,3501,0,10843,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
58,51220069,CENTRE REGIONAL DE SANTE MENTALE,129,0,0,129,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
59,51220168,PAVILLON SAINTE-MARIE,19830,10832,0,30662,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
60,51220523,CENTRE D'HEBERGEMENT ET HOPITAL DU CHRIST-ROI,133,0,0,133,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
61,51220895,CENTRE D'HEBERGEMENT MGR-ROSS DE GASPE,93,0,0,93,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
62,51220903,HOPITAL HOTEL-DIEU DE GASPE,1973,1244,0,3217,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
63,51221083,CENTRE HOSPITALIER LA SARRE,2141,910,0,3051,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
64,51221141,HOPITAL NOTRE-DAME-DE-FATIMA,1547,1275,0,2822,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
65,51221364,HOPITAL DE LA BAIE,853,0,0,853,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
66,51221539,HOPITAL DE SAINTE-ANNE-DES-MONTS,1281,118,0,1399,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
67,51221703,HOPITAL DE GATINEAU,12588,8652,0,21240,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
68,51221711,HOPITAL DE HULL,6620,4807,0,11427,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
69,51221828,CENTRE D'HEBERGEMENT J.-HENRI-CHARBONNEAU,293,0,0,293,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
70,51221877,HOPITAL DE NOTRE-DAME-DU-LAC,1349,154,0,1503,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
71,51221893,HOPITAL DE MANIWAKI,1608,1479,0,3087,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
72,51222800,CHU SAINTE-JUSTINE,18292,4948,0,23240,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
73,51223196,HOP. REGIONAL DE PORTNEUF/CLSC ST-RAYMOND,121,0,0,121,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
74,51223279,L'HOPITAL DE MONTREAL POUR ENFANTS,5646,4839,2,10487,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
75,51223287,HOPITAL NEUROLOGIQUE DE MONTREAL,2134,352,4,2490,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
76,51223295,HOPITAL ROYAL VICTORIA,18820,5570,9,24399,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
77,51223832,CSSS DU GRANIT,1817,635,0,2452,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
78,51224392,HOPITAL DE LASALLE,10059,4404,0,14463,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
79,51224541,HOPITAL ET CENTRE DE READAPTATION DE JONQUIERE,3008,1597,0,4605,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
80,51225001,HOPITAL CHAUVEAU,103,0,0,103,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
81,51225357,HOPITAL DE SAINTE-ANNE-DE-BEAUPRE,131,0,0,131,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
82,51225589,HOPITAL ET CLSC DE VAL-D'OR,4208,2115,0,6323,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
83,51225597,HOPITAL PSYCHIATRIQUE DE MALARTIC,160,0,0,160,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
84,51226777,HOPITAL LAURENTIEN,5185,1744,0,6929,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
85,51226892,HOPITAL D'AMQUI,1680,273,0,1953,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
86,51227536,HOPITAL ET CENTRE D'HEBERGEMENT ARGYLL,432,0,0,432,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
87,51227569,HOTEL-DIEU DE LEVIS,14760,4650,0,19410,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
88,51227775,HOPITAL DE CHANDLER,2225,338,0,2563,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
89,51227783,HOPITAL DE L'ARCHIPEL,1283,534,0,1817,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
90,51227882,HOPITAL REGIONAL DE RIMOUSKI,9317,5652,0,14969,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
91,51227908,HOPITAL DE MARIA,3165,1369,0,4534,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
92,51228005,HOPITAL BARRIE MEMORIAL,858,206,0,1064,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
93,51228039,HOTEL-DIEU D'ARTHABASKA,10089,7658,0,17747,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
94,51228062,HOPITAL PIERRE-LE GARDEUR,18113,6951,0,25064,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
95,51228120,HOPITAL DE GRANBY,7168,4641,0,11809,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
96,51228203,HOPITAL CLSC CTRE HEBERGEMENT ROBERVAL,4950,3325,0,8275,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
97,51228278,HOPITAL GENERAL DU LAKESHORE,11071,4587,0,15658,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
98,51228310,HOPITAL DE LACHINE,1568,5849,0,7417,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
99,51228401,HOPITAL RICHARDSON,461,0,0,461,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
100,51228443,CENTRE D'HEBERGEMENT NOTRE-DAME-DE-LA-MERCI,412,0,0,412,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
101,51228492,HOPITAL FLEURY,4224,6898,0,11122,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
102,51228500,HOPITAL JEAN-TALON,5325,4237,0,9562,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
103,51228575,CENTRE D'HEBERGEMENT JACQUES-VIGER,288,0,0,288,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
104,51228690,HOPITAL DE LA MALBAIE,1609,740,0,2349,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
105,51228716,HOPITAL DE BAIE-SAINT-PAUL,931,975,0,1906,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
106,51228757,HOPITAL CITE DE LA SANTE,27216,11406,0,38622,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
107,51228765,HOPITAL LE ROYER,3491,2338,0,5829,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
108,51228781,HOPITAL SAINTE-CROIX,11300,4774,0,16074,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
109,51228799,HOPITAL MEMORIAL DE WAKEFIELD/WAKEFIELD MEM. HOSPITAL,552,0,0,552,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
110,51228823,HOPITAL DE PAPINEAU,1842,3339,0,5181,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
111,51228856,CENTRE HOSPITALIER REGIONAL DE LANAUDIERE,14158,7318,0,21476,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
112,51228864,HOPITAL DE SAINT-EUSTACHE,14992,4421,0,19413,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
113,51228880,HOPITAL REGIONAL DE SAINT-JEROME,18056,14708,0,32764,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
114,51228906,HOPITAL D'AMOS,4330,2561,0,6891,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
115,51228922,HOPITAL DE ROUYN-NORANDA,4483,2794,0,7277,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
116,51228948,HOPITAL DE THETFORD MINES,5286,3082,0,8368,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
117,51228963,HOPITAL DE MONTMAGNY,3954,4844,0,8798,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
118,51228971,HOPITAL DE SAINT-GEORGES,7839,4543,0,12382,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
119,51229011,HOPITAL PIERRE-BOUCHER,22366,9245,0,31611,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
120,51229045,HOPITAL DU HAUT-RICHELIEU,17203,9727,0,26930,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
121,51229102,HOTEL-DIEU DE SOREL,6060,4101,0,10161,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
122,51229136,HOPITAL DU SUROIT,9729,3354,0,13083,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
123,51229151,CENTRE HOSPITALIER ANNA-LABERGE,11235,6331,0,17566,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
124,51229185,HOPITAL BROME-MISSISQUOI-PERKINS,5664,3080,0,8744,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
125,51229193,HOPITAL HONORE-MERCIER,10504,5202,0,15706,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
126,51229581,CENTRE DE PEDOPSYCHIATRIE,224,0,0,224,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
127,51231330,L'HOPITAL JEFFERY HALE,173,0,0,173,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
128,51232007,L'HOPITAL DE READAPTATION LINDSAY,676,0,0,676,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
129,51232015,INSTITUT DE READAPTATION DE MONTREAL,542,0,0,542,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
130,51232023,HOPITAL ET CENTRE D'HEBERGEMENT DE SEPT-ILES,3524,2236,0,5760,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
131,51232130,INST.UNIV. DE CARDIOLOGIE ET DE PNEUMOLOGIE DE QC,15128,78,0,15206,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
132,51232189,INSTITUT UNIV.EN SANTE MENTALE DE QUEBEC,1597,0,0,1597,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
133,51233583,CENTRE DE SERVICES AVELLIN-DALCOURT,130,0,0,130,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
134,51233609,CSSS DE TEMISCAMING-ET-DE-KIPAWA,346,0,0,346,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
135,51233799,HOPITAL CHARLES LEMOYNE,20214,6793,0,27007,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
136,51233914,HOPITAL DE L'ENFANT-JESUS,14300,8657,0,22957,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
137,51233989,CENTRE HOSPITALIER PIERRE-JANET,615,0,0,615,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
138,51234235,HOPITAL CATHERINE-BOOTH,788,0,0,788,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
139,54583356,CENTRE D'HEBERGEMENT DE L'HOTEL-DIEU-DE-ST- HYACINTHE,534,0,0,534,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
140,54780366,CENTRE HOSP. KATERI MEMORIAL-TEHSAKOTITSEN : THA,47,0,0,47,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
141,55617062,INSTITUT THORACIQUE DE MONTREAL,694,0,0,694,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
142,GRAND TOTAL,,784596,388115,103,1172814,S07-Nombre de départs par centre hospitalier,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015
