clientele,caracteristique,valeur,nouveau_participant,participant_actif,nouvelle_participation,participation_active
Individu - clientèle de l`assistance sociale,Groupe d'âge,36 ans et plus,28527,39591,45093,66876
Individu - clientèle de l`assistance sociale,Famille monoparentale,Oui,7981,11313,12936,19932
Individu - clientèle de l`assistance sociale,Famille monoparentale,Non,52409,74198,84606,129642
Individu - clientèle de l`assistance sociale,Famille monoparentale,Inconnue,1,17,1,17
Individu - clientèle de l`assistance sociale,Scolarité,Primaire,4064,5889,6542,10458
Individu - clientèle de l`assistance sociale,Scolarité,Secondaire I à IV,25738,36129,41613,63447
Individu - clientèle de l`assistance sociale,Scolarité,Secondaire V,14997,21312,24083,36562
Individu - clientèle de l`assistance sociale,Scolarité,Collégial,5619,7881,9286,13729
Individu - clientèle de l`assistance sociale,Scolarité,Universitaire,5485,7964,8948,14070
Individu - clientèle de l`assistance sociale,Scolarité,Inconnue,4957,7536,7071,11325
Individu - clientèle de l`assistance sociale,Diplôme maximum obtenu,Aucun diplôme,32445,45806,52304,80420
Individu - clientèle de l`assistance sociale,Diplôme maximum obtenu,Secondaire - DES,8765,12616,13984,21487
Individu - clientèle de l`assistance sociale,Diplôme maximum obtenu,Secondaire - DEP,5452,7549,9104,13341
Individu - clientèle de l`assistance sociale,Diplôme maximum obtenu,Secondaire - ASP,376,557,613,976
Individu - clientèle de l`assistance sociale,Diplôme maximum obtenu,Collégial - AEC,1265,1716,2077,2959
Individu - clientèle de l`assistance sociale,Diplôme maximum obtenu,Collégial - DEC général,1340,1901,2151,3273
Individu - clientèle de l`assistance sociale,Diplôme maximum obtenu,Collégial - DEC professionnel,1700,2503,2778,4391
Individu - clientèle de l`assistance sociale,Diplôme maximum obtenu,Universitaire - Certificat,293,447,477,798
Individu - clientèle de l`assistance sociale,Diplôme maximum obtenu,Universitaire - Baccalauréat,1237,1872,2001,3267
Individu - clientèle de l`assistance sociale,Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,440,671,752,1212
Individu - clientèle de l`assistance sociale,Diplôme maximum obtenu,Inconnu,7535,11087,11302,17467
Individu - clientèle de l`assistance sociale,Personne handicapée,Oui,12908,19166,20297,32038
Individu - clientèle de l`assistance sociale,Personne handicapée,Non,47579,66509,77246,117553
Individu - clientèle de l`assistance sociale,Autochtone,Oui,993,1386,1655,2444
Individu - clientèle de l`assistance sociale,Autochtone,Non,57952,81942,93838,144161
Individu - clientèle de l`assistance sociale,Autochtone,Inconnu,1218,1637,2050,2986
Individu - clientèle de l`assistance sociale,Lieu de naissance,Né au Canada,47130,66100,76685,116017
Individu - clientèle de l`assistance sociale,Lieu de naissance,Né hors Canada : arrivé depuis moins de 5 ans,5374,8015,8864,15120
Individu - clientèle de l`assistance sociale,Lieu de naissance,Né hors Canada : arrivé depuis 5 ans et plus,7692,11058,11992,18451
Individu - clientèle de l`assistance sociale,Lieu de naissance,Inconnu,2,3,2,3
Individu - clientèle de l`assistance sociale,Statut au début de la participation,Actif assistance sociale et assurance-emploi,4630,6706,6831,10009
Individu - clientèle de l`assistance sociale,Statut au début de la participation,Actif assistance sociale et admis. assurance-emploi,22938,32237,37582,56097
Individu - clientèle de l`assistance sociale,Statut au début de la participation,Actif assistance sociale seulement,34320,49855,53130,83485
