VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour janvier 2017,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Nom fournisseur,Date ,Montant de ,Numéro de,Description
"BOUTIN, PIERRE",1174446,9499237 CANADA INC.,13-janv.-2017,"9337,06",,Service - Remorquage
,1171700,ARBO-DESIGN INC.,04-janv.-2017,"5039,40",,"Service - Abattage, émondage, élagage"
,1177821,CENTRE DE SERVICES PARTAGES DU QC,25-janv.-2017,"8399,00",781453,Appareil de communication
,1126904,PEPINIERE A. MUCCI INC.,11-janv.-2017,"748,04",1074486,Mélange de terre
,1171790,REMORQUAGE BL,16-janv.-2017,"3275,61",,Service - Remorquage
,1177927,TRANSVRAC MONTREAL LAVAL INC.,25-janv.-2017,"20997,50",,Service - Collecte de matières organiques
"BROUSSEAU, HELENE",1177791,CONFIDENTIEL DECHIQUETAGE DE DOC.,25-janv.-2017,"314,96",,Service - Destruction de documents
,1174816,MONTREAL STENCIL INC,16-janv.-2017,"261,86",,Fourniture d'expédition et étiquette
"CARRIER, RAYMOND",1178543,CATHERINE LEVESQUE,27-janv.-2017,"425,00",,Service - Artiste littéraire
,1174796,CLAUDETTE L'HEUREUX,16-janv.-2017,"350,00",,Service - Artiste littéraire
,1174787,LE THEATRE DU CERISIER,16-janv.-2017,"1000,00",,Service - Artiste littéraire
,1178465,,27-janv.-2017,"300,00",,Service - Artiste littéraire
,1174125,MAHEU & MAHEU INC.,12-janv.-2017,"1070,87",,"Service - Extermination, fumigation"
,1178732,R.M. LEDUC & CIE INC.,30-janv.-2017,"1848,40",,"Papier, article de papeterie"
,1178469,STEVEN ROSENSTEIN,27-janv.-2017,"825,00",,Service - Artiste littéraire
,1178357,TECHNOLOGIES STAY CONNECTED INC.,26-janv.-2017,"6194,26",,Logiciel et progiciel
,1096992,TOSHIBA SOLUTIONS D'AFFAIRES,09-janv.-2017,"97,79",,Location - Photocopieur
,1164651,VINYLFAB INC.,11-janv.-2017,"15,62",,Porte-document
,1178367,VOXEL FACTORY INC.,26-janv.-2017,"320,95",,"Encre, toner"
"DESJARDINS, STEVE",1178494,ECHAFAUDS PLUS (LAVAL) INC,27-janv.-2017,"5249,37",,"Location - Clôture, barricade"
,1178492,SINISTRE MONTREAL,27-janv.-2017,"1267,84",,Service de barricadage
"DUPLANTIE, SYLVIAANNE",1177683,L'ASS. DES URBANISTES ET DES AMENAGISTES MUNICIPAUX DU QUEBEC,25-janv.-2017,"700,00",,Cotisation corporartive de l'ass. des urbanistes du Qc
,1178727,ALERTE COURRIER P.M.E.,30-janv.-2017,"682,42",,"Service - Postal, messagerie"
,1177680,CUISINE-ATOUT E/SE D'INSERTION INC.,25-janv.-2017,"202,50",,Service - Traiteur
,1174139,LES EQUIPEMENTS D'ARPENTAGE CANSEL INC.,12-janv.-2017,"818,90",,Logiciel et progiciel
,1177678,LINDA KEMERER,25-janv.-2017,"2250,00",,Formation en développement interpersonnel / relationnel
,1178725,TAXI-CHARGE.,30-janv.-2017,"314,96",,Frais - Taxi
"FRAPPIER, GENEVIEVE",1175947,AQUAM SPECIALISTE AQUATIQUE INC.,18-janv.-2017,"196,11",,Équipement pour piscine et jeu d'eau
,1174391,AQUATECHNO SPECIALISTES AQUATIQUES INC.,12-janv.-2017,"726,51",,Équipement pour piscine et jeu d'eau
,1177373,,24-janv.-2017,"3254,61",,Traitement de l'eau
,1174512,ECOLAB,13-janv.-2017,"630,81",,Produit d'entretien ménager
,1175941,PLOMBERIE F. DUSSAULT INC.,18-janv.-2017,"1758,54",,Entrepreneur en plomberie
,1177333,,24-janv.-2017,"2073,50",,Entrepreneur en plomberie
,1174820,PRODUITS SANY,16-janv.-2017,"152,55",1048199,Équipement et produit d'entretien
,1177675,,25-janv.-2017,"103,40",,Produit d'entretien ménager
,1177345,ROBERT BOILEAU INC,24-janv.-2017,"204,73",,Équipement - Véhicule et appareil
,1177350,SERRURERIE M. GREENE LOCKSMITH INC.,24-janv.-2017,"110,24",,Réparation de serrure
,1155870,S/CES FINANCIERS MODSPACE CANADA,11-janv.-2017,"356,75",,Location d'une Roulotte
"GAUDREAULT, SONIA",1176907,AUDIO CINE FILMS INC,23-janv.-2017,"267,72",,Location de film
,1176859,LAMCOM TECHNOLOGIES INC.,23-janv.-2017,"1113,29",,Service - Impression
,1176904,LES TERMINAUX KENMONT INC.,23-janv.-2017,"1900,27",,Service - Entreposage
,1174328,LOCATION BRAVO INC.,12-janv.-2017,"1054,58",,Location de chauffe patio
,1174344,MORISSET EVENEMENTS INC.,12-janv.-2017,"5249,37",,Location - Équipement de sport
,1174684,RESEAU INDEPENDANT DES DIFFUSEURS D'EVENEMENTS ARTISTIQUES UNIS INC.,13-janv.-2017,"325,46",,Frais - Adhésion et cotisation
,1172909,SECURMAX,09-janv.-2017,"2813,67",,Produit de cadenassage
,1174324,SOCIETE DES MUSEES QUEBECOIS,12-janv.-2017,"136,97",,Frais - Adhésion et cotisation
,1171865,SERVICES PROFESSIONNELS BRIO INC.,24-janv.-2017,"2747,04",,Entrepreneur en électricité
,1176898,SODEM INC.,23-janv.-2017,"7664,09",,"Service – Installation, gestion, entretien"
,1096996,TOSHIBA SOLUTIONS D'AFFAIRES,09-janv.-2017,"17,65",,Location - Photocopieur
"GENDRON, DENIS",1176534,INFORMA CANADA INC.,20-janv.-2017,"335,96",,Formation en développement technique
,1178828,LA NOUVELLE TABLEE (1996) INC,30-janv.-2017,"12778,82",,Service - Location et installation de matériel pour les CA
,1178499,LE BARRICADEUR,27-janv.-2017,"587,98",,Service - Travaux de barricade
,1176535,LES REALISATIONS FRANCOIS LAPRISE INC.,20-janv.-2017,"14330,79",,Entrepreneur en travaux de finition
,1166359,LES TERRASSEMENTS MULTI-PAYSAGES INC.,19-janv.-2017,"1995,71",,Travaux d'excavation
"HOOPER, CHANTAL",1176798,ACKLANDS - GRAINGER INC.,20-janv.-2017,"376,65",,"Pile, batterie"
,1177827,ALBERT VIAU DIVISION EMCO CORPORATION,25-janv.-2017,"380,47",,Tuyau d'aqueduc
,1174641,APSAM ASSOCIATION PARITAIRE SANTE & SECURITE AFFAIRES MUNICIPALES,13-janv.-2017,"3060,00",,Service - Formation en santé et sécurité
,1177843,,25-janv.-2017,"153,00",,Service - Formation en développement technique
,1177461,BOUTIQUE COURIR MONTREAL,24-janv.-2017,"451,38",,Équipement contre les chutes
"HOOPER, CHANTAL",1176679,CENTRE DE TOITURES B & S LTEE,20-janv.-2017,"419,66",,Appareil et système de ventilation
,1177259,CHAINES ET ELINGUES ST-PIERRE CANADA,24-janv.-2017,"624,81",,"Corde, chaîne et câble"
,1176272,CONFIDENTIEL DECHIQUETAGE DE DOC. INC.,19-janv.-2017,"314,96",819838,Service - Destruction de documents
,1171803,D MINI-MOTEURS INC.,12-janv.-2017,"182,97",,Aiguisage de taille-haies
,1177820,ELECTRICITE PLUS,25-janv.-2017,"254,17",,Service - Formation en développement technique
,1176811,ELECTRONIQUE ADDISON,20-janv.-2017,"15,20",,Appareil de communication
,1175639,ENGLOBE CORP.,18-janv.-2017,"6217,73",Hors entente ,Traitement/valorisation de matières organiques
,1177454,ENTREPRISE ROBERT GREEN INC,24-janv.-2017,"4252,77",,Bois de construction
,1171797,ENTREPRISES FORLINI-DIVISION,05-janv.-2017,"255,12",Hors entente ,Bottes de travail
,1176711,,20-janv.-2017,"131,02",Hors entente ,Bottes et accessoires de travail
,1177368,,24-janv.-2017,"68,24",Hors entente ,Couvre-chaussures
,1177453,,24-janv.-2017,"207,25",Hors entente ,Bottes de travail
,1178095,,26-janv.-2017,"169,45",Hors entente ,Bottes de travail
,1177420,EQUIPEMENTS DE SECURITE HOTTE INC,24-janv.-2017,"634,96",,Gant
,1151030,EQUIPEMENTS TWIN INC.,18-janv.-2017,"19,79",,Réparation/Entretien - Véhicule lourd
,1176275,EXTERMINATION INSPEX INC.,19-janv.-2017,"818,90",,"Service - Extermination, fumigation"
,1176807,FASTENAL CANADA LTEE,20-janv.-2017,"1376,05",,Fil et câble électrique
,1176723,FONDERIE LAPERLE DIR. TUYAUTERIES LTEE,20-janv.-2017,"8323,45",1005686,Puisard et chambre de vanne
,1171811,GAZTEK INC,20-janv.-2017,"304,46",,Bouteille pour capteur à gaz
,1175452,,17-janv.-2017,"1181,11",,Réparation/Entretien - Outil électrique
,1171814,GROUPE SDM INC,12-janv.-2017,"1836,23",,Service - Dégel de conduites
,1176793,HERCULES SLR INC,20-janv.-2017,"65,10",,Crochet
,1177442,HILTI CANADA LTEE,24-janv.-2017,"263,94",,"Support, renfort et équerre"
,1177705,INDUSTRIES DESORMEAU INC.,25-janv.-2017,"516,12",,Outil manuel
,1176683,INOLEC,20-janv.-2017,"15,49",,Accessoire et pièce de remplacement pour outil
,1171801,KOMUTEL INC,05-janv.-2017,"1007,88",,Système d'enregistrement
,1177700,LEE VALLEY TOOLS LTD.,25-janv.-2017,"1596,12",,Accessoires de portes
,1177448,LEON DESLIPPE,24-janv.-2017,"236,22",,Fourniture horticole
,1166778,LES INDUSTRIES MC ASPHALT LTEE,11-janv.-2017,"1679,80",,"Asphalte, bitume"
,1171805,LOCATION HEWITT INC,12-janv.-2017,"440,67",,Réparation/Entretien - Outil électrique
,1177375,MECANIQUE GILLES ROBERGE INC.,24-janv.-2017,"74,33",,Accessoire et pièce de remplacement pour outil
,1177400,MULTI-PRESSIONS L.C. INC.,24-janv.-2017,"138,59",,Accessoire et pièce de remplacement pour outil
,1163426,NADEAU INC.,16-janv.-2017,"21,00",,Service - Frais de transport
,1140507,PEPINIERE A. MUCCI INC.,11-janv.-2017,"1658,54",1074486,Melange de terre
,1176842,PRODUITS SANY,23-janv.-2017,"321,31",1048199,Équipement et produit d'entretien
,1177456,QUINCAILLERIE J. CARRIER,24-janv.-2017,"125,98",,Accessoire et pièce de remplacement pour outil
,1177146,QUINCAILLERIE NOTRE-DAME DE ST-HENRI,23-janv.-2017,"1049,87",,Tuyauterie et raccord
,1177443,,24-janv.-2017,"151,32",,"Matériel de fixation, clou, vis"
,1173097,"RICCI, TEASDALE HUISSIERS DE JUSTICE",09-janv.-2017,"150,52",,Huissier de justice
,1175841,,18-janv.-2017,"181,34",,Huissier de justice
,1176117,,19-janv.-2017,"254,44",,Huissier de justice
"HOOPER, CHANTAL",1171795,SERRUMAX INC,23-janv.-2017,"1049,87",,Service - Serrurier
,1171818,SERRURIER LACROIX LTEE,10-janv.-2017,"499,32",,Service - Serrurier
,1176771,,20-janv.-2017,"339,11",,Service - Serrurier
,1149671,SERVICES MATREC INC.,18-janv.-2017,"93,96",,Location - Toilette chimique
,1173650,STE INTERNATIONALE D'ARBORICULTURE,11-janv.-2017,"270,84",,Frais - Inscription pour colloque
,1171802,TECHNOLOGIES METEOROLOGIQUES INC.,16-janv.-2017,"3716,56",,Prévisions météorologiques
,1176785,TENAQUIP LIMITED,20-janv.-2017,"183,58",,Outil manuel
,1176922,U. CAYOUETTE INC.,25-janv.-2017,"188,91",,Gant
,,,23-janv.-2017,"356,92",,Outil manuel
,,,23-janv.-2017,"94,43",,Accessoire vestimentaire
,1174992,VERMEER CANADA INC.,16-janv.-2017,"678,42",,Équipement de protection
,,,16-janv.-2017,"346,45",,Accessoire vestimentaire
,,,16-janv.-2017,"502,43",,Gant
,,,16-janv.-2017,"6668,60",,Accessoire et pièce de remplacement pour outil
,1175004,JEAN GUGLIA & FILS ENR.,16-janv.-2017,"191,25",,Équipement de protection
,,,16-janv.-2017,"1845,34",,Outil à batterie
,,,16-janv.-2017,"186,46",,Accessoire et pièce de remplacement pour outil
,,,16-janv.-2017,"2257,54",,Machine et équipement d'aménagement paysager
"OUELLET, MARIE-CLAUDE",1176470,ACCES COMMUNICATIONS,19-janv.-2017,"503,94",,Location - Appareil de communication
,1175584,COMMISSION SCOLAIRE ENGLISH-MTL,17-janv.-2017,"2808,42",,Location - Installation sportive
,1173940,COOPERATIVE DE TAXI MONTREAL,11-janv.-2017,"35,42",,Frais - Taxi
,1141766,LOCATION HEWITT INC,18-janv.-2017,"104,99",,Équipement de manutention
,1174025,LORGANISME,12-janv.-2017,"2099,75",,Service - Artiste de la scène
,1174007,PLA'C'ART,12-janv.-2017,"678,22",,Service - Artiste de la scène
,1174041,SACRE TYMPAN,12-janv.-2017,"7349,12",,Service - Artiste de la scène
,1174021,SERGE LEMONDE,12-janv.-2017,"2700,00",,Service - Artiste de la scène
"PLANTE, STÉPHANE",1177759,AMIS DE LA MONTAGNE (LES),25-janv.-2017,"361,90",,Service - Traiteur
,1178342,CIMCO REFRIGERATION TOROMONT INDUSTRIE,26-janv.-2017,"776,91",,Réparation/Entretien - Pompe et compresseur
,1178107,GAUFRABEC INC,26-janv.-2017,"501,84",,Nourriture pour fins de revente
,1177870,PRODUITS SANY,25-janv.-2017,"643,99",1048199,Produit et équipement d'entretien
,1177871,,25-janv.-2017,"319,74",1048199,Produit et équipement d'entretien
,1166638,QUINCAILLERIE ST-HUBERT,25-janv.-2017,"400,01",,Location - Appareil et système de chauffage
,1178104,W COMMUNICATION INC.,26-janv.-2017,"377,01",,Eau potable - Mesure d'urgence
"REEVES, GENEVIÈVE",1172894,ALERTE COURRIER P.M.E.,09-janv.-2017,"629,92",,"Service - Postal, messagerie"
,1178491,LE DEVOIR INC.,27-janv.-2017,"8333,91",1072498,Service - Placement média d'avis public
,1173209,TELUS,10-janv.-2017,"72,58",,Appareil de communication
,1178490,,27-janv.-2017,"397,96",,Appareil de communication
,1135742,THE SUBURBAN NEWSPAPER,09-janv.-2017,"393,31",,Service - Placement média d'avis public
,1174247,WOLTERS KLUWER QUEBEC LTEE,12-janv.-2017,"1945,00",,Misde à jour règlements municipalités
,1174249,,12-janv.-2017,"1268,00",,Mise à jour accès à l'information
"THERRIEN, MICHEL",1173055,AGENCE DOUBLE XPRESSO INC.,09-janv.-2017,"15748,12",,"Service - Infographie, graphisme"
,1172227,ALERTE COURRIER P.M.E.,04-janv.-2017,"12,01",,"Service - Postal, messagerie"
,1178647,ASS. COMMUNICATEURS MUNIC. DU QC,27-janv.-2017,"262,47",,Frais - Adhésion et cotisation
,1178291,CAFE 92 DEGRES INC.,26-janv.-2017,"2967,58",,Service traiteur
,1172215,COMPUGEN INC.,04-janv.-2017,"419,94",1163303,Écrans
,1173222,GROUPE COMMUNAUTAIRE L'ITINERAIRE,10-janv.-2017,"15748,12",,Service - Distribution
,1173992,GROUPE DE SECURITE GARDA SENC,12-janv.-2017,"156,75",,"Service - Agence de sécurité, gardiennage"
,1172903,IMPRIME-EMPLOI,09-janv.-2017,"253,02",,Service - Impression
,1172958,IMPRIMERIE REFLET LTEE,09-janv.-2017,"8892,44",,"Guide, brochure et affiche"
,1176351,LE DIPLOMATE AUDIOVISUEL,19-janv.-2017,"1325,31",,Location - Équipement d'éclairage et de sonorisation
,1173025,LES TRADUCTIONS TERRY KNOWLES INC.,09-janv.-2017,"5249,37",,"Service - Rédaction, révision"
,1175233,LOCOMOTIVE INC.,17-janv.-2017,"6299,25",,"Service - Hébergement (site web, serveur)"
,1174795,PUBLICATIONS FILCAN INC.,16-janv.-2017,"419,95",,Service - Placement média d'avis public
,1177394,ROBERT DEVOST GRAPHISTE INC.,24-janv.-2017,"10498,75",,"Service - Infographie, graphisme"
,1176728,SUBSTANCE STRATEGIES NUMERIQUES,20-janv.-2017,"3076,13",,Formation médias sociaux et accompagnement
,1177412,TURCOTTE DESIGN INC.,24-janv.-2017,"2295,03",,"Concepteur graphique, infographiste"
,1175230,VIDEOTRON S.E.N.C,17-janv.-2017,"465,89",,Service - Télédiffusion
,1173692,W COMMUNICATION INC.,11-janv.-2017,"2510,25",,Article promotionnel
"TROTTIER, PASCAL",1175871,TRANSELEC / COMMON INC.,18-janv.-2017,"2762,85",1045712,Signalisation routière
