VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour novembre 2017,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Date ,Nom fournisseur,Numéro de,Montant de ,Description
,1238871,20-nov.-2017,,,"401,58",Service - Impression
,1241024,29-nov.-2017,CUISINE-ATOUT ENTREPRISE D'INSERTION,,"185,00",Breuvage et nourriture
,1238711,20-nov.-2017,DIMENSION DPR INC.,,"115,49","Service - Infographie, graphisme"
,1240990,29-nov.-2017,DUOSON MULTIMEDIA INC,,"2 659,88",Service - Diffusion
,1237005,10-nov.-2017,LAMCOM TECHNOLOGIES INC.,,"416,91",Service - Impression
,1238892,20-nov.-2017,LES ARTISANS DU TEXTILE INC.,,"763,78",Drapeaux
,1214428,16-nov.-2017,ROGERS COMMUNICATIONS CANADA INC.,,"367,46",Service - Téléphonie cellulaire
,1238640,17-nov.-2017,ZAP COOP DE SOLIDARITE,,"629,92",Service - Diffusion
"BEDARD, LUCIE",1238223,16-nov.-2017,AUTOBUS GALLAND LTEE,,"330,71",Service - Transport autobus
,1238057,16-nov.-2017,ORDRE DES URBANISTES DU QUEBEC.,,"502,22",Frais - Inscription pour colloque
,1236531,9-nov.-2017,ZESTE DU MONDE,,"228,35",Service - Traiteur
"BOUTIN, PIERRE",1238969,21-nov.-2017,ACKLANDS - GRAINGER INC.,,"148,92",Gants
,1239120,21-nov.-2017,CERIU,,"1 711,30",Formation en développement organisationnel et technique
,1218084,29-nov.-2017,FASTENAL CANADA LTEE,,"5,41",Service - Frais de transport
,1238019,16-nov.-2017,INDUSTRIES JACQUES INC.,,"493,44",Réparation/Entretien - Équipement de sport et terrain de jeux
,1237160,13-nov.-2017,LA MAISON DU PEINTRE,,"195,99",Accessoire et fourniture de peinture
,1219721,20-nov.-2017,PEPINIERE A. MUCCI INC.,1214413,"2 066,94",Mélange de terre
,1219745,20-nov.-2017,,1214413,"4 241,49",Mélange de terre
"BOUTIN, PIERRE",1231387,1-nov.-2017,PEPINIERE DOMINIQUE SAVIO LTEE,,"2,17",Végétaux
,1238683,20-nov.-2017,PPG REVETEMENTS ARCHITECTURAUX CANADA INC.,1071552,"816,68",Peinture - résidentielle et industrielle
,,20-nov.-2017,,,"696,82",Accessoire et fourniture de peinture
"BROUSSEAU, HELENE",1177791,8-nov.-2017,CONFIDENTIEL DECHIQUETAGE DE DOC. INC.,,"209,97",Service - Destruction de documents
,1214434,16-nov.-2017,ROGERS COMMUNICATIONS CANADA INC.,,"283,47",Service - Téléphonie cellulaire 
"CARRIER, RAYMOND",1239362,22-nov.-2017,ACORR,,"677,17",Équipement et fourniture d'emballage et d'entreposage
,1236755,9-nov.-2017,AUDIO CINE FILMS INC,,"761,16",Licence de divertissement
,1237773,15-nov.-2017,BIBLIOTHECA CANADA INC.,,"5 699,16","Service - Installation, gestion, entretien"
,1189504,27-nov.-2017,BRAULT & BOUTHILLIER LTEE,,"1,73","Papier, article de papeterie"
,1225525,13-nov.-2017,,,"5,25",Service - Frais de transport
,1235269,3-nov.-2017,,,"156,38","Papier, article de papeterie"
,1231013,1-nov.-2017,SOLOTECH INC,,"477,36","Éclairage, lumière"
,1232828,28-nov.-2017,CARR MCLEAN LIMITED,,"45,40",Service - Frais de transport
,1240073,24-nov.-2017,COMPUGEN INC.,,"170,60",Ordinateur et accessoire
,,24-nov.-2017,,,"525,00",Imprimante
,1240067,24-nov.-2017,COOPERATIVE DE L'UNIVERSITE LAVAL,,"397,85",Ordinateur et accessoire
,1197518,20-nov.-2017,COOPERATIVE DE TAXI MONTREAL,,"104,99",Frais-Transport en taxi
,1236756,9-nov.-2017,ENTREPRISES D'EXTERMINATION MAHEU,,"1 627,31",Appareil d'entretien
,1240069,24-nov.-2017,JEAN L. DECOR 2001 INC.,,"1 501,32",Accessoire et fourniture de décoration
,1237774,15-nov.-2017,LES FILMS CRITERION PICTURES,,"1 574,81",Service - Droit d'auteur
,1212490,10-nov.-2017,LOCATION JEAN LEGARE LTEE,,"4 402,02",Location - Automobile
,1240289,27-nov.-2017,PHOTOSYNTHESE INC,,"2 921,17",Service - Impression
,1200755,3-nov.-2017,PLANTERRA LTEE,,"415,75",Service - Entretien paysager
,1237770,15-nov.-2017,,,"1 459,33",Drapeaux
,1240080,24-nov.-2017,ROULEAUX DE PAPIER & RUBANS J.L. INC.,,"176,38","Papier, article de papeterie"
,1240083,24-nov.-2017,,,"352,76","Papier, article de papeterie"
,1231008,20-nov.-2017,SOLOTECH INC,,"73,49",Service - Frais de transport
,1234945,2-nov.-2017,,,"596,56",Réparation/Entretien - Équipement de scène
,1239355,22-nov.-2017,,,"405,46",Appareil électronique
,1239356,22-nov.-2017,,,"707,01",Appareil électronique
,1239358,22-nov.-2017,TECHNO-GESTASS LTEE,,"164,56",Matériel pour communication graphique
,1240075,24-nov.-2017,TECHNOLOGIES STAY CONNECTED INC.,,"1 086,62",Réparation/Entretien - Appareil de communication
,1230266,9-nov.-2017,ULINE CANADA,,"22,85",Service - Frais de transport 
"CHAMBEROT, ROBERT",1203820,1-nov.-2017,JULIEN LEBLOND,,"5 097,14",Réparation/Entretien - Équipement de scène
,1234949,2-nov.-2017,LES COUVRE-PLANCHERS SOLATHEQUE INC.,,"986,88",Service - Entretien d'immeuble 
"DESJARDINS, STEVE",1236537,9-nov.-2017,COMMISSION SCOLAIRE DE MONTREAL,,"2 497,11",Formation en développement organisationnel et technique
"FRAPPIER, GENEVIEVE",1236201,8-nov.-2017,,,"2 169,46",Équipement de sport
,1236735,9-nov.-2017,AQUAM SPECIALISTE AQUATIQUE INC.,,"4 173,83",Équipement pour piscine et jeu d'eau
,1239354,22-nov.-2017,AQUATECHNO SPECIALISTES AQUATIQUES INC.,,"564,57",Équipement pour piscine et jeu d'eau
,1236738,9-nov.-2017,BOUTY INC,,"3 058,20",Chaise et fauteuil ergonomique
,1236207,8-nov.-2017,COFFRES-FORTS C.B. 2000 INC.,,"214,96",Service - Serrurier
,1239360,22-nov.-2017,CORBEIL ELECTRIQUE INC.,,"1 677,70",Électroménager
,1238406,17-nov.-2017,LA MAISON DU PEINTRE,,"1 312,34",Peinture - résidentielle et industrielle 
"FRAPPIER, GENEVIEVE",1236205,8-nov.-2017,LES INSTALLATIONS SPORTIVES AGORA INC.,,"784,78",Réparation/Entretien - Équipement de sport et terrain de jeux
,1236206,8-nov.-2017,,,"1 162,74",Réparation/Entretien - Équipement de sport et terrain de jeux
,1235516,6-nov.-2017,PRODUITS SANY,1048199,"407,18",Équipements et produits d'entretien
,1235517,6-nov.-2017,,1048199,"184,83",Équipements et produits d'entretien
,1239159,21-nov.-2017,,1048199,"401,72",Équipements et produits d'entretien
,1239724,23-nov.-2017,,1048199,"271,87",Équipements et produits d'entretien
,1240070,24-nov.-2017,,1048199,"327,59",Gants
,1184360,16-nov.-2017,SERVICES FINANCIERS MODSPACE CANADA LTD,,"3 924,22",Location - Bureau mobile
,1238176,16-nov.-2017,TENAQUIP LIMITED,,"833,39",Équipement d'entretien manuel
,,16-nov.-2017,,,"1 644,87",Escabeau
"GAUDREAULT, SONIA",1237425,14-nov.-2017,AQUAM SPECIALISTE AQUATIQUE INC.,,"5 722,76",Équipement pour piscine et jeu d'eau
,1240288,27-nov.-2017,,,"13 864,14",Équipement pour piscine et jeu d'eau
,1234943,2-nov.-2017,CENTRE COMMUNAUTAIRE DE LOISIR DE LA CDN,,"10 590,32","Service - Formation, animation d'atelier"
,1237434,14-nov.-2017,COMITE JEUNESSE DE NDG,,"1 355,42",Article promotionnel
,1103211,7-nov.-2017,SYNDICAT DE COPROPRIETE DES TERRAINS BENNY FARM,,"15 723,18",Frais - Adhésion et cotisation
,1241034,29-nov.-2017,COMMISSION SPORTIVE DE MTL INC.,,"1 049,87",Article promotionnel
,1236119,8-nov.-2017,CREATIONS JEAN-CLAUDE TREMBLAY INC.,,"6 194,26","Service - Animation, entraînement"
,1185994,16-nov.-2017,ROGERS AT&T COMMUNICATIONS SANS FIL,,"5 879,30",Service - Téléphonie cellulaire
,1237424,14-nov.-2017,TENAQUIP LIMITED,,"7 749,88","Matériel pour loisir, jeu"
,1188721,7-nov.-2017,TOSHIBA SOLUTIONS D'AFFAIRES,,"230,97",Location - Photocopieur
,1216454,22-nov.-2017,,,"209,97",Location - Photocopieur
"GENDRON, DENIS",1240729,28-nov.-2017,COOPERATIVE DE L'UNIVERSITE LAVAL,1163361,"1 656,70",Ordinateur et accessoire
,1235874,7-nov.-2017,LE GROUPE BELLON PRESTIGE INC.,,"753,81",Service - Entreposage
,1237982,15-nov.-2017,LES E/SES DE CONSTRUCTION PROFIL INC.,,"7 162,24",Réparation/Entretien - Équip. de sport et terrain de jeux
,1240412,27-nov.-2017,SANTINEL INC.,,"1 742,39",Défibrillateur 
"HOOPER, CHANTAL",1237250,13-nov.-2017,ALBERT VIAU DIVISION EMCO CORPORATION,1137513,"438,85",Produit de branchement
,,13-nov.-2017,,,"1 538,34",Produit de branchement
,1238209,16-nov.-2017,,,"506,08",Produit de branchement
,1235082,2-nov.-2017,ASS. PARITAIRE SANTE & SECURITE AFF. MUN.,,"80,32",Formation en développement organisationnel et technique
,1233713,1-nov.-2017,DHP SHERBROOKE INC.,,"4 036,50",Pompe et compresseur
,1238070,16-nov.-2017,ELECTRICITE PLUS,,"313,91",Formation en développement organisationnel et technique
,1234818,1-nov.-2017,ENTREPRISES FORLINI-DIVISION EQUIPEMENT DE,,"1 064,30",Équipement de protection
,1239433,22-nov.-2017,,,"141,73",Botte
,1237665,14-nov.-2017,FONDERIE LAPERLE DIR. TUYAUTERIES CANADA,1005686,"4 161,73",Puisard et chambre de vanne
,1235115,2-nov.-2017,GROUPE SDM INC,,"964,31",Service - Nettoyage et désobstruction de conduites
,1238754,20-nov.-2017,LAFARGE CANADA INC,1195735,"7 622,09",Agrégat en vrac
,1239866,24-nov.-2017,LA MAISON DU PEINTRE,,"285,51",Accessoire et fourniture de peinture
,1238049,16-nov.-2017,MULTI RECYCLAGE S.D. INC,,"159,87",Service - Traitement/valorisation de matières organiques
,1237407,14-nov.-2017,NOVEM DISTRIBUTION INC,,"2 003,16",Produit de cadenassage
,1219682,20-nov.-2017,PEPINIERE A. MUCCI INC.,1214413,"1 610,25",Mélange de terre
,1239795,23-nov.-2017,PRODUITS SANY,1048199,"14,17",Produit d'entretien ménager
,1230699,22-nov.-2017,QUINCAILLERIE NOTRE-DAME DE ST-HENRI,,"787,41",Tuyauterie et raccord
,1235255,3-nov.-2017,RENO-DEPOT,,"395,14",Accessoire et pièce de remplacement pour outil
,1228811,6-nov.-2017,SERVICES MATREC INC.,,"130,02",Location - Toilette chimique
,1234621,1-nov.-2017,SOUPAPES UNIVERSELLE VALVES,,"1 528,09",Réparation de conduit d'aqueduc 
"HOOPER, CHANTAL",1234807,1-nov.-2017,STELEM,,"41,99",Accessoire et pièce de remplacement pour outil
,1223578,9-nov.-2017,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,1191511,"955,38",Puisard et chambre de vanne
,,9-nov.-2017,,,"1 858,28",Puisard et chambre de vanne
,1240294,28-nov.-2017,,,"706,78",Puisard et chambre de vanne
,,28-nov.-2017,,1191511,"3 655,65",Puisard et chambre de vanne
,1240306,27-nov.-2017,SUPERIEUR PROPANE,,"57,74",Gaz comprimé
,1240293,27-nov.-2017,U. CAYOUETTE INC.,,"138,33","Produit de laboratoire, industriel"
,1239512,22-nov.-2017,VIA PREVENTION,,"839,90",Formation en développement organisationnel et technique
"LEGER, APRIL",1236737,9-nov.-2017,BOUTY INC,,"1 532,86",Meuble
,1240076,24-nov.-2017,CHRONO CONTROLE ENR,,"251,92",Réparation/Entretien - Équipement de sport et terrain de jeux
,1240071,24-nov.-2017,LE GROUPE SPORTS INTER PLUS INC.,,"499,21",Équipement et fourniture pour terrain de jeux
"OUELLET, M-CLAUDE",1235511,6-nov.-2017,AQUEST DESIGN,,"1 450,92",Équipement de manutention
,1240079,24-nov.-2017,LES ENTREPRISES UNI-T O&M,,"1 637,80",Réparation/Entretien - Porte et fenêtre 
"PLANTE, STÉPHANE",1186068,2-nov.-2017,CYCLONE SANTE INC.,,"3 152,77",Expertises médicales
,1237155,13-nov.-2017,,,"13 648,37",Expertises médicales
,1237963,15-nov.-2017,IMPRIMERIE F.L. WEB INC.,,"12 592,18",Service - Impression
,1236884,10-nov.-2017,META + FORME PAYSAGES INC.,,"19 832,14",Architectes-paysagistes
,1239095,21-nov.-2017,LA SEMAINE DES ARTS,,"12 350,00",Décoration temporaire
,1238851,20-nov.-2017,LEBLANC ILLUMINATIONS-CANADA INC.,,"22 085,75",Décoration temporaire
,1240527,28-nov.-2017,,,"4 277,26",Décoration temporaire
,1235636,6-nov.-2017,LE GOUT DU PALAIS CHEZ MIMI INC.,,"330,71",Service - Traiteur
,1238662,17-nov.-2017,PAYSAGEMENT BELLE ROCAILLE,,"3 149,62",Service - Aménagement paysager
,1214425,16-nov.-2017,ROGERS COMMUNICATIONS CANADA INC.,,"272,97",Service - Téléphonie cellulaire
"REEVES, GENEVIÈVE",1235798,7-nov.-2017,BRUCE LOCHHEAD,,"200,00",Vétéran pour le jour du souvenir
,1236526,9-nov.-2017,COOPERATIVE DE L'UNIVERSITE LAVAL,1163361,"4 970,10",Ordinateur et accessoire
,,9-nov.-2017,,,"185,83",Étuis
,1240686,28-nov.-2017,,1163361,"1 656,70",Ordinateur et accessoire
,1237161,13-nov.-2017,KERR NORTON (TM),,"81,89",Cartouches
,1236178,8-nov.-2017,LE DEVOIR INC.,,"1 333,34",Service - Placement média d'avis public
,1235608,6-nov.-2017,LES EDITIONS YVON BLAIS INC,,"155,05",Mises à jour
,1236620,9-nov.-2017,MONTREAL STENCIL INC,,"83,61",Service - Impression
,1239538,22-nov.-2017,,,"45,59",Service - Impression
,1238050,16-nov.-2017,WOLTERS KLUWER QUEBEC LTEE,,"229,90","Guide, brochure et affiche"
,1239185,21-nov.-2017,,,"114,95","Guide, brochure et affiche"
"ROUSSIN, VERONIQUE",1213266,15-nov.-2017,MAERIX INC.,,"366,79",Service - Gestion de la documentation/Archivage 
"TASSE, RICHARD",1236012,7-nov.-2017,9068-9266 QUEBEC INC.,,"545,93",Réparation/Entretien - Système d'irrigation et d'arrosage
,1236305,8-nov.-2017,ACKLANDS - GRAINGER INC.,,"65,41",Outil manuel
,,8-nov.-2017,,,"261,00",Vêtement de travail
,1235782,7-nov.-2017,CHAINES ET ELINGUES ST-PIERRE CANADA,,"283,47",Accessoire et pièce de remplacement pour outil
,1234812,1-nov.-2017,GESTION NOVAFOR INC.,,"1 230,79",Équipements et Accessoires vestimentaires
,1235510,6-nov.-2017,,,"626,01",Équipements et Accessoires vestimentaires
,1234646,1-nov.-2017,J. CARRIER FOURNITURES INDUSTRIELLES INC.,,"207,88","Pile, batterie"
,1236558,9-nov.-2017,,,"201,58","Pile, batterie"
,1236553,9-nov.-2017,JEAN GUGLIA & FILS ENR.,,"745,37",Accessoire et pièce de remplacement pour outil
,1236551,9-nov.-2017,LEE VALLEY TOOLS LTD.,,"160,58",Outil manuel
"TASSE, RICHARD",1235781,7-nov.-2017,LE GROUPE J.S.V. INC,,"147,97",Outil manuel
,1234636,1-nov.-2017,LES EQUIPEMENTS RAPCO INC,,"121,26",Accessoire et pièce de remplacement pour outil
,1226142,7-nov.-2017,LES JARDINS MICHEL CORBEIL INC.,,"89,24",Végétaux
,1235006,2-nov.-2017,LES SCIURES JUTRAS INC.,,"4 304,49",Location - Machine et équipement d'aménagement paysager
,1236548,9-nov.-2017,QUINCAILLERIE NOTRE-DAME DE ST-HENRI,,"2 070,25",Bois de construction
,1235253,3-nov.-2017,TESSIER RECREO-PARC INC.,,"4 913,42",Équipement et fourniture pour terrain de jeux
,1236313,8-nov.-2017,VERMEER CANADA INC.,,"153,07",Fournitures et matériel médical
"TROTTIER, PASCAL",1234830,1-nov.-2017,MIOVISION TECHNOLOGIES INC.,,"209,97",Ingénieur civil - Circulation et transport
,1237439,14-nov.-2017,TRAFFIC LOGIX CORPORATION,,"559,58",Signalisation routière
,,,,,"360 024,72",
