"VILLE DE MONTRÉAL  ";;;;;;
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce";;;;;;
"Listes des bons de commandes approuvés pour août 2017";;;;;;
;1218671;"03-août-17";"CORPORATION D'URGENCES-SANTE";;"140,87";"Service - Transport ambulancier"
;1220560;"17-août-17";"DUBO ELECTRIQUE LTEE";;"1 322,84";"Éclairage, lumière"
;1219575;"10-août-17";"IMPRESSION MULTI-SOURCES";;"94,49";"Service - Impression"
;1221393;"23-août-17";"JAD KHORIATY";;"100,00";"Service - Formation en santé et sécurité"
;1222026;"28-août-17";"LES CONSTRUCTIONS ARGOZY INC.";;"4 566,96";"Entrepreneur en installations spéciales ou préfabriquées"
;1219488;"09-août-17";"PRODUITS SANY";1048199;"786,48";"Équipement et produit d'entretien"
;1219490;"09-août-17";;1048199;"379,69";"Équipement et produit d'entretien"
;1219574;"10-août-17";;;"230,47";"Équipement d'entretien manuel"
;1221373;"23-août-17";;;"922,09";"Équipement et produit d'entretien"
;1222145;"28-août-17";;1048199;"321,21";"Équipement et produit d'entretien"
;1220557;"17-août-17";"ROBERT BOILEAU INC";;"112,02";"Produit de soudure"
;1216454;"03-août-17";"TOSHIBA SOLUTIONS D'AFFAIRES";;"524,94";"Location – Photocopieur"
"GAUDREAULT, SONIA";1219125;"08-août-17";"DEPOT ALIMENTAIRE NDG";;"1 000,00";"Service - Entretien paysager"
;1219126;"08-août-17";"SOCIETE ENVIRONNEMENTALE CDN";;"869,75";"Service - Entretien paysager"
;1222023;"28-août-17";"SOLOTECH INC";;"692,41";"Lampes"
;1202411;"24-août-17";"UBA INC.";;"3 266,64";"Traitement de l'eau"
"GENDRON, DENIS";1222267;"29-août-17";"AFFLECK DE LA RIVA, ARCHITECTES";;"393,18";"Architecte"
;1220051;"15-août-17";"AQUEST DESIGN";;"7 139,15";"Chaises de classe empilable"
;1221876;"25-août-17";"CARREFOUR JEUNESSE-EMPLOI DE CDN";;"4 290,00";"Service - Entretien paysager"
;1220894;"21-août-17";"CONSTRUCTION RENO MARC";;"1 643,05";"Entrepreneur en charpentes de bois"
;1221395;"23-août-17";"CUISINE-ATOUT ENTREPRISE D'INSERTION";;"194,50";"Service - Traiteur"
;1212717;"14-août-17";"IMPRIMERIE REFLET LTEE";;"8 944,93";"Service - Impression"
;1220062;"15-août-17";"L'ASS. DE TAXI DIAMOND DE MTL LTEE";;"524,94";"Service - Taxi"
;1222268;"29-août-17";"LES CONSTRUCTIONS ARGOZY INC.";;"6 509,22";"Entrepreneur en petits ouvrages de béton"
;1222271;"29-août-17";;;"13 123,44";"Entrepreneur en petits ouvrages de béton"
;1214950;"18-août-17";"LES PEPINIERES JASMIN LTEE";;"73,49";"Frais de livraison"
;1215853;"18-août-17";;;"146,98";"Service - Entretien paysager"
;1198791;"21-août-17";"MARTECH SIGNALISATION INC.";;"70,87";"Signalisation routière"
;1221396;"23-août-17";"YVES NADEAU";;"419,95";"Réparation/Entretien - Mobilier de bureau"
"HOOPER, CHANTAL";1219982;"14-août-17";"3289419 CANADA (COLLINS)";;"221,55";"Bottes de sécurité"
;1221978;"30-août-17";"ABC ENVIRONNEMENT INC.";;"772,50";"Service - Traitement/valorisation de matières organiques"
;1221247;"22-août-17";"ACKLANDS - GRAINGER INC.";;"192,76";"Équipement d'entretien"
;1218597;"04-août-17";"ALBERT VIAU DIVISION EMCO CORP.";;"2 598,65";"Produit de branchement"
;1222387;"29-août-17";;;"287,25";"Produit de branchement"
;1222566;"30-août-17";;;"272,97";"Produit de branchement"
;1222599;"30-août-17";;;"73,50";"Équipement de protection"
;1221239;"22-août-17";"INDUSTRIES DESORMEAU INC.";;"188,97";"Matériel de fixation"
;1221252;"22-août-17";"J. CARRIER FOURNITURES INDUSTRIELLES";;"128,34";"Accessoire et pièce de remplacement pour outil"
;1221244;"22-août-17";"LEE VALLEY TOOLS LTD.";;"178,64";"Outil manuel"
;1219225;"08-août-17";"LES EDITIONS JURIDIQUES FD INC";;"90,29";"Mise à jour annuelle Code de la sécurité routière"
;1218593;"04-août-17";"LES REVETEMENTS SCELL-TECH INC.";;"524,94";"Service - Marquage de rue"
;1221238;"22-août-17";"LINDE CANADA LIMITEE";;"216,44";"Gants"
;1219532;"10-août-17";"LOCATION GAMMA INC.";;"740,61";"Balai mécanique"
;1219743;"11-août-17";"P2K MONTREAL";;"3 149,62";"Entrepreneur en routes et canalisation"
;1219682;"11-août-17";"PEPINIERE A. MUCCI INC.";1214413;"6 362,24";"Mélange de terre"
;1221253;"22-août-17";"PPG REVETEMENTS ARCHITECT. CANADA";;"133,88";"Teinture"
;1218940;"04-août-17";"PRESFAB RUBTECH INC.";1043338;"743,00";"Anneaux de caoutchouc"
;1222433;"29-août-17";"REAL HUOT INC.";;"3 027,54";"Produit de branchement"
;1218576;"04-août-17";"RONA INC";;"1 276,58";"Bois de construction"
;1218992;"07-août-17";"SOCIETE XYLEM CANADA";;"695,01";"Produit de branchement"
;1218554;"02-août-17";"TECH VAC ENVIRONNEMENT INC.";;"4 192,15";"Service - Vidange de puisards et regards"
;1220077;"21-août-17";"TENAQUIP LIMITED";;"118,43";"Gants"
;1222390;"29-août-17";"U. CAYOUETTE INC.";;"1 889,57";"Ciment, mélange à béton ensaché"
;1220927;"23-août-17";"VERMEER CANADA INC.";;"1 660,41";"Accessoire et pièce de remplacement pour outil"
"LAZZOUZI, SADEK";1221937;"25-août-17";"ARBO-DESIGN INC.";;"2 120,75";"Service - Abattage, émondage, élagage"
;1221938;"25-août-17";;;"3 359,60";"Service - Abattage, émondage, élagage"
;1219654;"10-août-17";"PRIMO INSTRUMENT INC.";;"545,93";"Fourniture et accessoire scientifique"
"OUELLET, MARIE-CLAUDE";1218675;"03-août-17";"EQUIPEMENT MEDICAL RCL INC.";;"688,72";"Pile, batterie"
"PLANTE, STÉPHANE";1221986;"25-août-17";"ASS. DES GENS D'AFFAIRES DE CDN";;"2 000,00";"Service - Recherche, étude de marché"
;1219658;"10-août-17";"BEDARD, LUCIE";;"402,07";"Frais - Dépenses de fonction"
;1221983;"25-août-17";"CARREFOUR JEUNESSE-EMPLOI DE CDN";;"700,00";"Assemblage de chaises"
;1218495;"02-août-17";"CT CONSEIL ET TECHNOLOGIE";;"472,65";"Réparation/Entretien - Ordinateur et accessoire"
;1218308;"01-août-17";"ERIC LORD LE JARDINIER";;"17 989,60";"Service - Aménagement paysager"
;1218228;"01-août-17";"LANIEL PRODAMEX INC";;"2 828,46";"Entrepreneur en charpentes de bois"
;1215581;"28-août-17";"LOCATION FERRENTO (1993) INC.";;"94,49";"Location - Appareil spécialisé pour la mécanique"
;1121770;"29-août-17";"NATURE-ACTION QUEBEC INC";;"2 775,00";"Architectes-paysagistes"
"REEVES, GENEVIÈVE";1218184;"01-août-17";"BOUTY INC";1013950;"302,01";"Chaise et fauteuil ergonomique"
"TASSE, RICHARD";1218231;"01-août-17";"ARBORICULTURE DUMOULIN INC.";;"209,97";"Service - Abattage, émondage, élagage"
;1212323;"07-août-17";"AREO-FEU LTEE";;"10,50";"Lance à brume"
;1218985;"07-août-17";"CARBEC.CA";;"1 324,06";"Accessoire et fourniture de plomberie"
;1219375;"09-août-17";"CENTRE DE TOITURES B & S LTEE";;"323,47";"Outil manuel"
;1221853;"25-août-17";"COMMISSION SCOLAIRE DE LAVAL";;"3 208,42";"Formation en développement organisationnel et technique"
;1220093;"15-août-17";"CONTOUR D'IMAGE INC.";;"1 385,83";"Service - Infographie, graphisme"
;1218241;"01-août-17";"ENTREPRENEUR PAYSAGISTES STRATHMORE (1997)";;"1 469,82";"Service - Entretien paysager"
;1218627;"03-août-17";"ENTREPRISES FORLINI-DIVISION";;"37,80";"Équipement de protection"
;1219257;"08-août-17";"EQUIPEMENTS STINSON (QUEBEC) INC.";;"233,70";"Accessoire et pièce de remplacement pour outil"
;1186701;"24-août-17";"FASTENAL CANADA LTEE";;"165,39";"Produit d'entretien"
;1187660;"29-août-17";;;"26,49";"Service - Frais de transport"
;1189889;"29-août-17";;;"53,12";"Service - Frais de transport"
;1218084;"29-août-17";;;"64,68";"Service - Frais de transport"
;1221245;"22-août-17";;;"256,98";"Accessoire et pièce de remplacement pour outil"
;1221661;"24-août-17";"GESTION NOVAFOR INC.";;"851,12";"Vêtement et accessoires vestimentaires"
;1222557;"30-août-17";;;"119,72";"Accessoire et pièce de remplacement pour outil"
;1222621;"30-août-17";;;"86,56";"Outil manuel"
;;"30-août-17";;;"199,61";"Équipement de protection"
;1218636;"03-août-17";"GLOCO INC.";;"431,50";"Graine et semence"
;1219985;"14-août-17";"HERBANATUR INC.";;"388,45";"Pesticide et insecticide"
;1221697;"24-août-17";"HERCULES SLR INC.";;"680,53";"Équipement de manutention"
;1218886;"04-août-17";"IMPACT SYNERGIE INC.";;"400,89";"Réparation/Entretien - Batterie"
;1221997;"25-août-17";"IRRIGLOBE INC.";;"379,42";"Accessoire et pièce de remplacement pour outil"
"TASSE, RICHARD";1218995;"07-août-17";"JEAN GUGLIA & FILS ENR.";;"81,89";"Service - Installation, gestion, entretien"
;1219983;"14-août-17";;;"1 190,77";"Accessoire et pièce de remplacement pour outil"
;1220058;"15-août-17";;;"989,48";"Accessoire et pièce de remplacement pour outil"
;1222367;"29-août-17";;;"770,69";"Outil à batterie"
;1222630;"30-août-17";;;"47,81";"Équipement de protection"
;1211197;"04-août-17";"LA MAISON DU PEINTRE";;"42,20";"Accessoire et fourniture de peinture"
;1220061;"15-août-17";;;"165,78";"Accessoire et fourniture de peinture"
;1221689;"24-août-17";"LANGE PATENAUDE EQUIP. -KUBOTA MTL";;"166,34";"Accessoire et pièce de remplacement pour outil"
;1218866;"04-août-17";"LEE VALLEY TOOLS LTD.";;"444,89";"Fourniture horticole"
;1218615;"03-août-17";"LE GROUPE J.S.V. INC";;"183,37";"Signalisation lumineuse"
;1221820;"24-août-17";;;"431,08";"Équipement de protection"
;1222380;"29-août-17";;;"631,05";"Échelle et escabeau"
;1218889;"04-août-17";"LES EQUIPEMENTS RAPCO INC";;"265,08";"Accessoire et pièce de remplacement pour outil"
;1219534;"10-août-17";"LES INDUSTRIES SIMEXCO INC";;"2 509,20";"Réparation/Entretien - Équip. de sport et terrain de jeux"
;1220887;"28-août-17";"LES JARDINS MICHEL CORBEIL INC.";;"2 637,80";"Végétaux"
;1218869;"04-août-17";"MULTI-PRESSIONS L.C. INC.";;"7 552,30";"Clôture et barrière"
;1218890;"04-août-17";;;"305,06";"Accessoire et pièce de remplacement pour outil"
;1219745;"25-août-17";"PEPINIERE A. MUCCI INC.";1214413;"8 482,99";"Mélange de terre"
;1221552;"23-août-17";"PPG REVETEMENTS ARCHITEC. CANADA";1071552;"347,30";"Peinture - résidentielle et industrielle"
;1220083;"15-août-17";"PRODUITS SANY";1048199;"679,37";"Produit de papier, papier hygiénique"
;1218622;"03-août-17";"QUINCAILLERIE NOTRE-DAME DE ST-HENRI";;"178,47";"Chargeur pour batterie"
;1219261;"08-août-17";;;"43,97";"Outil manuel"
;1221472;"23-août-17";;;"994,47";"Accessoire et pièce de remplacement pour outil"
;1208153;"17-août-17";"SECURITE LANDRY INC";;"63,35";"Accessoire et pièce de remplacement pour outil"
;1218873;"04-août-17";;;"95,07";"Accessoire et pièce de remplacement pour outil"
;1220059;"15-août-17";;;"93,70";"Produit ergonomique"
;1222337;"29-août-17";;;"385,20";"Équipement de protection"
;1218877;"04-août-17";"TECHSPORT INC.";;"388,19";"Équipement et fourniture pour terrain de jeux"
;1218632;"03-août-17";"TENAQUIP LIMITED";;"183,88";"Équipement d'entretien manuel"
;1222335;"29-août-17";;;"227,28";"Échelle et escabeau"
;1222365;"29-août-17";;;"147,78";"Calfeutrage et scellant"
;1219500;"10-août-17";"TESSIER RECREO-PARC INC";;"134,38";"Équipement et fourniture pour terrain de jeux"
;1219505;"10-août-17";;;"141,73";"Service - Frais de transport"
;1220832;"18-août-17";;;"614,18";"Équipement et fourniture pour terrain de jeux"
;1218881;"04-août-17";"VERMEER CANADA INC.";;"4 075,45";"Accessoire et pièce de remplacement pour outil"
;1222372;"29-août-17";;;"503,07";"Équipement - Véhicule et appareil"
;1222104;"28-août-17";"VORTEX STRUCTURES AQUATIQUES
INTERNATIONALES INC";;"196,04";"Service - Installation, gestion, entretien"
;1222111;"28-août-17";;;"915,23";"Service - Installation, gestion, entretien"
"THERRIEN, MICHEL";1173055;"18-août-17";"AGENCE DOUBLE XPRESSO INC.";;"2 099,75";"Service - Infographie, graphisme"
;1218259;"01-août-17";"CARREFOUR JEUNESSE-EMPLOI DE CDN";;"222,00";"Service de peinture sur trottoir à Décarie, facture 5 et 6"
;1220330;"16-août-17";"GROUPE DE SECURITE GARDA SENC";;"1 577,33";"Service - Agence de sécurité, gardiennage"
;1222275;"29-août-17";;;"573,23";"Service - Agence de sécurité, gardiennage"
;1217339;"01-août-17";"IMPRIME-EMPLOI";;"122,64";"Service - Impression"
;1218797;"04-août-17";"IMPRIMERIE REFLET LTEE";;"1 228,36";"Service - Impression"
;1219144;"08-août-17";"JEAN-FRANCOIS HAMELIN";;"367,46";"Service - Photographie"
;1220328;"16-août-17";"L'ASSOCIATION DE TAXI DIAMOND";;"209,97";"Service - Taxi"
;1220140;"15-août-17";"LE DIPLOMATE AUDIOVISUEL";;"1 782,37";"Équipement d'éclairage et de sonorisation"
;1219155;"08-août-17";"MP REPRODUCTIONS INC.";;"150,30";"Service - Impression"
;1218384;"02-août-17";"TRANSELEC / COMMON INC.";1045712;"745,41";"Signalisation routière"
;1218510;"02-août-17";"ZAP COOP DE SOLIDARITE";;"3 402,85";"Service - Accès internet, ligne téléinformatique"
"TROTTIER, PASCAL";1217332;"28-août-17";"DEVELOTECH INC.";;"2 165,89";"Service - Éclairage de rue et signalisation"
;;;;;"251 049,83";
