"VILLE DE MONTRÉAL  ";;;;;;
"Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce";;;;;;
"Listes des bons de commandes approuvés pour juillet 2017";;;;;;
;1205502;"19-juil.-2017";"LES ENTREPRISES DANIEL ROBERT INC.";;"4611,05";"Service - Entretien paysager"
;1212498;"4-juil.-2017";"LES TRANSPORTS LACOMBE INC";;"2258,28";"Service - Transport de colis"
;1213163;"6-juil.-2017";"LOCATION D'OUTILS SIMPLEX S.E.C.";;"527,16";"Location - Appareil et système de ventilation"
;1215081;"14-juil.-2017";;;"387,82";"Service - Inspection de véhicules"
;1212490;"4-juil.-2017";"LOCATION JEAN LEGARE LTEE";;"4055,56";"Location - Camionnette"
;1212487;"4-juil.-2017";"MAGASINS BEST BUY LTEE";;"104,97";"Accessoire et fourniture de mobilier de bureau"
;1215318;"17-juil.-2017";"MP REPRODUCTIONS INC.";;"682,00";"Service - Impression"
;1212508;"4-juil.-2017";"PEAUSEIDON EAU DE SOURCE NATURELLE";;"764,31";"Eau"
;1212475;"4-juil.-2017";"PHOTOSYNTHESE INC";;"5474,26";"Service - Impression"
;1212511;"4-juil.-2017";"SOLOTECH INC";;"2436,25";"Réparation/Entretien - Équipement de scène"
;1209030;"25-juil.-2017";"TECHNO-GESTASS LTEE";;"514,08";"Fournitures pour découpe vinyle"
;1214674;"13-juil.-2017";"TENAQUIP LIMITED";;"227,32";"Signalisation routière"
;1216764;"24-juil.-2017";;;"974,96";"Corde, chaîne et câble"
"DESJARDINS, STEVE";1212779;"5-juil.-2017";"ARBO-DESIGN INC.";;"3489,26";"Service - Abattage, émondage, élagage"
;1215725;"18-juil.-2017";"IMPRESSION MULTI-SOURCES";;"464,04";"Papeterie et imprimerie - Guide, brochure et affiche"
;1215724;"18-juil.-2017";"SISCA SOLUTIONS D'AFFAIRES CANADA INC.";;"393,70";"Papeterie et imprimerie - Guide, brochure et affiche"
"FRAPPIER, GENEVIEVE";1215505;"18-juil.-2017";"AQUAM SPECIALISTE AQUATIQUE INC.";;"921,27";"Équipement pour piscine et jeu d'eau"
;1215722;"18-juil.-2017";"AQUATECHNO SPECIALISTES AQUATIQUES";;"848,50";"Traitement de l'eau"
;1217053;"25-juil.-2017";"AZUR INTECH INC.";;"2622,06";"Installation et configuration de logiciel"
;1213564;"7-juil.-2017";"COMMISSION SCOLAIRE ENGLISH-MTL";;"3183,35";"Service - Entretien d'immeuble"
;1216472;"21-juil.-2017";"DUBO ELECTRIQUE LTEE";;"1296,01";"Éclairage, lumière"
;1215726;"18-juil.-2017";"L'EMPREINTE IMPRIMERIE INC.";;"30,45";"Service - Impression"
;1217228;"26-juil.-2017";"LES AUTOBUS LA MONTREALAISE INC";;"304,46";"Service - Transport autobus"
;1215454;"17-juil.-2017";"PRODUITS SANY";1048199;"458,58";"Équipements et produits d'entretien"
;1215455;"17-juil.-2017";;1048199;"118,10";"Équipements et produits d'entretien"
;1215456;"17-juil.-2017";;1048199;"637,10";"Équipements et produits d'entretien"
;1216474;"21-juil.-2017";"TENAQUIP LIMITED";;"95,54";"Ruban de signalisation"
;1216475;"21-juil.-2017";;;"1220,24";"Traitement de l'eau"
;1216454;"21-juil.-2017";"TOSHIBA SOLUTIONS D'AFFAIRES";;"1049,87";"Location - Photocopieur"
"GAUDREAULT, SONIA";1215319;"17-juil.-2017";"ASS. DES BIBLIOTHEQUES PUB. DU QC";;"1763,79";"Formation en développement organisationnel et tech."
;1217575;"27-juil.-2017";"ASS. QUEBECOISE DU LOISIR MUNICIPAL";;"1126,27";"Frais - Adhésion et cotisation"
;1216000;"19-juil.-2017";"CENTRE DE SERVICES PARTAGES DU QC";;"4499,94";"Service - Téléphonie cellulaire"
;1216769;"24-juil.-2017";"DISTRIBUTION SPORTS LOISIRS - INSTALLATION INC.";;"595,28";"Réparation/Entretien - Équip. de sport et terrain de jeux"
;1217774;"28-juil.-2017";"ROBERT BOILEAU INC";;"5575,67";"Service - Reprographie"
;1216767;"24-juil.-2017";"SOCIETE DE SAUVETAGE";;"501,00";"Formation en développement organisationnel et tech."
;1217778;"28-juil.-2017";"UGOBURO INC.";;"1184,26";"Chaise et fauteuil ergonomique"
"GENDRON, DENIS";1216169;"20-juil.-2017";"GENIEX INC.";;"524,94";"Ingénieur environnement"
;1216217;"20-juil.-2017";"GHD CONSULTANTS LTEE";;"4084,01";"Ingénieur environnement"
;1215814;"19-juil.-2017";"G & L THIVIERGE INC";;"509,19";"Couvre-plancher"
;1216473;"21-juil.-2017";"GROUPE C. LAGANIERE (1995) INC";;"2887,16";"Service - Aménagement paysager"
;;"21-juil.-2017";;;"17744,90";"Entrepreneur en installation d'équipement pétrolier"
;1215266;"17-juil.-2017";"LES E/SES DE CONSTRUCTION PROFIL INC.";;"22697,14";"Réparation/Entretien - Appareil et syst. de climatisation"
;1215853;"19-juil.-2017";"LES PEPINIERES JASMIN LTEE";;"2406,43";"Végétaux"
;1215581;"18-juil.-2017";"LOCATION FERRENTO (1993) INC.";;"125,98";"Location - Brouettes"
;1195385;"5-juil.-2017";"LOCATION SAUVAGEAU INC.";;"4619,45";"Location - Automobile"
;1214863;"13-juil.-2017";"NOVEM DISTRIBUTION INC";1180264;"17291,45";"Produit de cadenassage"
;1214431;"12-juil.-2017";"ROGERS COMMUNICATIONS CANADA INC.";;"1049,87";"Service - Téléphonie cellulaire"
;1214434;"12-juil.-2017";;;"524,94";"Service - Téléphonie cellulaire"
"HOOPER, CHANTAL";1213381;"7-juil.-2017";"REVOLUTION ENVIRONMENTAL SOLUTIONS LP";;"1012,08";"Service - Collecte de matières dangereuses"
;1214915;"14-juil.-2017";"SCIAGE DE BETON 2000 INC.";;"671,92";"Location - Scie à béton"
;1212827;"5-juil.-2017";"STELEM";;"67,19";"Tuyauterie et raccord"
;1214805;"13-juil.-2017";"SUPERIEUR PROPANE";;"2099,75";"Propane"
;1214779;"13-juil.-2017";"U. CAYOUETTE INC.";;"132,03";"Isolant thermique et acoustique"
"PLANTE, STÉPHANE";1214838;"13-juil.-2017";"AFFLECK DE LA RIVA, ARCHITECTES";;"10727,62";"Entrepreneur en électricité"
;1214019;"11-juil.-2017";"ALEXANDRE BEAUDOIN";;"386,79";"Service - Traiteur"
;1217771;"28-juil.-2017";"AVEC PLAISIRS";;"194,23";"Service - Traiteur"
;1217772;"28-juil.-2017";"BEC FIN INTERNATIONAL INC.";;"209,45";"Service - Traiteur"
;1214975;"14-juil.-2017";"CARREFOUR JEUNESSE-EMPLOI DE CDN";;"4100,00";"Service - Entretien paysager"
;1212974;"5-juil.-2017";"CIMA+ S.E.N.C.";1110647;"19391,19";"Service - Travail technique en architecture et génie civil"
;1212990;"5-juil.-2017";;1110647;"33759,78";"Service - Travail technique en architecture et génie civil"
;1214972;"14-juil.-2017";"COMMISSION SCOLAIRE DE MTREAL (CSDM)";;"3894,00";"Service - Transport autobus"
;1214282;"12-juil.-2017";"CONSTRUCTION RENO MARC";;"824,15";"Entrepreneur en charpentes de bois"
;1186068;"20-juil.-2017";"CYCLONE SANTE INC.";;"4199,50";"Médecin"
;1214013;"11-juil.-2017";"FLORENCE METHOT";;"724,50";"Urbaniste - Aménagement du territoire"
;1187420;"27-juil.-2017";"IMPRIMERIE MULTI-FORMAT";;"629,92";"Service - Impression"
;1214979;"14-juil.-2017";"LANIEL PRODAMEX INC";;"504,27";"Entrepreneur en charpentes de bois"
;1214275;"12-juil.-2017";"LE GOUT DU PALAIS CHEZ MIMI INC.";;"393,70";"Service - Traiteur"
;1214288;"12-juil.-2017";"LES ENTREPRISES PNH INC";;"1024,68";"Guide, brochure et affiche"
;1212709;"5-juil.-2017";"LES PEPINIERES JASMIN LTEE";;"2868,04";"Végétaux"
;1212499;"4-juil.-2017";"L.L. LOZEAU LTEE.";;"371,87";"Composante électronique"
;1214271;"12-juil.-2017";"MAUD LA RUE";;"11496,13";"Urbaniste - Design urbain"
;1186643;"12-juil.-2017";"MORNEAU SHEPELL LTD.";;"22000,00";"Conseiller, programme d'aide aux employés"
;1213021;"5-juil.-2017";"ORDRE DES URBANISTES DU QUEBEC.";;"419,95";"Formation en développement organisationnel et tech."
;1214425;"12-juil.-2017";"ROGERS COMMUNICATIONS CANADA INC.";;"524,94";"Service - Téléphonie cellulaire"
"REEVES, GENEVIÈVE";1186058;"11-juil.-2017";"CENTRE DE SERVICES PARTAGES DU QC";;"524,94";"Service - Téléphonie cellulaire"
;1215060;"14-juil.-2017";"LE DEVOIR INC.";;"7937,05";"Service - Placement média d'avis public"
;1214442;"12-juil.-2017";"ROGERS COMMUNICATIONS CANADA INC.";;"1049,87";"Service - Téléphonie cellulaire"
"ROUSSIN, VÉRONIQUE";1213266;"6-juil.-2017";"MAERIX INC.";;"353,76";"Service - Gestion de la documentation/Archivage"
"TASSE, RICHARD";1214742;"13-juil.-2017";"ACKLANDS - GRAINGER INC.";;"54,89";"Outil manuel"
;1215400;"17-juil.-2017";;;"29,82";"Équipement de protection"
;1216504;"21-juil.-2017";;;"799,12";"Tuyauterie et raccord"
;1215997;"19-juil.-2017";"ASS. PARITAIRE SANTE & SECURITE AFF. MUNIC.";;"650,00";"Formation en développement organisationnel et tech."
;1215363;"17-juil.-2017";"EQUIPEMENTS DE SECURITE HOTTE INC";;"171,13";"Vêtement de travail"
;1215497;"18-juil.-2017";"EQUIPEMENTS STINSON (QUEBEC) INC.";;"3674,86";"Peinture - résidentielle et industrielle"
;1216970;"25-juil.-2017";;;"4983,97";"Machine et équipement de construction"
;1215467;"18-juil.-2017";"GESTION NOVAFOR INC.";;"218,46";"Botte de sécurité"
;1214739;"13-juil.-2017";"GLOCO INC.";;"208,40";"Semences"
;1213739;"10-juil.-2017";"INDUSTRIES JACQUES INC.";;"233,07";"Ferronnerie et accessoires de portes et fenêtres"
;1215409;"17-juil.-2017";"JEAN GUGLIA & FILS ENR.";;"54,17";"Équipement de protection"
;1203846;"18-juil.-2017";"LA MAISON DU PEINTRE";;"67,50";"Accessoire et fourniture de peinture"
;1214740;"13-juil.-2017";;;"19,95";"Accessoire et fourniture de peinture"
;1214737;"13-juil.-2017";"LE GROUPE J.S.V. INC";;"126,09";"Accessoire et pièce de remplacement pour outil"
;1215506;"18-juil.-2017";;;"294,81";"Équipement d'entretien manuel"
"TASSE, RICHARD";1214745;"13-juil.-2017";"LES EQUIPEMENTS RAPCO INC";;"677,55";"Accessoire et pièce de remplacement pour outil"
;1216298;"20-juil.-2017";"LES INDUSTRIES SIMEXCO INC";;"713,91";"Service - Installation, gestion, entretien"
;1215338;"17-juil.-2017";"LES JARDINS MICHEL CORBEIL INC.";;"1748,04";"Végétaux"
;1177958;"17-juil.-2017";"PEPINIERE A. MUCCI INC.";1074486;"1192,66";"Mélange de terre"
;1213810;"10-juil.-2017";"RDG INFORMATIQUE";;"278,22";"Service - Soutien informatique"
;1188606;"17-juil.-2017";"RENO-DEPOT";;"3149,62";"Accessoire et pièce de remplacement pour outil"
;1215476;"18-juil.-2017";"RUIGROK FLOWERBULBS";;"1781,11";"Végétaux"
;1215483;"18-juil.-2017";"SECURITE LANDRY INC";;"278,00";"Équipement de protection"
;1214811;"13-juil.-2017";"SUPERIEUR PROPANE";;"2099,75";"Propane"
;1215350;"17-juil.-2017";"TENAQUIP LIMITED";;"1226,46";"Équipements et produit d'entretien"
;1215416;"17-juil.-2017";"TESSIER RECREO-PARC INC";;"4749,63";"Équipement et fourniture pour terrain de jeux"
;1217626;"27-juil.-2017";"U. CAYOUETTE INC.";;"419,93";"Accessoires pour portes et fenêtres"
;1216452;"21-juil.-2017";"VERMEER CANADA INC.";;"355,18";"Équipement contre les chutes"
"THERRIEN, MICHEL";1129133;"28-juil.-2017";"ENSEIGNES LANDREVILLE";;"2939,65";"Bannières"
;;"28-juil.-2017";;;"3149,62";"Fil et câble"
;1186027;"11-juil.-2017";"CENTRE DE SERVICES PARTAGES DU QC";;"3,28";"Service - Téléphonie cellulaire"
;1214823;"13-juil.-2017";"IMPRIME-EMPLOI";;"2893,69";"Service - Impression"
;1217339;"26-juil.-2017";;;"138,38";"Service - Impression"
;1200425;"11-juil.-2017";"IMPRIMERIE F.L. WEB INC.";;"31,50";"Service - Impression"
;1214047;"11-juil.-2017";"IMPRIMERIE REFLET LTEE";;"1585,31";"Service - Impression"
;1217335;"26-juil.-2017";"JULIE-BLANCHE VANDENBROUCQUE";;"325,00";"Service - Photographie"
;1203776;"7-juil.-2017";"LES CHAPITEAUX CLASSIC INC.";;"4273,52";"Location - Chapiteau"
;1216824;"24-juil.-2017";"LOCATION D'OUTILS SIMPLEX S.E.C.";;"529,92";"Location - Équipement d'éclairage et de sonorisation"
;1213186;"6-juil.-2017";"MONTREAL STENCIL INC";;"524,94";"Service - Infographie, graphisme"
;1214374;"12-juil.-2017";"MP REPRODUCTIONS INC.";;"150,30";"Service - Impression"
;1206514;"13-juil.-2017";"PUBLICATION 9417";;"1259,85";"Service - Distribution"
;1214428;"12-juil.-2017";"ROGERS COMMUNICATIONS CANADA INC.";;"1049,87";"Service - Téléphonie cellulaire"
"TROTTIER, PASCAL";1216463;"21-juil.-2017";"ALBERT VIAU DIVISION EMCO CORP.";;"73,39";"Accessoire et pièce de remplacement pour outil"
;1213268;"6-juil.-2017";"ASS. PARITAIRE SANTE & SECURITE AFF. MUNIC.";;"3262,66";"Formation en développement interpersonnel/ relationnel"
;1215575;"18-juil.-2017";;;"1841,97";"Formation en développement interpersonnel/ relationnel"
;1215185;"19-juil.-2017";"BEAUREGARD ENVIRONNEMENT LTEE";;"675,92";"Disposition des boues de puisard"
;1213233;"6-juil.-2017";"C.P.U. DESIGN INC.";1164102;"5846,14";"Ordinateur et accessoire"
;1217332;"26-juil.-2017";"DEVELOTECH INC.";;"3212,62";"Service - Éclairage de rue et signalisation"
;1215790;"19-juil.-2017";"GROUPE AKIFER INC.";1197934;"1049,87";"Service - Analyse et essai en laboratoire"
;1212823;"5-juil.-2017";"L & T INSTRUMENT INC";;"881,89";"Outil manuel"
;1212918;"5-juil.-2017";"MIOVISION TECHNOLOGIES INC.";;"1238,49";"Ingénieur civil - Circulation et transport"
;1216499;"21-juil.-2017";"U. CAYOUETTE INC.";;"23,10";"Accessoire et pièce de remplacement pour outil"
;1216629;"21-juil.-2017";"UNIBETON";1196052;"235,17";"Béton préparé"
