VILLE DE MONTRÉAL  ,,,,,,
Arrondissement Côte-des-neiges / Notre-Dame-de-Grâce,,,,,,
Listes des bons de commandes approuvés pour juin 2017,,,,,,
,,,,,,
,,,,,,
Dernier Approbateur,Numéro bon ,Nom fournisseur,Date ,Numéro de,Montant de ,Description
,1211155,,23-juin-17,,"36,00",Frais - Stationnement
,1209229,BATTAH - AVOCATS S.E.N.C.R.L.,15-juin-17,,"4 866,17",Conseiller en relation de travail
,1212127,CORPORATION DES OFFICIERS MUNIC. DU QC,29-juin-17,,"183,73",Frais - Inscription pour colloque et conférence
,1211381,ENTREPRENEUR PAYSAGISTES STRATHMORE,27-juin-17,,"2 150,82",Service - Entretien paysager
,1191767,ENTREPRISE ELECTRIQUE L. DALLAIRE INC.,01-juin-17,,"645,67",Entrepreneur en électricité
,1211380,G & L THIVIERGE INC,27-juin-17,,"2 729,67",Service - Entretien paysager
"GENDRON, DENIS",1211377,LOCATION GUAY,27-juin-17,,"655,12",Entrepreneur en excavation et terrassement
,1202944,MUSCO SPORTS LIGHTING CANADA CO.,01-juin-17,,"427,82","Service - Installation, gestion, entretien"
,1212125,PAPIERS EXPERTS,29-juin-17,,"366,49","Papier, article de papeterie"
,1207279,PETROSUR LTEE,09-juin-17,,"2 603,69","Ingénieur chimique, biotechnologique"
,1212123,WOLTERS KLUWER QUEBEC LTEE,29-juin-17,,"619,00","Article, accessoire et équipement de bureau"
,1210328,UGOBURO INC.,20-juin-17,,"685,57",Chaise et fauteuil ergonomique
"HOOPER, CHANTAL",1211473,CEGEP DE SAINT-LAURENT,27-juin-17,,"7 349,12",Service - Formation en santé et sécurité
,1197933,COSME,13-juin-17,,"86,30","Support, renfort et équerre"
,1206498,ELECTRONIQUE ADDISON,07-juin-17,,"157,38",Étuis pour IPhone 5s
,1202416,GROUPE SDM INC,14-juin-17,,"10,78",Service - Déglaçage et nettoyage de conduites
,1211850,INOLEC,28-juin-17,,"191,02",Réparation de manipulateur de vanne
,1210045,STELEM,20-juin-17,,"1 249,36",Tuyau d'aqueduc
,1208972,ST-GERMAIN EGOUTS ET AQUEDUCS INC.,14-juin-17,1191511,"1 780,59",Puisard et chambre de vanne
"PLANTE, STÉPHANE",1210246,AXOR EXPERTS-CONSEILS INC.,20-juin-17,1184871,"16 957,58",Ingénieur civil - Circulation et transport
,1203458,CENTRE D'ECOLOGIE URBAINE DE MONTREAL,23-juin-17,,"6 540,72",Gestionnaire de projet
,1211518,,27-juin-17,,"22 543,96",Gestionnaire de projet
,1206784,CONSTRUCTION RENO MARC,07-juin-17,,"10 267,78",Entrepreneur en travaux de bois
,,,22-juin-17,,"2 971,15",Service - Aménagement paysager
,1206791,,07-juin-17,,"2 472,46",Entrepreneur en travaux de bois
,1212120,,29-juin-17,,"3 989,52",Service - Aménagement paysager
,1205707,COPIE 2000,02-juin-17,,"297,11",Service - Impression
,1211237,EN TEMPS ET LIEU S.E.N.C.,23-juin-17,,"16 323,97",Mobilier pour espace public et jardin
,1211252,,23-juin-17,,"6 494,81",Mobilier pour espace public et jardin
,1209560,JEAN BEAUDIN,16-juin-17,,"300,00",Service - Photographie
,1178725,L'ASS. DE TAXI DIAMOND DE MTL LTEE,29-juin-17,,"314,96",Frais - Taxi
,1210241,LINDA KEMERER,20-juin-17,,"2 250,00",Formation en développement interpersonnel
,1207959,MAUD LA RUE,12-juin-17,,"7 349,12",Urbaniste - Design urbain
,1212132,MINI-EXCAVATION BEAU P-ART-TERRE INC.,29-juin-17,,"8 897,69",Entrepreneur en excavation et terrassement
,1212128,PAYSAGEMENT BELLE ROCAILLE,29-juin-17,,"1 154,86",Service - Aménagement paysager
,1211941,ROGERS COMMUNICATIONS CANADA INC.,29-juin-17,1137408,"1 574,81",Service - Téléphonie cellulaire
,1202518,TRAFIC INNOVATION INC.,08-juin-17,,"238,85","Équipement de localisation, mesurage"
,1207153,ZAP COOP DE SOLIDARITE,08-juin-17,,"3 732,31","Service - Hébergement (site web, serveur)"
,1209311,ZESTE DU MONDE,15-juin-17,,"228,35",Service - Traiteur
"REEVES, GENEVIÈVE",1207041,KERR NORTON (TM),08-juin-17,,"81,89","Encre, toner"
,1208636,SECURIFORT INC.,14-juin-17,,"176,38",Réparation et changement du système de verrouillage
,1208635,SISCA SOLUTIONS D'AFFAIRES CANADA INC.,14-juin-17,,"57,74",Service - Impression
,1206954,THE SUBURBAN NEWSPAPER,08-juin-17,,"8 399,00",Service - Placement média d'avis public
,1206953,WOLTERS KLUWER QUEBEC LTEE,08-juin-17,,"372,00",Mises à jour
,1207043,,08-juin-17,,"267,00",Mises à jour
"TASSE, RICHARD",1206991,ACKLANDS - GRAINGER INC.,08-juin-17,,"459,64",Accessoire et pièce de remplacement pour outil
,1206977,CENTRE DE TOITURES B & S LTEE,08-juin-17,,"285,00",Outil manuel
,1210590,EQUIPEMENTS DE SECURITE HOTTE INC,21-juin-17,,"391,81",Gant
,1201380,EQUIPEMENTS STINSON (QUEBEC) INC.,21-juin-17,,"173,23",Peinture - résidentielle et industrielle
"TASSE, RICHARD",1208056,GESTION NOVAFOR INC.,21-juin-17,,"4 475,99",Vêtement et accesoires de travail
,1208099,JEAN GUGLIA & FILS ENR.,12-juin-17,,"1 932,17",Machine et équipement d'aménagement paysager
,,,12-juin-17,,"191,24",Équipement de protection
,1201973,KELLY SANI-VAC INC,14-juin-17,,"1 303,94",Location - Toilette chimique
,1203626,,14-juin-17,,"434,65",Location - Toilette chimique
,1203636,,21-juin-17,,"434,65",Location - Toilette chimique
,1203658,,21-juin-17,,"434,65",Location - Toilette chimique
,1203663,,21-juin-17,,"434,65",Location - Toilette chimique
,1203667,,21-juin-17,,"434,65",Location - Toilette chimique
,1203669,,21-juin-17,,"434,65",Location - Toilette chimique
,1203704,,21-juin-17,,"434,65",Location - Toilette chimique
,1203711,,21-juin-17,,"434,65",Location - Toilette chimique
,1203715,,21-juin-17,,"434,65",Location - Toilette chimique
,1203846,LA MAISON DU PEINTRE,21-juin-17,,"71,81",Accessoire et fourniture de peinture
,1210042,,20-juin-17,,"518,44",Accessoire et fourniture de peinture
,1211197,,23-juin-17,,"572,13",Accessoire et fourniture de peinture
,1212009,,29-juin-17,,"519,95",Accessoire et fourniture de peinture
,1207022,LEE VALLEY TOOLS LTD.,08-juin-17,,"311,19",Accessoire et pièce de remplacement pour outil
,1206955,LE GROUPE J.S.V. INC,08-juin-17,,"154,33",Outil manuel
,1208128,,12-juin-17,,"340,48",Accessoire et pièce de remplacement pour outil
,1207014,LES ENTREPRISES DOUGLAS POWERTECH INC,08-juin-17,,"609,88",Accessoire et pièce de remplacement pour outil
,1208108,LES EQUIPEMENTS RAPCO INC,12-juin-17,,"209,53",Accessoire et pièce de remplacement pour outil
,1211195,LES PEPINIERES JASMIN LTEE,23-juin-17,,"388,44",Bassin d'eau et fontaine
,1212086,PRODUITS SANY,29-juin-17,1048199,"397,28",Équipements et produits d'entretien
,1207020,QUINCAILLERIE NOTRE-DAME DE ST-HENRI,08-juin-17,,"16,15",Carburant
,,,08-juin-17,,"68,66","Support, renfort et équerre"
,1208180,,12-juin-17,,"1 697,40",Bois de construction
,1208153,SECURITE LANDRY INC,12-juin-17,,"2 140,62",Accessoire et pièce de remplacement pour outil
,1205409,STE INTER. D'ARBORICULTURE QUEBEC INC.,01-juin-17,,"335,96",Formation en développement technique
,1207016,VERMEER CANADA INC.,08-juin-17,,"54,59",Équipement contre les chutes
,1208036,,12-juin-17,,"861,28",Accessoire et pièce de remplacement pour outil
,1208111,WOLSELEY CANADA INC.,12-juin-17,,"20,54",Accessoire et fourniture de plomberie
"THERRIEN, MICHEL",1206764,AGENCE DOUBLE XPRESSO INC.,07-juin-17,,"855,65","Service - Infographie, graphisme"
,1211065,,23-juin-17,,"1 561,69","Service - Infographie, graphisme"
,1206006,CENTAURECOM INC.,05-juin-17,,"3 228,37",Composante électronique
,1207723,DIMENSION DPR INC.,12-juin-17,,"288,72","Service - Infographie, graphisme"
,1206311,IMPRIME-EMPLOI,06-juin-17,,"129,62",Service - Impression
,1188533,LAMCOM TECHNOLOGIES INC.,14-juin-17,,"57,74","Service - Infographie, graphisme"
,1206726,MP REPRODUCTIONS INC.,07-juin-17,,"85,17",Service - Impression
,1206514,PUBLICATION 9417,07-juin-17,,"4 199,50",Service - Distribution
,1206230,SOCIETE CANADIENNE DES POSTES,06-juin-17,,"9 371,68","Service - Postal, messagerie"
,1211069,,23-juin-17,,"9 560,58","Service - Postal, messagerie"
"TROTTIER, PASCAL",1212389,TRAFIC INNOVATION INC.,30-juin-17,,"8 000,04",Signalisation routière
