NUMEROTATION,TYPE_SOINS,GROUPE_AGE,NOMBRE_DEPARTS-FEM,NOMBRE_DEPARTS-MASC,NOMBRE_DEPARTS-TOT,SEJ_TOT-FEM,SEJ_TOT-MASC,SEJ_TOT-TOTAL,SEJ_MOY-FEM,SEJ_MOY-MASC,SEJ_MOY-TOT,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1,NOTE_2
11,Soins physiques et psychiatriques de courte durée,45-49 ANS,15466,13844,29310,114053,132703,246756,7.4,9.6,8.4,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
12,Soins physiques et psychiatriques de courte durée,50-54 ANS,18104,18858,36962,146386,160538,306924,8.1,8.5,8.3,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
13,Soins physiques et psychiatriques de courte durée,55-59 ANS,19709,22924,42633,171317,202618,373935,8.7,8.8,8.8,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
14,Soins physiques et psychiatriques de courte durée,60-64 ANS,22315,27630,49945,211294,242840,454134,9.5,8.8,9.1,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
15,Soins physiques et psychiatriques de courte durée,65-69 ANS,25251,30193,55444,257146,287624,544770,10.2,9.5,9.8,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
16,Soins physiques et psychiatriques de courte durée,70-74 ANS,24755,28697,53452,287328,299973,587301,11.6,10.5,11.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
17,Soins physiques et psychiatriques de courte durée,75-79 ANS,27555,27682,55237,371151,329863,701014,13.5,11.9,12.7,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
18,Soins physiques et psychiatriques de courte durée,80-84 ANS,30341,24560,54901,459318,340135,799453,15.1,13.8,14.6,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
19,Soins physiques et psychiatriques de courte durée,85 ET +,41822,22193,64015,721461,334503,1055964,17.3,15.1,16.5,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
20,Soins physiques et psychiatriques de courte durée,TOTAL : Soins physiques et psychiatriques de courte durée,434304,333093,767398,3548697,3085596,6634294,8.2,9.3,8.6,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
21,Soins en chirurgie d'un jour,00-04 ANS,6698,10857,17555,6698,10857,17555,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
22,Soins en chirurgie d'un jour,05-09 ANS,4761,6589,11350,4761,6589,11350,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
23,Soins en chirurgie d'un jour,10-14 ANS,1889,2755,4644,1889,2755,4644,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
24,Soins en chirurgie d'un jour,15-19 ANS,3767,4287,8054,3767,4287,8054,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
25,Soins en chirurgie d'un jour,20-24 ANS,5144,4755,9899,5144,4755,9899,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
26,Soins en chirurgie d'un jour,25-29 ANS,6962,4877,11839,6962,4877,11839,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
27,Soins en chirurgie d'un jour,30-34 ANS,9370,6476,15846,9370,6476,15846,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
28,Soins en chirurgie d'un jour,35-39 ANS,9959,6874,16833,9959,6874,16833,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
29,Soins en chirurgie d'un jour,40-44 ANS,10851,8033,18884,10851,8033,18884,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
30,Soins en chirurgie d'un jour,45-49 ANS,14134,11370,25504,14134,11370,25504,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
31,Soins en chirurgie d'un jour,50-54 ANS,16473,13770,30243,16473,13770,30243,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
32,Soins en chirurgie d'un jour,55-59 ANS,16359,15092,31451,16359,15092,31451,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
33,Soins en chirurgie d'un jour,60-64 ANS,18127,17075,35202,18127,17075,35202,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
34,Soins en chirurgie d'un jour,65-69 ANS,19959,17879,37839,19959,17879,37839,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
35,Soins en chirurgie d'un jour,70-74 ANS,20085,16552,36637,20085,16552,36637,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
36,Soins en chirurgie d'un jour,75-79 ANS,17944,14612,32556,17944,14612,32556,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
37,Soins en chirurgie d'un jour,80-84 ANS,12698,10301,22999,12698,10301,22999,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
38,Soins en chirurgie d'un jour,85 ET +,7572,4994,12566,7572,4994,12566,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
39,Soins en chirurgie d'un jour,TOTAL : Soins en chirurgie d'un jour,202752,177148,379901,202752,177148,379901,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
40,Soins post-mortem,15-19 ANS,1,0,1,1,0,1,1.0,0.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
41,Soins post-mortem,20-24 ANS,4,3,7,4,4,8,1.0,1.3,1.1,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
42,Soins post-mortem,25-29 ANS,4,3,7,6,4,10,1.5,1.3,1.4,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
43,Soins post-mortem,30-34 ANS,0,2,2,0,2,2,0.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
44,Soins post-mortem,35-39 ANS,1,3,4,1,4,5,1.0,1.3,1.2,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
45,Soins post-mortem,40-44 ANS,5,1,6,5,1,6,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
46,Soins post-mortem,45-49 ANS,3,1,4,3,1,4,1.0,1.0,1.0,S04 — Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
