NUMEROTATION,TYPE_SOINS,GROUPE_AGE,NOMBRE_DEPARTS-FEM,NOMBRE_DEPARTS-MASC,NOMBRE_DEPARTS-TOT,SEJ_TOT-FEM,SEJ_TOT-MASC,SEJ_TOT-TOTAL,SEJ_MOY-FEM,SEJ_MOY-MASC,SEJ_MOY-TOT,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1,NOTE_2
11,Soins physiques et psychiatriques de courte durée,45-49 ANS,14641,13682,28323,103817,128887,232704,7.1,9.4,8.2,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
12,Soins physiques et psychiatriques de courte durée,50-54 ANS,17702,18784,36486,147154,168644,315798,8.3,9.0,8.7,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
13,Soins physiques et psychiatriques de courte durée,55-59 ANS,19848,23171,43019,175832,205594,381426,8.9,8.9,8.9,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
14,Soins physiques et psychiatriques de courte durée,60-64 ANS,22348,27813,50161,201493,248205,449698,9.0,8.9,9.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
15,Soins physiques et psychiatriques de courte durée,65-69 ANS,25554,31038,56592,255213,289882,545095,10.0,9.3,9.6,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
16,Soins physiques et psychiatriques de courte durée,70-74 ANS,25141,28995,54136,284260,298349,582609,11.3,10.3,10.8,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
17,Soins physiques et psychiatriques de courte durée,75-79 ANS,27471,27675,55146,358765,327867,686632,13.1,11.8,12.5,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
18,Soins physiques et psychiatriques de courte durée,80-84 ANS,30817,25421,56238,465310,341328,806638,15.1,13.4,14.3,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
19,Soins physiques et psychiatriques de courte durée,85 ET +,44450,23656,68106,758076,353369,1111445,17.1,14.9,16.3,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
20,Soins physiques et psychiatriques de courte durée,TOTAL : Soins physiques et psychiatriques de courte durée,435651,335678,771332,3552562,3095946,6648511,8.2,9.2,8.6,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
21,Soins en chirurgie d'un jour,00-04 ANS,6451,10083,16534,6451,10083,16534,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
22,Soins en chirurgie d'un jour,05-09 ANS,4437,6279,10716,4437,6279,10716,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
23,Soins en chirurgie d'un jour,10-14 ANS,1906,2581,4487,1906,2581,4487,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
24,Soins en chirurgie d'un jour,15-19 ANS,3803,4328,8131,3803,4328,8131,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
25,Soins en chirurgie d'un jour,20-24 ANS,5104,4847,9951,5104,4847,9951,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
26,Soins en chirurgie d'un jour,25-29 ANS,6537,4671,11208,6537,4671,11208,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
27,Soins en chirurgie d'un jour,30-34 ANS,9208,6126,15334,9208,6126,15334,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
28,Soins en chirurgie d'un jour,35-39 ANS,9968,6941,16909,9968,6941,16909,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
29,Soins en chirurgie d'un jour,40-44 ANS,10538,7863,18401,10538,7863,18401,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
30,Soins en chirurgie d'un jour,45-49 ANS,12896,10281,23177,12896,10281,23177,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
31,Soins en chirurgie d'un jour,50-54 ANS,16244,13213,29457,16244,13213,29457,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
32,Soins en chirurgie d'un jour,55-59 ANS,16714,15216,31930,16714,15216,31930,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
33,Soins en chirurgie d'un jour,60-64 ANS,17681,16184,33865,17681,16184,33865,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
34,Soins en chirurgie d'un jour,65-69 ANS,20507,18193,38700,20507,18193,38700,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
35,Soins en chirurgie d'un jour,70-74 ANS,20196,16795,36991,20196,16795,36991,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
36,Soins en chirurgie d'un jour,75-79 ANS,17557,14593,32150,17557,14593,32150,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
37,Soins en chirurgie d'un jour,80-84 ANS,12451,10367,22818,12451,10367,22818,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
38,Soins en chirurgie d'un jour,85 ET +,7349,4971,12320,7349,4971,12320,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
39,Soins en chirurgie d'un jour,TOTAL : Soins en chirurgie d'un jour,199547,173532,373079,199547,173532,373079,1.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
40,Soins post-mortem,00-04 ANS,0,1,1,0,1,1,0.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
41,Soins post-mortem,15-19 ANS,1,0,1,1,0,1,1.0,0.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
42,Soins post-mortem,20-24 ANS,3,3,6,4,4,8,1.3,1.3,1.3,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
43,Soins post-mortem,25-29 ANS,0,5,5,0,6,6,0.0,1.2,1.2,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
44,Soins post-mortem,30-34 ANS,0,4,4,0,4,4,0.0,1.0,1.0,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
45,Soins post-mortem,35-39 ANS,0,5,5,0,8,8,0.0,1.6,1.6,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
46,Soins post-mortem,40-44 ANS,3,2,5,3,4,7,1.0,2.0,1.4,S04 - Sommaire des départs et des jours d'hospitalisation selon le groupe d'âge et le sexe,Entre 2012-04-01  et 2013-03-31, 5 octobre 2013,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",NOUVEAU-NÉ : UN ENFANT NÉ À L'INSTALLATION OU ADMIS DANS LES 24 HEURES SUIVANT SA NAISSANCE À L'EXCLUSION DES CAS DE TRANSFERTS INTER-HOSPITALIERS
