UID_MEDIAFILM,TITRE_ORIGINAL,TITRE_FRANÃAIS,PAYS_1,PAYS_2,PAYS_3,PAYS_4,PAYS_5,PAYS_6,ANNÃE_PRODUCTION,COTE_MEDIAFILM,GENRE,DATE_HEURE_DIFFUSION,RÃALISATION 
47214,Ã vos marques... Party! 2,Ã vos marques... Party! 2,CA,QC,,,,,2009,6,ComÃ©die sentimentale,2012-09-01T19:30:00,FrÃ©dÃ©rik D'Amours 
18842,Ruthless People,Y a-t-il quelqu'un pour tuer ma femme?,US,,,,,,1986,4,ComÃ©die policiÃ¨re,2012-09-02T00:50:00,"David Zucker, Jim Abrahams, Jerry Zucker "
43707,Sicko,Malade,US,,,,,,2007,4,Documentaire,2012-09-02T02:55:00,Michael Moore 
43223,IndigÃ¨nes,IndigÃ¨nes,FR,MA,DZ,BE,,,2006,3,Drame de guerre,2012-09-02T23:40:00,Rachid Bouchareb 
41099,"Brothers Grimm, The","FrÃ¨res Grimm, Les",GB,,,,,,2005,4,Conte,2012-09-03T01:45:00,Terry Gilliam 
50156,Letters to Juliet,Lettres Ã  Juliette,US,,,,,,2010,5,ComÃ©die sentimentale,2012-09-06T20:00:00,Gary Winick 
60541,"Robe de Margaux, La","Robe de Margaux, La",FR,,,,,,2011,0,Drame policier,2012-09-07T14:00:00,Marc RiviÃ¨re 
48521,Coco avant Chanel,Coco avant Chanel,FR,,,,,,2009,4,Drame biographique,2012-09-07T19:00:00,Anne Fontaine 
47592,"Hurt Locker, The",DÃ©mineur,US,,,,,,2008,3,Drame de guerre,2012-09-08T19:30:00,Kathryn Bigelow 
55611,"Yves Saint Laurent - Pierre BergÃ©, l'amour fou","Amour fou, L'",FR,,,,,,2010,3,Documentaire,2012-09-09T01:28:00,Pierre Thoretton 
48914,Harry Brown,Harry Brown,GB,,,,,,2009,4,Drame de moeurs,2012-09-09T03:29:00,Daniel Barber 
39683,Sad Cypress,Je ne suis pas coupable,GB,,,,,,2002,0,Drame policier,2012-09-09T15:00:00,Dave Moore 
47451,Moon,Moon,GB,,,,,,2009,4,Science-fiction,2012-09-09T23:40:00,Duncan Jones 
51640,Beneath Hill 60,"Commandos de l'ombre, Les",AU,,,,,,2010,5,Drame de guerre,2012-09-10T01:19:00,Jeremy Hartley Sims 
50298,"Ghost Writer, The","Ãcrivain fantÃ´me, L'",FR,DE,GB,,,,2010,3,Thriller,2012-09-15T19:30:00,Roman Polanski 
42536,Invincible,Invincible,US,,,,,,2006,4,Drame sportif,2012-09-16T01:17:00,Ericson Core 
41902,"Libertine, The","Rochester, le dernier des libertins",GB,,,,,,2005,5,Drame historique,2012-09-16T03:17:00,Laurence Dunmore 
1385,"Talented Mr. Ripley, The","Ãnigmatique Monsieur Ripley, L'",US,,,,,,1999,3,Drame policier,2012-09-16T23:40:00,Anthony Minghella 
46645,Sunshine Cleaning,Nettoyage Sunshine,US,,,,,,2008,4,ComÃ©die dramatique,2012-09-17T02:01:00,Christine Jeffs 
26394,2001: A Space Odyssey,2001: L'OdyssÃ©e de l'espace,GB,,,,,,1968,1,Science-fiction,2012-09-23T01:35:00,Stanley Kubrick 
48303,Skate or Die,Skate or Die,FR,,,,,,2007,5,Drame,2012-09-23T04:20:00,Miguel Courtois 
56703,Chercher le courant,Chercher le courant,CA,QC,,,,,2010,4,Documentaire,2012-09-23T15:00:00,"Nicolas Boisclair, Alexis De Gheldere "
1211,Buena Vista Social Club,Buena Vista Social Club,DE,US,CU,,,,1999,4,Documentaire,2012-09-23T23:25:00,Wim Wenders 
13141,Serpico,Serpico,US,,,,,,1973,3,Drame policier,2012-09-24T01:08:00,Sidney Lumet 
43311,Amazing Grace,"GrÃ¢ce du ciel, La",GB,,,,,,2006,4,Drame biographique,2012-09-30T01:33:00,Michael Apted 
40808,It's All Gone Pete Tong,"Quel dÃ©lire, Pete Tong",GB,CA,,,,,2004,4,ComÃ©die de moeurs,2012-09-30T04:00:00,Michael Dowse 
43259,Wild Hogs,"Fous de la moto, Les",US,,,,,,2007,5,ComÃ©die,2012-09-30T15:00:00,Walt Becker 
22396,Diva,Diva,FR,,,,,,1980,3,Thriller,2012-09-30T23:20:00,Jean-Jacques Beineix 
62497,Hawking,Hawking,GB,,,,,,2004,0,Drame biographique,2012-10-01T01:14:00,Philip Martin 
38400,Lost in Translation,Traduction infidÃ¨le,US,,,,,,2003,3,ComÃ©die sentimentale,2012-10-07T01:27:00,Sofia Coppola 
44487,In Bruges,Bienvenue Ã  Bruges,GB,BE,,,,,2008,4,ComÃ©die dramatique,2012-10-07T23:20:00,Martin McDonagh 
48518,Everybody's Fine,Tout va bien,US,,,,,,2009,4,ComÃ©die dramatique,2012-10-08T01:09:00,Kirk Jones 
47636,Ne te retourne pas,Ne te retourne pas,FR,LU,BE,IT,,,2009,4,Drame psychologique,2012-10-14T01:28:00,Marina de Van 
45306,"Deal, The",Entente et mÃ©sentente,US,,,,,,2008,5,ComÃ©die satirique,2012-10-14T03:48:00,Steven Schachter 
45234,Journey to the Center of the Earth,Voyage au centre de la Terre,US,,,,,,2007,5,Science-fiction,2012-10-14T15:00:00,Eric Brevig 
42702,"Prestige, The","Prestige, Le",US,,,,,,2006,3,Drame fantastique,2012-10-14T23:20:00,Christopher Nolan 
40751,Ladies in Lavender,Parfum de lavande,GB,,,,,,2004,4,ComÃ©die dramatique,2012-10-15T01:32:00,Charles Dance 
47761,"Imaginarium of Doctor Parnassus, The","Imaginarium du Docteur Parnassus, L'",GB,CA,,,,,2009,3,ComÃ©die fantaisiste,2012-10-21T01:24:00,Terry Gilliam 
50514,"Runaways, The","Runaways, The",US,,,,,,2010,4,Drame musical,2012-10-21T03:56:00,Floria Sigismondi 
46032,Confessions of a Shopaholic,Confessions d'une accro du shopping,US,,,,,,2009,6,ComÃ©die,2012-10-21T15:00:00,P.J. Hogan 
56345,"Coeur d'Auschwitz, Le","Coeur d'Auschwitz, Le",CA,QC,,,,,2010,4,Documentaire,2012-10-21T23:20:00,Carl Leblanc 
46849,Whatever Works,Comme tu veux,US,,,,,,2009,4,ComÃ©die sentimentale,2012-10-22T00:47:00,Woody Allen 
26824,"Fearless Vampire Killers, The","Bal des vampires, Le",GB,,,,,,1967,3,ComÃ©die d'horreur,2012-10-28T01:29:00,Roman Polanski 
1349,Sleepy Hollow,Sleepy Hollow,US,,,,,,1999,3,Drame fantastique,2012-10-28T03:29:00,Tim Burton 
46594,Race to Witch Mountain,"Course vers la montagne ensorcelÃ©e, La",US,,,,,,2009,5,Drame fantastique,2012-10-28T15:00:00,Andy Fickman 
47665,"ProphÃ¨te, Un","ProphÃ¨te, Un",FR,IT,,,,,2009,2,Drame de moeurs,2012-10-28T23:10:00,Jacques Audiard 
18433,"Lost Boys, The",GÃ©nÃ©ration perdue,US,,,,,,1987,4,Drame d'horreur,2012-10-29T00:49:00,Joel Schumacher 
20790,"Hunger, The","PrÃ©dateurs, Les",GB,,,,,,1983,4,Drame fantastique,2012-10-29T02:27:00,Tony Scott 
47644,Los Abrazos Rotos,Ãtreintes brisÃ©es,ES,,,,,,2009,3,Drame sentimental,2012-11-04T01:17:00,Pedro Almodovar 
48899,Chloe,ChloÃ©,US,CA,FR,,,,2009,4,Drame de moeurs,2012-11-04T03:48:00,Atom Egoyan 
45960,Inkheart,Coeur d'encre,DE,GB,US,,,,2008,5,Drame fantastique,2012-11-04T15:00:00,Iain Softley 
48523,"Donation, La","Donation, La",CA,QC,,,,,2009,4,Drame,2012-11-04T23:20:00,Bernard Ãmond 
41665,Glory Road,"Chemin de la gloire, Le",US,,,,,,2006,4,Drame sportif,2012-11-05T00:57:00,James Gartner 
45785,Flawless,Infaillible,GB,LU,,,,,2007,5,Thriller,2012-11-11T01:46:00,Michael Radford 
44027,"Game Plan, The",Plan de match,US,,,,,,2007,5,ComÃ©die,2012-11-11T15:00:00,Andy Fickman 
9550,Pulp Fiction,Fiction pulpeuse,US,,,,,,1994,1,Drame de moeurs,2012-11-11T23:28:00,Quentin Tarantino 
43191,Ma fille mon ange,Ma fille mon ange,CA,QC,,,,,2006,5,Drame de moeurs,2012-11-12T02:05:00,Alexis Durand-Brault 
42489,Seres Queridos,Tellement proches,ES,,,,,,2004,4,ComÃ©die,2012-11-18T01:26:00,"Dominic Harari, Teresa De Pelegri "
18433,"Lost Boys, The",GÃ©nÃ©ration perdue,US,,,,,,1987,4,Drame d'horreur,2012-11-18T03:15:00,Joel Schumacher 
40744,Madagascar,Madagascar,US,,,,,,2005,4,Film d'animation,2012-11-18T15:00:00,"Tom McGrath, Eric Darnell "
47471,Nothing But the Truth,Rien que la vÃ©ritÃ©,US,,,,,,2008,5,Thriller,2012-11-18T23:20:00,Rod Lurie 
45993,Taking Chance,"Honneur d'un Marine, L'",US,,,,,,2009,4,Drame,2012-11-19T01:09:00,Ross Katz 
41700,"New World, The","Nouveau Monde, Le",US,,,,,,2005,3,Drame historique,2012-11-19T02:20:00,Terrence Malick 
41959,Tristram Shandy - A Cock & Bull Story,Tristram Shandy: Une histoire sans queue ni tÃªte,GB,,,,,,2005,3,ComÃ©die,2012-11-25T01:23:00,Michael Winterbottom 
42837,Fur - An Imaginary Portrait of Diane Arbus,Fur - Portrait imaginaire de Diane Arbus,US,,,,,,2006,4,Drame sentimental,2012-11-25T03:26:00,Steven Shainberg 
46605,Hannah Montana - The Movie,Hannah Montana - Le Film,US,,,,,,2009,5,ComÃ©die,2012-11-25T15:00:00,Peter Chelsom 
2012,Vanilla Sky,"Ciel couleur vanille, Un",US,,,,,,2001,4,Science-fiction,2012-11-25T23:20:00,Cameron Crowe 
42321,Asylum,"Asile, L'",GB,,,,,,2005,4,Drame psychologique,2012-11-26T01:38:00,David Mackenzie 
42948,Snow Cake,Plaisirs glacÃ©s,GB,,,,,,2006,4,Drame psychologique,2012-12-02T01:22:00,Marc Evans 
50051,"Girl in the Park, The","Fille dans le parc, La",US,,,,,,2007,4,Drame psychologique,2012-12-02T03:35:00,David Auburn 
45880,Bedtime Stories,Histoires enchantÃ©es,US,,,,,,2008,4,ComÃ©die fantaisiste,2012-12-02T15:00:00,Adam Shankman 
1684,Wo Hu Zang Long,Tigre et dragon,HK,TW,US,,,,2000,3,Aventures,2012-12-02T23:20:00,Ang Lee 
41617,Casanova,Casanova,US,,,,,,2005,4,ComÃ©die sentimentale,2012-12-03T01:17:00,Lasse Hallstrom 
58092,Marple: The Pale Horse,Miss Marple: Le Cheval pÃ¢le,GB,US,,,,,2010,0,Drame policier,2012-12-07T15:00:00,Andy Hay 
40999,"Bridge of San Luis Rey, The","Pont du roi Saint-Louis, Le",GB,ES,FR,,,,2004,5,Drame historique,2012-12-09T01:24:00,Mary McGuckian 
41888,Tsotsi,Tsotsi,ZA,,,,,,2005,3,Drame policier,2012-12-09T03:44:00,Gavin Hood 
46008,Polytechnique,Polytechnique,CA,QC,,,,,2008,4,Drame social,2012-12-09T23:10:00,Denis Villeneuve 
40010,Nouvelle-France,Nouvelle-France,CA,QC,FR,GB,,,2004,5,Drame,2012-12-10T00:27:00,Jean Beaudin 
41448,Poirot: The Mystery of the Blue Train,Poirot - Le Train bleu,GB,,,,,,2005,0,Drame policier,2012-12-10T15:00:00,Hettie MacDonald 
46820,Incendies,Incendies,CA,QC,,,,,2010,2,Drame,2012-12-10T20:00:00,Denis Villeneuve 
44769,Marple: Nemesis,Miss Marple: Nemesis,GB,,,,,,2007,0,ComÃ©die policiÃ¨re,2012-12-11T15:00:00,Nicolas Winding Refn 
41481,Poirot: After the Funeral,Poirot - Les IndiscrÃ©tions d'Hercule Poirot,GB,,,,,,2005,0,Drame policier,2012-12-12T15:00:00,Maurice Phillips 
43045,Marple: Towards Zero,Miss Marple: l'heure zÃ©ro,GB,,,,,,2006,0,Drame policier,2012-12-13T15:00:00,David Grindley 
39707,Five Little Pigs,Cinq petits cochons,GB,,,,,,2003,0,Drame policier,2012-12-14T15:00:00,Paul Unwin 
48514,Old Dogs,"2 font la pÃ¨re, Les",US,,,,,,2009,6,ComÃ©die,2012-12-15T13:00:00,Walt Becker 
48545,"Arnacoeur, L'","Arnacoeur, L'",FR,,,,,,2009,5,ComÃ©die dramatique,2012-12-15T20:00:00,Pascal Chaumeil 
42669,"Guardian, The","Gardien, Le",US,,,,,,2006,5,Drame,2012-12-16T01:27:00,Andrew Davis 
14498,Grosse Fatigue,Grosse Fatigue,FR,,,,,,1994,4,ComÃ©die,2012-12-16T04:06:00,Michel Blanc 
48508,Precious: Based on the Novel ''Push'' by Sapphire,Precious - La VÃ©ritable Precious Jones,US,,,,,,2008,3,Drame de moeurs,2012-12-16T23:10:00,Lee Daniels 
41958,Omagh,Omagh,IE,,,,,,2004,3,Drame social,2012-12-17T01:02:00,Pete Travis 
41654,Transamerica,Transamerica,US,,,,,,2005,4,ComÃ©die dramatique,2012-12-17T02:44:00,Duncan Tucker 
45373,Fly Me to the Moon 3D,Mouchonautes 3D / Destination Lune 3D: Ã vos ailes!,BE,,,,,,2008,5,Film d'animation,2012-12-17T09:00:00,Ben Stassen 
46588,"Renard et l'enfant, Le","Renard et l'enfant, Le",FR,,,,,,2007,4,Conte,2012-12-17T12:30:00,Luc Jacquet 
49428,"American Girl: Chrissa Stands Strong, An","American Girl - Les malheurs de Chrissa, An",US,,,,,,2009,5,Drame,2012-12-17T14:30:00,Martha Coolidge 
48810,Up in the Air,Haut dans les airs,US,,,,,,2009,3,ComÃ©die dramatique,2012-12-17T20:00:00,Jason Reitman 
58275,Cinema Verite,CinÃ©ma VÃ©ritÃ©,US,,,,,,2011,3,Drame,2012-12-17T23:05:00,"Robert Pulcini, Shari Springer Berman "
1330,Music of the Heart,"Violons du coeur, Les",US,,,,,,1999,4,Drame biographique,2012-12-18T01:05:00,Wes Craven 
2062,Return to Never Land,Peter Pan 2: Retour au pays imaginaire,US,,,,,,2002,5,Dessins animÃ©s,2012-12-18T09:00:00,"Donovan Cook, Robin Budd "
45166,Bonneville,Bonneville,US,,,,,,2006,5,ComÃ©die dramatique,2012-12-18T12:30:00,Christopher N. Rowley 
44582,Penelope,PÃ©nÃ©lope,GB,,,,,,2006,5,Conte,2012-12-18T14:30:00,Mark Palansky 
38283,And Starring Pancho Villa as Himself,Pancho Villa dans son propre rÃ´le,US,,,,,,2003,5,Drame historique,2012-12-18T23:05:00,Bruce Beresford 
16981,"Witches, The","SorciÃ¨res, Les",GB,,,,,,1989,4,ComÃ©die fantaisiste,2012-12-19T01:05:00,Nicolas Roeg 
49775,Tinker Bell and the Lost Treasure,Clochette et la pierre de la lune,US,,,,,,2009,5,Film d'animation,2012-12-19T09:00:00,Klay Hall 
43889,"Nanny Diaries, The","Journal d'une nanny, Le",US,,,,,,2007,4,ComÃ©die dramatique,2012-12-19T12:30:00,"Robert Pulcini, Shari Springer Berman "
45397,"Longshots, The","Quart-arriÃ¨re, La",US,,,,,,2008,5,Drame sportif,2012-12-19T14:30:00,Fred Durst 
44267,Atonement,Expiation,GB,FR,,,,,2007,2,Drame psychologique,2012-12-19T23:05:00,Joe Wright 
55629,Sans queue ni tÃªte,Sans queue ni tÃªte,FR,,,,,,2010,5,ComÃ©die dramatique,2012-12-20T01:20:00,Jeanne Labrune 
55687,Tinker Bell and the Great Fairy Rescue,Clochette et l'expÃ©dition fÃ©Ã©rique,US,,,,,,2010,0,Film d'animation,2012-12-20T09:00:00,Bradley Raymond 
19094,Jean de Florette,Jean de Florette,FR,,,,,,1986,3,ComÃ©die dramatique,2012-12-20T12:30:00,Claude Berri 
19036,Manon des sources,Manon des sources,FR,,,,,,1986,2,ComÃ©die dramatique,2012-12-20T15:00:00,Claude Berri 
42855,DÃ©jÃ  Vu,DÃ©jÃ  Vu,US,,,,,,2006,4,Thriller,2012-12-20T23:05:00,Tony Scott 
40559,"Good Shepherd, The","Bon Pasteur, Le",CA,,,,,,2004,5,Thriller,2012-12-21T01:33:00,Lewin Webb 
42052,"Wild, The","Vie sauvage, La",US,,,,,,2006,5,Film d'animation,2012-12-21T09:00:00,Steve Â«SpazÂ» Williams 
49194,"Roman de Renart, Le","Roman de Renart, Le",LU,,,,,,2005,4,Film d'animation,2012-12-21T12:30:00,Thierry Schiel 
1886,"Princess Diaries, The","Journal d'une princesse, Le",US,,,,,,2001,5,ComÃ©die,2012-12-21T14:30:00,Garry Marshall 
50632,Toy Story 3,Histoire de jouets 3,US,,,,,,2010,3,Film d'animation,2012-12-21T19:00:00,Lee Unkrich 
20674,"Outsiders, The","InadaptÃ©s, Les",US,,,,,,1983,4,Drame de moeurs,2012-12-22T00:56:00,Francis Coppola 
39983,Mickey's Twice Upon a Christmas,Mickey: Il Ã©tait deux fois NoÃ«l,US,,,,,,2004,5,Dessins animÃ©s,2012-12-22T07:30:00,Matthew O'Callaghan 
39708,"Choristes, Les","Choristes, Les",FR,CH,,,,,2004,4,ComÃ©die dramatique,2012-12-22T13:00:00,Christophe Barratier 
48834,"Last Song, The","DerniÃ¨re Chanson, La",US,,,,,,2010,5,Drame psychologique,2012-12-22T20:00:00,Julie Anne Robinson 
45907,Revolutionary Road,"Noces rebelles, Les",US,,,,,,2008,4,Drame psychologique,2012-12-22T22:40:00,Sam Mendes 
7432,"Pentagon Wars, The",OpÃ©ration Pentagone,US,,,,,,1998,5,ComÃ©die satirique,2012-12-23T00:51:00,Richard Benjamin 
17975,"Ãtudiante, L'","Ãtudiante, L'",FR,IT,,,,,1988,5,ComÃ©die sentimentale,2012-12-23T02:47:00,Claude Pinoteau 
4030,Mickey's Once Upon a Christmas,"NoÃ«l merveilleux de Mickey, Le",US,,,,,,1999,5,Dessins animÃ©s,2012-12-23T07:30:00,"Toby Shelton, Bill Speers, Jun Falkenstein, Bradley Raymond "
42359,AstÃ©rix et les Vikings,AstÃ©rix et les Vikings,FR,,,,,,2006,4,Dessins animÃ©s,2012-12-23T15:00:00,"Stefan Fjeldmark, Jesper Moller "
48494,"Young Victoria, The",Victoria - Les Jeunes AnnÃ©es d'une reine,GB,US,,,,,2009,3,Drame biographique,2012-12-23T20:00:00,Jean-Marc VallÃ©e 
43287,"MÃ´me, La","Vie en rose, La",FR,GB,CZ,,,,2007,4,Drame biographique,2012-12-24T00:40:00,Olivier Dahan 
4154,Diamonds,"Magie des diamants, La",US,DE,,,,,1999,5,ComÃ©die de moeurs,2012-12-24T02:53:00,John Asher 
1691,"Emperor's New Groove, The","Empereur nouveau genre, Un",US,,,,,,2000,4,Dessins animÃ©s,2012-12-24T09:00:00,Mark Dindal 
19577,One Magic Christmas,"NoÃ«l magique, Un",CA,,,,,,1985,4,Conte,2012-12-24T12:30:00,Phillip Borsos 
49937,Krummerne - Sa er det jul igen,"Krumbs sauvent NoÃ«l, Les",DK,,,,,,2006,0,ComÃ©die fantaisiste,2012-12-24T14:30:00,Morten Lorentzen 
48492,"Christmas Carol, A","Conte de NoÃ«l, Un",US,,,,,,2009,4,Conte,2012-12-24T19:00:00,Robert Zemeckis 
1791,Bridget Jones's Diary,"Journal de Bridget Jones, Le",US,,,,,,2001,4,ComÃ©die sentimentale,2012-12-25T01:00:00,Sharon Maguire 
42907,"Nativity Story, The","NativitÃ©, La",US,,,,,,2006,4,Drame biblique,2012-12-25T03:01:00,Catherine Hardwicke 
63413,Es ist ein Elch entsprungen,SOS NoÃ«l en pÃ©ril,DE,,,,,,2005,0,ComÃ©die fantaisiste,2012-12-25T12:30:00,Ben Verbong 
42794,"Santa Clause 3 - The Escape Clause, The",Sur les traces du PÃ¨re NoÃ«l 3 - La Clause Force Majeure,US,,,,,,2006,5,ComÃ©die fantaisiste,2012-12-25T14:30:00,Michael Lembeck 
43706,Ratatouille,Ratatouille,US,,,,,,2007,3,Film d'animation,2012-12-25T19:00:00,Brad Bird 
45776,Babine,Babine,CA,QC,,,,,2008,4,Conte,2012-12-25T22:30:00,Luc Picard 
41571,Joyeux NoÃ«l,Joyeux NoÃ«l,FR,DE,GB,BE,RO,,2005,3,Drame de guerre,2012-12-26T00:30:00,Christian Carion 
56931,De vrais mensonges,De vrais mensonges,FR,,,,,,2010,4,ComÃ©die sentimentale,2012-12-26T02:30:00,Pierre Salvadori 
40313,Mulan II,Mulan 2,US,,,,,,2004,5,Film d'animation,2012-12-26T09:00:00,"Darrell Rooney, Lynne Southerland "
6982,Whiskers,Moustaches,CA,,,,,,1996,4,ComÃ©die fantaisiste,2012-12-26T12:30:00,Jim Kaufman 
39935,"Incredibles, The","Incroyable, Les",US,,,,,,2004,3,Film d'animation,2012-12-26T14:30:00,Brad Bird 
50754,Mammuth,Mammuth,FR,,,,,,2010,3,ComÃ©die dramatique,2012-12-26T22:35:00,"Gustave Kervern, BenoÃ®t DelÃ©pine "
46066,Affinity,Ãmes soeurs,GB,,,,,,2008,4,Drame,2012-12-27T00:23:00,Tim Fywell 
42765,Catch a Fire,De feu et de sang,GB,US,,,,,2006,5,Drame social,2012-12-27T02:13:00,Phillip Noyce 
45107,Unstable Fables: 3 Pigs & a Baby,Incroyables Fables: 3 cochons et un bÃ©bÃ©,US,,,,,,2008,5,Film d'animation,2012-12-27T09:00:00,"Arish Fyzee, Howard E. Baker "
16769,"Gloire de mon pÃ¨re, La","Gloire de mon pÃ¨re, La",FR,,,,,,1990,3,Chronique,2012-12-27T12:30:00,Yves Robert 
16860,"ChÃ¢teau de ma mÃ¨re, Le","ChÃ¢teau de ma mÃ¨re, Le",FR,,,,,,1990,3,ComÃ©die dramatique,2012-12-27T15:00:00,Yves Robert 
8870,Crime of the Century,"Crime du siÃ¨cle, Le",US,,,,,,1996,4,Drame judiciaire,2012-12-27T22:35:00,Mark Rydell 
51222,8 fois debout,8 fois debout,FR,,,,,,2010,4,ComÃ©die dramatique,2012-12-28T00:35:00,Xabi Molia 
13501,Deux Hommes dans la ville,Deux Hommes dans la ville,FR,IT,,,,,1973,4,Drame psychologique,2012-12-28T02:35:00,JosÃ© Giovanni 
45588,Unstable Fables: Tortoise vs. Hare,Incroyables Fables: LiÃ¨vres contre tortues,GB,US,,,,,2008,0,Film d'animation,2012-12-28T09:00:00,"Howard E. Baker, Arish Fyzee "
38397,"Moi CÃ©sar, 10 ans 1/2, 1 m 39","Moi CÃ©sar, 10 ans 1/2, 1 m 39",FR,,,,,,2003,4,ComÃ©die,2012-12-28T12:30:00,Richard Berry 
41517,"Chronicles of Narnia - The Lion, the Witch and the Wardrobe, The","Chroniques de Narnia - L'Armoire magique, Les",US,,,,,,2005,4,Drame fantastique,2012-12-28T14:30:00,Andrew Adamson 
54370,Tangled,Raiponce,US,,,,,,2010,3,Film d'animation,2012-12-28T19:00:00,"Nathan Greno, Byron Howard "
45519,"Duchess, The","Duchesse, La",GB,,,,,,2008,4,Drame historique,2012-12-28T22:35:00,Saul Dibb 
1206,"Ideal Husband, An","Mari idÃ©al, Un",GB,,,,,,1999,4,ComÃ©die de moeurs,2012-12-29T00:35:00,Oliver Parker 
412,Kolja,Kolya,CZ,GB,FR,,,,1996,3,ComÃ©die dramatique,2012-12-29T02:35:00,Jan Sverak 
37720,Piglet's Big Movie,"Grand Film de Porcinet, Le",US,,,,,,2003,5,Dessins animÃ©s,2012-12-29T07:30:00,Francis Glebas 
63525,Lippels Traum,"Prince des mille et une nuits, Le",DE,,,,,,2009,0,Aventures,2012-12-29T13:00:00,Lars BÃ¼chel 
44920,"Chronicles of Narnia - Prince Caspian, The","Chroniques de Narnia - Le Prince Caspian, Les",US,,,,,,2008,4,Drame fantastique,2012-12-29T19:00:00,Andrew Adamson 
50498,"Kids Are All Right, The","Famille unique, Une",US,,,,,,2009,4,ComÃ©die dramatique,2012-12-29T22:40:00,Lisa Cholodenko 
16586,"Sheltering Sky, The","ThÃ© au Sahara, Un",GB,,,,,,1990,3,Drame psychologique,2012-12-30T00:42:00,Bernardo Bertolucci 
22535,"Boum, La","Boum, La",FR,,,,,,1980,4,ComÃ©die de moeurs,2012-12-30T03:16:00,Claude Pinoteau 
45591,Beverly Hills Chihuahua,"Chihuahua de Beverly Hills, Le",US,,,,,,2008,5,ComÃ©die fantaisiste,2012-12-30T15:00:00,Raja Gosnell 
41098,"Constant Gardener, The","Constance du jardinier, La",GB,,,,,,2005,3,Drame,2012-12-31T00:40:00,Fernando Meirelles 
50572,Mrs Mandela,"Winnie, l'autre Mandela",GB,,,,,,2010,4,Drame biographique,2012-12-31T02:51:00,Michael Samuels 
41363,Chicken Little,Petit Poulet,US,,,,,,2005,5,Film d'animation,2012-12-31T09:00:00,Mark Dindal 
41900,"Shaggy Dog, The",Quelle vie de chien,US,,,,,,2006,6,ComÃ©die fantaisiste,2012-12-31T12:30:00,Brian Robbins 
15823,"Tirelire, combines & cie","Tirelire, combines & cie",CA,QC,,,,,1992,4,ComÃ©die,2012-12-31T14:30:00,Jean Beaudry 
43768,Hairspray,Hairspray,US,,,,,,2007,4,ComÃ©die musicale,2013-01-01T00:30:00,Adam Shankman 
46837,Easy Virtue,Un Mariage de rÃªve,GB,US,,,,,2008,4,ComÃ©die sentimentale,2013-01-01T02:29:00,Stephan Elliott 
49128,"Petit Nicolas, Le","Petit Nicolas, Le",FR,BE,,,,,2008,4,ComÃ©die,2013-01-01T12:30:00,Laurent Tirard 
1957,Serendipity,Heureux Hasard,US,,,,,,2001,4,ComÃ©die sentimentale,2013-01-01T14:30:00,Peter Chelsom 
39843,Shall We Dance?,Si on dansait?,US,,,,,,2004,5,ComÃ©die sentimentale,2013-01-01T23:00:00,Peter Chelsom 
43828,Death at a Funeral,Joyeuses FunÃ©railles,GB,,,,,,2007,4,ComÃ©die de moeurs,2013-01-02T00:56:00,Frank Oz 
49777,"Maiden Heist, The","Vol de la Maiden Heist, Le",US,,,,,,2009,4,ComÃ©die,2013-01-02T02:37:00,Peter Hewitt 
45769,Khan Kluay,"ÃlÃ©phant bleu, L'",TH,,,,,,2008,5,Film d'animation,2013-01-02T09:00:00,Kompin Kemgumnird 
36504,Regina,RÃ©gina,IS,,,,,,2002,4,ComÃ©die musicale,2013-01-02T12:30:00,Maria Sigurdardottir 
48189,"Cargo pour l'Afrique, Un","Cargo pour l'Afrique, Un",CA,QC,,,,,2009,4,ComÃ©die dramatique,2013-01-02T14:30:00,Roger Cantin 
41221,"Greatest Game Ever Played, The","Parcours de lÃ©gende, Un",US,,,,,,2005,4,Drame sportif,2013-01-02T22:35:00,Bill Paxton 
19248,"Color of Money, The","Couleur de l'argent, La",US,,,,,,1986,3,Drame de moeurs,2013-01-03T00:52:00,Martin Scorsese 
48175,Cairo Time,Souvenirs du Caire,CA,,,,,,2009,4,Drame sentimental,2013-01-03T03:02:00,Ruba Nadda 
41046,Valiant,"Vaillant, pigeon de combat",GB,,,,,,2005,5,Film d'animation,2013-01-03T09:00:00,Gary Chapman 
44169,Toi et moi,Toi et moi,FR,,,,,,2006,4,ComÃ©die sentimentale,2013-01-03T12:30:00,Julie Lopes-Curval 
41801,Eight Below,Huit en-dessous,US,,,,,,2005,4,Aventures,2013-01-03T14:30:00,Frank Marshall 
48795,Cabotins,Cabotins,CA,QC,,,,,2010,4,ComÃ©die dramatique,2013-01-03T19:00:00,Alain DesRochers 
41575,Brokeback Mountain,Souvenirs de Brokeback Mountain,US,,,,,,2005,2,Drame sentimental,2013-01-03T23:05:00,Ang Lee 
414,Unhook the Stars,DÃ©croche les Ã©toiles,FR,US,,,,,1997,4,Drame psychologique,2013-01-04T01:26:00,Nick Cassavetes 
39150,Home on the Range,"Ferme de la prairie, La",US,,,,,,2004,5,Dessins animÃ©s,2013-01-04T09:00:00,"John Sanford, Will Finn "
46755,Sunny et l'Ã©lÃ©phant,Sunny et l'Ã©lÃ©phant,FR,,,,,,2008,5,Aventures,2013-01-04T12:30:00,"Olivier Horlait, FrÃ©dÃ©ric Lepage "
