clientele,caracteristique,valeur,nouveau_participant,participant_actif,nouvelle_participation,participation_active
Individu - clientèle de l`assurance-emploi,Scolarité,Universitaire,22299,26096,34105,42285
Individu - clientèle de l`assurance-emploi,Scolarité,Inconnue,24206,26502,28978,32892
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Aucun diplôme,77944,90209,116400,145898
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Secondaire - DES,23067,28236,38056,49794
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Secondaire - DEP,19798,23414,33364,42230
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Secondaire - ASP,1302,1536,2196,2802
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Collégial - AEC,3817,4612,6549,8392
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Collégial - DEC général,3888,4801,6723,8752
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Collégial - DEC professionnel,6945,8537,11970,15611
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Universitaire - Certificat,1251,1519,2104,2733
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Universitaire - Baccalauréat,3657,4541,6000,7908
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,1243,1588,2096,2800
Individu - clientèle de l`assurance-emploi,Diplôme maximum obtenu,Inconnu,43524,47664,53809,61091
Individu - clientèle de l`assurance-emploi,Personne handicapée,Oui,10561,14009,18097,26523
Individu - clientèle de l`assurance-emploi,Personne handicapée,Non,172774,198395,261170,321488
Individu - clientèle de l`assurance-emploi,Autochtone,Oui,1466,1655,2206,2657
Individu - clientèle de l`assurance-emploi,Autochtone,Non,144537,170478,230638,293592
Individu - clientèle de l`assurance-emploi,Autochtone,Inconnu,36853,39442,46423,51762
Individu - clientèle de l`assurance-emploi,Lieu de naissance,Né au Canada,129845,152363,205640,260519
Individu - clientèle de l`assurance-emploi,Lieu de naissance,Né hors Canada : arrivé depuis moins de 5 ans,3591,4834,6042,8502
Individu - clientèle de l`assurance-emploi,Lieu de naissance,Né hors Canada : arrivé depuis 5 ans et plus,19279,22584,29835,37382
Individu - clientèle de l`assurance-emploi,Lieu de naissance,Inconnu,30236,32125,37750,41608
Individu - clientèle de l`assurance-emploi,Statut au début de la participation,Actif assistance sociale et assurance-emploi,8846,11857,13800,18937
Individu - clientèle de l`assurance-emploi,Statut au début de la participation,Actif assistance sociale et admis. assurance-emploi,24589,32413,42472,58811
Individu - clientèle de l`assurance-emploi,Statut au début de la participation,Actif assurance-emploi seulement,125275,141326,174451,206027
Individu - clientèle de l`assurance-emploi,Statut au début de la participation,Admis. assurance-emploi seulement,32733,41041,48544,64236
