ï»¿OBJECTID,GROUPEUSAGE,STATUT,V_DESCRIPTION,DATEDEBUT,ZONAGEMUNICIPALID,NO_ZONE,MUNICIPALITE
440521,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3561,3561,37067
440522,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3563,3563,37067
440523,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3564,3564,37067
440524,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-1117,1117,37067
440525,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-1233,1233,37067
440526,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-1234,1234,37067
440527,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-1235,1235,37067
440528,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-1236,1236,37067
440529,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-1237,1237,37067
440530,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-1239,1239,37067
440531,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-1241,1241,37067
440532,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-1243,1243,37067
440533,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-6113,6113,37067
440534,EXA,En vigueur,Extraction en zone agricole,2022-01-05T05:00:00,EXA-1249,1249,37067
440536,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3571,3571,37067
440537,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2273,2273,37067
440538,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2274,2274,37067
440539,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2275,2275,37067
440542,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2278,2278,37067
440543,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2279,2279,37067
440544,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2280,2280,37067
440545,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2281,2281,37067
440547,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-1251,1251,37067
440548,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-1252,1252,37067
440549,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2283,2283,37067
440550,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-5125,5125,37067
440551,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2284,2284,37067
440552,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4210,4210,37067
440553,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2285,2285,37067
440554,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2286,2286,37067
440555,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3573,3573,37067
440556,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3574,3574,37067
440557,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2287,2287,37067
440558,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2288,2288,37067
440559,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2289,2289,37067
440560,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3575,3575,37067
440561,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4211,4211,37067
440562,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3576,3576,37067
440563,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3577,3577,37067
440564,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2290,2290,37067
440565,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3578,3578,37067
440566,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3579,3579,37067
440567,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2291,2291,37067
440568,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3580,3580,37067
440569,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3581,3581,37067
440570,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3582,3582,37067
440571,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3583,3583,37067
440572,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2292,2292,37067
440573,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2293,2293,37067
440574,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4212,4212,37067
440575,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3584,3584,37067
440576,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3585,3585,37067
440577,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4213,4213,37067
440578,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3586,3586,37067
440579,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3587,3587,37067
440580,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3588,3588,37067
440581,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3589,3589,37067
440582,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4214,4214,37067
440583,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3590,3590,37067
440584,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3591,3591,37067
440585,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4215,4215,37067
440586,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2294,2294,37067
440587,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3592,3592,37067
440588,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3593,3593,37067
440589,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3594,3594,37067
440590,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-1253,1253,37067
440591,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3595,3595,37067
440592,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3596,3596,37067
440593,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3597,3597,37067
440594,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2295,2295,37067
440595,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3598,3598,37067
440596,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3599,3599,37067
440597,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3600,3600,37067
440598,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-1259,1259,37067
440599,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3601,3601,37067
440600,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3602,3602,37067
440601,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3603,3603,37067
440602,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-1260,1260,37067
440603,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3604,3604,37067
440604,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3605,3605,37067
440605,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3606,3606,37067
440606,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2296,2296,37067
440607,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2297,2297,37067
440608,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4216,4216,37067
440609,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4217,4217,37067
440610,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2298,2298,37067
440611,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2299,2299,37067
440612,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2300,2300,37067
440613,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2301,2301,37067
440614,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2302,2302,37067
440615,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4218,4218,37067
440616,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3607,3607,37067
440617,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4219,4219,37067
440618,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3608,3608,37067
440619,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4220,4220,37067
440620,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2303,2303,37067
440621,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2304,2304,37067
440622,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-5126,5126,37067
440623,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3609,3609,37067
440624,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4221,4221,37067
440625,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4222,4222,37067
440626,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4223,4223,37067
440627,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4224,4224,37067
440628,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4225,4225,37067
440629,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4226,4226,37067
440630,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4227,4227,37067
440631,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-5127,5127,37067
440632,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3610,3610,37067
440633,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4228,4228,37067
440634,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3611,3611,37067
440635,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4229,4229,37067
440636,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3612,3612,37067
440637,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-5128,5128,37067
440638,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2305,2305,37067
440639,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4230,4230,37067
440640,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3613,3613,37067
440642,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4232,4232,37067
440643,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4233,4233,37067
440644,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3614,3614,37067
440645,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2306,2306,37067
440646,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2307,2307,37067
440647,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3615,3615,37067
440648,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2308,2308,37067
440649,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2309,2309,37067
440650,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-1261,1261,37067
440651,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4234,4234,37067
440652,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2310,2310,37067
440653,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-6116,6116,37067
440654,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3616,3616,37067
440655,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2311,2311,37067
440656,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3617,3617,37067
440657,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3618,3618,37067
440658,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-3619,3619,37067
440659,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2312,2312,37067
440660,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-4235,4235,37067
440661,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-2313,2313,37067
440662,PEV,En vigueur,Parcs et espaces verts,2022-01-05T05:00:00,PEV-1262,1262,37067
440663,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3620,3620,37067
440664,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-5080,5080,37067
440666,COR,En vigueur,Commerciale rÃ©gionale,2022-01-05T05:00:00,COR-2314,2314,37067
440667,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3621,3621,37067
440668,COL,En vigueur,Commerciale locale,2022-01-05T05:00:00,COL-3622,3622,37067
440669,COL,En vigueur,Commerciale locale,2022-01-05T05:00:00,COL-4236,4236,37067
440670,AGF,En vigueur,AgroforestiÃ¨re,2022-01-05T05:00:00,AGF-1002,1002,37067
440671,AGF,En vigueur,AgroforestiÃ¨re,2022-01-05T05:00:00,AGF-1006,1006,37067
440672,CLI,En vigueur,Commerciale lourde et industrielle,2022-01-05T05:00:00,CLI-2079,2079,37067
440674,CNA,En vigueur,Conservation naturelle,2022-01-05T05:00:00,CNA-1218,1218,37067
440675,CNA,En vigueur,Conservation naturelle,2022-01-05T05:00:00,CNA-3511,3511,37067
440676,CNA,En vigueur,Conservation naturelle,2022-01-05T05:00:00,CNA-3512,3512,37067
440677,CNA,En vigueur,Conservation naturelle,2022-01-05T05:00:00,CNA-3517,3517,37067
440678,CNA,En vigueur,Conservation naturelle,2022-01-05T05:00:00,CNA-3519,3519,37067
440679,CNA,En vigueur,Conservation naturelle,2022-01-05T05:00:00,CNA-3522,3522,37067
440680,CNA,En vigueur,Conservation naturelle,2022-01-05T05:00:00,CNA-3524,3524,37067
440681,CNA,En vigueur,Conservation naturelle,2022-01-05T05:00:00,CNA-3526,3526,37067
440682,COL,En vigueur,Commerciale locale,2022-01-05T05:00:00,COL-2055,2055,37067
440684,COL,En vigueur,Commerciale locale,2022-01-05T05:00:00,COL-3274,3274,37067
440685,COL,En vigueur,Commerciale locale,2022-01-05T05:00:00,COL-3437,3437,37067
440687,COR,En vigueur,Commerciale rÃ©gionale,2022-01-05T05:00:00,COR-2151,2151,37067
440689,COR,En vigueur,Commerciale rÃ©gionale,2022-01-05T05:00:00,COR-3267,3267,37067
440690,IDF,En vigueur,Industrielle diffÃ©rÃ©e,2022-01-05T05:00:00,IDF-2010,2010,37067
440691,IND,En vigueur,Industrielle,2022-01-05T05:00:00,IND-3155,3155,37067
440693,IRV,En vigueur,Industrie de revalorisation,2022-01-05T05:00:00,IRV-5043,5043,37067
440694,NOV,En vigueur,Noyau villageois,2022-01-05T05:00:00,NOV-6081,6081,37067
440695,NOV,En vigueur,Noyau villageois,2022-01-05T05:00:00,NOV-6095,6095,37067
440696,NOV,En vigueur,Noyau villageois,2022-01-05T05:00:00,NOV-6097,6097,37067
440697,PIL,En vigueur,Publique et institutionnelle locale,2022-01-05T05:00:00,PIL-3140,3140,37067
440698,PIL,En vigueur,Publique et institutionnelle locale,2022-01-05T05:00:00,PIL-3174,3174,37067
440699,PIL,En vigueur,Publique et institutionnelle locale,2022-01-05T05:00:00,PIL-3199,3199,37067
440700,PIL,En vigueur,Publique et institutionnelle locale,2022-01-05T05:00:00,PIL-3271,3271,37067
440701,PIL,En vigueur,Publique et institutionnelle locale,2022-01-05T05:00:00,PIL-3315,3315,37067
440702,PIL,En vigueur,Publique et institutionnelle locale,2022-01-05T05:00:00,PIL-4128,4128,37067
440703,PIL,En vigueur,Publique et institutionnelle locale,2022-01-05T05:00:00,PIL-4161,4161,37067
440704,PIL,En vigueur,Publique et institutionnelle locale,2022-01-05T05:00:00,PIL-4171,4171,37067
440705,PIL,En vigueur,Publique et institutionnelle locale,2022-01-05T05:00:00,PIL-5017,5017,37067
440706,PIR,En vigueur,Publique et institutionnelle rÃ©gionale,2022-01-05T05:00:00,PIR-3042,3042,37067
440707,PIR,En vigueur,Publique et institutionnelle rÃ©gionale,2022-01-05T05:00:00,PIR-3233,3233,37067
440708,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-1066,1066,37067
440709,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2050,2050,37067
440710,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2130,2130,37067
440712,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2146,2146,37067
440713,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2156,2156,37067
440714,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2157,2157,37067
440715,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2159,2159,37067
440716,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2167,2167,37067
440717,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2169,2169,37067
440718,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2194,2194,37067
440719,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2195,2195,37067
440720,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2211,2211,37067
440721,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2226,2226,37067
440722,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2235,2235,37067
440723,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2239,2239,37067
440724,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2241,2241,37067
440726,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3178,3178,37067
440727,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3188,3188,37067
440728,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3227,3227,37067
440729,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3245,3245,37067
440730,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3255,3255,37067
440731,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3281,3281,37067
440732,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3288,3288,37067
440733,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3291,3291,37067
440734,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3292,3292,37067
440735,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3299,3299,37067
440736,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3419,3419,37067
440737,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3420,3420,37067
440738,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3423,3423,37067
440739,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3439,3439,37067
440741,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3449,3449,37067
440742,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3450,3450,37067
440743,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3461,3461,37067
440744,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3462,3462,37067
440745,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3471,3471,37067
440746,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3489,3489,37067
440747,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3490,3490,37067
440748,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3491,3491,37067
440749,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3493,3493,37067
440751,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-4069,4069,37067
440752,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-4084,4084,37067
440753,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-4103,4103,37067
440754,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-4113,4113,37067
440755,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-4127,4127,37067
440756,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-4138,4138,37067
440757,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-4153,4153,37067
440758,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-4163,4163,37067
440759,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-4168,4168,37067
440760,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-4186,4186,37067
440762,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-5015,5015,37067
440763,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-5016,5016,37067
440764,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-5018,5018,37067
440765,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-1022,1022,37067
440766,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-1071,1071,37067
440767,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-3339,3339,37067
440768,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-3388,3388,37067
440769,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-3389,3389,37067
440770,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-3402,3402,37067
440771,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-3404,3404,37067
440774,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-3411,3411,37067
440775,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-3412,3412,37067
440776,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-3413,3413,37067
440777,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-3415,3415,37067
440778,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5023,5023,37067
440779,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5025,5025,37067
440780,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5027,5027,37067
440781,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5028,5028,37067
440782,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5029,5029,37067
440783,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5050,5050,37067
440784,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5051,5051,37067
440785,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5052,5052,37067
440786,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5053,5053,37067
440787,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5056,5056,37067
440788,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5057,5057,37067
440789,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-5058,5058,37067
440790,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6024,6024,37067
440791,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6025,6025,37067
440792,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6034,6034,37067
440793,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6035,6035,37067
440794,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6036,6036,37067
440795,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6037,6037,37067
440796,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6038,6038,37067
440797,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6039,6039,37067
440798,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6040,6040,37067
440799,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6042,6042,37067
440800,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6043,6043,37067
440801,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6044,6044,37067
440802,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6045,6045,37067
440803,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6057,6057,37067
440804,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6060,6060,37067
440805,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6061,6061,37067
440806,RSR,En vigueur,RÃ©sidentielle rurale,2022-01-05T05:00:00,RSR-6098,6098,37067
440807,RUR,En vigueur,Rurale,2022-01-05T05:00:00,RUR-1016,1016,37067
440808,RUR,En vigueur,Rurale,2022-01-05T05:00:00,RUR-1212,1212,37067
440809,RUR,En vigueur,Rurale,2022-01-05T05:00:00,RUR-2011,2011,37067
440810,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-2046,2046,37067
440812,CNA,En vigueur,Conservation naturelle,2022-01-05T05:00:00,CNA-3531,3531,37067
440813,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3548,3548,37067
440814,RES,En vigueur,RÃ©sidentielle,2022-01-05T05:00:00,RES-3550,3550,37067
440815,COL,En vigueur,Commerciale locale,2022-01-05T05:00:00,COL-3551,3551,37067
440816,CNA,En vigueur,Conservation naturelle,2022-01-05T05:00:00,CNA-3567,3567,37067
440817,CNA,En vigueur,Conservation naturelle,2022-01-05T05:00:00,CNA-1245,1245,37067
440819,COR,En vigueur,Commerciale rÃ©gionale,2022-01-05T05:00:00,COR-3628,3628,37067
