IdenfiantSecteur,NomSecteur,IdentifiantArrondissement,ArrondissementCode,Arrondissement
394,"SLA-364",13,"SLA","Saint-Laurent"
394,"SLA-364",13,"SLA","Saint-Laurent"
395,"SLA-365",13,"SLA","Saint-Laurent"
395,"SLA-365",13,"SLA","Saint-Laurent"
395,"SLA-365",13,"SLA","Saint-Laurent"
395,"SLA-365",13,"SLA","Saint-Laurent"
396,"SLA-366",13,"SLA","Saint-Laurent"
396,"SLA-366",13,"SLA","Saint-Laurent"
396,"SLA-366",13,"SLA","Saint-Laurent"
396,"SLA-366",13,"SLA","Saint-Laurent"
397,"SLA-367",13,"SLA","Saint-Laurent"
397,"SLA-367",13,"SLA","Saint-Laurent"
398,"SLA-368",13,"SLA","Saint-Laurent"
398,"SLA-368",13,"SLA","Saint-Laurent"
398,"SLA-368",13,"SLA","Saint-Laurent"
398,"SLA-368",13,"SLA","Saint-Laurent"
399,"SLA-369",13,"SLA","Saint-Laurent"
399,"SLA-369",13,"SLA","Saint-Laurent"
399,"SLA-369",13,"SLA","Saint-Laurent"
399,"SLA-369",13,"SLA","Saint-Laurent"
400,"SLA-370",13,"SLA","Saint-Laurent"
400,"SLA-370",13,"SLA","Saint-Laurent"
400,"SLA-370",13,"SLA","Saint-Laurent"
400,"SLA-370",13,"SLA","Saint-Laurent"
401,"SLA-371",13,"SLA","Saint-Laurent"
401,"SLA-371",13,"SLA","Saint-Laurent"
401,"SLA-371",13,"SLA","Saint-Laurent"
401,"SLA-371",13,"SLA","Saint-Laurent"
402,"SLA-401",13,"SLA","Saint-Laurent"
402,"SLA-401",13,"SLA","Saint-Laurent"
402,"SLA-401",13,"SLA","Saint-Laurent"
402,"SLA-401",13,"SLA","Saint-Laurent"
403,"SLA-402",13,"SLA","Saint-Laurent"
403,"SLA-402",13,"SLA","Saint-Laurent"
403,"SLA-402",13,"SLA","Saint-Laurent"
403,"SLA-402",13,"SLA","Saint-Laurent"
404,"SLA-56",13,"SLA","Saint-Laurent"
404,"SLA-56",13,"SLA","Saint-Laurent"
404,"SLA-56",13,"SLA","Saint-Laurent"
404,"SLA-56",13,"SLA","Saint-Laurent"
405,"SLE-109",12,"SLE","Saint-Léonard"
405,"SLE-109",12,"SLE","Saint-Léonard"
405,"SLE-109",12,"SLE","Saint-Léonard"
406,"SLE-110",12,"SLE","Saint-Léonard"
406,"SLE-110",12,"SLE","Saint-Léonard"
406,"SLE-110",12,"SLE","Saint-Léonard"
407,"SLE-111",12,"SLE","Saint-Léonard"
407,"SLE-111",12,"SLE","Saint-Léonard"
407,"SLE-111",12,"SLE","Saint-Léonard"
408,"SLE-303",12,"SLE","Saint-Léonard"
408,"SLE-303",12,"SLE","Saint-Léonard"
408,"SLE-303",12,"SLE","Saint-Léonard"
409,"SLE-304",12,"SLE","Saint-Léonard"
409,"SLE-304",12,"SLE","Saint-Léonard"
409,"SLE-304",12,"SLE","Saint-Léonard"
410,"VSP-108",24,"VSP","Villeray / St-Michel / Parc-Extension"
410,"VSP-108",24,"VSP","Villeray / St-Michel / Parc-Extension"
410,"VSP-108",24,"VSP","Villeray / St-Michel / Parc-Extension"
411,"VSP-109",24,"VSP","Villeray / St-Michel / Parc-Extension"
411,"VSP-109",24,"VSP","Villeray / St-Michel / Parc-Extension"
411,"VSP-109",24,"VSP","Villeray / St-Michel / Parc-Extension"
