"Plan d’eau","Point d’échantillonage","Localisation","Longitude","Latitude"
"Fleuve Saint-Laurent","FSL-50R","À la hauteur du bassin Windmill en aval de l'exutoire du canal de Lachine, près de l'extrémité de la jetée Alexandra, à 10 mètres de la jetée.","-73,5486562263495","45,5017525510589"
"Fleuve Saint-Laurent","FSL-52R","En amont du pont Jacques-Cartier, à 5 mètres de la rive de Montréal, derrière la brasserie Molson.","-73,5448617631658","45,5191486362026"
"Fleuve Saint-Laurent","FSL-53R","En aval du pont Jacques-Cartier, à la hauteur de la rue du Havre (ancien hangar 33), à 5 mètres de la rive de Montréal.","-73,5413636409429","45,5299230448812"
"Fleuve Saint-Laurent","FSL-55R","En aval du pont Jacques-Cartier, à la hauteur de la rue Joliette à l'extrémité du quai Laurier (ancien hangar 42), à 5 mètres de la rive de Montréal.","-73,5331152296942","45,541291076865"
"Fleuve Saint-Laurent","FSL-56L","À la hauteur du Stade olympique de Montréal, au droit du terminal Viterra Montréal (élévateur no.4), au centre du fleuve, près de la limite extérieure de l'ancrage Longueuil.","-73,5116146980673","45,557003287942"
"Fleuve Saint-Laurent","FSL-56R","À la hauteur du Stade olympique de Montréal, au droit du terminal Viterra Montréal (élévateur no.4), à 5 mètres de la rive de Montréal.","-73,5194585609809","45,5576645449058"
"Fleuve Saint-Laurent","FSL-57R","À la hauteur du stade Olympique, au droit du terminal Viterra Montréal (élévateur no.4), à 10 mètres de la rive de Montréal.","-73,5210370474934","45,561972237678"
"Fleuve Saint-Laurent","FSL-60L","Bordure extérieure de la voie maritime,  profondeur 11 mètres (35 pi.), en face du Terminal Racine en aval de la bouée MT-187","-73,5066790829565","45,5665527939989"
"Fleuve Saint-Laurent","FSL-60R","En aval de la tour de ventilation du pont-tunnel Louis-Hippolyte-Lafontaine, à 10 mètres de la rive de Montréal.","-73,5043832630702","45,5852673254375"
"Fleuve Saint-Laurent","FSL-63R","En aval de la promenade Bellerive, le long du mur à 5 mètres de la rive de Montréal. ","-73,506849995786","45,6108653826672"
"Fleuve Saint-Laurent","FSL-64L","En aval de la promenade Bellerive, en amont de la bouée M-161, près de la bouée jaune MEA, à l'extérieur du chenal de navigation.","-73,494707","45,614876"
"Fleuve Saint-Laurent","FSL-65L","À  la hauteur du quai cie Ultramar Canada, au centre du panache de CERS","-73,4873831233411","45,6302333108804"
"Fleuve Saint-Laurent","FSL-67R","En amont de l'île Sainte-Thérèse, en aval de la marina de Pointe aux Trembles, à 10 mètres de la rive de Montréal. ","-73,4862658180867","45,6531842038634"
"Fleuve Saint-Laurent","FSL-67RS","Du côté de la rive sud, à l'extrémité aval du Parc national des Îles-de-Boucherville, en amont de la rivière aux Pins, à 10 mètres de la rive de Boucherville.","-73,4471680243338","45,6419836675066"
"Fleuve Saint-Laurent","FSL-69R","À la hauteur de l'extrémité amont de l'île Sainte-Thérèse, au droit du parc Clémentine de la Rousselière, à 10 mètres de la rive de Montréal.","-73,4908009110618","45,6674839064397"
"Fleuve Saint-Laurent","FSL-71R","À la hauteur du centre de l'île Sainte-Thérèse, en aval du parc-nature de la Pointe-aux-prairies, à 600 m aval bouée MV-41, à 20 mètres de la rive de Montréal.","-73,4883657556926","45,684149426528"
"Fleuve Saint-Laurent","FSL-72.5R","Aval 94 ième ave., ancienne marina Beaudoin","-73,4792661539603","45,6977830347747"
"Fleuve Saint-Laurent","FSL-73L","À la hauteur du bout de l'île de Montréal, au centre du chenal entre l'île à l'Aigle et l'île aux Asperges.","-73,4726670599312","45,7009666320884"
"Fleuve Saint-Laurent","FSL-73R","À la hauteur du bout de l'île de Montréal, près de la bouée MV28, à 10 mètres de la rive de Montréal.","-73,476433088844","45,701683185336"
"Lac Saint-Louis","LSL-11L","En aval de l'île Dowker, à l'entrée de la baie, entre les deux pointes de l'île.","-73,8902850609883","45,4054331697433"
"Lac Saint-Louis","LSL-11R","À la hauteur de l'île Dowker, à la limite est de la ville de Baie-d'Urfé, en amont de la bouée AD30, à 60 mètres de la rive de Montréal.","-73,8950564230851","45,4135427243049"
"Lac Saint-Louis","LSL-12R","En aval de l'île Dowker, en amont de la bouée AD28, en aval de la Pointe Quenet, à 50 mètres de la rive de Montréal.","-73,877627222523","45,4147829382483"
"Lac Saint-Louis","LSL-14R","En amont du club nautique Lord Reading, au droit de la plage du parc Centennial Hall, à 90 mètres de la rive de Montréal.","-73,8615405513059","45,4225312862195"
"Lac Saint-Louis","LSL-15L","En aval du ruisseau Saint-James, à 500 mètres en amont de la pointe Beaconsfield, à 400 mètres de la rive de Montréal.","-73,8435164132372","45,4247321360417"
"Lac Saint-Louis","LSL-15R","En aval du ruisseau Saint-James, à 500 mètres en amont de la pointe Beaconsfield, à 120 mètres de la rive de Montréal.","-73,8424666670006","45,4275666669925"
"Lac Saint-Louis","LSL-17R","En aval de la Pointe Claire, en amont de la bouée AD20, à 100 mètres de la rive de Montréal.","-73,818389598316","45,4293795819573"
"Lac Saint-Louis","LSL-20L","Dans la baie de Valois, au centre entre la pointe Charlebois et la pointe de Valois","-73,7874666193374","45,4374334654185"
"Lac Saint-Louis","LSL-20R","Dans la baie de Valois, au large du parc Venture, à 450 mètres de la rive de Montréal.","-73,7944444444444","45,4416666676026"
"Lac Saint-Louis","LSL-21R","Dans la baie de Valois, près de la pointe de Valois, en aval du ruisseau Denis, à 50 mètres de la rive de Montréal.","-73,7759696289235","45,4417593555087"
"Lac Saint-Louis","LSL-25R","À la hauteur de l'île Dixie, à 100 mètres en aval de l'embouchure du ruisseau Bouchard, à 60 mètres de la rive de Montréal.","-73,7213347385518","45,437983542884"
"Lac Saint-Louis","LSL-27R","À la hauteur du quai public de Lachine, à 50 mètres en amont de la rade.","-73,6955999999968","45,4325499999965"
"Lac Saint-Louis","LSL-28L","À la hauteur de l'entrée du port de plaisance et du canal de Lachine, entre les bouées P520 et P521, à 150 mètres de l'entrée du canal historique.","-73,6853666669969","45,4311499999987"
"Lac Saint-Louis","LSL-28R","À la hauteur de l'entrée du port de plaisance et du canal de Lachine, à 30 mètres de la rive de l'entrée du canal historique.","-73,683923253007","45,4320821766055"
"Lac Saint-Louis","LSL-29R","En aval de la pointe de la jetée René-Lévesque, côté fleuve","-73,687916667","45,4281833339431"
"Lac Saint-Louis","LSL-7L","En aval de l'écluse Sainte-Anne, dans le chenal nord, à l'extérieur du chenal, à la hauteur de la rue Maple, à 125m de la rive","-73,9441902961323","45,4011411924047"
"Lac Saint-Louis","LSL-7R","En aval de l'écluse de Sainte-Anne-de-Bellevue, en bordure du chenal nord, à la hauteur de la rue Maple, à 10m de la rive.","-73,9442086261542","45,4021525931218"
"Fleuve Saint-Laurent","OER-CERS","À  300 mètres en aval du point de rejet de la STEP-CERS, en aval du pont-tunnel Louis-Hippolyte-Lafontaine, en aval de la bouée M-171, au centre du fleuve.","-73,5000666670155","45,5880666670015"
"Fleuve Saint-Laurent","OER-IND","300 m.de l'effluent de la STEP-IND, dans l'entrée de la voie maritime,  200 m en aval du pont J.Cartier","-73,5266500006159","45,5228513045897"
"Rivière des Prairies","OER-LAPINIERE","À 300 mètres en aval du point de rejet de la station d'épuration de ""LaPinière"" à Laval.","-73,6349067077313","45,6281072629436"
"Émissaire de la STEP","OER-MTL","À  300 mètres en aval du point de rejet de la STEP-Montréal, entre les bouées FG39 et FG85, en bordure du chenal.","-73,4631996706271","45,6681504634009"
"Émissaire de la STEP","OER-REPENTIGNY","À 300 mètres en aval du point de rejet de la STEP-Repentigny, en aval de la pointe de l'île Lebel, à 150 mètres de la rive.","-73,4399901706252","45,7367400415973"
"Rivière des Prairies","RDP-13C","À l'exutoire du lac des Deux-Montagnes, à la hauteur de l'île Roussin, en aval de la bouée HD34.","-73,8973055573668","45,5211666940754"
"Rivière des Prairies","RDP-14R","En aval du pont Jacques-Bizard, à 25 mètres de la rive","-73,8663815927854","45,4878019506472"
"Rivière des Prairies","RDP-16L","En aval des îles de Laval, à 10 mètres de la rive de Laval.","-73,8617835533888","45,5208305904367"
"Rivière des Prairies","RDP-19R","En aval de l'île Jasmin, à 10 mètres de la rive de l'île de Montréal.","-73,8583007275084","45,4991622727587"
"Rivière des Prairies","RDP-21R","En aval des îles de Laval et du pont du CN, à 10 mètres de la rive de Montréal.","-73,8464457829386","45,5167333613367"
"Rivière des Prairies","RDP-23C","En aval des rapides du Cheval Blanc, à 300 mètres en aval de la bouée HC30, au centre de la rivière des Prairies.","-73,8204145662286","45,5164640037043"
"Rivière des Prairies","RDP-23L","En aval des rapides du Cheval Blanc, face à l'île cadastre 511, à 10 mètres de la rive de Laval.","-73,8158592512662","45,5181521309011"
"Rivière des Prairies","RDP-23R","En aval des rapides du Cheval Blanc, à 300  en aval de la bouée HC30, au centre de l'île de la 5e Avenue, à 10 mètres de la rive de l'île de Montréal.","-73,8206119709431","45,5145558920498"
"Rivière des Prairies","RDP-26C","En amont du pont Louis-Bisson, à la hauteur de la bouée HC22, au centre de la rivière des Prairies.","-73,7832451236089","45,5121492575842"
"Rivière des Prairies","RDP-26L","En amont du pont Louis-Bisson, à la hauteur de la bouée HC22, à 20 mètres de la rive de l'île de Laval.","-73,783345","45,5141149999928"
"Rivière des Prairies","RDP-26R","En amont du pont Louis-Bisson, à la hauteur de la bouée HC22, au bout de la pointe du yacht club, à 20 mètres de la rive de l'île de Montréal.","-73,783180811839","45,5099272695577"
"Rivière des Prairies","RDP-29R","Entre l'île aux Chats et la rive de l'île de Montréal, à 20 mètres en aval de la bouée à la sortie du ruisseau.","-73,7539337077484","45,5127740899956"
"Rivière des Prairies","RDP-30L","À la sortie du chenal de l'île Paton, entre l'île et Laval.","-73,7463752124238","45,5260672067005"
"Rivière des Prairies","RDP-32C","En aval du pont Lachapelle, au centre de la rivière.","-73,7274251222081","45,5339186168426"
"Rivière des Prairies","RDP-32L","Sous le pont Lachapelle (Route 117), à 50 mètres de la rive sud de l'Ile de Laval.","-73,7277666127322","45,5342793894174"
"Rivière des Prairies","RDP-32R","Sous pont Lachapelle (Route 117),  à 10 mètres de la rive de l'Ile de Montréal.","-73,7264419146843","45,5335800275929"
"Rivière des Prairies","RDP-35L","En aval du pont Médéric-Martin, à 5 mètres de la rive de l'île de Laval.","-73,7129281183315","45,5412259690521"
"Rivière des Prairies","RDP-35R","Sous le pont Médéric-Martin, à 10 mètres de la rive de l'Ile de Montréal.","-73,7106278308041","45,5400286984823"
"Rivière des Prairies","RDP-36C","En aval du pont de la voie ferrée, à la hauteur de la pointe de l'île Perry, au centre de la rivière des Prairies.","-73,6964571888474","45,5485930528726"
"Rivière des Prairies","RDP-36L","En aval du pont de la voie ferrée, à la hauteur de l'île Perry, à 10 mètres de la rive de l'île de Laval.","-73,6992859508436","45,5493213572101"
"Rivière des Prairies","RDP-36R","En aval du pont de la voie ferrée, à la hauteur de la pointe est de l'île Perry, dans le chenal à 10 mètres de l'île de Montréal.","-73,6957693046712","45,5475224121208"
"Rivière des Prairies","RDP-38R","À 75 mètres du centre de l'axe nord de la rue Esplanade (rive de l'île de Montréal).","-73,6738365849865","45,5579674242695"
"Rivière des Prairies","RDP-40C","En amont du pont Papineau-Leblanc, à 50 mètres de la pointe amont de l'île de la Visitation.","-73,6663377695096","45,5741592882329"
"Rivière des Prairies","RDP-40L","À 500 mètres en aval du pont Papineau-Leblanc, à 10 mètres de la rive.","-73,6666469214423","45,5802793276228"
"Rivière des Prairies","RDP-40R","En amont du pont Papineau-Leblanc, à 10 mètres de la rive de l'île de Montréal.","-73,6631980273745","45,5704016998734"
"Rivière des Prairies","RDP-42R","Entre le barrage de la rivière des Prairies et le pont Pie IX, à 10 mètres de la rive de l'île de Montréal.","-73,6521324175818","45,591172946212"
"Rivière des Prairies","RDP-43C","Sous le pont Pie IX, au centre de la rivière.","-73,6467681386457","45,5997697253198"
"Rivière des Prairies","RDP-46L","En amont du ruisseau La Pinière, à  10 mètres de la rive de l'île Jésus.","-73,638029218716","45,6233949273764"
"Rivière des Prairies","RDP-46R","À la hauteur de l'embouchure du ruisseau La Pinière, à 15 mètres de la rive de Montréal.","-73,6322737263014","45,6211184862863"
"Rivière des Prairies","RDP-48C","À 50 mètres en amont de l'île Rochon, au centre de la rivière, près du pylone d'Hydro-Québec","-73,6198059001509","45,6364370219239"
"Rivière des Prairies","RDP-48L","À 100 mètres en aval de l'embouchure du ruisseau La Pinière, à 10 mètres de la rive de l'île Jésus.","-73,6261458369308","45,6372227207693"
"Rivière des Prairies","RDP-48R","À 50 mètres en amont de l'île Rochon, à 10 mètres de la rive de l'île de Montréal.","-73,6133145467269","45,6335497447155"
"Rivière des Prairies","RDP-50C","À 100 mètres en aval de l'île Gagné, à la hauteur de la bouée MU68, au centre de la rivière.","-73,5973752984031","45,6496209188026"
"Rivière des Prairies","RDP-50L","300m en aval de l'île Gagné, à 200m de l'île Jésus.","-73,599373","45,6518610009429"
"Rivière des Prairies","RDP-50R","En aval de l'île Gagné, à la hauteur de la bouée MU68, à 15 mètres de la rive de l'île de Montréal.","-73,59501262142","45,6470127730338"
"Rivière des Prairies","RDP-54C","En aval des rapides du Moulin, à la hauteur de la bouée MU45, au centre de la rivière des Prairies.","-73,562774582438","45,6683165424289"
"Rivière des Prairies","RDP-54R","En aval des rapides du Moulin, à la hauteur de la bouée MU45, côté rive de Montréal.","-73,5593243505612","45,6665875145278"
"Rivière des Prairies","RDP-58C","En aval de l'île du Moulin, en aval de la bouée MU34, au centre de la rivière des Prairies.","-73,5279156661754","45,6919153657274"
"Rivière des Prairies","RDP-58L","En aval de l'île du Moulin, en aval de la bouée MU34, à 10 mètres de la rive de l'île Jésus.","-73,5289637866932","45,6968124167633"
"Rivière des Prairies","RDP-58R","En aval de l'île du Moulin, en aval de la bouée MU34, à 15 mètres de la rive de l'île de Montréal.","-73,5256371762221","45,6892996781358"
"Rivière des Prairies","RDP-62C","Entre le bout de l'ìle et la pointe nord de l'île Bourdon, à 350 mètres de la rive de la ville de Montréal","-73,475678501824","45,7083962300846"
"Rivière des Prairies","RDP-62L","Entre le centre de l'île Bourdon et le centre de l'île aux Bois Blanc.","-73,478407","45,7119609999926"
"Rivière des Prairies","RDP-62R","Montréal, au coin de la rue Bureau et de la 100e Avenue, 300 mètres en aval du pont LeGardeur, à 20 mètres de la rive.","-73,4808693231953","45,7022167505683"
"Rivière des Prairies","RDP-9R","En amont de la baie de Pointe-Théoret, en aval des rapides.","-73,9041666666666","45,4658333333262"
"Rivière l’Assomption","RLA-62C","Au centre de la rivière l'Assomption, en amont du pont LeGardeur.","-73,4807625854985","45,7144476797501"
"Rivière des Milles-Îles","RMI-58C","À la hauteur de l'embouchure de la rivière des Mille-Îles, au centre de la rivière.","-73,5297222101055","45,6996993543656"
"Ruisseau La Pinière","RUISSEAU LAPINIERE","Laval, dans le ruisseau La Pinière, du côté ouest du pont.","-73,6397006984424","45,6243819104072"
