ID_TRC,Rue,De,A,Longueur,Arrondissement,DateReleve,Indice_PCI,Etat_PCI,Indice_IRI,Etat_IRI
1621580,"14e, rue","19e, avenue","des Sources, boulevard",82.90931801,Pierrefonds-Roxboro,9/18/2020,16,Très mauvais,6.76000023,Mauvais
1621581,"14e, rue","18e, avenue","19e, avenue",96.19350352,Pierrefonds-Roxboro,9/18/2020,39,Mauvais,5.69999981,Mauvais
1621582,"14e, rue","18e, avenue","18e, avenue",61.53875055,Pierrefonds-Roxboro,9/18/2020,52,Moyen,5.40999985,Moyen
1621777,"14e, rue","17e, avenue","18e, avenue",50.01897603,Pierrefonds-Roxboro,9/18/2020,63,Moyen,5.34000015,Moyen
1621806,"14e, rue","17e, avenue","17e, avenue",47.22672353,Pierrefonds-Roxboro,9/18/2020,56,Moyen,8.36999989,Très mauvais
1621775,"14e, rue","15e, avenue","17e, avenue",95.94371798,Pierrefonds-Roxboro,9/18/2020,58,Moyen,6.26000023,Mauvais
1621774,"14e, rue","15e, avenue","15e, avenue",45.44494297,Pierrefonds-Roxboro,9/18/2020,74,Bon,6.11000013,Mauvais
1621865,"14e, rue","13e, avenue","15e, avenue",324.5748819,Pierrefonds-Roxboro,9/18/2020,57,Moyen,5.67000008,Mauvais
1621867,"14e, rue","12e, avenue","13e, avenue",96.65493006,Pierrefonds-Roxboro,9/18/2020,61,Moyen,5.44000006,Moyen
1621845,"14e, rue","11e, avenue","12e, avenue",96.13583198,Pierrefonds-Roxboro,9/18/2020,62,Moyen,4.19000006,Moyen
1605166,"15e, avenue","Saint-Joseph, boulevard","Saint-Louis, rue",189.4019283,Lachine,9/23/2020,20,Très mauvais,6.9000001,Mauvais
1605169,"15e, avenue","William-MacDonald, rue","Victoria, rue",34.53903858,Lachine,9/23/2020,57,Moyen,0,-
1605167,"15e, avenue","Saint-Louis, rue","Piché, rue",120.8568752,Lachine,9/23/2020,94,Excellent,6.28999996,Mauvais
1605168,"15e, avenue","Piché, rue","Notre-Dame, rue",34.30818602,Lachine,9/23/2020,55,Moyen,11.65999985,Très mauvais
1605152,"15e, avenue","Notre-Dame, rue","William-MacDonald, rue",121.7741481,Lachine,9/23/2020,78,Bon,4.71000004,Moyen
1080487,"15e, avenue","Crémazie Est, boulevard","Jarry Est, rue",238.5676453,Villeray-Saint-Michel-Parc-Extension,11/9/2020,83,Excellent,3.01999998,Bon
1605182,"16e, avenue","Saint-Joseph, boulevard","Piché, rue",261.13658,Lachine,9/23/2020,75,Bon,2.8599999,Bon
1605158,"16e, avenue","Piché, rue","Notre-Dame, rue",35.08728881,Lachine,9/23/2020,89,Excellent,7.13000011,Mauvais
1080503,"16e, avenue","Crémazie Est, boulevard","Jarry Est, rue",238.6769332,Villeray-Saint-Michel-Parc-Extension,11/9/2020,86,Excellent,2.74000001,Bon
1090388,"16e, avenue","Jean-Talon Est, rue","Michel-Ange, rue",143.3531542,Villeray-Saint-Michel-Parc-Extension,11/30/2020,59,Moyen,4.44000006,Moyen
1090387,"16e, avenue","Bélair, rue","Jean-Talon Est, rue",262.1117307,Villeray-Saint-Michel-Parc-Extension,11/30/2020,94,Excellent,4.98000002,Moyen
1090385,"16e, avenue","Bélanger, rue","Bélair, rue",112.121884,Villeray-Saint-Michel-Parc-Extension,11/30/2020,94,Excellent,4.40999985,Moyen
1170216,"16e, avenue","Saint-Zotique Est, rue","Bélanger, rue",327.1457168,Rosemont-La Petite-Patrie,11/30/2020,94,Excellent,3.13000011,Bon
1170215,"16e, avenue","Beaubien Est, rue","Saint-Zotique Est, rue",324.2868896,Rosemont-La Petite-Patrie,11/30/2020,94,Excellent,2.98000002,Bon
1170214,"16e, avenue","de Bellechasse, rue","Beaubien Est, rue",319.1790695,Rosemont-La Petite-Patrie,11/30/2020,64,Bon,6.15999985,Mauvais
1170213,"16e, avenue","Rosemont, boulevard","de Bellechasse, rue",176.1576671,Rosemont-La Petite-Patrie,11/30/2020,79,Bon,6.03999996,Mauvais
1190251,"16e, avenue","Dandurand, rue","Rosemont, boulevard",288.1215307,Rosemont-La Petite-Patrie,11/30/2020,10,Très mauvais,10.73999977,Très mauvais
1190250,"16e, avenue","Masson, rue","Dandurand, rue",247.0744889,Rosemont-La Petite-Patrie,11/30/2020,16,Très mauvais,6.51000023,Mauvais
1190249,"16e, avenue","Laurier Est, avenue","Masson, rue",185.6042905,Rosemont-La Petite-Patrie,11/30/2020,90,Excellent,4.8499999,Moyen
1190248,"16e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",286.5452489,Rosemont-La Petite-Patrie,11/30/2020,93,Excellent,3.83999991,Bon
1605159,"17e, avenue","Piché, rue","Notre-Dame, rue",34.93768363,Lachine,9/23/2020,37,Mauvais,17.70999908,Très mauvais
1605156,"17e, avenue","Notre-Dame, rue","William-MacDonald, rue",68.57669063,Lachine,9/23/2020,13,Très mauvais,4.63000011,Moyen
1080688,"17e, avenue","Jarry Est, rue","Jean-Rivard, rue",481.9202049,Villeray-Saint-Michel-Parc-Extension,11/9/2020,92,Excellent,4.07000017,Moyen
1080521,"17e, avenue","Crémazie Est, boulevard","Jarry Est, rue",239.3941122,Villeray-Saint-Michel-Parc-Extension,11/9/2020,37,Mauvais,6.48000002,Mauvais
1080520,"17e, avenue","Crémazie Est, boulevard","Crémazie Est, boulevard",44.95238509,Villeray-Saint-Michel-Parc-Extension,11/9/2020,41,Moyen,12.75,Très mauvais
1090407,"17e, avenue","Shaughnessy, boulevard","Crémazie Est, boulevard",114.3479049,Villeray-Saint-Michel-Parc-Extension,11/9/2020,58,Moyen,4.53000021,Moyen
1605150,"18e, avenue","Saint-Joseph, boulevard","Piché, rue",221.5896149,Lachine,9/23/2020,88,Excellent,3.94000006,Moyen
1605332,"18e, avenue","Saint-Antoine, rue","Provost, rue",221.2187969,Lachine,9/23/2020,58,Moyen,6.21000004,Mauvais
1605345,"18e, avenue","Remembrance, rue","Saint-Antoine, rue",221.4076692,Lachine,9/23/2020,95,Excellent,4.30000019,Moyen
1605163,"18e, avenue","Notre-Dame, rue","Victoria, rue",94.78056308,Lachine,9/23/2020,66,Moyen,7.09000015,Très mauvais
1605138,"18e, avenue","Victoria, rue","Remembrance, rue",219.4344363,Lachine,9/23/2020,90,Excellent,5.0999999,Moyen
1080533,"18e, avenue","Crémazie Est, boulevard","Jarry Est, rue",232.6749349,Villeray-Saint-Michel-Parc-Extension,11/9/2020,82,Excellent,2.93000007,Bon
1080532,"18e, avenue","Crémazie Est, boulevard","Crémazie Est, boulevard",50.98044056,Villeray-Saint-Michel-Parc-Extension,11/9/2020,45,Moyen,4.26999998,Moyen
1090416,"18e, avenue","Villeray, rue","Crémazie Est, boulevard",248.7860336,Villeray-Saint-Michel-Parc-Extension,11/9/2020,85,Excellent,2.47000003,Excellent
1605149,"19e, avenue","Piché, rue","Notre-Dame, rue",16.80748255,Lachine,9/23/2020,49,Moyen,0,-
1080543,"19e, avenue","Crémazie Est, boulevard","Jarry Est, rue",232.8595656,Villeray-Saint-Michel-Parc-Extension,11/9/2020,78,Bon,2.77999997,Bon
1080541,"19e, avenue","Crémazie Est, boulevard","Crémazie Est, boulevard",50.95213082,Villeray-Saint-Michel-Parc-Extension,11/9/2020,44,Moyen,4.48999977,Moyen
1080540,"19e, avenue","Villeray, rue","Crémazie Est, boulevard",247.6547876,Villeray-Saint-Michel-Parc-Extension,11/9/2020,96,Excellent,4.88000011,Moyen
1605374,"1re, avenue","Saint-Antoine, rue","Provost, rue",215.6438053,Lachine,9/23/2020,89,Excellent,3.9000001,Moyen
4007743,"1re, avenue","Provost, rue","Non-nommée, voie",241.1377823,Lachine,9/23/2020,91,Excellent,4.51000023,Moyen
1605376,"1re, avenue","Victoria, rue","Saint-Antoine, rue",138.1882602,Lachine,9/23/2020,89,Excellent,3.6099999,Moyen
1605368,"1re, avenue","Non-nommée, voie","Victoria, rue",7.551267064,Lachine,10/8/2020,23,Très mauvais,12.05000019,Très mauvais
1605359,"1re, avenue","Saint-Joseph, boulevard","Dominion, rue",185.23264,Lachine,10/8/2020,46,Moyen,9.94999981,Très mauvais
4007744,"1re, avenue","Non-nommée, voie","Montréal-Toronto, boulevard",29.92363667,Lachine,9/23/2020,84,Bon,6.92999983,Mauvais
1605406,"1re, avenue","Montréal-Toronto, boulevard","Montréal-Toronto, boulevard",37.92294337,Lachine,9/23/2020,59,Moyen,8.01000023,Très mauvais
1605407,"1re, avenue","Montréal-Toronto, boulevard","Montréal-Toronto, boulevard",22.44543965,Lachine,10/8/2020,74,Bon,6.34000015,Mauvais
1605108,"21e, avenue","Saint-Joseph, boulevard","Notre-Dame, rue",165.9142248,Lachine,10/15/2020,28,Mauvais,4.76000023,Moyen
1605511,"23e, avenue","Jean-Baptiste-Deschamps, boulevard","Alphonse-Gariépy, rue",284.0534625,Lachine,10/14/2020,97,Excellent,3.06999993,Bon
4014525,"23e, avenue","Alphonse-Gariépy, rue","23e, avenue",320.6336011,Lachine,10/14/2020,97,Excellent,3.0999999,Bon
4014526,"23e, avenue","23e, avenue","23e, avenue",20.62103085,Lachine,10/14/2020,100,Excellent,2.6400001,Bon
4014524,"23e, avenue","23e, avenue","de la Côte-de-Liesse, chemin",370.8762563,Lachine,10/14/2020,92,Excellent,2.74000001,Bon
1605104,"24e, avenue","Saint-Antoine, rue","Provost, rue",221.9931625,Lachine,10/15/2020,66,Bon,4.73999977,Moyen
1605349,"24e, avenue","Provost, rue","Sherbrooke, rue",328.4598724,Lachine,10/15/2020,93,Excellent,3.17000008,Bon
1604980,"24e, avenue","Sherbrooke, rue","Duff Court, rue",160.5281178,Lachine,10/15/2020,94,Excellent,2.82999992,Bon
1604983,"24e, avenue","Duff Court, rue","25e, avenue",107.5268668,Lachine,10/15/2020,78,Bon,2.74000001,Bon
1481109,"24e, avenue","Armand-Bombardier, boulevard","1re, rue",99.14498078,Rivière-des-Prairies-Pointe-aux-Trembles,10/6/2020,76,Bon,4.53999996,Moyen
1481110,"24e, avenue","1re, rue","Gouin Est, boulevard",103.7597264,Rivière-des-Prairies-Pointe-aux-Trembles,10/6/2020,82,Bon,3.3499999,Bon
1605093,"25e, avenue","Remembrance, rue","Saint-Antoine, rue",220.0581722,Lachine,10/15/2020,76,Bon,3.47000003,Bon
1605102,"25e, avenue","Saint-Antoine, rue","Provost, rue",220.9045166,Lachine,10/15/2020,28,Mauvais,5.46000004,Moyen
1604959,"25e, avenue","Provost, rue","Sherbrooke, rue",329.5463055,Lachine,10/15/2020,54,Moyen,4.07999992,Moyen
1605352,"25e, avenue","Sherbrooke, rue","24e, avenue",336.6567527,Lachine,10/15/2020,24,Mauvais,10.11999989,Très mauvais
4009655,"25e, avenue","25e, avenue","Provencher, boulevard",100.9992863,Villeray-Saint-Michel-Parc-Extension,11/9/2020,71,Bon,6.30000019,Mauvais
1481118,"25e, avenue","Perras, boulevard","Octave-Pelletier, avenue",147.5169771,Rivière-des-Prairies-Pointe-aux-Trembles,10/6/2020,53,Moyen,6.82999992,Mauvais
1470700,"26e, avenue","Henri-Bourassa Est, boulevard","Marco-Polo, avenue",160.5096056,Rivière-des-Prairies-Pointe-aux-Trembles,11/5/2020,95,Excellent,3.47000003,Bon
1470705,"26e, avenue","Alfred-Brosseau, rue","Daniel-Dony, avenue",95.89003628,Rivière-des-Prairies-Pointe-aux-Trembles,10/6/2020,100,Excellent,3.79999995,Bon
1471160,"26e, avenue","Daniel-Dony, avenue","Blaise-Pascal, avenue",103.4579365,Rivière-des-Prairies-Pointe-aux-Trembles,10/6/2020,87,Excellent,5.01999998,Moyen
1605074,"28e, avenue","Victoria, rue","Remembrance, rue",176.0294797,Lachine,10/15/2020,65,Bon,1.94000006,Excellent
1200338,"2e, avenue","Saint-Joseph Est, boulevard","Laurier Est, avenue",124.7542787,Rosemont-La Petite-Patrie,11/30/2020,22,Mauvais,3.6500001,Bon
1180380,"30e, avenue","Rosemont, boulevard","de Bellechasse, rue",182.4000843,Rosemont-La Petite-Patrie,11/30/2020,85,Excellent,4.36000013,Moyen
1180381,"30e, avenue","de Bellechasse, rue","Beaubien Est, rue",320.6628387,Rosemont-La Petite-Patrie,11/30/2020,95,Excellent,4.23999977,Moyen
1180382,"30e, avenue","Beaubien Est, rue","Saint-Zotique Est, rue",323.9020832,Rosemont-La Petite-Patrie,11/30/2020,38,Mauvais,8.39999962,Très mauvais
1180385,"31e, avenue","Rosemont, boulevard","de Mobile, rue",58.41963769,Rosemont-La Petite-Patrie,11/30/2020,16,Très mauvais,6.42000008,Mauvais
1180386,"31e, avenue","de Mobile, rue","De Tonty, rue",61.13734432,Rosemont-La Petite-Patrie,11/30/2020,20,Très mauvais,9.27999973,Très mauvais
1180387,"31e, avenue","De Tonty, rue","de Bellechasse, rue",63.60556496,Rosemont-La Petite-Patrie,11/30/2020,28,Mauvais,8.27999973,Très mauvais
1180388,"31e, avenue","de Bellechasse, rue","Beaubien Est, rue",320.7075259,Rosemont-La Petite-Patrie,11/30/2020,90,Excellent,4.48000002,Moyen
1180389,"31e, avenue","Beaubien Est, rue","Beauchemin, rue",249.128082,Rosemont-La Petite-Patrie,11/30/2020,32,Mauvais,6.01000023,Mauvais
1180390,"31e, avenue","Beauchemin, rue","Saint-Zotique Est, rue",74.83126077,Rosemont-La Petite-Patrie,11/30/2020,25,Mauvais,12.38000011,Très mauvais
1605053,"32e, avenue","Saint-Joseph, boulevard","Notre-Dame, rue",89.61496171,Lachine,10/15/2020,71,Bon,2.77999997,Bon
4000570,"32e, avenue","Victoria, rue","Remembrance, rue",37.06690144,Lachine,10/15/2020,30,Très mauvais,7.67000008,Très mauvais
4000469,"32e, avenue","Victoria, rue","Remembrance, rue",40.67792175,Lachine,10/15/2020,65,Moyen,8.30000019,Très mauvais
4009374,"32e, avenue","Remembrance, rue","Non-nommée, voie",158.1811921,Lachine,10/15/2020,30,Très mauvais,8.10000038,Très mauvais
4009372,"32e, avenue","Remembrance, rue","Non-nommée, voie",147.3111381,Lachine,10/15/2020,48,Mauvais,6.61000013,Très mauvais
4009373,"32e, avenue","Non-nommée, voie","Saint-Antoine, rue",94.06711157,Lachine,10/15/2020,53,Mauvais,6.55999994,Très mauvais
4009375,"32e, avenue","Non-nommée, voie","Saint-Antoine, rue",93.92110509,Lachine,10/15/2020,45,Mauvais,6.1500001,Très mauvais
1604999,"32e, avenue","Saint-Antoine, rue","Provost, rue",239.2364175,Lachine,10/15/2020,58,Mauvais,4.46999979,Moyen
4000566,"32e, avenue","Saint-Antoine, rue","Henri-Dunant, rue",169.1381511,Lachine,10/15/2020,34,Très mauvais,8.10999966,Très mauvais
4000471,"32e, avenue","Henri-Dunant, rue","Provost, rue",69.4431682,Lachine,10/15/2020,60,Mauvais,4.01999998,Moyen
4012089,"32e, avenue","Provost, rue","Non-nommée, voie",37.13515761,Lachine,10/15/2020,61,Moyen,7.17000008,Très mauvais
4007344,"32e, avenue","Provost, rue","Gameroff, rue",216.1166148,Lachine,10/15/2020,48,Mauvais,4.59000015,Mauvais
4012090,"32e, avenue","Non-nommée, voie","Gameroff, rue",178.4730364,Lachine,10/15/2020,59,Mauvais,3.04999995,Moyen
4007343,"32e, avenue","Gameroff, rue","Non-nommée, voie",116.9682214,Lachine,10/15/2020,55,Mauvais,4.67999983,Mauvais
4007345,"32e, avenue","Gameroff, rue","Sherbrooke, rue",91.33719553,Lachine,10/15/2020,60,Mauvais,4.69000006,Mauvais
1605478,"32e, avenue","Fairway, rue","32e, avenue",87.92220124,Lachine,10/14/2020,54,Moyen,4.26999998,Moyen
4009477,"32e, avenue","32e, avenue","Non-nommée, voie",160.1258739,Lachine,10/14/2020,73,Bon,3.1099999,Bon
4009475,"32e, avenue","32e, avenue","Non-nommée, voie",159.830889,Lachine,10/14/2020,76,Bon,3.18000007,Bon
4009478,"32e, avenue","Non-nommée, voie","32e, avenue",27.53071038,Lachine,10/14/2020,29,Très mauvais,4,Moyen
4009476,"32e, avenue","Non-nommée, voie","32e, avenue",34.10991835,Lachine,10/14/2020,75,Bon,2.38000011,Bon
4009473,"32e, avenue","32e, avenue","Non-nommée, voie",35.22799046,Lachine,10/14/2020,34,Mauvais,4.61999989,Moyen
4009471,"32e, avenue","32e, avenue","Non-nommée, voie",29.54131109,Lachine,10/14/2020,43,Mauvais,6.92000008,Mauvais
4009472,"32e, avenue","Non-nommée, voie","Jean-Baptiste-Deschamps, boulevard",101.2212115,Lachine,10/14/2020,70,Moyen,4.1500001,Moyen
4009470,"32e, avenue","Non-nommée, voie","Jean-Baptiste-Deschamps, boulevard",110.5382646,Lachine,10/14/2020,66,Moyen,3.17000008,Bon
4004598,"32e, avenue","Jean-Baptiste-Deschamps, boulevard","Hormidas-Deslauriers, rue",317.5301792,Lachine,10/14/2020,60,Moyen,8.47000027,Très mauvais
1605532,"32e, avenue","Jean-Baptiste-Deschamps, boulevard","Onésime-Gagnon, rue",328.3260031,Lachine,10/14/2020,17,Très mauvais,7.28999996,Très mauvais
4009468,"32e, avenue","Hormidas-Deslauriers, rue","Onésime-Gagnon, rue",20.63909604,Lachine,10/14/2020,36,Mauvais,5.46000004,Moyen
4009467,"32e, avenue","Onésime-Gagnon, rue","Louis-A.-Amos, rue",327.575886,Lachine,10/14/2020,46,Mauvais,7.21000004,Très mauvais
1605533,"32e, avenue","Onésime-Gagnon, rue","Louis-A.-Amos, rue",327.3490878,Lachine,10/14/2020,12,Très mauvais,9.07999992,Très mauvais
4001246,"32e, avenue","Louis-A.-Amos, rue","Non-nommée, voie",262.4618058,Lachine,10/14/2020,88,Excellent,2.86999989,Bon
4001245,"32e, avenue","Louis-A.-Amos, rue","Non-nommée, voie",262.7323066,Lachine,10/14/2020,66,Moyen,1.78999996,Excellent
4001248,"32e, avenue","Non-nommée, voie","Joseph-Dubreuil, rue",278.4975508,Lachine,10/14/2020,84,Bon,3.6099999,Moyen
4001247,"32e, avenue","Non-nommée, voie","Joseph-Dubreuil, rue",278.4211321,Lachine,10/14/2020,72,Bon,2.27999997,Bon
4000483,"32e, avenue","Joseph-Dubreuil, rue","Non-nommée, voie",188.6922313,Lachine,10/14/2020,70,Moyen,3.97000003,Moyen
4000484,"32e, avenue","Joseph-Dubreuil, rue","Non-nommée, voie",189.3171701,Lachine,10/14/2020,67,Moyen,3.0999999,Bon
4000579,"32e, avenue","Non-nommée, voie","de la Côte-de-Liesse, chemin",193.7740647,Lachine,10/14/2020,63,Moyen,3.38000011,Bon
4000578,"32e, avenue","Non-nommée, voie","de la Côte-de-Liesse, chemin",193.1567899,Lachine,10/14/2020,65,Moyen,2.91000009,Bon
1501113,"32e, avenue","Notre-Dame Est, rue","Nicolas-Senet, place",38.51566753,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,47,Mauvais,4.26000023,Moyen
1501112,"32e, avenue","Nicolas-Senet, place","Nicolas-Senet, place",71.27348386,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,83,Bon,2.9000001,Bon
4010247,"32e, avenue","Nicolas-Senet, place","Victoria, rue",83.9381002,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,90,Excellent,2.83999991,Bon
1490708,"32e, avenue","Victoria, rue","De La Gauchetière, rue",225.4106297,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,95,Excellent,2.98000002,Bon
1490709,"32e, avenue","De La Gauchetière, rue","René-Lévesque, rue",263.070096,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,92,Excellent,2.92000008,Bon
1490710,"32e, avenue","René-Lévesque, rue","De Montigny, rue",262.4673778,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,91,Excellent,3.28999996,Bon
1490711,"32e, avenue","De Montigny, rue","Forsyth, rue",262.9543399,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,89,Excellent,3.30999994,Bon
1490712,"32e, avenue","Forsyth, rue","Sherbrooke Est, rue",175.4265687,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,90,Excellent,5.69999981,Mauvais
1490714,"32e, avenue","Sherbrooke Est, rue","Beaudry, rue",74.80842,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,61,Moyen,7.61999989,Très mauvais
1490715,"32e, avenue","Beaudry, rue","Prince-Arthur, rue",262.4698907,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,63,Moyen,5.38000011,Moyen
1490717,"32e, avenue","Prince-Arthur, rue","Cherrier, rue",263.4390292,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,69,Moyen,5.11000013,Moyen
1490718,"32e, avenue","Cherrier, rue","Métropolitain Est, boulevard",86.39140333,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,60,Moyen,5.51999998,Mauvais
1605051,"34e, avenue","Saint-Joseph, boulevard","du Fort-Rolland, rue",134.2180329,Lachine,9/23/2020,76,Bon,2.91000009,Bon
1605050,"34e, avenue","du Fort-Rolland, rue","Dawes, rue",155.518734,Lachine,9/23/2020,71,Bon,4.30000019,Moyen
1605021,"34e, avenue","Dawes, rue","Broadway, rue",162.7537819,Lachine,9/23/2020,96,Excellent,2.58999991,Bon
1605030,"34e, avenue","Broadway, rue","Victoria, rue",87.11436542,Lachine,9/23/2020,64,Moyen,4.98000002,Moyen
1606517,"35e, avenue","Centrale, rue","Vachon, avenue",69.09567977,LaSalle,10/8/2020,98,Excellent,4.80000019,Moyen
1606551,"35e, avenue","Vachon, avenue","Vachon, avenue",131.4417696,LaSalle,10/8/2020,88,Excellent,5.36000013,Moyen
1606513,"35e, avenue","Vachon, avenue","39e, avenue",70.05198811,LaSalle,10/8/2020,83,Excellent,5.69999981,Moyen
1606512,"35e, avenue","39e, avenue","40e, avenue",75.03011993,LaSalle,10/8/2020,90,Excellent,6.13999987,Mauvais
1606569,"35e, avenue","40e, avenue","George, rue",76.24719381,LaSalle,10/8/2020,84,Excellent,5.21999979,Moyen
1606557,"35e, avenue","George, rue","Champlain, boulevard",194.9733433,LaSalle,10/8/2020,99,Excellent,4.46000004,Moyen
1180417,"36e, avenue","Saint-Zotique Est, rue","Bélanger, rue",325.7173185,Rosemont-La Petite-Patrie,11/30/2020,93,Excellent,5.23999977,Moyen
1500587,"36e, avenue","Victoria, rue","René-Lévesque, rue",387.1850438,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,74,Bon,2.88000011,Bon
1500596,"36e, avenue","Sherbrooke Est, rue","Joseph-Piché, rue",269.7550049,Rivière-des-Prairies-Pointe-aux-Trembles,9/20/2020,87,Excellent,3.29999995,Bon
1501148,"36e, avenue","Joseph-Piché, rue","Hervé-Cloutier, rue",211.3983598,Rivière-des-Prairies-Pointe-aux-Trembles,9/20/2020,86,Excellent,3.54999995,Bon
1501149,"36e, avenue","Hervé-Cloutier, rue","36e, avenue",31.73106659,Rivière-des-Prairies-Pointe-aux-Trembles,9/20/2020,80,Bon,5.42999983,Moyen
1501150,"36e, avenue","Henri-Bourassa Est, boulevard","36e, avenue",47.83980898,Rivière-des-Prairies-Pointe-aux-Trembles,9/20/2020,70,Bon,2.98000002,Bon
1500601,"39e, avenue","Sherbrooke Est, rue","39e, avenue",373.3014416,Rivière-des-Prairies-Pointe-aux-Trembles,9/20/2020,92,Excellent,3.23000002,Bon
1501171,"39e, avenue","39e, avenue","Henri-Bourassa Est, boulevard",24.02258237,Rivière-des-Prairies-Pointe-aux-Trembles,9/20/2020,84,Excellent,2.51999998,Bon
1601794,"3e, avenue","Édouard, rue","Centrale, rue",263.4594553,LaSalle,10/8/2020,94,Excellent,1.5,Excellent
1490566,"3e, avenue","Ontario Est, rue","Sherbrooke Est, rue",386.6751083,Rivière-des-Prairies-Pointe-aux-Trembles,10/5/2020,77,Bon,5.36000013,Moyen
1480977,"3e, rue","58e, avenue","de la Rivière-des-Prairies, boulevard",62.40621835,Rivière-des-Prairies-Pointe-aux-Trembles,10/6/2020,32,Mauvais,4.80000019,Moyen
1604885,"40e, avenue","Provost, rue","Sherbrooke, rue",334.6066805,Lachine,10/15/2020,76,Bon,3.07999992,Bon
1500611,"40e, avenue","Henri-Bourassa Est, boulevard","Henri-Bourassa Est, boulevard",58.69759948,Rivière-des-Prairies-Pointe-aux-Trembles,9/20/2020,62,Bon,5.98999977,Moyen
