no_civiq,Rue,Rue_De,Rue_A,Nom_parc,Sigle,Nom_arrond,Invent,Coord_X,Coord_Y,Injections,Longitude,Latitude
1765,"Sauvé Est, rue","Garnier, rue","Francheville, rue",,FRPEMS,Ahuntsic-Cartierville,R,293216.206,5047182.5,2018,-73.64839408,45.56445660
1681,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,293164.836,5047053,2018,-73.64904907,45.56329046
1630,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPEMS,Ahuntsic-Cartierville,R,293143.064,5046947.5,2018,-73.64932546,45.56234078
1640,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPEMS,Ahuntsic-Cartierville,R,293145.483,5046956.5,2018,-73.64929468,45.56242180
1690,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPEMS,Ahuntsic-Cartierville,R,293179.0521,5047044.0077,2018,-73.64886674,45.56320979
1690,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPEMS,Ahuntsic-Cartierville,R,293182.6445,5047053.2383,2018,-73.64882094,45.56329291
1670,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPEMS,Ahuntsic-Cartierville,R,293154.59,5046985.5,2018,-73.64917871,45.56268291
1655,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,293151.175,5047017,2018,-73.64922321,45.56296630
1681,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,293162.417,5047043,2018,-73.64907982,45.56320044
1615,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,293130.684,5046968,2018,-73.64948453,45.56252504
1625,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,293140.218,5046987.5,2018,-73.64936287,45.56270066
1645,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,293143.064,5046998.5,2018,-73.64932667,45.56279969
1650,"Sauvé Est, rue","Curotte, avenue","Garnier, rue",,FRPEMS,Ahuntsic-Cartierville,R,293148.756,5046965.5,2018,-73.64925297,45.56250284
0,"Sauvé Est, rue","Sacré-Coeur, avenue du","Christophe-Colomb, avenue",,FRPE,Ahuntsic-Cartierville,R,292963.056,5046559,2018,-73.65162195,45.55884190
0,"Sauriol Est, rue","Marquette, rue","Papineau, avenue",,FRPE,Ahuntsic-Cartierville,R,293035.1493,5047388.4237,2018,-73.65071845,45.56630653
0,"Sauriol Est, rue","Fabre, rue","Marquette, rue",,FRPE,Ahuntsic-Cartierville,R,292991.998,5047326,2018,-73.65126975,45.56574409
0,"Sauriol Est, rue","Fabre, rue","Marquette, rue",,FRPE,Ahuntsic-Cartierville,R,292996.17,5047336.5,2018,-73.65121655,45.56583864
0,"Sauriol Est, rue","Fabre, rue","Marquette, rue",,FRPE,Ahuntsic-Cartierville,R,293004.96,5047359.5,2018,-73.65110450,45.56604575
0,"Sauriol Est, rue","Marquette, rue","Papineau, avenue",,FRPE,Ahuntsic-Cartierville,R,293023.823,5047405,2018,-73.65086395,45.56645550
1750,"Sauriol Est, rue","Fabre, rue","Marquette, rue",,FRPE,Ahuntsic-Cartierville,R,293009.3908,5047325.1081,2018,-73.65104691,45.56573636
0,"Sauriol Est, rue","Marquette, rue","Papineau, avenue",,FRPE,Ahuntsic-Cartierville,R,293038.0534,5047396.1319,2018,-73.65068143,45.56637594
0,"Sauriol Est, rue","Marquette, rue","Papineau, avenue",,FRPE,Ahuntsic-Cartierville,R,293019.082,5047392.5,2018,-73.65092438,45.56634294
1680,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292953.11,5047176.5,2018,-73.65176431,45.56439818
0,"Sauriol Est, rue","Garnier, rue","Fabre, rue",,FRPE,Ahuntsic-Cartierville,R,292965.328,5047254,2018,-73.65160967,45.56509576
0,"Sauriol Est, rue","Garnier, rue","Fabre, rue",,FRPE,Ahuntsic-Cartierville,R,292969.648,5047265.5,2018,-73.65155460,45.56519931
0,"Sauriol Est, rue","Garnier, rue","Fabre, rue",,FRPE,Ahuntsic-Cartierville,R,292978.588,5047289,2018,-73.65144064,45.56541093
1616,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292918.394,5047083.5,2018,-73.65220678,45.56356075
1670,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292949.534,5047167.5,2018,-73.65180990,45.56431714
1644,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292927.632,5047110,2018,-73.65208908,45.56379936
1680,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292956.686,5047186,2018,-73.65171873,45.56448373
1662,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292946.247,5047156.5,2018,-73.65185174,45.56421810
0,"Sauriol Est, rue","Garnier, rue","Fabre, rue",,FRPE,Ahuntsic-Cartierville,R,292974.118,5047274.5,2018,-73.65149756,45.56528037
1695,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292952.469,5047222.5,2018,-73.65177364,45.56481209
1649,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292917.426,5047132.5,2018,-73.65222037,45.56400165
0,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292896.209,5047030,2018,-73.65248967,45.56307896
1669,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292930.91,5047167,2018,-73.65204847,45.56431232
1675,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292936.125,5047181,2018,-73.65198200,45.56443839
1620,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292923.46,5047100,2018,-73.65214228,45.56370931
1648,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292930.612,5047119,2018,-73.65205112,45.56388040
1692,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292960.709,5047197,2018,-73.65166746,45.56458278
1649,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292912.285,5047118.5,2018,-73.65228588,45.56387559
0,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292879.649,5047036.5,2018,-73.65270196,45.56313717
1661,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292923.013,5047145.5,2018,-73.65214911,45.56411872
1605,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292887.999,5047057.5,2018,-73.65259551,45.56332627
1625,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPEMS,Ahuntsic-Cartierville,R,292899.174,5047086,2018,-73.65245305,45.56358292
1635,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPEMS,Ahuntsic-Cartierville,R,292902.898,5047095.5,2018,-73.65240558,45.56366846
1605,"Sauriol Est, rue","Francis, rue","Garnier, rue",,FRPE,Ahuntsic-Cartierville,R,292884.87,5047047.5,2018,-73.65263535,45.56323624
0,"Sauriol Est, rue","Christophe-Colomb, avenue","Olympia, boulevard",,FRPE,Ahuntsic-Cartierville,R,292769.846,5046774.5,2018,-73.65410211,45.56077772
0,"Sauriol Est, rue","Christophe-Colomb, avenue","Olympia, boulevard",,FRPE,Ahuntsic-Cartierville,R,292767.817,5046768,2018,-73.65412794,45.56071920
0,"Sauriol Est, rue","Christophe-Colomb, avenue","Olympia, boulevard",,FRPE,Ahuntsic-Cartierville,R,292772.975,5046781,2018,-73.65406219,45.56083627
9870,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292851.5028,5046572.1203,2018,-73.65305117,45.55895805
9935,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292811.223,5046604.5,2018,-73.65356792,45.55924872
9930,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292804.108,5046591.5,2018,-73.65365874,45.55913162
9710,"Sacré-Coeur, avenue du","Port-Royal Est, rue de","Sauvé Est, rue",,FRPE,Ahuntsic-Cartierville,R,293077.508,5046479,2018,-73.65015400,45.55812397
9895,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292853.774,5046586.264,2018,-73.65302243,45.55908536
9865,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292882.651,5046576,2018,-73.65265229,45.55899350
9940,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292795.331,5046595.5,2018,-73.65377126,45.55916747
9940,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292786.378,5046599,2018,-73.65388603,45.55919881
10010,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292749.31,5046615,2018,-73.65436124,45.55934214
10020,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292737.492,5046620.5,2018,-73.65451275,45.55939142
9971,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292781.181,5046617,2018,-73.65395304,45.55936068
9860,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292869.816,5046564,2018,-73.65281640,45.55888530
10005,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292762.56,5046624.5,2018,-73.65419175,45.55942785
9820,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292923.095,5046541,2018,-73.65213338,45.55867925
9930,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292812.718,5046588,2018,-73.65354837,45.55910028
9840,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292898.411,5046550.5,2018,-73.65244979,45.55876431
9870,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292861.8416,5046567.504,2018,-73.65291863,45.55891669
9900,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292837.1547,5046578.2256,2018,-73.65323511,45.55901274
0,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292950.327,5046546,2018,-73.65178468,45.55872470
9820,"Sacré-Coeur, avenue du","Sauvé Est, rue","Sauriol Est, rue",,FRPE,Ahuntsic-Cartierville,R,292915.9,5046545,2018,-73.65222564,45.55871512
9700,"Sacré-Coeur, avenue du","Port-Royal Est, rue de","Sauvé Est, rue",,FRPE,Ahuntsic-Cartierville,R,293103.479,5046464.5,2018,-73.64982099,45.55799393
2524,"Prieur Est, rue","D'Iberville, rue","André-Jobin, rue",,FRPE,Ahuntsic-Cartierville,R,293088.991,5048583,2018,-73.65005731,45.57705658
2152,"Prieur Est, rue","Merritt, avenue","Prairies, rue des",,FRPE,Ahuntsic-Cartierville,R,292878.255,5048092.5,2018,-73.65274557,45.57263934
2100,"Prieur Est, rue","De Lorimier, avenue","Merritt, avenue",,FRPE,Ahuntsic-Cartierville,R,292855.699,5048054.488,2018,-73.65303364,45.57229691
1885,"Prieur Est, rue","Cartier, rue","Séguin, rue",,FRPE,Ahuntsic-Cartierville,R,292689.805,5047806.5,2018,-73.65515297,45.57006258
0,"Prieur Est, rue","Charton, avenue","Hamelin, avenue",,FRAM,Ahuntsic-Cartierville,R,292726.37,5047869.676,2018,-73.65468607,45.57063169
0,"Prieur Est, rue","Séguin, rue","Charton, avenue",,FRPE,Ahuntsic-Cartierville,R,292710.146,5047845.5,2018,-73.65489333,45.57041387
1900,"Prieur Est, rue","Séguin, rue","Charton, avenue",,FRPE,Ahuntsic-Cartierville,R,292712.101,5047813.5,2018,-73.65486749,45.57012595
1920,"Prieur Est, rue","Séguin, rue","Charton, avenue",,FRPE,Ahuntsic-Cartierville,R,292719.756,5047827.5,2018,-73.65476976,45.57025206
1850,"Prieur Est, rue","Papineau, avenue","Cartier, rue",,FRPE,Ahuntsic-Cartierville,R,292670.336,5047739,2018,-73.65540072,45.56945486
1850,"Prieur Est, rue","Papineau, avenue","Cartier, rue",,FRPE,Ahuntsic-Cartierville,R,292672.807,5047744,2018,-73.65536919,45.56949989
0,"Prieur Est, rue","Charton, avenue","Hamelin, avenue",,FRPE,Ahuntsic-Cartierville,R,292721.35,5047861.218,2018,-73.65475017,45.57055550
1770,"Prieur Est, rue","Pothier, avenue","Papineau, avenue",,FRPE,Ahuntsic-Cartierville,R,292616.309,5047630.943,2018,-73.65609020,45.56848158
1795,"Prieur Est, rue","Pothier, avenue","Papineau, avenue",,FRPE,Ahuntsic-Cartierville,R,292617.75,5047672.21,2018,-73.65607277,45.56885294
