Numero_Fournisseur,Nom_Fournisseur,Autre_Nom,Num_Entreprise_Quebec,Structure_Juridique,Nombre_Employes,Nombre_Employes_Montreal,Politique_Dans_Dev_Durable,Politique_Approv_Responsable,Entreprise_Start_Up,Fournisseur_RTU,Entreprise_Economie_Sociale,Lieu_Arrondissement,Lieu_Ville,Lieu_Etat_Province,Lieu_Pays,Lieu_Zone_Achat
"134784","AAF (MC) INTERNATIONAL",,"1163412076","*Société par actions/Corporations/Compagnie","30","14","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"122640","CLOTURES GIBRALTAR INC.",,"1142621896","*Société par actions/Corporations/Compagnie","10",,"N","N","N","N","N",,"ST-AUGUSTIN","QC","CA","Québec hors Conseil d'agglomération"
"111103","ENTRETIEN DELORIMIER"," ","3345512274","*Société en nom collectif","5","5","N","N","N","N","N","Mercier–Hochelaga-Maisonneuve","MONTREAL","QC","CA","Place d'affaires à Montréal"
"146327","CREATIONS 44",,"2246091369","*Entreprise individuelle / Travailleur autonome","1","0","N","N","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"113379","VITRERIE PIERREFONDS INC"," ","1143435270","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Pierrefonds-Roxboro","MONTREAL","QC","CA","Place d'affaires à Montréal"
"129958","MARIPOSARIO DEL BOSQUE NUEVO",,"000000NON","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"SANTA CECILIA DE LA CRUZ",,"CR","Étranger hors Canada"
"127484","NOEL IMPORT/EXPORT",,"2240568032","*Société par actions/Corporations/Compagnie","1",,"N","N","N","N","N",,"MAGOG","QC","CA","Québec hors Conseil d'agglomération"
"142895","TRI-ED LTD",,"1145110194","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Saint-Laurent","ST-LAURENT","QC","CA","Place d'affaires à Montréal"
"138532","CLUB DE TIR A L'ARC CUPIDON DE MONTREAL-NORD",,"1144645596","*Organisme à  but non lucratif",,,"N","N","N","N","N","Montréal-Nord","MONTREAL","QC","CA","Place d'affaires à Montréal"
"120100","EQUIPEMENT G.N. JOHNSTON LTEE"," ","1170612809","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N","Saint-Laurent","SAINT-LAURENT","QC","CA","Place d'affaires à Montréal"
"120123","SEL PLUS","STAR SALT INC.","1147881677","*Société par actions/Corporations/Compagnie","6","4","O","O","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"150884","BUFFET LOUIS PHILIPPE INC.",,"1142190504","*Société par actions/Corporations/Compagnie","25","25","O","N","N","N","N",,"MASCOUCHE","QC","CA","Québec hors Conseil d'agglomération"
"120523","VINCENT RADIATEUR INC."," ","1168585926","*Société par actions/Corporations/Compagnie","8","4","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"120577","KOBOLD INSTRUMENTS CANADA INC.",,"1147464714","*Société par actions/Corporations/Compagnie","200","3","N","N","N","N","N",,"POINTE-CLAIRE","QC","CA","Conseil d'agglomération hors Montréal"
"138620","ECLAIR PLUS PEINTURE","MULTI SPORT SYNTHETIQUE INC.","1147487657","*Société par actions/Corporations/Compagnie","4","4","N","N","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"113820","LOCATION DICKIE MOORE.","EQUIPEMENT MOORE LTEE","1141892027","*Société par actions/Corporations/Compagnie","90","90","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115405","MAXI-METAL INC.",,"1165903171","*Société par actions/Corporations/Compagnie","60","0","N","N","N","N","N",,"SAINT-GEORGES","QC","CA","Québec hors Conseil d'agglomération"
"128121","BUSCH VACUUM TECHNICS INC."," ","1144554145","*Société par actions/Corporations/Compagnie","65",,"N","N","N","N","N",,"BOISBRIAND","QC","CA","Québec hors Conseil d'agglomération"
"105429","P.E.S. CANADA INC.","PRODUITS D'ELECTRONIQUE ET DE SIGNALISATION (P.E.S.) CANADA INC.","1149543804","*Société par actions/Corporations/Compagnie","15","12","N","N","N","N","N",,"VARENNES","QC","CA","Québec hors Conseil d'agglomération"
"115676","CANON CANADA INC.",,"1144557643","*Société par actions/Corporations/Compagnie","501","400","N","N","N","N","N",,"OTTAWA","ON","CA","Canada mais hors Québec"
"116057","RADIATEURS ANJOU INC","RADIATEURS ANJOU-DECARIE INC.","1168123173","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Anjou","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116080","MEDISOLUTION (2009) INC"," ","1166129388","*Société par actions/Corporations/Compagnie","156","22","N","N","N","N","O",,"RIMOUSKI","QC","CA","Québec hors Conseil d'agglomération"
"120724","METAUX PROFUSION INC."," ","1148456297","*Société par actions/Corporations/Compagnie","21","21","N","O","N","N","N",,"DORVAL","QC","CA","Conseil d'agglomération hors Montréal"
"116282","ENVELOPPE CONCEPT INC.",,"1146424859","*Société par actions/Corporations/Compagnie","45","45","N","N","N","N","N","LaSalle","LASALLE","QC","CA","Place d'affaires à Montréal"
"129183","LES ENTREPRISES PEP (2000) INC."," ","1149618127","*Société par actions/Corporations/Compagnie","200","200","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"112590","LES CONSULTANTS PARENT & ASSOCIES INC. (CPA)"," ","1149058555","*Société par actions/Corporations/Compagnie","3","3","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"114611","LA JOIE DES ENFANTS (MONTREAL) INC.",,"1143193853","*Organisme à  but non lucratif","15","15","N","N","N","N","O","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"114957","CLOTURES SPEC II INC."," ","1143374974","*Société par actions/Corporations/Compagnie","25","15","N","N","N","N","N",,"BOUCHERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"116438","DENDROTIK INC."," ","1143495175","*Société par actions/Corporations/Compagnie","20",,"N","N","N","N","N",,"STE-FOY","QC","CA","Québec hors Conseil d'agglomération"
"140185","ADVISIA INC.",,"1145779345","*Société par actions/Corporations/Compagnie","8",,"N","N","N","N","N",,"QUEBEC","QC","CA","Québec hors Conseil d'agglomération"
"116502","IBM CANADA LTEE"," ","1165702128.","*Société par actions/Corporations/Compagnie","501","501","N","N","N","N","N",,"TORONTO","ON","CA","Canada mais hors Québec"
"116502","IBM CANADA LTEE"," ","1165702128.","*Société par actions/Corporations/Compagnie","501","501","N","N","N","N","N",,"MARKHAM","ON","CA","Canada mais hors Québec"
"116517","LIFTOW LTEE.",,"1143933811","*Société par actions/Corporations/Compagnie","350","40","N","N","N","N","N",,"MISSISSAUGA","ON","CA",
"116696","CARR MCLEAN LIMITED",,"000000NON","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"ETOBICOKE","ON","CA","Canada mais hors Québec"
"152679","ULINE CANADA CORP",,"0000000NA","*Société par actions/Corporations/Compagnie","5000","0","O","N","N","N","N",,"MILTON","ON","CA","Canada mais hors Québec"
"142069","PEINTURES ENNIS CANADA ULC","ENNIS PAINT CANADA ULC","1164653108","*Société par actions/Corporations/Compagnie","400",,"N","N","N","N","N",,"PICKERING","ON","CA","Canada mais hors Québec"
"149401","ERIC MARAPIN",,"0000000NA","*Entreprise individuelle / Travailleur autonome","1",,"N","N","N","N","N",,"BELOEIL","QC","CA","Québec hors Conseil d'agglomération"
"144420","PAPIER PARFAIT INC",,"1161335675","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Saint-Laurent","SAINT-LAURENT","QC","CA","Place d'affaires à Montréal"
"164818","SOCCERPLEXE CATALOGNA","9105-3975 QUEBEC INC","1160170487","*Société par actions/Corporations/Compagnie","10","10","N","N","N","N","N","Lachine","LACHINE","QC","CA","Place d'affaires à Montréal"
"121458","LA TABLE DE CONCERTATION DU FAUBOURG ST-LAURENT",,"0000000NA","*Organisme à  but non lucratif","5",,"N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"123643","FLASH GRAFIX INC."," ","1140537193","*Société par actions/Corporations/Compagnie","50",,"O","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"126214","MARCHILDON CENTRE DU PIED",,"1143288406","*Société par actions/Corporations/Compagnie","23","23","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"145014","EMBALLAGE CODERRE","EMBALLAGE CODERRE PACKAGING INC.","1160954658","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"ST-GERMAIN","QC","CA","Québec hors Conseil d'agglomération"
"38257","LES INDUSTRIES HALRAI INC."," ","1167015792","*Société par actions/Corporations/Compagnie","29",,"N","N","N","N","N",,"VAUDREUIL-DORION","QC","CA","Québec hors Conseil d'agglomération"
"39594","STUDIO DE MUSIQUE ANCIENNE DE MONTREAL",,"1143656602","*Société par actions/Corporations/Compagnie","3","2","N","N","N","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"41509","ADMINISTRATION PORTUAIRE DE MONTREAL",,"8823493356","*Société par actions/Corporations/Compagnie","238","238","O","N","O","N","N","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"4044","EXCAVATION ANJOU INC"," ","1142068031","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Anjou","ANJOU","QC","CA","Place d'affaires à Montréal"
"157133","IRIS SAUTIER",,"0000000NA","*Entreprise individuelle / Travailleur autonome","5",,"N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"133892","LOGIC-CONTROLE INC"," ","1143212984","*Société par actions/Corporations/Compagnie","70","30","O","N","O","N","N","Anjou","ANJOU","QC","CA","Place d'affaires à Montréal"
"119806","LAFARGE CANADA INC",,"1163922660","*Société par actions/Corporations/Compagnie","501","175","N","N","N","N","N",,"CONCORD","ON","CA","Canada mais hors Québec"
"122126","MECANIQUE RH 2003 LTEE",,"1161955928","*Société par actions/Corporations/Compagnie","50",,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"107668","CHEMIN FAISANT","9014-6309 QUEBEC INC","1141991548","*Société par actions/Corporations/Compagnie","4","4","N","N","N","N","N","Ahuntsic-Cartierville","MONTREAL","QC","CA","Place d'affaires à Montréal"
"113151","MOUNTAIN EQUIPMENT CO-OP","COOPERATIVE MOUNTAIN EQUIPMENT","1161097184","*Coopérative","1785","222","N","N","N","N","N",,"VANCOURVER","BC","CA","Canada mais hors Québec"
"122725","Y. LARAMEE COUVREUR INC.",,"1143313600","*Société par actions/Corporations/Compagnie","15","15","O","O","N","N","N","Lachine","MONTREAL","QC","CA","Place d'affaires à Montréal"
"146291","CANADIAN ENGRAVERS SUPPLY CO. CESCO",,"0000000NA","*Société par actions/Corporations/Compagnie","18","1","N","N","N","N","N",,"MISSISSAUGA","ON","CA","Canada mais hors Québec"
"159079","S.M.J. REFRIGERATION CLIMATISATION","SIMOJAD REFRIGERATION CLIMATISATION INC.","1162815899","*Société par actions/Corporations/Compagnie","7",,"N","N","N","N","N",,"TERREBONNE","QC","CA","Québec hors Conseil d'agglomération"
"142831","PRINCESS AUTO LTD.",,"1173578379","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"WINNIPEG","MB","CA","Canada mais hors Québec"
"143435","DEPOT MEDICAL CANADA INC",,"1163573588","*Société par actions/Corporations/Compagnie","2",,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"115120","L.P. ROYER INC.",,"1144179117","*Société par actions/Corporations/Compagnie","130",,"N","N","N","N","N",,"LAC-DROLET","QC","CA","Québec hors Conseil d'agglomération"
"115237","CONTROLES LAURENTIDE LTEE",,"1160476157","*Société par actions/Corporations/Compagnie","160","100","N","N","N","N","N",,"KIRKLAND","QC","CA","Conseil d'agglomération hors Montréal"
"115260","LES EQUIPEMENTS MARSHALL LTEE",,"1143710706","*Société par actions/Corporations/Compagnie","20","5","N","N","N","N","N",,"MISSISSAUGA","ON","CA","Canada mais hors Québec"
"115262","EQUIPEMENTS QUE-MONT INC. (LES)",,"1143759968","*Société par actions/Corporations/Compagnie","20","17","N","N","N","N","N",,"BOISBRIAND","QC","CA","Québec hors Conseil d'agglomération"
"115286","MESSAGERIES ADP","MESSAGERIES A.D.P. INC.","1143239797","*Société par actions/Corporations/Compagnie","200","200","O","O","N","N","N",,"LONGUEUIL","QC","CA","Québec hors Conseil d'agglomération"
"114367","PIERRE JEAN LECOURS",,"2240704454","*Entreprise individuelle / Travailleur autonome",,,"N","N","N","N","N",,"MC MASTERVILLE","QC","CA","Québec hors Conseil d'agglomération"
"115559","SERRUMAX INC",,"1160489085","*Société par actions/Corporations/Compagnie","25","25","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"128317","DESJARDINS ASSURANCES GENERALES INC.",,"1141794611","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"LEVIS","QC","CA","Québec hors Conseil d'agglomération"
"123218","LE BARRICADEUR","9227-0586 QUEBEC INC","1166825175","*Société par actions/Corporations/Compagnie","6",,"N","N","N","N","N",,"STE-ANNE DES PLAINES","QC","CA","Québec hors Conseil d'agglomération"
"157434","GROUPE QUEBECO INC.",,"1165882474","*Société par actions/Corporations/Compagnie","40","12","O","O","N","N","N",,"MONT-TREMBLANT","QC","CA","Québec hors Conseil d'agglomération"
"123349","VITRERIE AVEC-VOUS INC.",,"1143959196","*Société par actions/Corporations/Compagnie","7","7","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"146982","A & A VITRES ET MIROIRS INC.",,"1142202192","*Société par actions/Corporations/Compagnie","6","6","N","N","N","N","N","Villeray–Saint-Michel–Parc-Extension","MONTREAL","QC","CA","Place d'affaires à Montréal"
"158195","PACCAR DU CANADA LTEE"," ","1145061207","*Société par actions/Corporations/Compagnie","501","175","N","N","N","N","N",,"STE-JULIE","QC","CA","Québec hors Conseil d'agglomération"
"115904","PLOMBERIE G & G LTEE",,"1143084433","*Société par actions/Corporations/Compagnie","57","57","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115940","GOODYEAR CANADA INC."," ","1144772598","*Société par actions/Corporations/Compagnie","600","40","O","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115956","PEINTURE MICCA INC."," ","1142951145","*Société par actions/Corporations/Compagnie","27","27","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"115972","GARAGE PHILEXPERT INC",,"1143206846","*Société par actions/Corporations/Compagnie","14","10","N","N","N","N","N","Montréal-Nord","ANJOU","QC","CA","Place d'affaires à Montréal"
"123425","JASMIN GUERARD-ALIE",,,"*Entreprise individuelle / Travailleur autonome","1",,"N","N","N","N","N",,"STE-THERESE","QC","CA","Québec hors Conseil d'agglomération"
"116051","QUINCAILLERIE SECURITE CANADA (QSC)","AGENCES W. PELLETIER (1980) INC","1144224913","*Société par actions/Corporations/Compagnie","140","67","N","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"129226","LE CENTRE DIDACHE",,"1161200168","*Organisme à  but non lucratif","35","35","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"135370","DIANE GOUGEON",,"0000000NA","*Entreprise individuelle / Travailleur autonome",,,"N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"105908","POLICE ORDNANCE COMPANY INC.",,"000000NON","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"BOWMANVILLE","ON","CA","Canada mais hors Québec"
"30338","LES ALARMES PERFECTION INC.",,"1142893776","*Société par actions/Corporations/Compagnie","20",,"N","N","N","N","N",,"CHAMBLY","QC","CA","Québec hors Conseil d'agglomération"
"30700","BELL MOBILITE INC",,"1143866029","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Côte-des-Neiges–Notre-Dame-de-Grâce","MONTREAL","QC","CA","Place d'affaires à Montréal"
"20784","MARMEN INC."," ","1142750653","*Société par actions/Corporations/Compagnie","800","0","N","N","N","N","N",,"TROIS-RIVIERES","QC","CA","Québec hors Conseil d'agglomération"
"116611","PIECES D'AUTO AT PAC INC.",,"1143437524","*Société par actions/Corporations/Compagnie","75","40","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116761","CHAMPLAIN METAL 2001 INC",,"1160162302","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N","Saint-Laurent","SAINT-LAURENT","QC","CA","Place d'affaires à Montréal"
"116785","COPIE EXPRESS","6465081 CANADA INC","1163312722","*Société par actions/Corporations/Compagnie","98","89","N","N","N","N","N","LaSalle","MONTREAL","QC","CA","Place d'affaires à Montréal"
"148410","STEPHANE TESSIER",,"0000000NA","*Entreprise individuelle / Travailleur autonome","5","5","N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"152670","UNIROPE LIMITED"," ","1164326267","*Société par actions/Corporations/Compagnie","73","11","O","N","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"116976","LE CENTRE DE REPARATIONS HYDRAULIQUES UPTOWN LTEE",,"1142655639","*Société par actions/Corporations/Compagnie","6",,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"139773","SYLPROTEC INC.",,"1143203314","*Société par actions/Corporations/Compagnie","7","7","N","N","N","N","N","Saint-Léonard","MONTREAL","QC","CA","Place d'affaires à Montréal"
"140843","INTERNATIONAL RIVE NORD INC.",,"1143457100","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"118672","CORPORATION DU POLE DES RAPIDES",,"1140401598","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Lachine","LACHINE","QC","CA","Place d'affaires à Montréal"
"118712","SOCIETE QUEBECOISE DES INFRASTRUCTURES (SQI)",,"8822720825","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"119009","SOCIETE HISTORIQUE ST-HENRI INC.",,"1142306431","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"155086","KROHNE INC.",,"1165050650","*Société par actions/Corporations/Compagnie","3","3","N","N","N","N","N",,"BEVERLY","MA","US","Étranger hors Canada"
"121379","MULTI RECYCLAGE S.D. INC"," ","1142135079","*Société par actions/Corporations/Compagnie","62","62","N","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"121387","REMORQUES SYLMAR INC"," ","1144501724","*Société par actions/Corporations/Compagnie","5",,"N","N","N","N","N",,"BOISBRIAND","QC","CA","Québec hors Conseil d'agglomération"
"145003","SARAH STEVENSON",,"0000000NA","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Le Sud-Ouest","MONTREAL","QC","CA","Place d'affaires à Montréal"
"126244","CRYSTAL FOUNTAINS",,"0000000NA","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N",,"CONCORD","ON","CA","Canada mais hors Québec"
"127160","PAPINEAU SANDBLAST AU JET INC.",,"1148786479","*Société par actions/Corporations/Compagnie","12",,"N","N","N","N","N",,"ST-HUBERT","QC","CA","Québec hors Conseil d'agglomération"
"133294","NOE CROPSAL",,"000000NON","*Entreprise individuelle / Travailleur autonome","1","1","N","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"158843","YOLE DESIGN","TREPANIER ROBERT","2262015219","*Entreprise individuelle / Travailleur autonome","5","4","O","O","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"158805","FASTENAL CANADA LTEE"," ","1165586240","*Société par actions/Corporations/Compagnie","8000","100","O","N","N","N","O","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"158805","FASTENAL CANADA LTEE"," ","1165586240","*Société par actions/Corporations/Compagnie","8000","100","O","N","N","N","O",,"DOLLARD-DES-ORMEAUX","QC","CA","Conseil d'agglomération hors Montréal"
"158805","FASTENAL CANADA LTEE"," ","1165586240","*Société par actions/Corporations/Compagnie","8000","100","O","N","N","N","O",,"KITCHENER","ON","CA","Canada mais hors Québec"
"50633","CENTRE DE SERVICE 2010 ENR.","2747-4006 QUEBEC INC.","1144996270","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N","Le Plateau-Mont-Royal","MONTREAL","QC","CA","Place d'affaires à Montréal"
"53983","RICCI LAVE MOBILE LTEE",,"1143273077","*Société par actions/Corporations/Compagnie","15","15","N","N","N","N","N","Montréal-Nord","MONTREAL","QC","CA","Place d'affaires à Montréal"
"104676","CENTRE-VILLE VOLKSWAGEN INC.",,"1142909739","*Société par actions/Corporations/Compagnie","42","32","N","N","N","N","O","Ville-Marie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"122125","SERVICE JETEC INC.",,"1142719443","*Société par actions/Corporations/Compagnie","5","5","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"134198","GROUPE RICHER","LES GAZONS STE-JULIE LTEE","1143498351","*Société par actions/Corporations/Compagnie","75","5","N","N","N","N","N",,"LES COTEAUX","QC","CA","Québec hors Conseil d'agglomération"
"145884","EXPERT AU TRAVAIL",,"1166382490","*Société par actions/Corporations/Compagnie","200","22","N","N","N","N","N","Saint-Laurent","SAINT-LAURENT","QC","CA","Place d'affaires à Montréal"
"145804","ACTION CALFEUTRAGE INC",,"1147706635","*Société par actions/Corporations/Compagnie","30","30","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"122492","PRODUITS DE SERVICES PUBLICS INNOVA INC.",,"1142625897","*Société par actions/Corporations/Compagnie","20","0","N","N","N","N","N",,"GRANBY","QC","CA","Québec hors Conseil d'agglomération"
"134423","DISTRIBUTION RICHARD GRONDIN INC.",,"1141267899","*Société par actions/Corporations/Compagnie","40","20","N","N","N","N","N",,"VAUDREUIL-DORION","QC","CA","Québec hors Conseil d'agglomération"
"122627","FLO FAB INC"," ","1143773746","*Société par actions/Corporations/Compagnie","32","32","O","N","N","N","N",,"BOIS-DES-FILIONS","QC","CA","Québec hors Conseil d'agglomération"
"134596","PELLETIER - HORLOGER","PELLETIER DANIEL","2245043627","*Entreprise individuelle / Travailleur autonome","1","0","N","N","N","N","N",,"SAINT-MARC-SUR-RICHELIEU","QC","CA","Québec hors Conseil d'agglomération"
"127711","CITRIX SYSTEME INC.",,"0000000NA","*Société par actions/Corporations/Compagnie",,,"N","N","N","N","N",,"FORT LAUDERDALE","FL","US","Étranger hors Canada"
"143045","DANSE MUSIQUE PLUS ENRG.",,"2241596347","*Entreprise individuelle / Travailleur autonome","1",,"N","N","N","N","N",,"BROMONT","QC","CA",
"142992","GRANICOR INC."," ","1147230974","*Société par actions/Corporations/Compagnie","50",,"N","N","N","N","N",,"ST-AUGUSTIN-DE-DESMAURES","QC","CA","Québec hors Conseil d'agglomération"
"115109","KENWORTH MONTREAL",,"1145061207","*Société par actions/Corporations/Compagnie","140","125","O","N","N","N","N","Saint-Laurent","MONTREAl","QC","CA","Place d'affaires à Montréal"
"115109","KENWORTH MONTREAL",,"1145061207","*Société par actions/Corporations/Compagnie","140","125","O","N","N","N","N",,"LAVAL","QC","CA","Québec hors Conseil d'agglomération"
"150631","ATELIER L'ETABLI INC."," ","1162673678","*Société par actions/Corporations/Compagnie","6","6","O","N","N","N","N","Rosemont–La Petite-Patrie","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115501","PENSKE TRUCK LEASING CANADA    INC.",,"1141397647","*Société par actions/Corporations/Compagnie","45000","150","O","O","N","N","N","Saint-Laurent","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115566","SERVICE REMTEC INC"," ","1142506527","*Société par actions/Corporations/Compagnie","40","20","N","N","N","N","N","Rivière-des-Prairies–Pointe-aux-Trembles","MONTREAL","QC","CA","Place d'affaires à Montréal"
"115577","SIGNALISATION S.A.I.C. INC",,"1165663478","*Société par actions/Corporations/Compagnie","20","0","N","N","N","N","N",,"LONGUEUIL","QC","CA","Québec hors Conseil d'agglomération"
"128386","LES GLISSIERES DESBIENS INC."," ","1149179088","*Société par actions/Corporations/Compagnie","27",,"N","N","N","N","N",,"TROIS-RIVIERES","QC","CA","Québec hors Conseil d'agglomération"
"158592","LOCATION KIROULE INC.",,"1143876242","*Société par actions/Corporations/Compagnie","35","9","N","N","N","N","N",,"SOREL-TRACY","QC","CA","Québec hors Conseil d'agglomération"
