Numero_secteur,Nom_secteur,Numero_categorie_emplois,Nom_categorie_emplois,Numero_corps_emplois,Titre_corps_emplois,Numero_classe,Titre_classe,Numero_echelon,Date_application,Type_taux,Taux_$ 
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,4,,Minimum,2018-04-01,Annuel,85910
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,4,,Maximum,2018-04-01,Annuel,109964
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,4,,Minimum,2015-03-31,Annuel,84476
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,4,,Maximum,2015-03-31,Annuel,102845
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,5,,Minimum,2019-04-01,Annuel,78348
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,5,,Maximum,2019-04-01,Annuel,100286
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,5,,Minimum,2016-04-01,Annuel,75264
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,5,,Maximum,2016-04-01,Annuel,93159
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,5,,Minimum,2017-04-01,Annuel,75165
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,5,,Maximum,2017-04-01,Annuel,96211
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,5,,Minimum,2018-04-01,Annuel,76668
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,5,,Maximum,2018-04-01,Annuel,98135
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,5,,Minimum,2015-03-31,Annuel,74152
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,5,,Maximum,2015-03-31,Annuel,91782
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,6,,Minimum,2019-04-01,Annuel,70913
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,6,,Maximum,2019-04-01,Annuel,90768
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,6,,Minimum,2016-04-01,Annuel,62353
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,6,,Maximum,2016-04-01,Annuel,83137
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,6,,Minimum,2017-04-01,Annuel,67079
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,6,,Maximum,2017-04-01,Annuel,85861
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,6,,Minimum,2018-04-01,Annuel,68421
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,6,,Maximum,2018-04-01,Annuel,87578
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,6,,Minimum,2015-03-31,Annuel,61432
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,6,,Maximum,2015-03-31,Annuel,81908
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,7,,Minimum,2019-04-01,Annuel,64183
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,7,,Maximum,2019-04-01,Annuel,82154
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,7,,Minimum,2016-04-01,Annuel,57471
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,7,,Maximum,2016-04-01,Annuel,76631
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,7,,Minimum,2017-04-01,Annuel,61830
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,7,,Maximum,2017-04-01,Annuel,79142
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,7,,Minimum,2018-04-01,Annuel,63067
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,7,,Maximum,2018-04-01,Annuel,80725
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,7,,Minimum,2015-03-31,Annuel,56622
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,7,,Maximum,2015-03-31,Annuel,75499
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,8,,Minimum,2019-04-01,Annuel,58091
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,8,,Maximum,2019-04-01,Annuel,74357
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,8,,Minimum,2016-04-01,Annuel,52567
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,8,,Maximum,2016-04-01,Annuel,70089
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,8,,Minimum,2017-04-01,Annuel,56552
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,8,,Maximum,2017-04-01,Annuel,72386
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,8,,Minimum,2018-04-01,Annuel,57683
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,8,,Maximum,2018-04-01,Annuel,73834
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,8,,Minimum,2015-03-31,Annuel,51790
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,8,,Maximum,2015-03-31,Annuel,69053
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,9,,Minimum,2019-04-01,Annuel,52578
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,9,,Maximum,2019-04-01,Annuel,67300
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,9,,Minimum,2016-04-01,Annuel,46519
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,9,,Maximum,2016-04-01,Annuel,62025
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,9,,Minimum,2017-04-01,Annuel,50045
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,9,,Maximum,2017-04-01,Annuel,64057
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,9,,Minimum,2018-04-01,Annuel,51046
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,9,,Maximum,2018-04-01,Annuel,65338
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,9,,Minimum,2015-03-31,Annuel,45832
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,9,,Maximum,2015-03-31,Annuel,61108
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,10,,Minimum,2016-04-01,Annuel,41165
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,10,,Maximum,2016-04-01,Annuel,54888
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,10,,Minimum,2017-04-01,Annuel,44287
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,10,,Maximum,2017-04-01,Annuel,56687
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,10,,Minimum,2018-04-01,Annuel,45173
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,10,,Maximum,2018-04-01,Annuel,57821
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,10,,Minimum,2015-03-31,Annuel,40557
1,Fonction publique,10,Cadres,630,PERSONNEL D'ENCADREMENT,10,,Maximum,2015-03-31,Annuel,54077
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,1,,Minimum,2018-04-01,Annuel,146174
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,1,,Maximum,2018-04-01,Annuel,176112
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,1,,Minimum,2016-04-01,Annuel,140843
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,1,,Maximum,2016-04-01,Annuel,169689
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,1,,Minimum,2017-04-01,Annuel,143308
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,1,,Maximum,2017-04-01,Annuel,172659
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,1,,Minimum,2015-03-31,Annuel,138762
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,1,,Maximum,2015-03-31,Annuel,167181
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,2,,Minimum,2018-04-01,Annuel,134482
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,2,,Maximum,2018-04-01,Annuel,162023
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,2,,Minimum,2016-04-01,Annuel,129577
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,2,,Maximum,2016-04-01,Annuel,156114
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,2,,Minimum,2017-04-01,Annuel,131845
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,2,,Maximum,2017-04-01,Annuel,158846
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,2,,Minimum,2015-03-31,Annuel,127662
1,Fonction publique,10,Cadres,640,CADRES JURIDIQUES,2,,Maximum,2015-03-31,Annuel,153807
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,4,CLASSE 4 : PROCUREUR EN CHEF ADJOINT,Minimum,2018-04-01,Annuel,140915
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,4,CLASSE 4 : PROCUREUR EN CHEF ADJOINT,Maximum,2018-04-01,Annuel,169774
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,4,CLASSE 4 : PROCUREUR EN CHEF ADJOINT,Minimum,2015-04-01,Annuel,130854
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,4,CLASSE 4 : PROCUREUR EN CHEF ADJOINT,Maximum,2015-04-01,Annuel,157652
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,4,CLASSE 4 : PROCUREUR EN CHEF ADJOINT,Minimum,2016-04-01,Annuel,134125
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,4,CLASSE 4 : PROCUREUR EN CHEF ADJOINT,Maximum,2016-04-01,Annuel,161593
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,4,CLASSE 4 : PROCUREUR EN CHEF ADJOINT,Minimum,2017-04-01,Annuel,137478
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,4,CLASSE 4 : PROCUREUR EN CHEF ADJOINT,Maximum,2017-04-01,Annuel,165633
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,4,CLASSE 4 : PROCUREUR EN CHEF ADJOINT,Minimum,2015-03-31,Annuel,127662
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,4,CLASSE 4 : PROCUREUR EN CHEF ADJOINT,Maximum,2015-03-31,Annuel,153807
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,5,CLASSE 5 : PROCUREUR EN CHEF,Minimum,2018-04-01,Annuel,153168
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,5,CLASSE 5 : PROCUREUR EN CHEF,Maximum,2018-04-01,Annuel,184537
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,5,CLASSE 5 : PROCUREUR EN CHEF,Minimum,2015-04-01,Annuel,142231
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,5,CLASSE 5 : PROCUREUR EN CHEF,Maximum,2015-04-01,Annuel,171361
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,5,CLASSE 5 : PROCUREUR EN CHEF,Minimum,2016-04-01,Annuel,145787
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,5,CLASSE 5 : PROCUREUR EN CHEF,Maximum,2016-04-01,Annuel,175645
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,5,CLASSE 5 : PROCUREUR EN CHEF,Minimum,2017-04-01,Annuel,149432
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,5,CLASSE 5 : PROCUREUR EN CHEF,Maximum,2017-04-01,Annuel,180036
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,5,CLASSE 5 : PROCUREUR EN CHEF,Minimum,2015-03-31,Annuel,138762
1,Fonction publique,10,Cadres,915,PROCUREURE OU PROCUREUR AUX POURSUITES CRIMINELLES ET PÃNALES,5,CLASSE 5 : PROCUREUR EN CHEF,Maximum,2015-03-31,Annuel,167181
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,1,2016-04-01,Annuel,41408
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,2,2016-04-01,Annuel,42929
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,3,2016-04-01,Annuel,44520
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,4,2016-04-01,Annuel,46213
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,5,2016-04-01,Annuel,47933
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,6,2016-04-01,Annuel,49710
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,1,2017-04-01,Annuel,42133
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,2,2017-04-01,Annuel,43680
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,3,2017-04-01,Annuel,45299
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,4,2017-04-01,Annuel,47022
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,5,2017-04-01,Annuel,48772
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,6,2017-04-01,Annuel,50580
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,1,2018-04-01,Annuel,42976
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,2,2018-04-01,Annuel,44554
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,3,2018-04-01,Annuel,46205
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,4,2018-04-01,Annuel,47962
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,5,2018-04-01,Annuel,49747
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,6,2018-04-01,Annuel,51592
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,1,2015-03-31,Annuel,40796
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,2,2015-03-31,Annuel,42295
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,3,2015-03-31,Annuel,43862
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,4,2015-03-31,Annuel,45530
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,5,2015-03-31,Annuel,47225
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,2,CLASSE 2 : GRADE II,6,2015-03-31,Annuel,48975
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,1,CLASSE 1 : GRADE I,Minimum,2018-04-01,Annuel,56589
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,1,CLASSE 1 : GRADE I,Maximum,2018-04-01,Annuel,80368
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,1,CLASSE 1 : GRADE I,Minimum,2016-04-01,Annuel,54525
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,1,CLASSE 1 : GRADE I,Maximum,2016-04-01,Annuel,77437
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,1,CLASSE 1 : GRADE I,Minimum,2017-04-01,Annuel,55479
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,1,CLASSE 1 : GRADE I,Maximum,2017-04-01,Annuel,78792
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,1,CLASSE 1 : GRADE I,Minimum,2015-03-31,Annuel,53719
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,1,CLASSE 1 : GRADE I,Maximum,2015-03-31,Annuel,76293
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,1,2020-03-31,Annuel,45840
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,2,2020-03-31,Annuel,47173
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,3,2020-03-31,Annuel,48525
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,4,2020-03-31,Annuel,49949
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,5,2020-03-31,Annuel,51392
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,6,2020-03-31,Annuel,52890
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,7,2020-03-31,Annuel,54405
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,8,2020-03-31,Annuel,55994
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,9,2020-03-31,Annuel,57620
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,10,2020-03-31,Annuel,59300
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,11,2020-03-31,Annuel,61017
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,12,2020-03-31,Annuel,65016
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,13,2020-03-31,Annuel,69272
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,14,2020-03-31,Annuel,73819
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,15,2020-03-31,Annuel,78659
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,16,2020-03-31,Annuel,85544
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,1,2018-04-01,Annuel,44945
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,2,2018-04-01,Annuel,46242
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,3,2018-04-01,Annuel,47575
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,4,2018-04-01,Annuel,48963
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,5,2018-04-01,Annuel,50388
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,6,2018-04-01,Annuel,51849
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,7,2018-04-01,Annuel,53346
1,Fonction publique,30,Professionnels,100,CONSEILLÃRE OU CONSEILLER EN GESTION DES RESSOURCES HUMAINES,0,,8,2018-04-01,Annuel,54899
