num-civique-de,num-civique-a,nom-rue,secteur,matricule,statut-juridique,num-cadastre,typologie-architecturale,pluram-1981-num-fiche,en-ou-vers,annee-construction,evaluation-patrimoniale,batiment-disparu,atiments-secondaires-interet,inclure-dans-inventaire,commentaires,identifiant,lien-photos,photo-utilisee
"048",,"66e Avenue","Chomedey","8743-08-5390-0-000","Sans statut","1638281 ","Arts & Crafts","64","vers","1953","Bonne",,,"Inclure inventaire","Bâtiment d'influence Arts & Crafts (stick style) avec bardeau de cèdre, faux colombages, fenêtres en bois et composantes de galerie décoratives. Probablement plus ancien que 1953 (1920-1940). ","66AV_0048","https://donnees.laval.ca/jeux/ppa/66AV_0048/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_66AV_0048_01_01.jpg"
"056",,"66e Avenue","Chomedey","8743-09-4400-6-000-0000","Sans statut","1638282","cottage vernaculaire américain","60","vers","1928","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","66AV_0056","https://donnees.laval.ca/jeux/ppa/66AV_0056/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_66AV_0056_08_01.jpg"
"105",,"66e Avenue","Chomedey","8743-09-1590-7-000-0000","Sans statut","1638258","cottage vernaculaire américain","62","vers","1938","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","66AV_0105","https://donnees.laval.ca/jeux/ppa/66AV_0105/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_66AV_0105_02_01.jpg"
"115","119","66e Avenue","Chomedey","8744-00-0705-9-000","Sans statut","1638259","maison à toit plat / plex","74","vers","1934","Faible",,,,"Ancienne adresse: 111-115. La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","66AV_0115","https://donnees.laval.ca/jeux/ppa/66AV_0115/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_66AV_0111_08_01.jpg"
"126",,"66e Avenue","Chomedey","8644-90-7600-8-000-0000","Sans statut","1638269","cottage vernaculaire américain","26","vers","1927","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","66AV_0126","https://donnees.laval.ca/jeux/ppa/66AV_0126/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_66AV_0126_08_01.jpg"
"001",,"67e Avenue","Chomedey","8743-08-8010-1-000-0000","Sans statut","1638169","cottage vernaculaire américain","49","vers","1919","Bonne",,,"Inclure inventaire","Plusieurs éléments conservés, dont la galerie et sa frise décorative, la porte munie d'une imposte et la forme générale de la toiture et de la lucarne. Les autres éléments ont été remplacés. ","67AV_0001","https://donnees.laval.ca/jeux/ppa/67AV_0001/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_67AV_0001_08_01.jpg"
"083",,"67e Avenue","Chomedey","8743-09-1405-8-000-0000","Sans statut","1638163","cottage vernaculaire américain","78","vers","1939","Faible",,,,"Transformations irréversibles généralisées. ","67AV_0083","https://donnees.laval.ca/jeux/ppa/67AV_0083/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_67AV_0083_08_01.jpg"
"086","088","67e Avenue","Chomedey","8643-98-7995-7-000-0000","Sans statut","1638196","maison Boomtown","53","vers","1936","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf la forme des parapets. Parement de tuiles d'amiante-ciment.","67AV_0086","https://donnees.laval.ca/jeux/ppa/67AV_0086/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_67AV_0086_02_01.jpg"
"096",,"67e Avenue","Chomedey","8643-99-7105-1-000-0000","Sans statut","1638194","cottage vernaculaire américain","51","vers","1927","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. Il pourrait s'agir d'un ancien bâtiment à toit plat dont on a ajouté une toiture à deux versants à faible pente.","67AV_0096","https://donnees.laval.ca/jeux/ppa/67AV_0096/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_67AV_0096_02_01.jpg"
"105","107","67e Avenue","Chomedey","8643-99-9304-2-000","Sans statut","1638160","cottage vernaculaire américain","78","vers","1954","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. Il pourrait s'agir d'un ancien bâtiment à toit plat dont on a ajouté une toiture à deux versants à faible pente.","67AV_0105","https://donnees.laval.ca/jeux/ppa/67AV_0105/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_67AV_0105_08_01.jpg"
"117",,"67e Avenue","Chomedey","8643-99-8650-5-000-0000","Sans statut","1638159","cottage vernaculaire américain","60","vers","1940","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","67AV_0117","https://donnees.laval.ca/jeux/ppa/67AV_0117/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_67AV_0117_08_01.jpg"
"128",,"67e Avenue","Chomedey","8643-99-3440-6-000-0000","Sans statut","2058706","maison cubique","82","vers","1920","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf peut-être le bardeau de cèdre recouvrant les poteaux de galerie.","67AV_0128","https://donnees.laval.ca/jeux/ppa/67AV_0128/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_67AV_0128_02_01.jpg"
"152",,"67e Avenue","Chomedey","8643-99-2380-5-000-0000","Sans statut","1638188","cottage vernaculaire américain","73","vers","1920","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","67AV_0152","https://donnees.laval.ca/jeux/ppa/67AV_0152/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_67AV_0152_01_01.jpg"
"176",,"67e Avenue","Chomedey","8644-90-0310-1-000","Sans statut","1638184","cottage vernaculaire américain","62","vers","1951","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. Modifications irréversibles à la volumétrie.","67AV_0176","https://donnees.laval.ca/jeux/ppa/67AV_0176/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_67AV_0176_02_01.jpg"
"184",,"67e Avenue","Chomedey","8644-80-9520-7-000-0000","Sans statut","1638183","cottage vernaculaire américain","79","vers","1930","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","67AV_0184","https://donnees.laval.ca/jeux/ppa/67AV_0184/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_67AV_0184_08_01.jpg"
"241",,"67e Avenue","Chomedey","8644-81-4975-6-000-0000","Sans statut","1638320","maison traditionnelle québécoise","24","vers","1880","Bonne",,,"Inclure inventaire","Bien qu'elle ait subi plusieurs modifications réversibles (remplacement de revêtements et de fenêtres), la maison a connu une évolution harmonieuse. Source:  brochure Vieux Saint-Martin.","67AV_0241","https://donnees.laval.ca/jeux/ppa/67AV_0241/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_67AV_0241_01_01.jpg"
"016",,"68e Avenue","Chomedey","8643-97-9170-7-000-0000","Sans statut","1638177","cottage vernaculaire américain","60","vers","1921","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","68AV_0016","https://donnees.laval.ca/jeux/ppa/68AV_0016/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0016_08_01.jpg"
"064",,"68e Avenue","Chomedey","8643-98-4640-2-000-0000","Sans statut","1638234","maison cubique","82","vers","1915","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","68AV_0064","https://donnees.laval.ca/jeux/ppa/68AV_0064/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0064_08_01.jpg"
"065",,"68e Avenue","Chomedey","8643-98-7360-4-000-0000","Sans statut","1638217","cottage vernaculaire américain","61","vers","1920","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","68AV_0065","https://donnees.laval.ca/jeux/ppa/68AV_0065/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0065_08_01.jpg"
"080",,"68e Avenue","Chomedey","8643-98-2865-7-000-0000","Sans statut","1638232","cottage vernaculaire américain","28","vers","1942","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. La partie en avancée est revêtue de tuiles d'amiante-ciment.","68AV_0080","https://donnees.laval.ca/jeux/ppa/68AV_0080/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0080_02_01.jpg"
"089",,"68e Avenue","Chomedey","8643-98-5190-7-000-0000","Sans statut","1638213","cottage vernaculaire américain","78","vers","1920","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","68AV_0089","https://donnees.laval.ca/jeux/ppa/68AV_0089/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0089_08_01.jpg"
"096",,"68e Avenue","Chomedey","8643-98-1585-2-000-0000","Sans statut","1638229","maison Boomtown","53","vers","1910","Moyenne",,,,"Volumétrie et composition générale conservées, de même que la forme des parapets. Pour le reste, le bâtiment a été entièrement rénové. 
","68AV_0096","https://donnees.laval.ca/jeux/ppa/68AV_0096/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0096_08_01.jpg"
"112","114","68e Avenue","Chomedey","8643-89-9710-7-000-0000
","Sans statut","1638222 
","maison à toit plat / plex","74","vers","1948","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine, sauf l'escalier métallique.","68AV_0112","https://donnees.laval.ca/jeux/ppa/68AV_0112/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0112_08_01.jpg"
"120","122","68e Avenue","Chomedey","8643-89-9020-1-000","Sans statut","1638223","maison à toit plat / plex",,"vers","1927","Bonne",,,"Inclure inventaire","Volumétrie et composition générale conservées, de même que revêtement de brique. Pour le reste, les composantes ont été remplacées. 
","68AV_0120","https://donnees.laval.ca/jeux/ppa/68AV_0120/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0120_08_01.jpg"
"145",,"68e Avenue","Chomedey","8643-99-0365-8-000-0000","Sans statut","1638207","maison Boomtown (fausse mansarde)","53","vers","1924","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","68AV_0145","https://donnees.laval.ca/jeux/ppa/68AV_0145/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0145_02_01.jpg"
"155",,"68e Avenue","Chomedey","8643-89-9775-0-000-0000","Sans statut","1638206","maison Boomtown","53","vers","1924","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","68AV_0155","https://donnees.laval.ca/jeux/ppa/68AV_0155/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0155_02_01.jpg"
"169",,"68e Avenue","Chomedey","8643-89-8395-8-000-0000","Sans statut","1638203","cottage vernaculaire américain","78","vers","1924","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","68AV_0169","https://donnees.laval.ca/jeux/ppa/68AV_0169/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0169_08_01.jpg"
"177",,"68e Avenue","Chomedey","8644-80-7505-0-000-0000","Sans statut","1638201","cottage vernaculaire américain","78","vers","1916","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","68AV_0177","https://donnees.laval.ca/jeux/ppa/68AV_0177/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_68AV_0177_02_01.jpg"
"041",,"69e Avenue","Chomedey","8643-97-4395-5-000-0000","Sans statut","1638078","maison Boomtown","51","vers","1938","Bonne",,,"Inclure inventaire","Bâtiment rénové à l'été 2014. Revêtement de tuiles d'amiante-ciment remplacé par canexel. Colonnes de galeries conservées, tout comme le revêtement en tôle de l'auvent. Évolution harmonieuse.","69AV_0041","https://donnees.laval.ca/jeux/ppa/69AV_0041/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_69AV_0041_01_02.jpg"
"048",,"69e Avenue","Chomedey","8643-87-9975-0-000-0000","Sans statut","1638081","maison Boomtown","51","vers","1935","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","69AV_0048","https://donnees.laval.ca/jeux/ppa/69AV_0048/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_69AV_0048_08_01.jpg"
"049",,"69e Avenue","Chomedey","8643-98-3705-4-000-0000","Sans statut","1638086","maison Boomtown","51","vers","1930","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.
","69AV_0049","https://donnees.laval.ca/jeux/ppa/69AV_0049/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_69AV_0049_08_01.jpg"
"061","063","69e Avenue","Chomedey","8643-98-3015-8-000-0000","Sans statut","1638095","maison à toit plat / plex","74","vers","1948","Faible",,,,"Transformations irréversibles généralisées.","69AV_0061","https://donnees.laval.ca/jeux/ppa/69AV_0061/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_69AV_0061_01_01.jpg"
"064","066","69e Avenue","Chomedey","8643-87-8595-7-000-0000","Sans statut","1638083","maison Boomtown","51","vers","1950","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","69AV_0066","https://donnees.laval.ca/jeux/ppa/69AV_0066/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_69AV_0066_08_01.jpg"
"073","075","69e Avenue","Chomedey","8643-98-1635-5-000-0000","Sans statut","1638099","maison cubique","46","vers","1945","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","69AV_0073","https://donnees.laval.ca/jeux/ppa/69AV_0073/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_69AV_0073_08_01.jpg"
"129","131","69e Avenue","Chomedey","8643-89-6805-8-000","Sans statut","1638061 ","maison à mansarde / Second Empire","38","vers","1954","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","69AV_0131","https://donnees.laval.ca/jeux/ppa/69AV_0131/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_69AV_0131_08_01.jpg"
"161",,"69e Avenue","Chomedey","8643-89-3745-9-000-0000","Sans statut","1638065","maison Boomtown","51","vers","1945","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. Forme du toit probablement modifiée.","69AV_0161","https://donnees.laval.ca/jeux/ppa/69AV_0161/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_69AV_0161_08_01.jpg"
"041",,"71e Avenue","Chomedey","8643-86-9795-4-000-0000
","Sans statut","1638053 
","maison traditionnelle québécoise","22","entre","1813-1855","Bonne",,,"Inclure inventaire","Des sources indiquent que le bâtiment date d’autour de 1813. Toutefois, l’existence de la maison est reconnue seulement en 1855. Une construction antérieure reste possible notamment parce que la 71e Avenue offre un accès direct à la traverse avant 1838, puis au pont Lachapelle par la suite. Source: Brochure Vieux Saint-Martin. ","71AV_0041","https://donnees.laval.ca/jeux/ppa/71AV_0041/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_71AV_0041_02_01.jpg"
"066",,"71e Avenue","Chomedey","8643-87-4105-9-000","Sans statut","1637773","maison traditionnelle québécoise",,"entre","1850-1900","Moyenne",,,"Inclure inventaire","Volumétrie et composition générale conservées. Quelques portes et fenêtres traditionnelles. Probablement relativement ancienne mais année de construction absente du rôle d'évaluation foncière. Haie de cèdre cachant une partie de la façade.","71AV_0066","https://donnees.laval.ca/jeux/ppa/71AV_0066/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_71AV_0066_02_02.jpg"
"073","083","71e Avenue","Chomedey","8643-87-6240-2-000","Sans statut","1638044","maison Boomtown","50","vers","1910","Bonne",,,"Inclure inventaire","Deux bâtiments attachés. Quelques éléments conservés, dont la corniche et la volumétrie générale. ","71AV_0073","https://donnees.laval.ca/jeux/ppa/71AV_0073/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_71AV_0073_08_01.jpg"
"095","099","71e Avenue","Chomedey","8643-87-5160-3-000","Sans statut","1638045","maison à toit plat / plex","55","vers","1945","Moyenne",,,,"Revêtement de blocs de béton moulés qui imitent la pierre à bossages. Escalier métallique. La toiture à deux versants à faible pente a probablement été ajoutée. ","71AV_0097","https://donnees.laval.ca/jeux/ppa/71AV_0097/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_71AV_0097_02_01.jpg"
"105",,"71e Avenue","Chomedey","8643-87-3975-6-000","Sans statut","163804","maison traditionnelle québécoise","22","vers","1895","Moyenne",,,"Inclure inventaire","La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.
","71AV_0105","https://donnees.laval.ca/jeux/ppa/71AV_0105/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_71AV_0105_01_02.jpg"
"121",,"71e Avenue","Chomedey","8643-88-3005-0-000-0000","Sans statut","1638047","maison Boomtown","51","vers","1917","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","71AV_0121","https://donnees.laval.ca/jeux/ppa/71AV_0121/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_71AV_0121_08_01.jpg"
"135","137","71e Avenue","Chomedey","8643-88-0420-4-000","Sans statut","1638038","maison à toit plat / plex","74","vers","1940","Faible",,,,"La maison ne possède que des éléments récents. Modifications irréversibles généralisées. 
","71AV_0137","https://donnees.laval.ca/jeux/ppa/71AV_0137/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_71AV_0137_02_01.jpg"
"213",,"81e Avenue","Chomedey","8643-07-6115-4-000","Sans statut","1636451 ","cottage vernaculaire américain","59","vers","1942","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","81AV_0213","https://donnees.laval.ca/jeux/ppa/81AV_0213/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_81AV_0213_08_01.jpg"
"296","298","81e Avenue","Chomedey","8543-97-5180-2-000","Sans statut","1636460 ","maison à toit plat / plex","74","vers","1954","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","81AV_0296","https://donnees.laval.ca/jeux/ppa/81AV_0296/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_81AV_0296_02_01.jpg"
"300",,"81e Avenue","Chomedey","8543-97-4490-6-000","Sans statut","1636461 ","cottage vernaculaire américain","63","vers","1954","Faible",,,,"La maison ne possède que des éléments récents. Transformations irréversibles généralisées. 
","81AV_0300","https://donnees.laval.ca/jeux/ppa/81AV_0300/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_81AV_0300_02_01.jpg"
"25",,"82e Avenue","Chomedey","8643-15-1030-3-000","Sans statut","1636395","Arts & Crafts","82","vers","1940","Bonne",,,"Inclure inventaire","Autre # de cadastre: 2058705. Revêtement en pierre, fenêtres traditionnelles en bois. Influence du régionalisme québécois.","82AV_0025","https://donnees.laval.ca/jeux/ppa/82AV_0025/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_82AV_0025_02_01.jpg"
"040","042","83e Avenue","Chomedey","8643-05-1100-5-000","Sans statut","1441490 ","maison Boomtown","50","vers","1900","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","83AV_0040","https://donnees.laval.ca/jeux/ppa/83AV_0040/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_83AV_0040_02_01.jpg"
"056","058","83e Avenue","Chomedey"," 8543-95-9225-5-000","Sans statut"," 1441493 ","cottage vernaculaire américain","61","vers","1945","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","83AV_0058","https://donnees.laval.ca/jeux/ppa/83AV_0058/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_83AV_0058_02_01.jpg"
"064",,"83e Avenue","Chomedey"," 8543-95-6945-1-000","Sans statut"," 1441494 ","cottage vernaculaire américain","12","vers","1918","Bonne",,,"Inclure inventaire","Maison cachée en grande partie par des conifères. Revêtement en pierre, ouvertures cintrées, tourelle ronde. Influence du régionalisme québécois.","83AV_0064","https://donnees.laval.ca/jeux/ppa/83AV_0064/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_83AV_0064_08_01.jpg"
"3901","3905","Lévesque Ouest (boulevard)","Chomedey","8543-96-2710-1-000-0000
","Sans statut","1441674 
","maison cubique","46","entre","1900-1940","Moyenne",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine. Dans l'inventaire de 1981, cette propriété portait l'adresse 208, 83e Avenue","83AV_0208","https://donnees.laval.ca/jeux/ppa/83AV_0208/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_83AV_0208_08_01.jpg"
"217",,"83e Avenue","Chomedey","8543-96-5050-9-000","Sans statut"," 1636385 ","cottage vernaculaire américain","64","vers","1942","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","83AV_0217","https://donnees.laval.ca/jeux/ppa/83AV_0217/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_83AV_0217_02_01.jpg"
"232",,"83e Avenue","Chomedey","8543-96-0540-4-000","Sans statut","1441696","maison Boomtown (shoe box)","73","vers","1894","Moyenne",,,,"Autre # de cadastre: 1441707 . La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","83AV_0232","https://donnees.laval.ca/jeux/ppa/83AV_0232/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_83AV_0232_02_01.jpg"
"240",,"83e Avenue","Chomedey","8543-86-9550-5-000","Sans statut","1441727","cottage vernaculaire américain","60","vers","1942","Faible",,,,"La maison a subi plusieurs altérations et ne possède presque plus d'éléments traditionnels d'origine.","83AV_0240","https://donnees.laval.ca/jeux/ppa/83AV_0240/2014-2015_Pr%C3%A9inventaire_Patri-Arch/","2014_65005_83AV_0240_08_01.jpg"
