,,"Nombre de camps offrant le programme d'accompagnement en loisirs",6,4,3,6,2,3,4,3,15,6,1,6,9,7,7,3,3,2,9,,,99,"55,3072625698324%",
,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.6",,"Nombre total de semaines d'opération durant l'été (pour tous les camps incluant projets parcs)",110,28,149,96,49,51,84,19,160,42,8,51,109,64,87,40,75,55,155,36,,1468,"8,02185792349727","(moyenne)"
,,"Nombre de répondants",14,4,21,12,6,6,10,3,20,6,1,6,14,8,11,5,9,7,20,,,183,,
,,"Nombre de semaines minimum pour un camp",7,7,6,5,7,8,7,4,8,7,8,8,7,8,7,8,8,6,6,9,,4,,
,,"Nombre de semaines maximum pour un camp",9,7,8,10,9,9,9,9,8,7,8,9,8,8,8,8,10,9,9,9,,10,,
,,"Nombre total d'heures d'activités par semaine pour tous les camps",490,245,805,339,"207 5",200,323,115,700,210,32,222,465,239,378,175,357,241,626,120,,6282,"33,2380952380952","(moyenne)"
,,"Nombre de répondants",14,4,23,12,6,6,10,3,20,6,1,6,14,8,11,5,9,7,20,4,,189,,
,,"Nombre d'heures minimal par semaine pour un camp",35,35,35,10,"27 5","32 5",25,35,35,35,32,37,"32 5",20,28,35,7,30,25,30,,7,,
,,"nombre d'heures maximal par semaine pour un camp",35,35,35,35,35,35,35,50,35,35,32,37,40,35,35,35,55,40,35,30,,55,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.7",,"Total du coût par semaine pour tous les camps (excluant les projets parcs)",915,200,1895,1100,718,540,585,395,1080,60,75,880,1160,385,935,300,1160,360,1247,1000,,14990,"87,1511627906977",
,,"Nombre de répondants",11,4,19,12,6,6,9,3,20,6,1,6,14,8,8,3,9,6,17,4,,172,,
,,"Coût minimum par semaine pour un camp",65,50,15,50,95,45,35,100,35,10,75,130,50,30,110,90,50,5,30,110,,5,,
,,"Coût maximum par semaine pour un camp",140,50,195,180,158,155,175,175,120,10,75,180,120,55,120,120,345,180,230,350,,350,,
,,"Nombre de camps réguliers ou thématiques entre 0 et 30$",0,0,2,0,1,0,0,0,1,6,0,0,0,0,0,2,,1,1,0,,14,"12,5%",
,,"Nombre de camps réguliers ou thématiques entre 31$ et 60$",0,4,4,1,1,1,6,0,12,0,0,0,4,6,0,0,1,4,5,0,,49,"43,75%",
,,"Nombre de camps réguliers ou thématiques entre 61$ et 100$",8,0,4,5,0,1,0,0,2,0,1,0,3,0,0,1,4,1,5,0,,35,"31,25%",
,,"Nombre de camps réguliers ou thématiques entre 101$ et plus",0,0,2,0,1,0,0,2,0,0,0,3,2,0,3,0,1,0,0,0,,14,"12,5%",112
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Nombre de camps spécialisés entre 0 et 30$",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,,2,"2,89855072463768%",
,,"Nombre de camps spécialisés entre 31$ et 60$",0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,0,0,3,1,0,,9,"13,0434782608696%",
,,"Nombre de camps spécialisés entre 61$ et 100$",3,0,0,2,0,0,1,0,4,0,0,0,3,0,0,2,1,0,1,0,,17,"24,6376811594203%",
,,"Nombre de camps spécialisés entre 101$ et plus",0,0,7,4,3,2,1,1,2,0,0,3,2,0,6,0,2,0,4,4,,41,"59,4202898550725%",69
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Nombre de camps où des frais d'inscription ou d'administration s'ajoutent",0,0,15,7,0,3,7,0,13,0,0,6,5,2,0,3,1,2,6,,,70,,
,,"Frais minimum",,,35,10,0,10,5,0,4,,,25,10,10,0,15,15,7,10,,,,,
,,"Frais maximum",,,100,25,0,15,36,0,30,,,,25,25,0,15,15,27,50,,,,,
,,"Autres coûts (décrire)","5$ STM 15$ chandail","Sorties","Sorties optionnelles","100$ non-résident","15à30$ sorties Chandail 15$ ","8 ou 10$ chandail Carte de membre 5$par an","Chandail 6$ Sorties(3x10$)",,"10$ chandail","8$sorties",,,"10 ou 15$chandail 5$transport","10$ pour sorties","5$ pour chandail supplémentaire",,"10$ chandail",,"13$chandail 6$Boîte à lunch 10$DVD du spectacle",,,,,
,,"Autres coûts (nombre de camps)",3,4,11,2,2,4,2,0,12,6,0,0,13,1,9,0,1,0,3,0,,73,,
,,,,,,,,,,,,,,,,,,,,,,,,0,,
,,"Nombre de camps offrant un service de garde (incluant projets parcs)",12,4,19,9,6,6,9,2,20,3,1,6,14,7,9,3,8,5,13,4,,160,,
,,"nb camps matin",4,,6,,3,1,3,0,4,0,0,6,1,6,0,0,5,1,4,,,44,,
,,"matin (coût pour une semaine pour tous les camps)",95,,220,,58,30,65,0,93,0,,90,20,150,,,110,20,97,,,1048,"23,8181818181818","(moyenne)"
,,"nb camps soir",4,,6,,3,1,3,0,4,0,0,6,1,6,0,0,5,1,4,,,44,,
,,"soir (coût pour une semaine tous les camps)",95,,335,,58,30,90,0,93,0,,120,20,150,,,110,20,97,,,1218,"27,6818181818182","(moyenne)"
,,"nb camps matin et soir",11,4,16,9,6,6,9,2,20,3,,6,14,7,9,3,8,4,13,,,150,,
,,"matin et soir (coûts pour une semaine tous les camps)",395,15,920,375,210,201,346,70,741,150,25,210,"512.50",305,252,25,290,152,416,,,5098,"33,9866666666667","(moyenne)"
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Côut minimum service de garde",,,,,,,,,,,,,,,,,,,,,,,,
,,"matin",20,,20,,15,30,15,,15,,,15,20,25,,,10,20,12,,,,10,
,,"soir",20,,25,,15,30,15,,15,,,20,20,24,,,10,20,12,,,,10,
,,"matin et soir",35,15,25,25,25,"32 5",25,35,,50,25,35,25,35,28,25,20,25,10,,,,10,
,,"Côut maximum service de garde",,,,,,,,,,,,,,,,,,,,,,,,
,,"matin",25,,,,28,30,25,,30,,,15,20,25,,,40,20,35,,,,40,
,,"soir",25,,,,28,30,50,,,,,20,20,25,,,40,20,35,,,,50,
,,"matin et soir",50,15,,50,50,54,75,35,30,50,25,35,"87 5",50,28,25,75,52,47,,,,75,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Tarifs spéciaux (décrire) sans les projets parcs",,"160 $ pour 7 semaines rabais 5 $ 2e enfant rabais 10 $ 3e enfant…. ","Forfaits pour l'été","rabais 5$ par enfant additionnel tarif spécial à la journée (1camp)","rabais 2e et 3e enfants rabais 4 semaines et plus Rabais résidents 10$ inscription hâtive","Rabais 2e enfant Programme de subvention","Rabais pour 2e et 3e enfants Subventions pour familles à faibles revenus","ouverture de dossier raccompagnenent","50%rabais 3e enfant",,,"Programme d'aide pour familles démunies 5$ rabais pour 2e enfant","Rabais plusieurs enfants  Rabsis plusieurs semaines",,"10$rabais 2e enfant 20$ 3e enfant rabais famille faible revenu:40%",,"Rabais pour plus d'un enfant et tarif pour plusieurs semaines",,"2e et 3e enfant 35$/sem. Transport Subvention famille démunies ",,,,,
,,"Tarifs spéciaux (nombre de camps) sans les projets parcs",,4,14,7,2,3,9,2,1,0,0,6,12,0,9,0,4,0,5,,,78,,
,,"Capacité d'accueil par semaine pour tous les camps excluant les projets parcs",1130,678,2063,556,361,936,964,260,,390,328,580,1353,995,521,447,681,603,1670,253,,14769,"86,3684210526316","(moyenne)"
,,"Nombre de répondants",11,4,21,11,4,6,9,2,19,6,1,6,14,7,9,5,9,6,17,4,,171,,
,,"touts-petits (3-5ans)",60,56,171,0,20,107,218,,247,180,8,50,124,23,52,50,50,91,239,80,,1826,,
,,"enfants (6-12ans)",1070,592,1696,478,295,779,596,200,1141,210,240,500,1154,925,469,50,529,417,1309,140,,12790,,
,,"ados: (12-17)",,30,196,78,46,50,150,60,234,0,80,30,75,47,,50,102,95,122,25,,1470,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Fréquentation totale par semaine pour tous les camps",911,588,1219,377,248,895,928,171,1229,390,223,580,1216,841,510,385,636,602,1512,234,,13695,"76,5083798882682","(moyenne)"
,,"Nombre de répondants",11,4,18,11,4,6,9,3,19,6,1,15,14,8,9,5,9,6,17,4,,179,,
,,"touts-petits (3-5ans)",53,32,114,0,9,96,190,0,173,180,8,50,78,45,51,50,65,87,220,84,,1585,,
,,"enfants (6-12ans)",858,526,1034,311,212,750,593,134,875,210,200,500,1087,726,459,285,483,408,1207,130,,10988,,
,,"ados: (12-17)",,30,71,66,27,49,145,37,181,0,15,30,51,70,,50,88,107,85,20,,1122,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Ratio minimum activités régulières",,,,,,,,,,,,,,,,,,,,,,,,
,,"touts-petits (3-5ans)",10,8,10,,5,8,8,,9,12,8,8,8,,9,,8,5,6,10,,5,,
,,"enfants (6-12ans)",15,10,20,8,6,10,10,12,12,15,15,10,10,15,11,8,4,3,6,12,,3,,
,,"ados: (12-17)",,15,20,8,7,13,15,,15,,9,12,15,,,,8,,15,15,,7,,
,,"Ratio maximum activités régulières",,,,,,,,,,,,,,,,,,,,,,,,
,,"touts-petits (3-5ans)",10,8,10,,,10,12,,9,12,8,8,8,,9,,8,8,10,10,,12,,
,,"enfants (6-12ans)",15,10,20,12,10,15,15,12,15,15,15,10,15,15,11,10,12,10,15,12,,20,,
,,"ados: (12-17)",,15,20,10,,15,"#5",,15,,9,12,15,,,,14,,15,15,,20,,
,,"Ratio minimum en sorties",,,,,,,,,,,,,,,,,,,,,,,,
,,"touts-petits (3-5ans)",7,8,8,,4,8,7,,3,8,18,,3,,9,,3,3,6,7,,3,,
,,"enfants (6-12ans)",10,10,15,8,5,,7,10,8,12,11,6,8,15,11,8,4,7,6,10,,4,,
,,"ados: (12-17)",,15,15,8,,,15,,,,9,12,,,,,7,,12,12,,7,,
,,"Ratio maximum en sorties",,,,,,,,,,,,,,,,,,,,,,,,
,,"touts-petits (3-5ans)",7,8,8,,4,10,10,,9,8,8,,10,,9,,4,7,10,7,,10,,
,,"enfants (6-12ans)",10,10,15,15,,15,15,10,15,12,11,6,15,15,11,8,12,8,15,10,,15,,
,,"ados: (12-17)",,15,15,15,7,,15,,,,9,12,,,,,12,,15,12,,15,,
,,"Ratio minimum sorties aquatiques",,,,,,,,,,,,,,,,,,,,,,,,
,,"touts-petits (3-5ans)",5,,8,3,4,3,3,,3,,,3,3,3,6,5,3,3,5,7,,3,,
,,"enfants (6-12ans)",8,8,15,6,5,10,7,10,,,10,,8,,8,6,4,3,6,10,,3,,
,,"ados: (12-17)",,,15,15,6,,8,15,,,9,,15,,,8,7,,6,12,,6,,
,,"Ratio maximum sorties aquatiques",,,,,,,,,,,,,,,,,,,,,,,,
,,"touts-petits (3-5ans)",5,,8,,,8,10,10,3,,,3,3,6,6,6,3,3,8,7,,10,,
,,"enfants (6-12ans)",6,6,15,8,8,15,15,15,,,10,,15,,8,7,5,6,15,10,,15,,
,,"ados: (12-17)",,,15,10,,15,10,,,,9,,,,,8,7,,10,12,,15,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"Projet parc avec inscription entre 45$ et 65$ pour l'été incluant le service de garde",,,,"Un camp pour pers handicapées n'a pas été pris en compte dans les ratios",,,"Un camp pour pers handicapées n'a pas été pris en compte dans les ratios",,,,,,,,,,,,,,,,
