ï»¿uuid,nom_institution_fr,nom_institution_en,telephone_fr,telephone_en,telephone_sansfrais,siteweb_fr,siteweb_en,adresse_municipale_fr,adresse_municipale_en,ville_fr,ville_en,region_fr,region_en,codepostal,courriel,longitude,latitude,lien_programmation_fr,lien_programmation_en,lien_activites_educatives_fr,lien_activites_educatives_en,champ_dinteret_fr,champ_dinteret_en,accessibilite_fr,accessibilite_en
aa5bfc480f7d9ff792cd155c94c36d84,BiosphÃ¨re | Espace pour la vie,BiosphÃ¨re | MontrÃ©al Space for Life,514 283-5000,514 283-5000,1 855 518-4506,https://espacepourlavie.ca/biosphere,https://espacepourlavie.ca/en/biosphere,"160, chemin Tour-de-l'Isle",160 chemin Tour-de-l'Isle,"Ãle Sainte-HÃ©lÃ¨ne, MontrÃ©al","Ãle Sainte-HÃ©lÃ¨ne, Montreal",MontrÃ©al,MontrÃ©al,H3C 4G8,webespacevie@montreal.ca,-73.531605,45.514051,https://calendrier.espacepourlavie.ca/,https://calendrier.espacepourlavie.ca/en/,https://espacepourlavie.ca/activites-educatives,https://espacepourlavie.ca/en/educational-activities,Environnement;Sciences,Environment;Science,AccÃ¨s partiel;DÃ©ficience auditive;DÃ©ficience visuelle,Partial access;Hearing impairments;Visual impairments
119a513b4ff75b648312bd3e89a1f797,Blockhaus de la RiviÃ¨re-Lacolle,Lacolle Mills Blockhouse,450 246-3227,450 246-3227,,www.ileauxnoix.com/fr/tourisme/blockhaus.html,,"1, rue Principale",1 rue Principale (Route 223),Saint-Paul-de-l'Ãle-aux-Noix,Saint-Paul-de-l'Ãle-aux-Noix,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J0J 1G0,info@ileauxnoix.qc.ca,-73.341333,45.069618,,,,,Histoire,History,,
9b5b72dbc069b7a07ab06afb4af99ab5,BorÃ©alis - Centre d'histoire de l'industrie papetiÃ¨re,"BorÃ©alis, center for the history of the paper industry",819 372-4633,819 372-4633,,www.borealis3r.ca/,http://www.borealis3r.ca/en/,"200, avenue des Draveurs","200, avenue des Draveurs",Trois-RiviÃ¨res,Trois-RiviÃ¨res,Mauricie,Mauricie,G9A 0B6,borealis@v3r.net,-72.532217,46.348584,http://www.borealis3r.ca/expositions/permanente/,http://www.borealis3r.ca/en/exhibitions/permanent/,http://www.borealis3r.ca/education/,http://www.borealis3r.ca/en/education/,Histoire,History,AccÃ¨s partiel;DÃ©ficience auditive,Partial access;Hearing impairments
1877a134da89ae4e8e9f8965306ac532,Cartier-BrÃ©beuf - Lieu historique national,Cartier-BrÃ©beuf National Historic Site,418 648-7016,418 648-4038,1 888 773-8888,https://www.pc.gc.ca/fr/lhn-nhs/qc/cartierbrebeuf,https://www.pc.gc.ca/en/lhn-nhs/qc/cartierbrebeuf,"175, rue de L'Espinay","175 rue de L'Espinay,",QuÃ©bec,Quebec City,RÃ©gion de QuÃ©bec,QuÃ©bec,,quebec.ev-ve@pc.gc.ca,-71.240103,46.825691,http://pc.gc.ca/fr/lhn-nhs/qc/cartierbrebeuf/activ,http://pc.gc.ca/en/lhn-nhs/qc/cartierbrebeuf/activ,http://pc.gc.ca/fr/lhn-nhs/qc/cartierbrebeuf/activ/Programmes-scolaires,http://pc.gc.ca/en/lhn-nhs/qc/cartierbrebeuf/activ/Programmes-scolaires,Histoire,History,,
edb88000669aae3e4be5ebd4b1462198,Centrale de la RiviÃ¨re-des-Prairies,RiviÃ¨re-des-Prairies Generating Station,1-800-365-5229,1-800-365-5229,1 800 365-5229,www.hydroquebec.com/visitez/laval/prairie.html,http://www.hydroquebec.com/visit/laval/prairie.html,"3400, rue du Barrage",3400 rue du Barrage,Laval,Laval,Laval,Laval,H7E 5A2,visites.beauharnois@hydro.qc.ca,-73.657076,45.590935,,,,,Environnement;Histoire;Sciences,Environment;History;Science,AccÃ¨s partiel,Partial access
96316050ac64de3dede6acfef152d677,Centrale Jean-Lesage (Manic-2),Jean-Lesage Generating Station (Manic 2),1 866 526-2642,1 866 526-2642,1 866 526-2642,www.hydroquebec.com/visitez/cote_nord/jean-lesage.html,http://www.hydroquebec.com/visit/cote_nord/jean-lesage.html,KilomÃ¨tre 22 de la route 389 Nord,Kilometre 22 on Road 389 N.,Baie-Comeau,Baie-Comeau,CÃ´te-Nord,CÃ´te-Nord,G4Z 3B1,hqp_visites_guidees_manicouagan@hydro.qc.ca,-68.346667,49.321667,,,,,Histoire;Technologies,History;Technology,AccÃ¨s partiel;DÃ©ficience auditive,Partial access;Hearing impairments
38d76cff9b87e7f31b74a086a9b2bb0c,Centre ArchÃ©o Topo,Centre ArchÃ©o Topo,418 232-6286,418 232-6286,1 866 832-6286,http://www.archeotopo.com/,,"498, rue de la Mer",498 rue de la Mer,Les Bergeronnes,Les Bergeronnes,CÃ´te-Nord,CÃ´te-Nord,G0T 1G0,archeo95@bellnet.ca,-69.553217,48.228976,http://www.archeotopo.com/expositions/,http://www.archeotopo.com/expositions/,,,ArchÃ©ologie;Histoire,Archaeology;History,AccÃ¨s partiel,Partial access
ad8cff17d65bcca6ef2d5562848476db,Centre Canadien d'Architecture,Canadian Centre for Architecture,514 939-7026,514 939-7026,,https://www.cca.qc.ca/fr/,https://www.cca.qc.ca/en/,"1920, rue Baile",1920 rue Baile,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H3H 2S6,jaleclerc@cca.qc.ca,-73.578726,45.491074,https://www.cca.qc.ca/fr/calendrier/,https://www.cca.qc.ca/fr/calendrier/,,,Art,Art,AccÃ¨s partiel;DÃ©ficience auditive,Partial access;Hearing impairments
8f3e20095378ac82d5ff48f7137d6c18,Centre culturel et du patrimoine Uplands,Uplands Cultural and Heritage Centre,819 564-0409,819 564-0409,,https://www.uplands.ca/,https://www.uplands.ca/centre/?q=en/node/52,"9, rue Speid",9 Speid,Sherbrooke,Sherbrooke,Cantons-de-l'Est,Eastern Townships,J1M 1R9,uplands@uplands.ca,-71.860529,45.368652,http://www.uplands.ca/centre/?q=accueil,http://www.uplands.ca/centre/?q=en/home,http://www.uplands.ca/centre/?q=activites-educatives,http://www.uplands.ca/centre/?q=en/educational,Art;Histoire,Art;History,AccÃ¨s partiel,Partial access
86cd3f5de1e2433c604f24ddd50c8344,Centre culturel Yvonne L. Bombardier,Yvonne L. Bombardier Cultural Centre,450 532-3033,450 532-3033,,http://centreculturelbombardier.com/,http://centreculturelbombardier.com/home/,"1002, avenue J.-A.-Bombardier",1002 avenue J.-A.-Bombardier,Valcourt,Valcourt,Cantons-de-l'Est,Eastern Townships,J0E 2L0,ccylb@fjab.qc.ca,-72.310541,45.494676,http://centreculturelbombardier.com/exposition-accueil/,http://centreculturelbombardier.com/exhibition-home/,http://centreculturelbombardier.com/groupes-scolaires/,http://centreculturelbombardier.com/groupes-scolaires-accueil-en/,Art,Art,,
3f55e936ab80353079c6f4c955388232,Centre dâart - lieu spÃ©cialisÃ© en diffusion des mÃ©tiers d'art,Centre dâart - lieu spÃ©cialisÃ© en diffusion des mÃ©tiers d'art,"819 333-2294, poste 236",819 333-2294 ext. 236,,www.ville.lasarre.qc.ca/fr/page/index.cfm?PageID=91,www.ville.lasarre.qc.ca/fr/page/index.cfm?PageID=91,"195, rue Principale",195 rue Principale,La Sarre,La Sarre,Abitibi-TÃ©miscamingue,Abitibi-TÃ©miscamingue,J9Z 1Y3,slafleur@ville.lasarre.qc.ca,-79.20539,48.80707,,,,,Art,Art,AccÃ¨s partiel,Partial access
aa197c9722cc3ab40ead89798cf3bf5f,Centre d'art de Kamouraska,Centre d'art de Kamouraska,418 492-9458,418 492-9458,,https://www.centredartkamouraska.ca/,https://www.centredartkamouraska.ca/,"111, avenue Morel",111 avenue Morel,Kamouraska,Kamouraska,Bas-Saint-Laurent,Bas-Saint-Laurent,G0L 1M0,info@kamouraska.org,-69.871297,47.562013,http://www.centredartkamouraska.ca/expositions/,http://www.centredartkamouraska.ca/expositions/,,,Art,Art,,
14735ad1926aff592fd00f69d130440a,Centre d'art Diane-Dufresne,Centre d'art Diane-Dufresne,450 470-3010,450 470-3010,,www.ville.repentigny.qc.ca/centredartdianedufresne.html,https://www.ville.repentigny.qc.ca/centredartdianedufresne,"11, allÃ©e de la CrÃ©ation",11 allÃ©e de la CrÃ©ation,Repentigny,Repentigny,LanaudiÃ¨re,LanaudiÃ¨re,J6A 0C2,renaudf@ville.repentigny.qc.ca,-73.448166,45.738677,http://www.ville.repentigny.qc.ca/centredartdianedufresne.html,http://www.ville.repentigny.qc.ca/centredartdianedufresne.html,https://www.ville.repentigny.qc.ca/vie-animee/centre-d%E2%80%99art-diane-dufresne/ateliers-et-programmes-educatifs/groupes-scolaires.html,https://www.ville.repentigny.qc.ca/vie-animee/centre-d%E2%80%99art-diane-dufresne/ateliers-et-programmes-educatifs/groupes-scolaires.html,Art,Art,,
776c0d3364de23fb7b418330ff533050,Centre d'art et d'exposition de Saint-Georges,Centre d'art et d'exposition de Saint-Georges,418 226-2271,418 226-2238,,http://www.saint-georges.ca/se-divertir/centre-dart-et-dexposition/,,"Centre culturel Marie-Fitzbach 250, 18e Rue",Centre culturel Marie-Fitzbach 250 - 18e Rue,Saint-Georges,Saint-Georges,ChaudiÃ¨re-Appalaches,ChaudiÃ¨re-Appalaches,G5Y 4S9,caroline.veilleux@ville.saint-georges.qc.ca,-70.674053,46.116946,http://www.saint-georges.ca/activites/,http://www.saint-georges.ca/category/activites/expositions/,,,Art;Histoire,Art;History,,
349ed8973f7ca4218f0323496f65a520,Centre d'art Jacques-et-Michel-Auger,Centre d'art Jacques-et-Michel-Auger,819 751-4517,819 751-4517,,www.centredartauger.com,www.centredartauger.com,"150, rue Notre-Dame Est",150 Notre-Dame East street,Victoriaville,Victoriaville,Centre-du-QuÃ©bec,Centre-du-QuÃ©bec,G6P 3Z6,artsvisuels@lecarre150.com,-71.9556,46.056937,https://www.lecarre150.com/Expositions#/?mois=0&annee=0,,,,Art,Art,AccÃ¨s partiel;DÃ©ficience auditive,Partial access;Hearing impairments
003574345fd7a010b1181731686a1e88,Centre de dÃ©couverte du milieu marin - Aire marine nationale de conservation,Marine Environment Discovery Centre - Saguenay - National Marine Conservation Area,418 233-4414,418 233-4414,1 888 773-8888,http://www.parcmarin.qc.ca,http://parcmarin.qc.ca/home/,"41, rue des Pilotes",41 rue des Pilotes,Les Escoumins,Les Escoumins,CÃ´te-Nord,CÃ´te-Nord,G0T 1K0,pc.infossl@canada.ca,-69.414061,48.318267,,,,,Environnement,Environment,,
ac01516f63869d3d5891838eb40f57fa,Centre des sciences de MontrÃ©al,MontrÃ©al Science Centre,514 496-4724,514 496-4724,1 877 496-4724,www.centredessciencesdemontreal.com/,https://www.montrealsciencecentre.com/,"2, rue de la Commune Ouest",Corner of Saint-Laurent Boulevard and de la Commune Street,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H2X 2E2,info@vieuxportdemontreal.com,-73.5532,45.50532,http://www.centredessciencesdemontreal.com/expositions,http://www.montrealsciencecentre.com/exhibitions,http://www.centredessciencesdemontreal.com/education-groupes,http://www.montrealsciencecentre.com/education-groups,Sciences;Technologies,Science;Technology,AccÃ¨s total;DÃ©ficience auditive,Full access;Hearing impairments
ac609c289b841e5454ba6278e386cea9,Centre d'exploration du Parc de la RiviÃ¨re-des-Mille-Ãles,Parc de la RiviÃ¨re-des-Mille-Ãles Exploration Centre,450 622-1020,450 622-1020,,https://www.parc-mille-iles.qc.ca/,https://www.parc-mille-iles.qc.ca/en/,"345, boulevard Sainte-Rose",345 Sainte-Rose Blvd.,Laval,Laval,Laval,Laval,H7L 1M7,info@parc-mille-iles.qc.ca,-73.796609,45.608418,https://www.parc-mille-iles.qc.ca/centre-dexploration/exposition-permanente/,https://www.parc-mille-iles.qc.ca/en/exploration-centre/permanent-exhibition/,https://www.parc-mille-iles.qc.ca/activites/ete/groupes/scolaire/,https://www.parc-mille-iles.qc.ca/en/activities/summer/groups/school/,Environnement;Histoire;Sciences,Environment;History;Science,,
5bd24c90be79476a061385b903dca6e7,Centre d'exposition d'Amos,Centre d'exposition d'Amos,819 732-6070,819 732-6070,,www.ville.amos.qc.ca/,www.ville.amos.qc.ca/programmation-du-centre-dexposition,"222, 1Ã¨re Avenue Est",222 - 1Ã¨re Avenue Est,Amos,Amos,Abitibi-TÃ©miscamingue,Abitibi-TÃ©miscamingue,J9T 1H3,exposition@amos.quebec,-78.110981,48.571703,http://ville.amos.qc.ca/programmation-du-centre-dexposition,http://ville.amos.qc.ca/programmation-du-centre-dexposition,,,Art,Art,AccÃ¨s partiel,Partial access
ac2f6af97772503eec6cea9205aa9167,Centre d'exposition de l'UniversitÃ© de MontrÃ©al,Centre d'exposition de l'UniversitÃ© de MontrÃ©al,"514 343-6111, poste 4694",514 343-6111 ext. 4694,,www.expo.umontreal.ca/,,"2940, chemin de la CÃ´te-Sainte-Catherine Pavillon de la FacultÃ© de l'amÃ©nagement UniversitÃ© de MontrÃ©al Local 0056",2940 CÃ´te-Sainte-Catherine FacultÃ© de l'amÃ©nagement Pavilion UniversitÃ© de MontrÃ©al Room 0056,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H3T 1B9,informations@expo.umontreal.ca,-73.621279,45.504516,https://www.centre-expo-udem.com/,https://www.centre-expo-udem.com/,,,Art,Art,AccÃ¨s total,Full access
cdc347bfa05deec1a636ed53a6ee3b57,Centre d'exposition de Mont-Laurier,Centre d'exposition de Mont-Laurier,819 623-2441,819 623-2441,,https://www.expomontlaurier.ca/,,"385, rue du Pont",385 rue du Pont,Mont-Laurier,Mont-Laurier,Laurentides,Laurentides,J9L 3N7,ceml@lino.sympatico.ca,-75.498351,46.550149,http://www.expomontlaurier.ca/presentement,http://www.expomontlaurier.ca/presentement,http://www.expomontlaurier.ca/service-educatif,http://www.expomontlaurier.ca/service-educatif,Art,Art,,
034623fd4cef8c3751d1cf01cd0ed25d,Centre d'exposition de Val-David - La Maison du village,Centre d'exposition de Val-David - La Maison du village,819 322-7474,819 322-7474,,www.culture.val-david.qc.ca/,,"2495, rue de l'Ãglise",2495 rue de l'Ãglise,Val-David,Val-David,Laurentides,Laurentides,J0T 2N0,centre@culture.val-david.qc.ca,-74.20731,46.030046,http://www.culture.val-david.qc.ca/index2.php,http://www.culture.val-david.qc.ca/index2.php,http://www.culture.val-david.qc.ca/pages/programme_educatif.php,http://www.culture.val-david.qc.ca/pages/programme_educatif.php,Art,Art,,
1d19d312ba3b370f92aa36da9ed979b5,Centre d'exposition du Vieux PresbytÃ¨re,Centre d'exposition du Vieux PresbytÃ¨re,450 441-8331,450 441-8331,,https://stbruno.ca/loisirs-et-culture/centre-d-exposition-du-vieux-presbytere/,,"15, rue des Peupliers",15 des Peupliers,Saint-Bruno-de-Montarville,Saint-Bruno-de-Montarville,MontÃ©rÃ©gie,MontÃ©rÃ©gie,J3V 2L9,helene.vanier@stbruno.ca,-73.335631,45.52401,https://stbruno.ca/loisirs-et-culture/centre-d-exposition-du-vieux-presbytere/programmation/,,,,Art,Art,,
6666eeadb7b21be6d730cc33c12db946,Centre d'exposition La-Prison-des-Patriotes,Centre d'exposition La-Prison-des-Patriotes,450 787-3623,,,www.mndp.qc.ca/la-prison-des-patriotes/,,"903, avenue De Lorimier",903 De Lorimier,MontrÃ©al,Montreal,MontrÃ©al,MontrÃ©al,H2K 3V9,info@mndp.qc.ca,-73.546421,45.523516,http://www.mndp.qc.ca/la-prison-des-patriotes/exposition-permanente/,http://www.mndp.qc.ca/la-prison-des-patriotes/exposition-permanente/,http://www.mndp.qc.ca/la-prison-des-patriotes/activites-educatives/,http://www.mndp.qc.ca/la-prison-des-patriotes/activites-educatives/,Histoire,History,AccÃ¨s partiel,Partial access
9a85c26cfd5d8e8f55152498a464e7d6,Centre d'exposition LÃ©o-Ayotte de Culture Shawinigan,Centre d'exposition de la Corporation culturelle de Shawinigan,819 539-1888,819 539-1888,,https://leo-ayotte.ca/,,"2100, boulevard des HÃªtres",2100 boulevard des HÃªtres,Shawinigan,Shawinigan,Mauricie,Mauricie,G9N 8R8,info@cultureshawinigan.ca,-72.748244,46.559015,,,https://leo-ayotte.ca/offre-scolaire,https://leo-ayotte.ca/offre-scolaire,Art,Art,AccÃ¨s partiel;DÃ©ficience auditive,Partial access;Hearing impairments
fa392976eff0e1a8af56aa679c5e45f6,Centre d'exposition L'Imagier,Centre d'exposition L'Imagier,819 684-1445,819 684-1445,,https://limagier.qc.ca/,https://limagier.qc.ca/en/,"9, rue Front",9 rue Front,Gatineau,Gatineau,Outaouais,Outaouais,J9H 4W8,info@limagier.qc.ca,-75.854887,45.395373,,,,,Art,Art,,
aab5292f8b0c4b5cc5ac211589cea1ea,Centre d'exposition Louise-Carrier,Centre d'exposition Louise-Carrier,418 838-6001,,,https://centrelouise-carrier.com/,,"33, rue Wolfe",33 Wolfe,LÃ©vis,LÃ©vis,ChaudiÃ¨re-Appalaches,ChaudiÃ¨re-Appalaches,G6V 3X5,dcl@ville.levis.qc.ca,-71.184127,46.808657,https://centrelouise-carrier.com/,,,,Art,Art,,
e425b72efb8a0cbedcbe11f23a2b0483,Centre d'exposition Raymond-Lasnier - Maison de la culture de Trois-RiviÃ¨res,Centre d'exposition Raymond-Lasnier - Maison de la culture de Trois-RiviÃ¨res,819 372-4611,819 372-4611,,https://www.cultur3r.com/lieux/centre-dexposition-raymond-lasnier/,,"1425, place de l'HÃ´tel-de-Ville",1425 place de l'HÃ´tel-de-Ville,Trois-RiviÃ¨res,Trois-RiviÃ¨res,Mauricie,Mauricie,G9A 5H3,cerl@v3r.net,-72.542694,46.343137,http://www.cer-l.com/expositions-a-venir/2-expositions-a-venir.html,http://www.cer-l.com/expositions-a-venir/2-expositions-a-venir.html,http://www.cer-l.com/activites-educatives/29-prescolaire.html,http://www.cer-l.com/activites-educatives/29-prescolaire.html,Art,Art,,
da6ff497e1d4522feaea2ea1f9d60e05,Centre d'histoire d'Arvida et Centre d'histoire Sir-William-Price,Centre d'histoire Sir-William-Price,418 695-7278,418 695-7278,,https://sirwilliamprice.com/,https://sirwilliamprice.com/en/,"1994, rue Price C.P. 2314","1994 rue Price, C.P. 2314",JonquiÃ¨re,JonquiÃ¨re,SaguenayâLac-Saint-Jean,SaguenayâLac-Saint-Jean,G7X 7X8,info@sirwilliamprice.com,-71.243742,48.423818,https://sirwilliamprice.com/expositions/,https://sirwilliamprice.com/en/expositions/,https://www.citedelaluminium.ca/#,,Histoire,History,AccÃ¨s total,Full access
e93595f76bcf76562690096b13f02f8f,Centre d'histoire et d'archÃ©ologie de la MÃ©tabetchouane,Centre d'histoire et d'archÃ©ologie de la MÃ©tabetchouane,418 346-5341,,,https://chamdesbiens.com/,,"243, rue HÃ©bert (route 169)",243 HÃ©bert (route 169),Desbiens,Desbiens,SaguenayâLac-Saint-Jean,SaguenayâLac-Saint-Jean,G0W 1N0,lepostedetraite@gmail.com,-71.963248,48.42008,https://chamdesbiens.com/expositions,,https://chamdesbiens.com/programmes-educatifs,,ArchÃ©ologie;Histoire,Archaeology;History,AccÃ¨s total;DÃ©ficience auditive;DÃ©ficience visuelle,Full access;Hearing impairments;Visual impairments
5e8709fad2b410bafb398cd767b3272b,Centre d'initiation au patrimoine - La Grande Ferme,Centre d'initiation au patrimoine - La Grande Ferme,418 827-4608,418 827-4608,,http://www.lagrandeferme.qc.ca/,,"800, chemin du Cap-Tourmente",800 chemin du Cap-Tourmente,Saint-Joachim,Saint-Joachim,RÃ©gion de QuÃ©bec,QuÃ©bec,G0A 3X0,info@lagrandeferme.qc.ca,-70.818067,47.0538,,,,,ArchÃ©ologie;Histoire,Archaeology;History,,
4e53ef68bc4a18f5b9dfbbd0d50a7543,Centre d'interprÃ©tation de la foresterie,Centre d'interprÃ©tation de la foresterie,819 333-3318,819 333-3318,,http://www.ville.lasarre.qc.ca/fr/page/index.cfm?PageID=110,,"600, rue Principale",600 rue Principale,La Sarre,La Sarre,Abitibi-TÃ©miscamingue,Abitibi-TÃ©miscamingue,J9Z 2A1,slafleur@ville.lasarre.qc.ca,-79.205894,48.793159,,,,,Histoire;Sciences,History;Science,AccÃ¨s partiel,Partial access
