variableID,Domaine,NomVariable,UniteMesure,AnneeDonne,Ville,noVariablePourFormule,Valeur
6811,Bibliothèques,Revenus d’autres municipalités aux bibliothèques,$,2016,Montréal,VBIB100041,29 568 872
6811,Bibliothèques,Revenus d’autres municipalités aux bibliothèques,$,2017,Montréal,VBIB100041,23 020 919
6811,Bibliothèques,Revenus d’autres municipalités aux bibliothèques,$,2018,Montréal,VBIB100041,21 161 530
6811,Bibliothèques,Revenus d’autres municipalités aux bibliothèques,$,2019,Montréal,VBIB100041,19 603 380
6811,Bibliothèques,Revenus d’autres municipalités aux bibliothèques,$,2020,Montréal,VBIB100041,20 357 831
6200,Bibliothèques,Nombre de prêts de documents physiques,Quantité,2015,Montréal,VBIB900013,11 605 309
6200,Bibliothèques,Nombre de prêts de documents physiques,Quantité,2016,Montréal,VBIB900013,11 823 399
6200,Bibliothèques,Nombre de prêts de documents physiques,Quantité,2017,Montréal,VBIB900013,11 758 510
6200,Bibliothèques,Nombre de prêts de documents physiques,Quantité,2018,Montréal,VBIB900013,11 717 436
6200,Bibliothèques,Nombre de prêts de documents physiques,Quantité,2019,Montréal,VBIB900013,11 198 694
6200,Bibliothèques,Nombre de prêts de documents physiques,Quantité,2020,Montréal,VBIB900013,4 390 248
6201,Bibliothèques,Nombre de participations annuelles aux activités,Quantité,2015,Montréal,VBIB900014,559 352
6201,Bibliothèques,Nombre de participations annuelles aux activités,Quantité,2016,Montréal,VBIB900014,577 127
6201,Bibliothèques,Nombre de participations annuelles aux activités,Quantité,2017,Montréal,VBIB900014,601 675
6201,Bibliothèques,Nombre de participations annuelles aux activités,Quantité,2018,Montréal,VBIB900014,635 811
6201,Bibliothèques,Nombre de participations annuelles aux activités,Quantité,2019,Montréal,VBIB900014,609 482
6201,Bibliothèques,Nombre de participations annuelles aux activités,Quantité,2020,Montréal,VBIB900014,314 698
6202,Bibliothèques,Nombre de consultations sur place,Quantité,2015,Montréal,VBIB900015,2 982 104
6202,Bibliothèques,Nombre de consultations sur place,Quantité,2016,Montréal,VBIB900015,2 593 750
6202,Bibliothèques,Nombre de consultations sur place,Quantité,2017,Montréal,VBIB900015,2 584 400
6202,Bibliothèques,Nombre de consultations sur place,Quantité,2018,Montréal,VBIB900015,2 117 900
6202,Bibliothèques,Nombre de consultations sur place,Quantité,2019,Montréal,VBIB900015,1 970 653
6203,Bibliothèques,Nombre d’utilisations des ordinateurs publics,Quantité,2015,Montréal,VBIB900016,903 714
6203,Bibliothèques,Nombre d’utilisations des ordinateurs publics,Quantité,2016,Montréal,VBIB900016,938 561
6203,Bibliothèques,Nombre d’utilisations des ordinateurs publics,Quantité,2017,Montréal,VBIB900016,974 335
6203,Bibliothèques,Nombre d’utilisations des ordinateurs publics,Quantité,2018,Montréal,VBIB900016,924 466
6203,Bibliothèques,Nombre d’utilisations des ordinateurs publics,Quantité,2019,Montréal,VBIB900016,935 191
6203,Bibliothèques,Nombre d’utilisations des ordinateurs publics,Quantité,2020,Montréal,VBIB900016,203 406
6204,Bibliothèques,Nombre de connexions au réseau sans fil,Quantité,2017,Montréal,VBIB900017,334 383
6204,Bibliothèques,Nombre de connexions au réseau sans fil,Quantité,2018,Montréal,VBIB900017,776 593
6204,Bibliothèques,Nombre de connexions au réseau sans fil,Quantité,2019,Montréal,VBIB900017,951 637
6205,Bibliothèques,Nombre de prêts de documents numériques,Quantité,2015,Montréal,VBIB900018,122 076
6205,Bibliothèques,Nombre de prêts de documents numériques,Quantité,2016,Montréal,VBIB900018,168 899
6205,Bibliothèques,Nombre de prêts de documents numériques,Quantité,2017,Montréal,VBIB900018,243 539
6205,Bibliothèques,Nombre de prêts de documents numériques,Quantité,2018,Montréal,VBIB900018,313 827
6205,Bibliothèques,Nombre de prêts de documents numériques,Quantité,2019,Montréal,VBIB900018,369 309
6205,Bibliothèques,Nombre de prêts de documents numériques,Quantité,2020,Montréal,VBIB900018,727 924
6206,Bibliothèques,Nombre de consultations des bases de données,Quantité,2015,Montréal,VBIB900019,80 920
6206,Bibliothèques,Nombre de consultations des bases de données,Quantité,2016,Montréal,VBIB900019,88 940
6206,Bibliothèques,Nombre de consultations des bases de données,Quantité,2017,Montréal,VBIB900019,215 945
6206,Bibliothèques,Nombre de consultations des bases de données,Quantité,2018,Montréal,VBIB900019,343 796
6206,Bibliothèques,Nombre de consultations des bases de données,Quantité,2019,Montréal,VBIB900019,393 578
6206,Bibliothèques,Nombre de consultations des bases de données,Quantité,2020,Montréal,VBIB900019,1 215 714
6207,Bibliothèques,Nombre de demandes d’information pour les questions de référence,Quantité,2015,Montréal,VBIB900020,532 850
6207,Bibliothèques,Nombre de demandes d’information pour les questions de référence,Quantité,2016,Montréal,VBIB900020,506 750
6207,Bibliothèques,Nombre de demandes d’information pour les questions de référence,Quantité,2017,Montréal,VBIB900020,495 600
6207,Bibliothèques,Nombre de demandes d’information pour les questions de référence,Quantité,2018,Montréal,VBIB900020,449 600
6207,Bibliothèques,Nombre de demandes d’information pour les questions de référence,Quantité,2019,Montréal,VBIB900020,433 709
6208,Bibliothèques,Nombre de demandes d’information transmises par voie électronique,Quantité,2015,Montréal,VBIB900021,7 150
6208,Bibliothèques,Nombre de demandes d’information transmises par voie électronique,Quantité,2016,Montréal,VBIB900021,7 600
6208,Bibliothèques,Nombre de demandes d’information transmises par voie électronique,Quantité,2017,Montréal,VBIB900021,6 800
6208,Bibliothèques,Nombre de demandes d’information transmises par voie électronique,Quantité,2018,Montréal,VBIB900021,8 800
6208,Bibliothèques,Nombre de demandes d’information transmises par voie électronique,Quantité,2019,Montréal,VBIB900021,6 236
6209,Bibliothèques,Nombre de demandes d’information pour les recommandations de lecture,Quantité,2015,Montréal,VBIB900022,119 050
6209,Bibliothèques,Nombre de demandes d’information pour les recommandations de lecture,Quantité,2016,Montréal,VBIB900022,137 200
6209,Bibliothèques,Nombre de demandes d’information pour les recommandations de lecture,Quantité,2017,Montréal,VBIB900022,167 550
6209,Bibliothèques,Nombre de demandes d’information pour les recommandations de lecture,Quantité,2018,Montréal,VBIB900022,116 750
6209,Bibliothèques,Nombre de demandes d’information pour les recommandations de lecture,Quantité,2019,Montréal,VBIB900022,117 624
6210,Bibliothèques,Nombre de demandes d’information relatives aux technologies logiciels médias sociaux etc.,Quantité,2015,Montréal,VBIB900023,139 900
6210,Bibliothèques,Nombre de demandes d’information relatives aux technologies logiciels médias sociaux etc.,Quantité,2016,Montréal,VBIB900023,143 250
6210,Bibliothèques,Nombre de demandes d’information relatives aux technologies logiciels médias sociaux etc.,Quantité,2017,Montréal,VBIB900023,172 100
6210,Bibliothèques,Nombre de demandes d’information relatives aux technologies logiciels médias sociaux etc.,Quantité,2018,Montréal,VBIB900023,130 900
6210,Bibliothèques,Nombre de demandes d’information relatives aux technologies logiciels médias sociaux etc.,Quantité,2019,Montréal,VBIB900023,127 121
6211,Bibliothèques,Nombre annuel d’entrées physiques,Quantité,2015,Montréal,VBIB900024,7 857 747
6211,Bibliothèques,Nombre annuel d’entrées physiques,Quantité,2016,Montréal,VBIB900024,8 168 445
6211,Bibliothèques,Nombre annuel d’entrées physiques,Quantité,2017,Montréal,VBIB900024,8 396 189
6211,Bibliothèques,Nombre annuel d’entrées physiques,Quantité,2018,Montréal,VBIB900024,8 319 243
6211,Bibliothèques,Nombre annuel d’entrées physiques,Quantité,2019,Montréal,VBIB900024,8 401 098
6211,Bibliothèques,Nombre annuel d’entrées physiques,Quantité,2020,Montréal,VBIB900024,2 959 238
6212,Bibliothèques,Nombre annuel de visites virtuelles,Quantité,2015,Montréal,VBIB900025,7 864 017
6212,Bibliothèques,Nombre annuel de visites virtuelles,Quantité,2016,Montréal,VBIB900025,8 835 188
6212,Bibliothèques,Nombre annuel de visites virtuelles,Quantité,2017,Montréal,VBIB900025,10 470 570
6212,Bibliothèques,Nombre annuel de visites virtuelles,Quantité,2018,Montréal,VBIB900025,10 958 622
6212,Bibliothèques,Nombre annuel de visites virtuelles,Quantité,2019,Montréal,VBIB900025,11 299 156
6212,Bibliothèques,Nombre annuel de visites virtuelles,Quantité,2020,Montréal,VBIB900025,2 347 324
6217,Bibliothèques,Nombre total de documents en bibliothèques,Quantité,2015,Montréal,VBIB900026,4 298 604
6217,Bibliothèques,Nombre total de documents en bibliothèques,Quantité,2016,Montréal,VBIB900026,4 302 797
6217,Bibliothèques,Nombre total de documents en bibliothèques,Quantité,2017,Montréal,VBIB900026,4 177 921
6217,Bibliothèques,Nombre total de documents en bibliothèques,Quantité,2018,Montréal,VBIB900026,4 093 327
6217,Bibliothèques,Nombre total de documents en bibliothèques,Quantité,2019,Montréal,VBIB900026,4 083 378
6217,Bibliothèques,Nombre total de documents en bibliothèques,Quantité,2020,Montréal,VBIB900026,4 274 246
6219,Bibliothèques,Nombre de documents pour le prêt,Quantité,2015,Montréal,VBIB900027,4 189 631
6219,Bibliothèques,Nombre de documents pour le prêt,Quantité,2016,Montréal,VBIB900027,4 189 643
6219,Bibliothèques,Nombre de documents pour le prêt,Quantité,2017,Montréal,VBIB900027,4 085 142
6219,Bibliothèques,Nombre de documents pour le prêt,Quantité,2018,Montréal,VBIB900027,4 080 082
6219,Bibliothèques,Nombre de documents pour le prêt,Quantité,2019,Montréal,VBIB900027,3 998 516
6219,Bibliothèques,Nombre de documents pour le prêt,Quantité,2020,Montréal,VBIB900027,3 723 276
6896,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques,heure,2015,Montréal,VBIB900052,122 600
6896,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques,heure,2016,Montréal,VBIB900052,120 617
6896,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques,heure,2017,Montréal,VBIB900052,125 434
6896,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques,heure,2018,Montréal,VBIB900052,125 399
6896,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques,heure,2019,Montréal,VBIB900052,124 150
6896,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques,heure,2020,Montréal,VBIB900052,82 828
6898,Bibliothèques,Nombre de bibliothèques,Quantité,2015,Montréal,VBIB900054,45
6898,Bibliothèques,Nombre de bibliothèques,Quantité,2016,Montréal,VBIB900054,45
6898,Bibliothèques,Nombre de bibliothèques,Quantité,2017,Montréal,VBIB900054,45
6898,Bibliothèques,Nombre de bibliothèques,Quantité,2018,Montréal,VBIB900054,45
6898,Bibliothèques,Nombre de bibliothèques,Quantité,2019,Montréal,VBIB900054,45
6898,Bibliothèques,Nombre de bibliothèques,Quantité,2020,Montréal,VBIB900054,45
6899,Bibliothèques,Dépenses d’acquisition pour les documents physiques,$,2015,Montréal,VBIB100055,6 814 079 $
6899,Bibliothèques,Dépenses d’acquisition pour les documents physiques,$,2016,Montréal,VBIB100055,6 946 231
6899,Bibliothèques,Dépenses d’acquisition pour les documents physiques,$,2017,Montréal,VBIB100055,6 574 723
6899,Bibliothèques,Dépenses d’acquisition pour les documents physiques,$,2018,Montréal,VBIB100055,6 606 693
6899,Bibliothèques,Dépenses d’acquisition pour les documents physiques,$,2019,Montréal,VBIB100055,6 301 459
6899,Bibliothèques,Dépenses d’acquisition pour les documents physiques,$,2020,Montréal,VBIB100055,7 192 827
6977,Bibliothèques,Nombre d’utilisations électroniques,Quantité,2015,Montréal,VBIB900066,9 117 777
6977,Bibliothèques,Nombre d’utilisations électroniques,Quantité,2016,Montréal,VBIB900066,10 182 438
6977,Bibliothèques,Nombre d’utilisations électroniques,Quantité,2017,Montréal,VBIB900066,12 417 672
6977,Bibliothèques,Nombre d’utilisations électroniques,Quantité,2018,Montréal,VBIB900066,13 457 004
6977,Bibliothèques,Nombre d’utilisations électroniques,Quantité,2019,Montréal,VBIB900066,14 082 228
6977,Bibliothèques,Nombre d’utilisations électroniques,Quantité,2020,Montréal,VBIB900066,4 494 368
6978,Bibliothèques,Nombre d’utilisations physiques dans une bibliothèque,Quantité,2015,Montréal,VBIB900067,23 656 412
6978,Bibliothèques,Nombre d’utilisations physiques dans une bibliothèque,Quantité,2016,Montréal,VBIB900067,23 806 671
6978,Bibliothèques,Nombre d’utilisations physiques dans une bibliothèque,Quantité,2017,Montréal,VBIB900067,24 003 924
6978,Bibliothèques,Nombre d’utilisations physiques dans une bibliothèque,Quantité,2018,Montréal,VBIB900067,23 356 740
6978,Bibliothèques,Nombre d’utilisations physiques dans une bibliothèque,Quantité,2019,Montréal,VBIB900067,22 731 260
6978,Bibliothèques,Nombre d’utilisations physiques dans une bibliothèque,Quantité,2020,Montréal,VBIB900067,7 664 184
6023,Bibliothèques,Dépenses d’acquisition pour les documents numériques,$,2015,Montréal,VBIB100001,753 243 $
6023,Bibliothèques,Dépenses d’acquisition pour les documents numériques,$,2016,Montréal,VBIB100001,1 119 014
6023,Bibliothèques,Dépenses d’acquisition pour les documents numériques,$,2017,Montréal,VBIB100001,1 009 904
6023,Bibliothèques,Dépenses d’acquisition pour les documents numériques,$,2018,Montréal,VBIB100001,1 108 615
6023,Bibliothèques,Dépenses d’acquisition pour les documents numériques,$,2019,Montréal,VBIB100001,1 287 681
6023,Bibliothèques,Dépenses d’acquisition pour les documents numériques,$,2020,Montréal,VBIB100001,2 028 846
6339,Bibliothèques,Nombre de postes informatiques publics,Quantité,2015,Montréal,VBIB900028,804
6339,Bibliothèques,Nombre de postes informatiques publics,Quantité,2016,Montréal,VBIB900028,846
6339,Bibliothèques,Nombre de postes informatiques publics,Quantité,2017,Montréal,VBIB900028,890
6339,Bibliothèques,Nombre de postes informatiques publics,Quantité,2018,Montréal,VBIB900028,929
6339,Bibliothèques,Nombre de postes informatiques publics,Quantité,2019,Montréal,VBIB900028,950
6339,Bibliothèques,Nombre de postes informatiques publics,Quantité,2020,Montréal,VBIB900028,950
6028,Bibliothèques,Coûts directs relatifs à la bibliothèque (BCM),$,2015,Montréal,VBIB100003,35 214 739
6028,Bibliothèques,Coûts directs relatifs à la bibliothèque (BCM),$,2016,Montréal,VBIB100003,35 760 966
6028,Bibliothèques,Coûts directs relatifs à la bibliothèque (BCM),$,2017,Montréal,VBIB100003,31 004 950
6028,Bibliothèques,Coûts directs relatifs à la bibliothèque (BCM),$,2018,Montréal,VBIB100003,29 240 199
6028,Bibliothèques,Coûts directs relatifs à la bibliothèque (BCM),$,2019,Montréal,VBIB100003,27 761 188
6028,Bibliothèques,Coûts directs relatifs à la bibliothèque (BCM),$,2020,Montréal,VBIB100003,28 445 222
6034,Bibliothèques,Coûts du soutien aux activités relatifs à la bibliothèque (BCM),$,2015,Montréal,VBIB100009,
6034,Bibliothèques,Coûts du soutien aux activités relatifs à la bibliothèque (BCM),$,2016,Montréal,VBIB100009,
6034,Bibliothèques,Coûts du soutien aux activités relatifs à la bibliothèque (BCM),$,2017,Montréal,VBIB100009,
6034,Bibliothèques,Coûts du soutien aux activités relatifs à la bibliothèque (BCM),$,2018,Montréal,VBIB100009,
6034,Bibliothèques,Coûts du soutien aux activités relatifs à la bibliothèque (BCM),$,2019,Montréal,VBIB100009,
6034,Bibliothèques,Coûts du soutien aux activités relatifs à la bibliothèque (BCM),$,2020,Montréal,VBIB100009,
6384,Bibliothèques,Dépenses d’acquisition pour les documents numériques (BCM),$,2015,Montréal,VBIB100031,1 557 699
6384,Bibliothèques,Dépenses d’acquisition pour les documents numériques (BCM),$,2016,Montréal,VBIB100031,2 117 394
6384,Bibliothèques,Dépenses d’acquisition pour les documents numériques (BCM),$,2017,Montréal,VBIB100031,1 961 681
6384,Bibliothèques,Dépenses d’acquisition pour les documents numériques (BCM),$,2018,Montréal,VBIB100031,1 580 356
6384,Bibliothèques,Dépenses d’acquisition pour les documents numériques (BCM),$,2019,Montréal,VBIB100031,1 545 401
6384,Bibliothèques,Dépenses d’acquisition pour les documents numériques (BCM),$,2020,Montréal,VBIB100031,1 998 455
6932,Bibliothèques,Dépenses d’acquisition pour les documents physiques (BCM),$,2015,Montréal,VBIB100065,3 727 226
6932,Bibliothèques,Dépenses d’acquisition pour les documents physiques (BCM),$,2016,Montréal,VBIB100065,3 618 611
6932,Bibliothèques,Dépenses d’acquisition pour les documents physiques (BCM),$,2017,Montréal,VBIB100065,3 545 868
