KPIID,Domaine,NomIndicateur,UniteMesure,noIndicateur,TypeIndicateur,ville,DateDonnee,Calcul,Valeur
2413,Approvisionnement,Nombre moyen d'offres par appel d'offres,Quantité,FPUR415,REMC,Montréal,2015,VAPP900016 / VAPP900017,"4,36"
2413,Approvisionnement,Nombre moyen d'offres par appel d'offres,Quantité,FPUR415,REMC,Montréal,2016,VAPP900016 / VAPP900017,"4,61"
2413,Approvisionnement,Nombre moyen d'offres par appel d'offres,Quantité,FPUR415,REMC,Montréal,2017,VAPP900016 / VAPP900017,"4,51"
2413,Approvisionnement,Nombre moyen d'offres par appel d'offres,Quantité,FPUR415,REMC,Montréal,2018,VAPP900016 / VAPP900017,"5,13"
2413,Approvisionnement,Nombre moyen d'offres par appel d'offres,Quantité,FPUR415,REMC,Montréal,2019,VAPP900016 / VAPP900017,"7,48"
2413,Approvisionnement,Nombre moyen d'offres par appel d'offres,Quantité,FPUR415,REMC,Montréal,2020,VAPP900016 / VAPP900017,"8,22"
2422,Approvisionnement,Pourcentage de biens et services octroyés par le service centralisé des achats via un processus d'approvisionnement,%,FPUR107,REMC,Montréal,2014,VAPP900010 / VAPP900012,"31,21%"
2422,Approvisionnement,Pourcentage de biens et services octroyés par le service centralisé des achats via un processus d'approvisionnement,%,FPUR107,REMC,Montréal,2015,VAPP900010 / VAPP900012,"60,50%"
2422,Approvisionnement,Pourcentage de biens et services octroyés par le service centralisé des achats via un processus d'approvisionnement,%,FPUR107,REMC,Montréal,2016,VAPP900010 / VAPP900012,"38,63%"
2422,Approvisionnement,Pourcentage de biens et services octroyés par le service centralisé des achats via un processus d'approvisionnement,%,FPUR107,REMC,Montréal,2017,VAPP900010 / VAPP900012,"36,35%"
2422,Approvisionnement,Pourcentage de biens et services octroyés par le service centralisé des achats via un processus d'approvisionnement,%,FPUR107,REMC,Montréal,2018,VAPP900010 / VAPP900012,"70,54%"
2422,Approvisionnement,Pourcentage de biens et services octroyés par le service centralisé des achats via un processus d'approvisionnement,%,FPUR107,REMC,Montréal,2019,VAPP900010 / VAPP900012,"28,04%"
2422,Approvisionnement,Pourcentage de biens et services octroyés par le service centralisé des achats via un processus d'approvisionnement,%,FPUR107,REMC,Montréal,2020,VAPP900010 / VAPP900012,"41,47%"
2702,Approvisionnement,Valeur des octrois de biens et services par employé du service centralisé des achats,$,FPUR355,REMC,Montréal,2017,VAPP900010  / VAPP900033,5 956 039$
2702,Approvisionnement,Valeur des octrois de biens et services par employé du service centralisé des achats,$,FPUR355,REMC,Montréal,2018,VAPP900010  / VAPP900033,14 866 180$
2702,Approvisionnement,Valeur des octrois de biens et services par employé du service centralisé des achats,$,FPUR355,REMC,Montréal,2019,VAPP900010  / VAPP900033,6 760 673$
2702,Approvisionnement,Valeur des octrois de biens et services par employé du service centralisé des achats,$,FPUR355,REMC,Montréal,2020,VAPP900010  / VAPP900033,8 195 774$
2523,Bibliothèques,Coût total des bibliothèques par utilisation,$,PLIB305T,REMC,Montréal,2017,( VBIB100011 + VBIB100003 + VBIB100046 + VBIB100012 ) / ( VBIB900013 + VBIB900049 + VBIB900014 + VBIB900050 + VBIB900015 + VBIB900004 + VBIB900016 + VBIB900056 + VBIB900017 + VBIB900057 + VBIB900018 + VBIB900058 + VBIB900019 + VBIB900005 + VBIB900020 + VBIB900032 + VBIB900021 + VBIB900033 + VBIB900022 + VBIB900023 + VBIB900024 + VBIB900059 + VBIB900025 + VBIB900060 ),"2,86$"
2523,Bibliothèques,Coût total des bibliothèques par utilisation,$,PLIB305T,REMC,Montréal,2018,( VBIB100011 + VBIB100003 + VBIB100046 + VBIB100012 ) / ( VBIB900013 + VBIB900049 + VBIB900014 + VBIB900050 + VBIB900015 + VBIB900004 + VBIB900016 + VBIB900056 + VBIB900017 + VBIB900057 + VBIB900018 + VBIB900058 + VBIB900019 + VBIB900005 + VBIB900020 + VBIB900032 + VBIB900021 + VBIB900033 + VBIB900022 + VBIB900023 + VBIB900024 + VBIB900059 + VBIB900025 + VBIB900060 ),"2,92$"
2523,Bibliothèques,Coût total des bibliothèques par utilisation,$,PLIB305T,REMC,Montréal,2019,( VBIB100011 + VBIB100003 + VBIB100046 + VBIB100012 ) / ( VBIB900013 + VBIB900049 + VBIB900014 + VBIB900050 + VBIB900015 + VBIB900004 + VBIB900016 + VBIB900056 + VBIB900017 + VBIB900057 + VBIB900018 + VBIB900058 + VBIB900019 + VBIB900005 + VBIB900020 + VBIB900032 + VBIB900021 + VBIB900033 + VBIB900022 + VBIB900023 + VBIB900024 + VBIB900059 + VBIB900025 + VBIB900060 ),"2,88$"
2524,Bibliothèques,Nombre total d’utilisations des bibliothèques par habitant,Quantité,PLIB105,REMC,Montréal,2017,( VBIB900013 + VBIB900049 + VBIB900014 + VBIB900050 + VBIB900015 + VBIB900004 + VBIB900016 + VBIB900056 + VBIB900017 + VBIB900057 + VBIB900018 + VBIB900058 + VBIB900019 + VBIB900005 + VBIB900020 + VBIB900032 + VBIB900021 + VBIB900033 + VBIB900022 + VBIB900023 + VBIB900024 + VBIB900059 + VBIB900025 + VBIB900060 ) / VPOP900002,"27,18"
2524,Bibliothèques,Nombre total d’utilisations des bibliothèques par habitant,Quantité,PLIB105,REMC,Montréal,2018,( VBIB900013 + VBIB900049 + VBIB900014 + VBIB900050 + VBIB900015 + VBIB900004 + VBIB900016 + VBIB900056 + VBIB900017 + VBIB900057 + VBIB900018 + VBIB900058 + VBIB900019 + VBIB900005 + VBIB900020 + VBIB900032 + VBIB900021 + VBIB900033 + VBIB900022 + VBIB900023 + VBIB900024 + VBIB900059 + VBIB900025 + VBIB900060 ) / VPOP900002,"27,87"
2524,Bibliothèques,Nombre total d’utilisations des bibliothèques par habitant,Quantité,PLIB105,REMC,Montréal,2019,( VBIB900013 + VBIB900049 + VBIB900014 + VBIB900050 + VBIB900015 + VBIB900004 + VBIB900016 + VBIB900056 + VBIB900017 + VBIB900057 + VBIB900018 + VBIB900058 + VBIB900019 + VBIB900005 + VBIB900020 + VBIB900032 + VBIB900021 + VBIB900033 + VBIB900022 + VBIB900023 + VBIB900024 + VBIB900059 + VBIB900025 + VBIB900060 ) / VPOP900002,"27,16"
2527,Bibliothèques,Nombre total de documents en bibliothèque par habitant,Quantité,PLIB205,REMC,Montréal,2015,( VBIB900026 + VBIB900061 ) / VPOP900002,"4,42"
2527,Bibliothèques,Nombre total de documents en bibliothèque par habitant,Quantité,PLIB205,REMC,Montréal,2016,( VBIB900026 + VBIB900061 ) / VPOP900002,"4,61"
2527,Bibliothèques,Nombre total de documents en bibliothèque par habitant,Quantité,PLIB205,REMC,Montréal,2017,( VBIB900026 + VBIB900061 ) / VPOP900002,"4,58"
2527,Bibliothèques,Nombre total de documents en bibliothèque par habitant,Quantité,PLIB205,REMC,Montréal,2018,( VBIB900026 + VBIB900061 ) / VPOP900002,"4,61"
2527,Bibliothèques,Nombre total de documents en bibliothèque par habitant,Quantité,PLIB205,REMC,Montréal,2019,( VBIB900026 + VBIB900061 ) / VPOP900002,"4,52"
2527,Bibliothèques,Nombre total de documents en bibliothèque par habitant,Quantité,PLIB205,REMC,Montréal,2020,( VBIB900026 + VBIB900061 ) / VPOP900002,"4,63"
2528,Bibliothèques,Moyenne de prêts par document en bibliothèque (roulement),Quantité,PLIB405,REMC,Montréal,2015,( VBIB900013 + VBIB900049 + VBIB900018 + VBIB900058 ) / ( VBIB900027 + VBIB900006 ),"2,49"
2528,Bibliothèques,Moyenne de prêts par document en bibliothèque (roulement),Quantité,PLIB405,REMC,Montréal,2016,( VBIB900013 + VBIB900049 + VBIB900018 + VBIB900058 ) / ( VBIB900027 + VBIB900006 ),"2,53"
2528,Bibliothèques,Moyenne de prêts par document en bibliothèque (roulement),Quantité,PLIB405,REMC,Montréal,2017,( VBIB900013 + VBIB900049 + VBIB900018 + VBIB900058 ) / ( VBIB900027 + VBIB900006 ),"2,65"
2528,Bibliothèques,Moyenne de prêts par document en bibliothèque (roulement),Quantité,PLIB405,REMC,Montréal,2018,( VBIB900013 + VBIB900049 + VBIB900018 + VBIB900058 ) / ( VBIB900027 + VBIB900006 ),"2,65"
2528,Bibliothèques,Moyenne de prêts par document en bibliothèque (roulement),Quantité,PLIB405,REMC,Montréal,2019,( VBIB900013 + VBIB900049 + VBIB900018 + VBIB900058 ) / ( VBIB900027 + VBIB900006 ),"2,56"
2528,Bibliothèques,Moyenne de prêts par document en bibliothèque (roulement),Quantité,PLIB405,REMC,Montréal,2020,( VBIB900013 + VBIB900049 + VBIB900018 + VBIB900058 ) / ( VBIB900027 + VBIB900006 ),"1,57"
2658,Bibliothèques,Pourcentage des utilisations électroniques sur le total des utilisations en bibliothèque,%,PLIB102,REMC,Montréal,2015,( VBIB900066 + VBIB900069 ) / ( VBIB900066 + VBIB900069 + VBIB900067 + VBIB900068 ),"31,03%"
2658,Bibliothèques,Pourcentage des utilisations électroniques sur le total des utilisations en bibliothèque,%,PLIB102,REMC,Montréal,2016,( VBIB900066 + VBIB900069 ) / ( VBIB900066 + VBIB900069 + VBIB900067 + VBIB900068 ),"33,41%"
2658,Bibliothèques,Pourcentage des utilisations électroniques sur le total des utilisations en bibliothèque,%,PLIB102,REMC,Montréal,2017,( VBIB900066 + VBIB900069 ) / ( VBIB900066 + VBIB900069 + VBIB900067 + VBIB900068 ),"36,52%"
2658,Bibliothèques,Pourcentage des utilisations électroniques sur le total des utilisations en bibliothèque,%,PLIB102,REMC,Montréal,2018,( VBIB900066 + VBIB900069 ) / ( VBIB900066 + VBIB900069 + VBIB900067 + VBIB900068 ),"38,78%"
2658,Bibliothèques,Pourcentage des utilisations électroniques sur le total des utilisations en bibliothèque,%,PLIB102,REMC,Montréal,2019,( VBIB900066 + VBIB900069 ) / ( VBIB900066 + VBIB900069 + VBIB900067 + VBIB900068 ),"41,50%"
2658,Bibliothèques,Pourcentage des utilisations électroniques sur le total des utilisations en bibliothèque,%,PLIB102,REMC,Montréal,2020,( VBIB900066 + VBIB900069 ) / ( VBIB900066 + VBIB900069 + VBIB900067 + VBIB900068 ),"47,31%"
2660,Bibliothèques,Pourcentage des utilisations physiques sur le total des utilisations des bibliothèques,%,PLIB103,REMC,Montréal,2015,( VBIB900067 + VBIB900068 ) / ( VBIB900067 + VBIB900068 + VBIB900066 + VBIB900069 ),"68,97%"
2660,Bibliothèques,Pourcentage des utilisations physiques sur le total des utilisations des bibliothèques,%,PLIB103,REMC,Montréal,2016,( VBIB900067 + VBIB900068 ) / ( VBIB900067 + VBIB900068 + VBIB900066 + VBIB900069 ),"66,59%"
2660,Bibliothèques,Pourcentage des utilisations physiques sur le total des utilisations des bibliothèques,%,PLIB103,REMC,Montréal,2017,( VBIB900067 + VBIB900068 ) / ( VBIB900067 + VBIB900068 + VBIB900066 + VBIB900069 ),"63,48%"
2660,Bibliothèques,Pourcentage des utilisations physiques sur le total des utilisations des bibliothèques,%,PLIB103,REMC,Montréal,2018,( VBIB900067 + VBIB900068 ) / ( VBIB900067 + VBIB900068 + VBIB900066 + VBIB900069 ),"61,22%"
2660,Bibliothèques,Pourcentage des utilisations physiques sur le total des utilisations des bibliothèques,%,PLIB103,REMC,Montréal,2019,( VBIB900067 + VBIB900068 ) / ( VBIB900067 + VBIB900068 + VBIB900066 + VBIB900069 ),"58,50%"
2660,Bibliothèques,Pourcentage des utilisations physiques sur le total des utilisations des bibliothèques,%,PLIB103,REMC,Montréal,2020,( VBIB900067 + VBIB900068 ) / ( VBIB900067 + VBIB900068 + VBIB900066 + VBIB900069 ),"52,69%"
2686,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques par habitant,heure,PLIB201,REMC,Montréal,2015,( VBIB900052 + VBIB900042 ) / VPOP900002,"0,072"
2686,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques par habitant,heure,PLIB201,REMC,Montréal,2016,( VBIB900052 + VBIB900042 ) / VPOP900002,"0,07"
2686,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques par habitant,heure,PLIB201,REMC,Montréal,2017,( VBIB900052 + VBIB900042 ) / VPOP900002,"0,073"
2686,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques par habitant,heure,PLIB201,REMC,Montréal,2018,( VBIB900052 + VBIB900042 ) / VPOP900002,"0,073"
2686,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques par habitant,heure,PLIB201,REMC,Montréal,2019,( VBIB900052 + VBIB900042 ) / VPOP900002,"0,071"
2686,Bibliothèques,Nombre d’heures d’ouverture des bibliothèques par habitant,heure,PLIB201,REMC,Montréal,2020,( VBIB900052 + VBIB900042 ) / VPOP900002,"0,047"
2688,Bibliothèques,Moyenne hebdomadaire d’heures d’ouverture par bibliothèque,heure,PLIB203,REMC,Montréal,2015,( VBIB900053 + VBIB900043 ) / ( VBIB900054 + VBIB900010 ),"54,87"
2688,Bibliothèques,Moyenne hebdomadaire d’heures d’ouverture par bibliothèque,heure,PLIB203,REMC,Montréal,2016,( VBIB900053 + VBIB900043 ) / ( VBIB900054 + VBIB900010 ),"54,01"
2688,Bibliothèques,Moyenne hebdomadaire d’heures d’ouverture par bibliothèque,heure,PLIB203,REMC,Montréal,2017,( VBIB900053 + VBIB900043 ) / ( VBIB900054 + VBIB900010 ),"56,1"
2688,Bibliothèques,Moyenne hebdomadaire d’heures d’ouverture par bibliothèque,heure,PLIB203,REMC,Montréal,2018,( VBIB900053 + VBIB900043 ) / ( VBIB900054 + VBIB900010 ),"56,09"
2688,Bibliothèques,Moyenne hebdomadaire d’heures d’ouverture par bibliothèque,heure,PLIB203,REMC,Montréal,2019,( VBIB900053 + VBIB900043 ) / ( VBIB900054 + VBIB900010 ),"55,54"
2688,Bibliothèques,Moyenne hebdomadaire d’heures d’ouverture par bibliothèque,heure,PLIB203,REMC,Montréal,2020,( VBIB900053 + VBIB900043 ) / ( VBIB900054 + VBIB900010 ),"37,58"
2689,Bibliothèques,Dépenses pour l’acquisition de documents physiques en bibliothèque par habitant,$,PLIB212,REMC,Montréal,2015,( VBIB100055 + VBIB100065 ) / VPOP900002,"6,01$"
2689,Bibliothèques,Dépenses pour l’acquisition de documents physiques en bibliothèque par habitant,$,PLIB212,REMC,Montréal,2016,( VBIB100055 + VBIB100065 ) / VPOP900002,"5,98$"
2689,Bibliothèques,Dépenses pour l’acquisition de documents physiques en bibliothèque par habitant,$,PLIB212,REMC,Montréal,2017,( VBIB100055 + VBIB100065 ) / VPOP900002,"5,70$"
2689,Bibliothèques,Dépenses pour l’acquisition de documents physiques en bibliothèque par habitant,$,PLIB212,REMC,Montréal,2018,( VBIB100055 + VBIB100065 ) / VPOP900002,"5,41$"
2689,Bibliothèques,Dépenses pour l’acquisition de documents physiques en bibliothèque par habitant,$,PLIB212,REMC,Montréal,2019,( VBIB100055 + VBIB100065 ) / VPOP900002,"4,76$"
2689,Bibliothèques,Dépenses pour l’acquisition de documents physiques en bibliothèque par habitant,$,PLIB212,REMC,Montréal,2020,( VBIB100055 + VBIB100065 ) / VPOP900002,"5,15$"
2690,Bibliothèques,Dépenses pour l’acquisition de documents numériques par habitant,$,PLIB214,REMC,Montréal,2015,( VBIB100001 + VBIB100031 ) / VPOP900002,"1,32$"
2690,Bibliothèques,Dépenses pour l’acquisition de documents numériques par habitant,$,PLIB214,REMC,Montréal,2016,( VBIB100001 + VBIB100031 ) / VPOP900002,"1,83$"
2690,Bibliothèques,Dépenses pour l’acquisition de documents numériques par habitant,$,PLIB214,REMC,Montréal,2017,( VBIB100001 + VBIB100031 ) / VPOP900002,"1,67$"
2690,Bibliothèques,Dépenses pour l’acquisition de documents numériques par habitant,$,PLIB214,REMC,Montréal,2018,( VBIB100001 + VBIB100031 ) / VPOP900002,"1,53$"
2690,Bibliothèques,Dépenses pour l’acquisition de documents numériques par habitant,$,PLIB214,REMC,Montréal,2019,( VBIB100001 + VBIB100031 ) / VPOP900002,"1,57$"
2690,Bibliothèques,Dépenses pour l’acquisition de documents numériques par habitant,$,PLIB214,REMC,Montréal,2020,( VBIB100001 + VBIB100031 ) / VPOP900002,"2,21$"
2691,Bibliothèques,Nombre de postes informatiques publics pour 100 000 habitants,Quantité,PLIB215,REMC,Montréal,2015,( VBIB900028 + VBIB900044 ) / ( VPOP900002 / 100000 ),68
2691,Bibliothèques,Nombre de postes informatiques publics pour 100 000 habitants,Quantité,PLIB215,REMC,Montréal,2016,( VBIB900028 + VBIB900044 ) / ( VPOP900002 / 100000 ),"69,89"
2691,Bibliothèques,Nombre de postes informatiques publics pour 100 000 habitants,Quantité,PLIB215,REMC,Montréal,2017,( VBIB900028 + VBIB900044 ) / ( VPOP900002 / 100000 ),"68,88"
2691,Bibliothèques,Nombre de postes informatiques publics pour 100 000 habitants,Quantité,PLIB215,REMC,Montréal,2018,( VBIB900028 + VBIB900044 ) / ( VPOP900002 / 100000 ),"71,87"
2691,Bibliothèques,Nombre de postes informatiques publics pour 100 000 habitants,Quantité,PLIB215,REMC,Montréal,2019,( VBIB900028 + VBIB900044 ) / ( VPOP900002 / 100000 ),"69,61"
2691,Bibliothèques,Nombre de postes informatiques publics pour 100 000 habitants,Quantité,PLIB215,REMC,Montréal,2020,( VBIB900028 + VBIB900044 ) / ( VPOP900002 / 100000 ),"68,7"
2692,Bibliothèques,Coûts d’exploitation des bibliothèques par habitant,$,PLIB221,REMC,Montréal,2015,( VBIB100011 + VBIB100003 + VBIB100046 - VBIB100041 ) / VPOP900002,"78,25$"
2692,Bibliothèques,Coûts d’exploitation des bibliothèques par habitant,$,PLIB221,REMC,Montréal,2016,( VBIB100011 + VBIB100003 + VBIB100046 - VBIB100041 ) / VPOP900002,"80,37$"
2692,Bibliothèques,Coûts d’exploitation des bibliothèques par habitant,$,PLIB221,REMC,Montréal,2017,( VBIB100011 + VBIB100003 + VBIB100046 - VBIB100041 ) / VPOP900002,"75,67$"
2692,Bibliothèques,Coûts d’exploitation des bibliothèques par habitant,$,PLIB221,REMC,Montréal,2018,( VBIB100011 + VBIB100003 + VBIB100046 - VBIB100041 ) / VPOP900002,"76,74$"
2692,Bibliothèques,Coûts d’exploitation des bibliothèques par habitant,$,PLIB221,REMC,Montréal,2019,( VBIB100011 + VBIB100003 + VBIB100046 - VBIB100041 ) / VPOP900002,"73,93$"
2692,Bibliothèques,Coûts d’exploitation des bibliothèques par habitant,$,PLIB221,REMC,Montréal,2020,( VBIB100011 + VBIB100003 + VBIB100046 - VBIB100041 ) / VPOP900002,"75,55$"
2447,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REMC,Montréal,2015,( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900055 + VFIN900061 ),"4,44$"
2447,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REMC,Montréal,2016,( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900055 + VFIN900061 ),"4,09$"
2447,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REMC,Montréal,2017,( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900055 + VFIN900061 ),"4,62$"
2447,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REMC,Montréal,2018,( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900055 + VFIN900061 ),"5,29$"
2447,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REMC,Montréal,2019,( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900055 + VFIN900061 ),"5,41$"
2447,Comptes fournisseurs,Coûts d’exploitation relatifs aux comptes fournisseurs par facture payée,$,FINV317,REMC,Montréal,2020,( VFIN100005 + VFIN100075 ) / ( VFIN900053 + VFIN900055 + VFIN900061 ),"7,88$"
2465,Comptes fournisseurs,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REMC,Montréal,2014,VFIN900031 / ( VFIN900053 + VFIN900055 + VFIN900061 ),"59,23%"
2465,Comptes fournisseurs,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REMC,Montréal,2015,VFIN900031 / ( VFIN900053 + VFIN900055 + VFIN900061 ),"66,89%"
2465,Comptes fournisseurs,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REMC,Montréal,2016,VFIN900031 / ( VFIN900053 + VFIN900055 + VFIN900061 ),"69,85%"
2465,Comptes fournisseurs,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REMC,Montréal,2017,VFIN900031 / ( VFIN900053 + VFIN900055 + VFIN900061 ),"63,16%"
2465,Comptes fournisseurs,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REMC,Montréal,2018,VFIN900031 / ( VFIN900053 + VFIN900055 + VFIN900061 ),"72,74%"
2465,Comptes fournisseurs,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REMC,Montréal,2019,VFIN900031 / ( VFIN900053 + VFIN900055 + VFIN900061 ),"65,93%"
2465,Comptes fournisseurs,Pourcentage de factures payées dans un délai de 30 jours et moins,%,FINV410,REMC,Montréal,2020,VFIN900031 / ( VFIN900053 + VFIN900055 + VFIN900061 ),"64,73%"
2476,Comptes fournisseurs,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REMC,Montréal,2014,VFIN900065 / VFIN900066,"5,16%"
2476,Comptes fournisseurs,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REMC,Montréal,2015,VFIN900065 / VFIN900066,"14,90%"
2476,Comptes fournisseurs,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REMC,Montréal,2016,VFIN900065 / VFIN900066,"32,14%"
2476,Comptes fournisseurs,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REMC,Montréal,2017,VFIN900065 / VFIN900066,"38,50%"
2476,Comptes fournisseurs,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REMC,Montréal,2018,VFIN900065 / VFIN900066,"45,15%"
2476,Comptes fournisseurs,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REMC,Montréal,2019,VFIN900065 / VFIN900066,"50,24%"
2476,Comptes fournisseurs,Pourcentage des paiements aux fournisseurs effectués par transferts électroniques,%,FINV245,REMC,Montréal,2020,VFIN900065 / VFIN900066,"56,28%"
2578,Comptes fournisseurs,Nombre de factures payées pour 1 000 000 $ d’achats municipaux,Quantité,FINV230,REMC,Montréal,2014,( VFIN900053 + VFIN900055 + VFIN900061 ) / ( VADM100044 / 1000000 ),"286,39"
2578,Comptes fournisseurs,Nombre de factures payées pour 1 000 000 $ d’achats municipaux,Quantité,FINV230,REMC,Montréal,2015,( VFIN900053 + VFIN900055 + VFIN900061 ) / ( VADM100044 / 1000000 ),"274,5"
