ï»¿OBJECTID,MUNICIPALITE,MATRICULE,ANNEE_CONSTRUCTION,NOMBRE_LOGEMENTS,CODE_UTILISATION,NB_ETAGES,SUPERFICIE,UTILISATION,SHAPE.STArea(),SHAPE.STLength() 
14905,86042,3945-56-8578-0-000-0000,19390101,1,1000,1,480.5,LOGEMENT,480.318139155,92.4772506497899
14906,86042,3945-69-9711-0-000-0000,19700101,1,1000,1,464.5,LOGEMENT,464.39396928,91.4280544369108
14907,86042,3945-76-0481-0-000-0000,19460101,1,1000,1,464.5,LOGEMENT,464.393912185,91.4280705280005
14908,86042,3945-99-4934-0-000-0000,19470101,1,1000,1,470.1,LOGEMENT,469.96534085,89.5994248097787
14909,86042,3945-68-2052-0-000-0000,19450101,2,1000,2,484.4,LOGEMENT,484.73852063,92.7286958282866
14910,86042,3945-57-6817-0-000-0000,19500101,1,1000,1,443.8,LOGEMENT,444.22705792,90.0655004962006
14911,86042,3945-38-8977-0-000-0000,19390101,1,1000,1,580.6,LOGEMENT,580.4927409,106.6661029296
14912,86042,3945-48-7400-0-000-0000,19460101,1,1000,2,460.5,LOGEMENT,460.21219369,91.1600428270618
14913,86042,3945-36-8285-0-000-0000,19490101,1,1000,2,769.3,LOGEMENT,769.1229744,111.427137964697
14914,86042,3945-46-1694-0-000-0000,19490101,1,1000,1,464.5,LOGEMENT,464.39306891,91.4279909413892
14915,86042,3945-76-2237-0-000-0000,19430101,2,1000,2,464.5,LOGEMENT,464.393912185,91.4280705280005
14916,86042,3945-98-5582-0-000-0000,19460101,1,1000,1,464.5,LOGEMENT,464.3959234,91.4282227156543
14917,86042,3945-56-3423-0-000-0000,19500101,1,1000,1,460.9,LOGEMENT,460.65226879,91.1888257415597
14918,86042,3945-89-5259-0-000-0000,19480101,1,1000,1,470.1,LOGEMENT,469.96718973,89.5995466382088
14919,86042,3945-57-7068-0-000-0000,19400101,1,1000,1,414.8,LOGEMENT,414.60596336,88.1664152177307
14920,86042,3945-57-9714-0-000-0000,19390101,1,1000,2,443.8,LOGEMENT,444.22827624,90.0655754177297
14921,86042,3945-67-3994-0-000-0000,19400101,1,1000,1,460.5,LOGEMENT,460.21287798,91.1601115317686
14922,86042,3945-77-9392-0-000-0000,19490101,1,1000,1,442.1,LOGEMENT,441.814443565,85.8935384179713
14923,86042,3945-87-6005-0-000-0000,19460101,1,1000,1,464.5,LOGEMENT,464.394289635,91.428117191144
14924,86042,3945-47-0344-0-000-0000,19500101,1,1000,1,464.5,LOGEMENT,464.39418778,91.4281127779053
14925,86042,3945-99-0763-0-000-0000,,,9100,,1318,ESPACE DE TERRAIN NON AMÃNAGÃ,1317.688094495,445.091275465497
14926,86042,3945-47-5996-0-000-0000,19480101,1,1000,1,452.3,LOGEMENT,452.618429205,88.4880226004144
14927,86042,3945-38-8495-0-000-0000,19740101,2,1000,1,811,LOGEMENT,810.770452845,118.784479845112
14928,86042,3945-87-0312-0-000-0000,19450101,1,1000,1,536.1,LOGEMENT,535.96135108,102.496504851312
14929,86042,3945-98-2951-0-000-0000,19480101,2,1000,1,464.5,LOGEMENT,464.39480468,91.4281008874255
14930,86042,3845-85-0194-0-000-0000,19490101,1,1000,1,464.5,LOGEMENT,464.38615353,91.4276016714909
14931,86042,3945-58-7357-0-000-0000,19470101,1,1000,1,522.9,LOGEMENT,522.68798242,95.2580844067371
14932,86042,3945-26-2331-0-000-0000,19500101,1,5010,2,5376.2,IMMEUBLE COMMERCIAL,5366.16171735,322.644826096268
14933,86042,3945-58-7294-0-000-0000,19470101,1,1000,2,426.7,LOGEMENT,426.47523593,88.9429629994609
14934,86042,3945-76-3632-0-000-0000,19390101,2,1000,2,464.5,LOGEMENT,464.39273348,91.4279454140801
14935,86042,3945-57-5670-0-000-0000,19400101,1,1000,1,450.3,LOGEMENT,450.07659859,90.4958423109058
14936,86042,3945-58-4158-0-000-0000,19470101,1,1000,2,484.4,LOGEMENT,484.114945,92.7280549024425
14937,86042,3945-38-9633-0-000-0000,19500101,1,1000,1,464.5,LOGEMENT,464.39418778,91.4281127779053
14938,86042,3945-67-1110-0-000-0000,19390101,1,1000,1,443.8,LOGEMENT,444.227323225,90.0655096789381
14939,86042,3945-46-4062-0-000-0000,19500101,1,1000,1,464.5,LOGEMENT,464.393806585,91.4280627461447
14940,86042,3945-88-9697-0-000-0000,19460101,1,1000,1,464.5,LOGEMENT,464.393519795,91.4280290687742
14941,86042,3945-65-7691-0-000-0000,19450101,2,1000,2,464.5,LOGEMENT,464.395593205,91.4281956416928
14942,86042,3945-57-8666-0-000-0000,19400101,1,1000,1,415.1,LOGEMENT,414.836586975,88.1816580044342
14943,86042,3945-36-3735-0-000-0000,19500101,2,1000,1,464.5,LOGEMENT,464.39454426,91.4281845822737
14944,86042,3945-99-1742-0-000-0000,19470101,1,1000,1,470.1,LOGEMENT,469.96805558,89.5996184566357
14945,86042,3945-97-5992-0-000-0000,19460101,1,1000,1,477.4,LOGEMENT,477.144640095,89.9639208447973
14946,86042,3945-38-8129-0-000-0000,19500101,1,1000,2,464.5,LOGEMENT,464.39306891,91.4279909413892
14947,86042,3945-67-2498-0-000-0000,19400101,1,1000,1,460.5,LOGEMENT,460.21087665,91.1599460960148
14948,86042,3945-56-8020-0-000-0000,19500101,2,1000,2,460.9,LOGEMENT,460.65436916,91.1890670994819
14949,86042,3945-98-6978-0-000-0000,19460101,2,1000,1,464.5,LOGEMENT,464.394638515,91.428150897003
14950,86042,3945-15-8182-0-000-0000,19780101,6,1000,2,896.5,LOGEMENT,897.02044583,119.762671087129
14951,86042,3945-99-8226-0-000-0000,19460101,1,1000,1,470.1,LOGEMENT,469.964879925,89.5993529912381
14952,86042,3945-45-1095-0-000-0000,19510101,1,1000,1,464.5,LOGEMENT,464.394353665,91.4280627460012
14953,86042,3945-98-7440-0-000-0000,19500101,1,1000,2,479.2,LOGEMENT,478.89459074,90.5362268241404
14954,86042,3945-68-5144-0-000-0000,19460101,1,1000,2,484.4,LOGEMENT,484.11514952,92.7279973679743
14955,86042,3845-66-9350-0-000-0000,,,9100,,98.5,ESPACE DE TERRAIN NON AMÃNAGÃ,98.45267487,44.4951587683667
14956,86042,3845-87-7349-0-000-0000,,,9100,,47.1,ESPACE DE TERRAIN NON AMÃNAGÃ,47.05946957,35.0499353172278
14957,86042,3845-76-4957-0-000-0000,,,9100,,196.9,ESPACE DE TERRAIN NON AMÃNAGÃ,196.905389925,76.7997930970536
14958,86042,3845-86-4583-0-000-0000,19740101,1,1000,1,622.5,LOGEMENT,621.488484685,98.0305029591183
14959,86042,3845-76-2836-0-000-0000,19740101,1,1000,1,590.9,LOGEMENT,590.71166065,105.447298513839
14960,86042,3845-76-4438-0-000-0000,,,9100,,492.4,ESPACE DE TERRAIN NON AMÃNAGÃ,492.25914651,93.2567740743803
14961,86042,3845-66-8030-0-000-0000,19730101,1,1000,1,590.9,LOGEMENT,590.711061,105.447212571826
14962,86042,3845-66-9632-0-000-0000,19730101,1,1000,1,492.4,LOGEMENT,492.25652805,93.2565494506981
14963,86042,3845-76-1234-0-000-0000,19740101,1,1000,1,590.9,LOGEMENT,590.70883981,105.447100259759
14964,86042,3945-06-0066-0-000-0000,19730101,1,1000,1,1622.8,LOGEMENT,1622.637463285,165.413322553351
14965,86042,3845-76-9594-0-000-0000,19730101,2,1000,1,557.4,LOGEMENT,557.273474085,97.5233165550375
14966,86042,3845-87-4932-0-000-0000,19740101,1,1000,1,1068.1,LOGEMENT,1069.107542005,136.683142426955
14967,86042,3845-76-7643-0-000-0000,19770101,1,1000,1,590.9,LOGEMENT,590.711141655,105.447212572262
14968,86042,3945-27-7563-0-000-0000,19740101,1,1000,1,734.5,LOGEMENT,733.976017905,108.618595278205
14969,86042,3845-76-7793-0-000-0000,,,9100,,362.6,ESPACE DE TERRAIN NON AMÃNAGÃ,362.523238905,134.876951216808
14970,86042,3945-28-8314-0-000-0000,19730101,1,1000,1,514.6,LOGEMENT,514.29147912,94.7116156253229
14971,86042,3945-28-4327-0-000-0000,,1,1000,2,1173.6,LOGEMENT,1173.53554956,154.283315291205
14972,86042,3945-38-1714-0-000-0000,19730101,1,1000,1,514.6,LOGEMENT,514.293886065,94.711729578506
14973,86042,3945-37-1763-0-000-0000,19740101,1,1000,1,596.1,LOGEMENT,595.737664595,100.055984459712
14974,86042,3945-28-2507-0-000-0000,,,9100,,864.5,ESPACE DE TERRAIN NON AMÃNAGÃ,864.35351654,126.277834357366
14975,86042,3945-37-5569-0-000-0000,19740101,1,1000,1,581.2,LOGEMENT,580.888263025,99.0808915594017
14976,86042,3945-37-3665-0-000-0000,19740101,1,1000,1,596.1,LOGEMENT,595.740262585,100.056157984661
14977,86042,3845-97-0922-0-000-0000,19740101,1,1000,1,538.8,LOGEMENT,538.698405265,96.3043423928482
14978,86042,3945-38-0014-0-000-0000,19730101,1,1000,1,514.6,LOGEMENT,514.292305405,94.7116486677885
14979,86042,3945-27-5747-0-000-0000,,,9100,,2022.7,ESPACE DE TERRAIN NON AMÃNAGÃ,2020.968951995,667.271421800785
14980,86042,3845-97-2718-0-000-0000,19740101,1,1000,1,538.8,LOGEMENT,538.696075,96.3041804752555
14981,86042,3945-38-3637-0-000-0000,,,9100,,962.3,ESPACE DE TERRAIN NON AMÃNAGÃ,963.368693125,327.761681410711
14982,86042,3945-37-7374-0-000-0000,19760101,1,1000,2,557.4,LOGEMENT,557.27485223,97.5234624538988
14983,86042,3845-76-9245-0-000-0000,19740101,1,1000,1,541.6,LOGEMENT,541.482172635,99.3516695727423
14984,86042,3845-76-6040-0-000-0000,,,9100,,492.4,ESPACE DE TERRAIN NON AMÃNAGÃ,492.25914651,93.2567740743803
14985,86042,3845-66-4829-0-000-0000,,,7611,,1727.9,PARC POUR LA RÃCRÃATION EN GÃNÃRAL,1727.43255061,167.178338574229
14986,86042,3845-77-9216-0-000-0000,19940101,1,1000,2,749.4,LOGEMENT,749.184454095,110.497588063892
14987,86042,3945-27-9762-0-000-0000,19750101,1,1000,1,596.1,LOGEMENT,595.73835708,100.055999913432
14988,86042,3845-76-9776-0-000-0000,19730101,2,1000,1,650.3,LOGEMENT,650.153166615,103.618522618974
14989,86042,3845-97-4832-0-000-0000,,,9100,,1124,ESPACE DE TERRAIN NON AMÃNAGÃ,1123.973333725,377.587014083537
14990,86042,3945-38-4921-0-000-0000,19730101,2,1000,1,476,LOGEMENT,475.84782505,92.1799957550942
14991,86042,3845-87-7529-0-000-0000,19730101,1,1000,1,537.7,LOGEMENT,537.5617823,95.472592910343
14992,86042,3945-06-0140-0-000-0000,,,9100,,29,ESPACE DE TERRAIN NON AMÃNAGÃ,29.11513584,33.8624616049438
14993,86042,3945-28-6617-0-000-0000,19730101,1,1000,1,557.4,LOGEMENT,557.27179107,97.5232059434453
14994,86042,3945-37-9279-0-000-0000,19510101,1,1000,1,621.3,LOGEMENT,621.14367297,101.714875970235
14995,86042,3845-87-9225-0-000-0000,19740101,1,1000,1,538.8,LOGEMENT,538.698405265,96.3043423928482
14996,86042,3945-38-3317-0-000-0000,19740101,1,1000,1,514.6,LOGEMENT,514.29257866,94.7116576632446
14997,86042,3844-88-9939-0-000-0000,20160101,,5411,1,40623.6,VENTE AU DÃTAIL DE PRODUITS D'ÃPICERIE (AVE*,40612.837974795,1126.13851643117
14998,86042,3845-23-7193-0-000-0000,,,6000,1,158152.6,IMMEUBLE Ã BUREAUX,158108.67302753,1530.02156270639
14999,86042,3845-71-4474-0-000-0000,19750101,,6399,1,4335.5,AUTRES SERVICES D'AFFAIRES,4332.22936473,267.680200588743
15000,86042,3845-52-6339-0-000-0000,,,5511,1,27823.6,VENTE AU DÃTAIL DE VÃHICULES AUTOMOBILES NE*,27819.811022875,679.979645542215
15001,86042,3845-70-5728-0-000-0000,19960101,,5311,1,39606.3,"VENTE AU DÃTAIL, MAGASIN Ã RAYONS",39596.032160115,904.18219821605
15002,86042,3845-60-0064-0-000-0000,,,5212,2,38173,VENTE AU DÃTAIL DE MATÃRIAUX DE CONSTRUCTION,38162.87315048,1146.76742425444
15003,86042,3944-09-3007-0-000-0000,20210101,,5010,1,4043.7,IMMEUBLE COMMERCIAL,4042.62684023,267.430216021322
15004,86042,3944-08-6452-0-000-0000,20160101,,5533,1,3558.4,STATION LIBRE-SERVICE OU AVEC SERVICE ET DÃ*,3555.02153124,238.894440378387
15005,86042,3844-89-7966-0-000-0000,20060101,,5311,1,23356,"VENTE AU DÃTAIL, MAGASIN Ã RAYONS",23346.78480832,769.053095113387
15006,86042,3845-90-0843-0-000-0000,20100101,,5533,1,2297.3,STATION LIBRE-SERVICE OU AVEC SERVICE ET DÃ*,2296.859077185,225.213877195642
15007,86042,3844-67-9580-0-000-0000,20170101,,5212,1,23072.2,VENTE AU DÃTAIL DE MATÃRIAUX DE CONSTRUCTION,23068.1966176,625.636665821982
15008,86042,3944-17-9040-0-000-0000,19650101,,6712,1,3183.1,ADMINISTRATION PUBLIQUE PROVINCIALE,3184.573435685,229.915133151709
15009,86042,3845-18-3581-0-000-0000,20100101,,4229,1,22002.3,AUTRES ACTIVITÃS RELIÃES AU TRANSPORT DE MAT,21988.4897581,733.512408098184
15010,86042,3845-06-2239-0-000-0000,,,9100,,67100,ESPACE DE TERRAIN NON AMÃNAGÃ,64593.997116625,1261.05368964092
15011,86042,3844-59-4426-0-000-0000,19980101,1,1000,2,2152.4,LOGEMENT,2153.298353555,194.409021048664
15012,86042,3845-21-3429-0-000-0000,19860101,1,1000,1,1323.2,LOGEMENT,1321.48222834,147.285725008981
15013,86042,3845-11-9603-0-000-0000,19940101,1,1000,2,3148.1,LOGEMENT,3143.37662046,223.485452488275
15014,86042,3845-50-4825-0-000-0000,20090101,1,1000,2,4397.3,LOGEMENT,4399.337058475,317.184564903727
15015,86042,3844-39-9721-0-000-0000,19880101,1,1000,1,1173.7,LOGEMENT,1173.020857935,157.057413871097
15016,86042,3845-30-6824-0-000-0000,19830101,1,1000,2,1063.2,LOGEMENT,1062.70779393,128.514501301351
15017,86042,3844-49-3363-0-000-0000,19840101,1,1000,1,1693.8,LOGEMENT,1693.986978315,170.964395575714
15018,86042,3844-39-9869-0-000-0000,19860101,1,1000,1,1269.6,LOGEMENT,1268.431845685,161.496956048575
15019,86042,3845-31-6073-0-000-0000,19830101,1,1000,1,1568.1,LOGEMENT,1567.954442345,167.569501192172
15020,86042,3844-39-7940-0-000-0000,19830101,1,1000,1,1198,LOGEMENT,1197.40469295,148.808703716628
15021,86042,3844-49-4110-0-000-0000,20020101,1,1000,2,1241.3,LOGEMENT,1240.3495812,145.368736254172
15022,86042,3845-31-8216-0-000-0000,19820101,1,1000,2,1185.3,LOGEMENT,1185.49336813,145.724165648435
15023,86042,3844-49-8967-0-000-0000,20080101,1,1000,2,1003.8,LOGEMENT,1003.141282575,133.224642838029
15024,86042,3844-59-7262-0-000-0000,20050101,1,1000,2,3668.9,LOGEMENT,3668.69813505,252.471693460237
15025,86042,3844-38-8106-0-000-0000,20070101,1,1000,2,2059.9,LOGEMENT,2065.126009035,194.041564531617
15026,86042,3844-48-5853-0-000-0000,19980101,1,1000,2,907.7,LOGEMENT,907.462071865,129.114677121419
15027,86042,3844-48-9676-0-000-0000,19970101,1,1000,2,1017.4,LOGEMENT,1018.33966262,135.323979270464
15028,86042,3845-30-0831-0-000-0000,19820101,1,1000,2,1478.2,LOGEMENT,1477.81103881,162.077204981608
15029,86042,3844-39-6772-0-000-0000,19880101,1,1000,1,1097.9,LOGEMENT,1096.056172925,131.084092610272
15030,86042,3844-69-2280-0-000-0000,,,9100,,422.5,ESPACE DE TERRAIN NON AMÃNAGÃ,422.43484127,160.025449136797
15031,86042,3844-39-1396-0-000-0000,19880101,1,1000,2,1220.7,LOGEMENT,1221.23412037,148.122424476673
15032,86042,3845-40-8912-0-000-0000,20100101,1,1000,2,2769.5,LOGEMENT,2768.910089645,224.327844459662
15033,86042,3845-30-2862-0-000-0000,19840101,1,1000,1,1569.1,LOGEMENT,1568.55606213,179.046766378477
15034,86042,3844-38-9582-0-000-0000,20070101,1,1000,2,1192.2,LOGEMENT,1191.82957043,140.379270416431
15035,86042,3844-38-5553-0-000-0000,20080101,1,1000,2,1152.8,LOGEMENT,1152.40116217,137.027710006607
15036,86042,3845-20-7435-0-000-0000,19830101,1,1000,2,1442.5,LOGEMENT,1442.19537448,166.627744561384
15037,86042,3845-31-6742-0-000-0000,19800101,1,1000,1,1449.1,LOGEMENT,1448.37259396,152.696867177817
15038,86042,3845-21-7502-0-000-0000,19820101,1,1000,1,1368.5,LOGEMENT,1368.187061255,165.447758466906
15039,86042,3845-31-1413-0-000-0000,19830101,1,1000,1,1636.7,LOGEMENT,1636.178592095,161.511939157662
15040,86042,3844-58-1995-0-000-0000,19970101,1,1000,2,1876.1,LOGEMENT,1877.57490807,175.577729169764
15041,86042,3844-38-4382-0-000-0000,19980101,1,1000,1,1449.3,LOGEMENT,1448.98813,153.265865347323
15042,86042,3844-19-0392-0-000-0000,20180101,1,1000,2,2364.1,LOGEMENT,2359.41780619,193.548698162071
15043,86042,3845-10-3813-0-000-0000,20150101,1,1000,1,2155.5,LOGEMENT,2154.173190675,189.402818700333
15044,86042,3845-00-8186-0-000-0000,20130101,1,1000,1,2045.8,LOGEMENT,2045.303368445,185.628462515297
15045,86042,3845-11-3154-0-000-0000,20140101,1,1000,2,2226.9,LOGEMENT,2227.69633406,198.122612348863
15046,86042,3845-10-6153-0-000-0000,20160101,1,1000,2,3025.2,LOGEMENT,3024.01238179,221.428629719843
15047,86042,3845-41-2489-0-000-0000,,,9100,,3701.6,ESPACE DE TERRAIN NON AMÃNAGÃ,3704.370971575,265.871645877366
15048,86042,3845-00-5457-0-000-0000,20130101,1,1000,1,2322.2,LOGEMENT,2319.112237635,193.492488540647
15049,86042,3845-11-0718-0-000-0000,20140101,1,1000,2,2619.3,LOGEMENT,2619.520240355,206.700713752932
15050,86042,3844-46-4488-0-000-0000,,,9220,,99127.7,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,99102.74286842,2287.1230598369
15051,86042,3844-49-6226-0-000-0000,19970101,1,1000,1,1146.6,LOGEMENT,1144.466562675,141.692439893459
15052,86042,3844-49-7944-0-000-0000,20000101,1,1000,2,1084.5,LOGEMENT,1082.38204709,139.280317546873
15053,86042,3845-50-2657-0-000-0000,,,9100,,504,ESPACE DE TERRAIN NON AMÃNAGÃ,503.980101835,116.244069622886
15054,86042,3844-38-4120-0-000-0000,,,9100,,1911.5,ESPACE DE TERRAIN NON AMÃNAGÃ,1908.2556137,267.733076187177
15055,86042,3845-86-5465-0-000-0000,,,9100,,4.7,ESPACE DE TERRAIN NON AMÃNAGÃ,4.68390991,11.5108658830922
15056,86042,3945-12-5666-0-000-0000,19560101,1,1000,2,232.2,LOGEMENT,232.19055634,76.1896851797804
15057,86042,3945-12-5573-0-000-0000,19560101,1,1000,2,232.3,LOGEMENT,232.20450245,76.1905905071744
15058,86042,3945-43-0641-0-000-0000,19900101,,4789,1,7560,AUTRES SERVICES SPÃCIALISÃS DE TRAITEMENT DE,7558.039372335,347.580676306721
15059,86042,3845-86-6048-0-000-0000,19530101,1,1000,1,482.2,LOGEMENT,482.14436175,94.5426858137143
15060,86042,3945-71-3981-0-000-0000,19520101,,5010,1,4314.1,IMMEUBLE COMMERCIAL,4312.76259874,384.405096289332
15061,86042,3845-86-6578-0-000-0000,19740101,1,1000,1,613.6,LOGEMENT,613.269546125,100.90667982151
15062,86042,3845-86-8674-0-000-0000,19740101,1,1000,1,596.4,LOGEMENT,596.189463205,99.0966432748117
15063,86042,3845-96-7553-0-000-0000,19740101,1,1000,1,814,LOGEMENT,814.0238673,126.625128642824
15064,86042,3845-96-0770-0-000-0000,19730101,1,1000,1,586.7,LOGEMENT,586.5028415,97.7516276418061
15065,86042,3845-96-2865-0-000-0000,19730101,1,1000,1,583.3,LOGEMENT,583.066782895,97.8373647825286
15066,86042,3845-96-5060-0-000-0000,19730101,1,1000,1,629.4,LOGEMENT,629.27126497,100.813145080151
15067,86042,3945-79-6473-0-000-0000,19500101,3,1000,1,739.4,LOGEMENT,738.63212637,109.995467997032
15068,86042,3945-12-7719-0-000-0000,,,9100,,2,ESPACE DE TERRAIN NON AMÃNAGÃ,2.030223285,10.8761278284748
15069,86042,3945-13-6045-0-000-0000,,,9100,,2,ESPACE DE TERRAIN NON AMÃNAGÃ,2.030052145,10.876015515676
15070,86042,3845-86-0847-0-000-0000,19730101,2,1000,1,554.1,LOGEMENT,553.823575885,97.9448951112663
15071,86042,3845-86-7645-0-000-0000,19530101,1,1000,1,485.2,LOGEMENT,485.028929395,95.0858395792514
15072,86042,3944-18-4490-0-000-0000,19600101,,5812,1,3397.9,RESTAURANT ET ÃTABLISSEMENT AVEC SERVICE CO*,3395.74985197,236.96558945018
15073,86042,3944-85-9213-0-000-0000,,5,1000,2,427.4,LOGEMENT,427.241199375,94.4755513281369
15074,86042,3945-84-0639-0-000-0000,19550101,2,5010,2,1842.1,IMMEUBLE COMMERCIAL,1841.4070725,177.605085485299
15075,86042,3945-12-0278-0-000-0000,19580101,3,1000,1,456.6,LOGEMENT,456.289931055,88.8019278459457
15076,86042,3945-62-5242-0-000-0000,19570101,4,1000,2,456.5,LOGEMENT,456.30623665,88.8026205429789
15077,86042,3945-52-4794-0-000-0000,19730101,,7620,1,52003,PARC Ã CARACTÃRE RÃCRÃATIF ET ORNEMENTAL,51989.270208685,1175.1207301396
15078,86042,3845-96-0439-0-000-0000,19500101,1,1000,1,497.1,LOGEMENT,497.001183815,96.5410589182333
15079,86042,3845-96-1836-0-000-0000,19500101,1,1000,1,497.6,LOGEMENT,497.503602125,97.0409443264333
15080,86042,3845-86-8943-0-000-0000,19500101,1,1000,2,497.5,LOGEMENT,497.38569921,96.6747574845403
15081,86042,3845-96-6227-0-000-0000,19510101,1,1000,1,501.6,LOGEMENT,501.51356615,97.2094303723846
15082,86042,3845-96-3333-0-000-0000,19500101,1,1000,2,502.1,LOGEMENT,501.925033045,98.3052520118902
15083,86042,3944-76-5923-0-000-0000,,,9100,,20.6,ESPACE DE TERRAIN NON AMÃNAGÃ,20.58862648,19.6089625743055
15084,86042,3945-15-3646-0-000-0000,19500101,1,5010,2,241,IMMEUBLE COMMERCIAL,240.90769374,76.7669224644045
15085,86042,3945-15-4151-0-000-0000,19500101,1,5010,2,239.5,IMMEUBLE COMMERCIAL,239.425886425,76.6707692004105
15086,86042,3945-78-6288-0-000-0000,,,9100,,82.2,ESPACE DE TERRAIN NON AMÃNAGÃ,82.191713405,49.7021009193493
15087,86042,3945-83-2546-0-000-0000,,,4222,1,2780.9,GARAGE ET ÃQUIPEMENT D'ENTRETIEN POUR LE TRA,2780.097795445,302.25377074232
15088,86042,3845-00-6013-0-000-0000,20130101,1,1000,2,2169.3,LOGEMENT,2167.318903845,190.525489141574
15089,86042,3945-57-2668-0-000-0000,19450101,1,1000,1,450.3,LOGEMENT,450.07540458,90.4957868994168
15090,86042,3945-58-8892-0-000-0000,19450101,2,1000,2,426.7,LOGEMENT,426.478540515,88.9431949664784
15091,86042,4049-86-1344-0-000-0000,20070101,1,1000,2,1402.8,LOGEMENT,1401.50990523,160.395779993631
15092,86042,4049-86-4708-0-000-0000,20090101,1,1000,1,890.9,LOGEMENT,890.62879654,129.983886581877
15093,86042,4049-86-3225-0-000-0000,20070101,1,1000,1,1115.9,LOGEMENT,1115.57005871,139.982016149107
15094,86042,4049-74-8791-0-000-0000,,1,1000,2,53489.5,LOGEMENT,53478.569340345,1282.18749802831
15095,86042,4437-78-2070-0-000-0000,,,8311,,409845.2,EXPLOITATION FORESTIÃRE,409735.23999927,3711.96539313815
15096,86042,4437-54-8159-0-000-0000,19990101,1,1000,1,12396.1,LOGEMENT,12392.810734145,449.512392764319
15097,86042,4242-13-9681-0-000-0000,19500101,2,1000,1,65765.5,LOGEMENT,65784.857006595,1428.76253225567
15098,86042,4242-11-2901-0-000-0000,20130101,1,1000,1,1316.3,LOGEMENT,1313.58297535,168.090752112998
15099,86042,3845-96-4730-0-000-0000,19500101,1,1000,1,499.8,LOGEMENT,499.654683405,96.9774019490612
15100,86042,3444-88-5688-0-000-0000,,,9100,,832.3,ESPACE DE TERRAIN NON AMÃNAGÃ,832.56032474,119.117405870642
15101,86042,1923-52-4601-0-000-0000,19920101,1,1000,1,17699.9,LOGEMENT,17695.099764675,1058.08630354092
15102,86042,1923-55-9226-0-000-0000,19960101,1,1000,1,13733.8,LOGEMENT,13729.337435645,838.771579150635
15103,86042,1923-50-3462-0-000-0000,19910101,1,1000,1,21383.8,LOGEMENT,21377.80693997,1241.25301262586
15104,86042,1922-57-0980-0-000-0000,19830101,1,1000,1,25573.1,LOGEMENT,25565.882950625,1243.07344317467
15105,86042,1923-54-7833-0-000-0000,19690101,1,1100,1,17840.8,CHALET OU MAISON DE VILLÃGIATURE,17835.8896372,979.002904258383
15106,86042,1922-59-2683-0-000-0000,19880101,1,1000,1,21868.6,LOGEMENT,21862.488364245,1261.912829276
15107,86042,1922-58-1224-0-000-0000,20140101,1,1000,1,21284.8,LOGEMENT,21278.776399425,1230.38941387574
15108,86042,1923-51-4251-0-000-0000,20110101,1,1000,1,28881.7,LOGEMENT,28873.51986838,1203.14846337382
15109,86042,1923-53-5719-0-000-0000,19640101,1,1000,1,17229.7,LOGEMENT,17223.106596295,1040.18112508527
15110,86042,1923-50-3022-0-000-0000,19650101,1,1000,1,21501.3,LOGEMENT,21495.22136566,1242.72744289812
15111,86042,1922-56-1741-0-000-0000,,,9220,,20652.6,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,20644.157652415,1005.91685608704
15112,86042,1923-33-2469-0-000-0000,19690101,1,1100,1,3244.3,CHALET OU MAISON DE VILLÃGIATURE,3243.3689305,239.924928874681
15113,86042,1922-59-1905-0-000-0000,19680101,1,1000,1,21998.4,LOGEMENT,21992.25352132,1255.12664649402
15114,86042,1923-54-8481-0-000-0000,20080101,1,1000,1,17421,LOGEMENT,17416.24018948,909.680102794237
15115,86042,1923-51-3701-0-000-0000,19580101,1,1100,1,20760.4,CHALET OU MAISON DE VILLÃGIATURE,20754.538726385,1213.03183487584
15116,86042,1922-56-1290-0-000-0000,19690101,1,1000,1,27759.6,LOGEMENT,27751.819841795,1290.74076653684
15117,86042,1922-58-1665-0-000-0000,20190101,1,1000,1,21672.1,LOGEMENT,21666.022311975,1232.82094314473
15118,86042,1923-52-5040-0-000-0000,19620101,1,1100,1,17157.6,CHALET OU MAISON DE VILLÃGIATURE,17152.82239761,1026.04169711094
15119,86042,1923-52-5380-0-000-0000,20230101,1,1000,1,16783.8,LOGEMENT,16779.107806,1007.74596214932
15120,86042,1922-59-2344-0-000-0000,19660101,1,1000,2,20925.7,LOGEMENT,20919.859899835,1260.16170821529
15121,86042,1922-55-1875-0-000-0000,,1,1000,1,20601.3,LOGEMENT,20595.96219026,1186.13447807619
15122,86042,1922-56-1407-0-000-0000,19700101,1,1000,1,13680.4,LOGEMENT,13676.709713285,1204.53147895439
15123,86042,1922-57-0536-0-000-0000,19960101,1,1000,1,21039.5,LOGEMENT,21033.473044575,1233.60967729807
15124,86042,1923-53-6275-0-000-0000,,,9220,,24539,FORÃT INEXPLOITÃE QUI N'EST PAS UNE RÃSERVE,24532.24464931,845.691149365079
15125,86042,1923-34-4503-0-000-0000,19700101,1,1000,1,2902.6,LOGEMENT,2901.81632428,239.913233966739
15126,86042,3948-78-0995-0-000-0000,19910101,1,1000,1,1071.5,LOGEMENT,1071.29357276,140.820723363101
15127,86042,2641-20-2885-0-000-0000,19300101,1,1000,2,225547.6,LOGEMENT,225488.15951096,3202.15496444259
