Numero_accreditation,Nom_employeur,Adresse_employeur,Nom_association,Sigle_du_syndicat,Statut_arret_de_travail,Secteur_origine,Secteur_activite_economique,Code_activite_economique,Region_administrative,Nombre_de_travailleurs_touches,Nombre_de jours_personnes_perdus_dans_annee,Date_de_debut_arret_de_travail,Date_de_fin_arret_de_travail,Date_expiration_de_la_derniere_convention_collective,Nombre_jours_personnes_perdus_depuis_debut_arret_de_travail,Duree_en_jours_civils_en_2018
AQ20011565,Coopérative des ambulanciers de la Mauricie,7325 boulevard Jean-XXIII  Trois-Rivières G9A5C9,Fraternité des travailleurs et travailleuses du préhospitalier du Québec section locale 592,FTQ,Grève,Privé,Services de santé et services sociaux,8689,Mauricie,168,0,2017-02-02,2018-03-28,2015-03-31,0,87
AQ20011046,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,Fraternité des travailleurs et travailleuses du préhospitalier du Québec section locale 592,FTQ,Grève,Privé,Services de santé et services sociaux,8689,Gaspésie-Îles-de-la-Madeleine,25,0,2017-02-02,2018-02-23,2015-03-31,0,54
AM20013418,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,Fraternité des travailleurs et travailleuses du préhospitalier du Québec section locale 592,FTQ,Grève,Privé,Services de santé et services sociaux,8689,Gaspésie-Îles-de-la-Madeleine,15,0,2017-02-02,2018-02-23,2015-03-31,0,54
AQ20011132,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,Fraternité des travailleurs et travailleuses du préhospitalier du Québec section locale 592,FTQ,Grève,Privé,Services de santé et services sociaux,8689,Montérégie,35,0,2017-02-02,2018-02-23,2015-03-31,0,54
AM20011028,Les ambulances Boulay inc.,501 5e Avenue C. P. 1058  Senneterre J0Y2M0,Fraternité des travailleurs et travailleuses du préhospitalier du Québec section locale 592,FTQ,Grève,Privé,Services de santé et services sociaux,8689,Abitibi-Témiscamingue,12,0,2017-02-02,2018-02-23,2015-03-31,0,54
AM20011210,Les ambulances Repentigny inc.,151 avenue de l'Hôtel-Dieu  Sorel-Tracy J3P1M2,Fraternité des travailleurs et travailleuses du préhospitalier du Québec section locale 592,FTQ,Grève,Privé,Services de santé et services sociaux,8689,Lanaudière,66,0,2017-02-02,2018-02-23,2015-03-31,0,54
AM20011120,Les ambulances Val d'Or inc.,270 boulevard Lamaque  Val-d'Or J9P3L1,Fraternité des travailleurs et travailleuses du préhospitalier du Québec section locale 592,FTQ,Grève,Privé,Services de santé et services sociaux,8689,Abitibi-Témiscamingue,24,0,2017-02-02,2018-02-23,2015-03-31,0,54
AQ20012531,Service Secours Baie des Chaleurs ltée,14 rue du Centre Civique  Carleton-sur-Mer G0C1J0,Fraternité des travailleurs et travailleuses du préhospitalier du Québec section locale 592,FTQ,Grève,Privé,Services de santé et services sociaux,8689,Gaspésie-Îles-de-la-Madeleine,36,0,2017-02-02,2018-02-23,2015-03-31,0,54
AM20008387,Corporation d'Urgences-santé,6700 rue Jarry Est  Montréal H1P0A4,Syndicat du préhospitalier ,CSN,Grève,Public,Services de santé et services sociaux,8689,Montréal,932,0,2017-02-05,2018-02-21,2015-03-31,0,52
AQ20014322,Coopérative des techniciens ambulanciers du Québec (CTAQ) - Région de Charlevoix,9 rue Félix-Leclerc  Baie-Saint-Paul G3Z1V8,Syndicat des paramédics de Charlevoix FSSS-CSN,CSN,Grève,Privé,Services de santé et services sociaux,8689,Capitale-Nationale,48,0,2017-02-14,2018-02-19,,0,50
AQ20010899,Ambulance Chicoutimi inc.,784 boulevard Barrette  Chicoutimi G7J3Z7,Syndicat des paramédics Saguenay - Lac-Saint-Jean-Nord FSSS-CSN,CSN,Grève,Privé,Services de santé et services sociaux,8689,Saguenay-Lac-Saint-Jean,15,0,2017-02-15,2018-03-27,2015-03-31,0,86
AQ10039503,Ambulance Marlow inc.,102 2e Rue Sud  Saint-Gédéon-de-Beauce G0M1T0,Travailleurs ambulanciers syndiqués de Beauce inc.,Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,15,0,2017-02-15,2018-07-31,2015-03-31,0,212
AQ20010903,Ambulance Médilac inc.,33 rue des Érables  Métabetchouan--Lac-à-la-Croix G8G1P9,Syndicat des paramédics Saguenay - Lac-Saint-Jean-Nord FSSS-CSN,CSN,Grève,Privé,Services de santé et services sociaux,8689,Saguenay-Lac-Saint-Jean,53,0,2017-02-15,2018-03-27,2015-03-31,0,86
AQ20010897,Ambulance S.L.N. (9046-7044 Québec inc.),784 boulevard Barrette  Chicoutimi G7J3Z7,Syndicat des paramédics Saguenay - Lac-Saint-Jean-Nord FSSS-CSN,CSN,Grève,Privé,Services de santé et services sociaux,8689,Saguenay-Lac-Saint-Jean,6,0,2017-02-15,2018-03-27,2015-03-31,0,86
AQ20010895,Ambulance S.L.N. (9046-7044 Québec inc.),784 boulevard Barrette  Chicoutimi G7J3Z7,Syndicat des paramédics Saguenay - Lac-Saint-Jean-Nord FSSS-CSN,CSN,Grève,Privé,Services de santé et services sociaux,8689,Saguenay-Lac-Saint-Jean,25,0,2017-02-15,2018-03-27,2015-03-31,0,86
AQ20010893,Ambulance S.L.N. (9046-7044 Québec inc.),784 boulevard Barrette  Chicoutimi G7J3Z7,Syndicat des paramédics Saguenay - Lac-Saint-Jean-Nord FSSS-CSN,CSN,Grève,Privé,Services de santé et services sociaux,8689,Nord-du-Québec,20,0,2017-02-15,2018-03-27,2015-03-31,0,86
AQ20010902,Ambulance S.L.N. (9046-7044 Québec inc.),784 boulevard Barrette  Chicoutimi G7J3Z7,Syndicat des paramédics Saguenay - Lac-Saint-Jean-Nord FSSS-CSN,CSN,Grève,Privé,Services de santé et services sociaux,8689,Saguenay-Lac-Saint-Jean,15,0,2017-02-15,2018-03-27,2015-03-31,0,86
AM20010996,Ambulances Gilles Thibault inc.,1333 rue Principale Est  Sainte-Agathe-des-Monts J8C1M1,Syndicat du secteur préhospitalier des Laurentides et de Lanaudière ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Laurentides,25,0,2017-02-15,2018-03-27,2015-03-31,0,86
AQ20010904,Ambulances Médinord inc.,1370 rue du Docteur-Poisson  Normandin G8M4N3,Syndicat des paramédics Saguenay - Lac-Saint-Jean-Nord FSSS-CSN,CSN,Grève,Privé,Services de santé et services sociaux,8689,Saguenay-Lac-Saint-Jean,23,0,2017-02-15,2018-03-27,2015-03-31,0,86
AQ20000341,Corporation ambulancière de Beauce inc. (CAMBI),463 boulevard Renault Case postale 5128 Beauceville G5X3P5,Travailleurs ambulanciers syndiqués Beauce inc. (TASBI),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,116,0,2017-02-15,2018-02-19,2015-03-31,0,50
AM20015282,Dessercom,592 avenue Sainte-Marie  Saint-Hyacinthe J2S4R5,Travailleurs ambulanciers syndiqués de Beauce inc. (TASBI),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Estrie,5,0,2017-02-15,2018-06-30,,0,181
AM20013578,Dessercom inc.,5636 rue des Aulnaies  Lévis G6V5B4,Syndicat TASBI  Syndicat des travailleurs ambulanciers de Beauce incorporé,Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Estrie,49,0,2017-02-15,2018-05-31,2015-03-31,0,151
AM20015677,Les ambulances Laurentides inc.,688 rue L'Annonciation Sud  Rivière-Rouge J0T1T0,Syndicat du secteur préhospitalier des Laurentides et de Lanaudière ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Plus d'une région,30,0,2017-02-15,2018-03-27,2015-03-31,0,86
AM20015710,Services préhospitaliers Laurentides-Lanaudière ltée,13025 rue du Parc  Mirabel J7J1P3,Syndicat des paramédics Laurentides-Lanaudière ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Laurentides,247,0,2017-02-15,2018-04-06,2015-03-31,0,96
AQ20010896,9195-3760 Québec inc.,33 rue des Érables  Métabetchouan--Lac-à-la-Croix G8G1P9,Syndicat des paramédics Saguenay - Lac-Saint-Jean-Nord FSSS-CSN,CSN,Grève,Privé,Services de santé et services sociaux,8689,Saguenay-Lac-Saint-Jean,28,0,2017-02-15,2018-03-27,2015-03-31,0,86
AQ20017548,Ambulance Manic inc.,1776 boulevard Manicouagan  Baie-Comeau G5C1V7,Syndicat des paramédics de la Haute Côte-Nord et Manicouagan ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Côte-Nord,8,0,2017-02-16,2018-03-27,,0,86
AQ20010960,Ambulances Côte-Nord inc.,2726 boulevard Laflèche  Baie-Comeau G5C1E4,Syndicat des paramédics de la Haute-Côte-Nord et de la Manicouagan ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Côte-Nord,22,0,2017-02-16,2018-03-27,2015-03-31,0,86
AQ20016672,Ambulances Plessisville une division de Dessercom inc.,5600 rue J.-B.-Michaud  Lévis G6V0N9,Syndicat des paramédics du Centre du Québec,CSN,Grève,Privé,Services de santé et services sociaux,8689,Centre-du-Québec,28,0,2017-02-16,2018-04-06,,0,96
AQ20010923,Ambulances Porlier inc.,1876 boulevard Jacques-Cartier  Mont-Joli G5H2X2,Syndicat des paramédics de la Moyenne et Basse Côte-Nord,CSN,Grève,Privé,Services de santé et services sociaux,8689,Côte-Nord,40,0,2017-02-16,2018-03-27,2015-03-31,0,86
AQ20016834,Ambulances Porlier inc.,1876 boulevard Jacques-Cartier  Mont-Joli G5H2X2,Syndicat des paramédics de la Moyenne et Basse Côte-Nord ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Côte-Nord,12,0,2017-02-16,2018-03-28,2015-03-31,0,87
AQ20016636,Coopérative des paramédics du Témiscouata,148 rue de l'Église Témiscouata-sur-le-Lac   G0L 1X0 ,Syndicat des paramédics du Bas-Saint-Laurent ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Bas-Saint-Laurent,10,0,2017-02-16,2018-03-28,2015-03-31,0,87
AQ20016630,Coopérative des paramédics du Témiscouata,148 rue de l'Église Témiscouata-sur-le-Lac   G0L 1X0 ,Syndicat des paramédics du Bas-Saint-Laurent,CSN,Grève,Privé,Services de santé et services sociaux,8689,Bas-Saint-Laurent,22,0,2017-02-16,2018-03-28,2015-03-31,0,87
AQ20011001,Corporation des services préhospitaliers Basse Côte-Nord,Case postale 117 Chevry  G0G1G0,Syndicat des paramédics de la Moyenne et Basse Côte-Nord,CSN,Grève,Privé,Services de santé et services sociaux,8689,Côte-Nord,4,0,2017-02-16,2018-03-27,2015-03-31,0,86
AQ20015656,Gestion J. Claude Soucy inc.,235 rue des Peupliers  Manseau G0X1V0,Syndicat des paramédics du Centre du Québec ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Centre-du-Québec,16,0,2017-02-16,2018-03-27,,0,86
AM20015719,Vezeau et Frères inc.,952 rue Royale  Malartic J0Y1Z0,Syndicat des paramédics de l'Abitibi-Témiscamingue Nord-du-Québec ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Plus d'une région,112,0,2017-02-17,2018-03-27,2015-03-31,0,86
AM20011013,Ambulance Cowansville inc.,1000 rue du Sud  Cowansville J2K2Y3,Syndicat des paramédics et du préhospitalier de la Montérégie,CSN,Grève,Privé,Services de santé et services sociaux,8689,Montérégie,36,0,2017-02-18,2018-02-19,2015-03-31,0,50
AM20014071,Ambulance Demers inc.,727 rue Laurier  Beloeil J3G4J7,Syndicat des paramédics et du préhospitalier de la Montérégie ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Montérégie,15,0,2017-02-18,2018-03-27,2015-03-31,0,86
AM20014048,Ambulances Demers inc.,727 rue Laurier  Beloeil J3G4J7,Syndicat des paramédics et du préhospitalier de la Montérégie ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Montérégie,15,0,2017-02-18,2018-03-27,2015-03-31,0,86
AM20013556,Ambulances Demers inc.,727 rue Laurier  Beloeil J3G4J7,Syndicat des paramédics et du préhospitalier de la Montérégie ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Montérégie,130,0,2017-02-18,2018-03-27,2015-03-31,0,86
AM20010998,Coopérative des techniciens ambulanciers de la Montérégie (CETAM),1400 rue René-Descartes  Saint-Bruno-de-Montarville J3V0B7,Syndicat des paramédics et du préhospitalier de la Montérégie ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Montérégie,341,0,2017-02-18,2018-02-19,2015-03-31,0,50
AM20013331,Dessercom inc.,592 avenue Sainte-Marie  Saint-Hyacinthe J2S4R5,Syndicat des paramédics et du préhospitalier de la Montérégie ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Montérégie,21,0,2017-02-18,2018-03-27,2015-03-31,0,86
AM20015258,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,Syndicat des paramédics et du préhospitalier de la Montérégie ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Montérégie,18,0,2017-02-18,2018-03-27,2015-03-31,0,86
AM20016646,Ambulance Coaticook inc.,Case postale 55 Coaticook   J1A2S8,Syndicat des Paramédics de l'Estrie,CSN,Grève,Privé,Services de santé et services sociaux,8689,Estrie,18,0,2017-02-21,2018-03-27,,0,86
AQ20012589,Ambulance de la Jacques-Cartier inc.,6 rue Maisonneuve  Sainte-Catherine-de-la-Jacques-Cartier G3N2N1,Association des travailleurs du préhospitalier (ATPH),CSN,Grève,Privé,Services de santé et services sociaux,8689,Capitale-Nationale,19,0,2017-02-21,2018-03-27,2015-03-31,0,86
AM20015763,Ambulance Stanstead inc.,700 rue Dufferin  Stanstead J0B3E0,Syndicat des Paramédics de l'Estrie ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Estrie,12,0,2017-02-21,2018-03-27,,0,86
AM20015757,Ambulance Weedon & Région inc.,241 2e Avenue  Weedon J0B3J0,Syndicat des Paramédics de l'Estrie ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Estrie,14,0,2017-02-21,2018-02-19,,0,50
AQ20016674,Ambulances Sylvestre une division de Dessercom inc.,5600 rue J.-B.-Michaud  Lévis G6V0N9,Syndicat des paramédics de Chaudière-Appalaches,CSN,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,12,0,2017-02-21,2018-03-27,,0,86
AQ20014798,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,L'Association des travailleurs du préhospitalier (ATPH),CSN,Grève,Privé,Services de santé et services sociaux,8689,Capitale-Nationale,21,0,2017-02-21,2018-03-27,2015-03-31,0,86
AQ20011060,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,L'Association des travailleurs du préhospitalier (ATPH),CSN,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,28,0,2017-02-21,2018-03-27,2015-03-31,0,86
AQ20012584,Les Ambulances Guy Denis et Fils ltée,970 boulevard Dussault  Saint-Marc-des-Carrières G0A4B0,Association des travailleurs du préhospitalier (ATPH),CSN,Grève,Privé,Services de santé et services sociaux,8689,Capitale-Nationale,24,0,2017-02-21,2018-03-27,2015-03-31,0,86
AQ20012586,Les Ambulances Paré ltée,970 boulevard Bona-Dussault  Saint-Marc-des-Carrières G0A4B0,Association des travailleurs du préhospitalier (ATPH),CSN,Grève,Privé,Services de santé et services sociaux,8689,Capitale-Nationale,14,0,2017-02-21,2018-03-27,2015-03-31,0,86
AM20013502,Ambulance de l'Estrie inc.,4135 rue Lesage  Sherbrooke J1L2Z9,Syndicat des Paramédics de l'Estrie ,CSN,Grève,Privé,Services de santé et services sociaux,8689,Estrie,143,0,2017-02-24,2018-02-19,2015-03-31,0,50
AQ20002117,Coopérative des techniciens ambulanciers du Québec (CTAQ),6000 rue des Tournelles  Québec G2J1E4,L'Association des travailleurs du préhospitalier (ATPH),CSN,Grève,Privé,Services de santé et services sociaux,8689,Capitale-Nationale,25,0,2017-02-24,2018-02-19,2015-03-31,0,50
AQ10039432,Coopérative des techniciens ambulanciers du Québec (CTAQ),6000 rue des Tournelles  Québec G2J1E4,L'Association des travailleurs du préhospitalier (ATPH),CSN,Grève,Privé,Services de santé et services sociaux,8689,Capitale-Nationale,220,0,2017-02-24,2018-02-19,2015-03-31,0,50
AQ20017294,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,L'Association des travailleurs du préhospitalier (ATPH),CSN,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,13,0,2017-03-01,2018-03-27,2015-03-31,0,86
AM20011161,Centre de Communication Santé Estrie,1335 rue King Ouest  Sherbrooke J1J2B8,Syndicat des RMU de l'Estrie,CSN,Grève,Privé,Services de santé et services sociaux,8689,Estrie,27,0,2017-03-02,2018-04-30,2015-03-31,0,120
AQ20011184,Ambulance Côte-Nord inc.,2726 boulevard Laflèche  Baie-Comeau G5C1E4,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Côte-Nord,14,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20011129,Ambulance Côte-Nord inc.,2726 boulevard Laflèche  Baie-Comeau G5C1E4,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Côte-Nord,31,0,2017-03-04,2018-10-26,2015-03-31,0,299
AM20013429,Ambulance de Montcalm inc.,151 avenue de l'Hôtel-Dieu  Sorel-Tracy J3P1M2,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Montérégie,55,0,2017-03-04,2018-10-26,2015-03-31,0,299
AM20011043,Ambulance du Bas Saint-François,97 rue Shooner #1  Pierreville J0G1J0,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Mauricie,7,0,2017-03-04,2018-08-09,2015-03-31,0,221
AQ20011100,Ambulance Gilbert (Matane) inc.,146 boulevard Dion Case postale 293 Matane G4W3N2,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Gaspésie-Îles-de-la-Madeleine,30,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20011102,Ambulance Pelletier (La Pocatière),1013 6e Avenue  La Pocatière G0R1Z0,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Bas-Saint-Laurent,12,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20012968,Services Préhospitaliers Paraxion inc.,1876 boulevard Jacques-Cartier  Mont-Joli G5H2X2,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Côte-Nord,13,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20011148,Ambulances Bellechasse inc. une division de Dessercom inc.,5600 rue J.-B.-Michaud  Lévis G6V0N9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,11,0,2017-03-04,2018-08-09,2015-03-31,0,221
AQ20012576,Ambulances de la Capitale-Nationale une division de Dessercom inc.,5600 rue J.-B.-Michaud  Lévis G6V0N9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Capitale-Nationale,58,0,2017-03-04,2018-08-09,2015-03-31,0,221
AM20011044,Ambulances Drummondville une division de Dessercom inc.,5636 rue des Aulnaies  Lévis G6V5B4,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Centre-du-Québec,50,0,2017-03-04,2018-08-09,2015-03-31,0,221
AM20013428,Ambulances Joliette inc.,151 avenue de l'Hôtel-Dieu  Sorel-Tracy J3P1M2,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Lanaudière,82,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20011075,Ambulances Kamouraska Est enr. une division de Dessercom inc.,5600 rue J.-B.-Michaud  Lévis G6V0N9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Bas-Saint-Laurent,19,0,2017-03-04,2018-08-09,2015-03-31,0,221
AQ20011163,Ambulances Portneuf une division de Dessercom inc.,5600 rue J.-B.-Michaud  Lévis G6V0N9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Capitale-Nationale,43,0,2017-03-04,2018-08-09,2015-03-31,0,221
AM20011155,Ambulances Rawdon,3264 4e Avenue Case postale 4659 Rawdon J0K1S0,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Lanaudière,42,0,2017-03-04,2018-08-09,2015-03-31,0,221
AQ20011168,Ambulances Rive-Sud inc. une division de Dessercom inc.,5600 rue J.-B.-Michaud  Lévis G6V0N9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,88,0,2017-03-04,2018-08-09,2015-03-31,0,221
AQ20011172,Ambulances Saint-Charles une division de Dessercom inc.,5600 rue J.-B.-Michaud  Lévis G6V0N9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,11,0,2017-03-04,2018-08-09,2015-03-31,0,221
AQ20011171,Ambulances Sainte-Marie une division de Dessercom inc.,5600 rue J.-B.-Michaud  Lévis G6V0N9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,42,0,2017-03-04,2018-08-09,2015-03-31,0,221
AQ20016952,Ambulances 0911 inc.,34 chemin de la Grande-Carrière Louiseville   J5V2J7,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Mauricie,,0,2017-03-04,2018-08-09,,0,221
AM20011127,Coopérative des paramédics de l'Outaouais,505 boulevard des Affaires  Gatineau J8R0B2,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Outaouais,220,0,2017-03-04,2018-11-07,2015-03-31,0,311
AQ20011113,Coopérative des paramédics du Grand-Portage,47-A rue Saint-André  Rivière-du-Loup G5R3J2,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Bas-Saint-Laurent,36,0,2017-03-04,2018-11-07,2015-03-31,0,311
AQ20011165,Corporation ambulancière de Beauce inc. (CAMBI),485 boulevard Renault Case postale 5128 Beauceville QC G5X3P5,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,,0,2017-03-04,2018-12-06,,0,340
AM20011158,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Plus d'une région,48,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20015259,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Gaspésie-Îles-de-la-Madeleine,20,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20011123,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Gaspésie-Îles-de-la-Madeleine,20,0,2017-03-04,2018-10-26,2015-03-31,0,299
AQ20011134,Services Préhospitaliers Paraxion inc.,309 rue des Entrepreneurs  Montmagny G5V4S9,Fédération des employés du préhospitalier du Québec (FPHQ),Indépendant,Grève,Privé,Services de santé et services sociaux,8689,Chaudière-Appalaches,42,0,2017-03-04,2018-10-26,2015-03-31,0,299
