ï»¿ANNEE,SECTEUR_FORMT,PROGR,SEXE,PERSO_DIPLM_VISEES,TAUX_REPONSE_%,EN_EMPLOI_31_MARS_%,EN_RECHR_EMPLOI_31_MARS_%,AUX_ETUDES_31_MARS_%,INACTIVES_31_MARS_%,TAUX_CHOMAGE_31_MARS_%,EMPLOI_A_TEMPS_PLEIN_31_MARS_%,SALR_HEBDO_BRUT_MOYEN_31_MARS_$,EN_LIEN_AVEC_FORMT_31_MARS_%,EN_EMPLOI_1_JUIN_%,EN_RECHR_EMPLOI_1_JUIN_%,AUX_ÃTUDES_1_JUIN_%,INACTIVES_1_JUIN_%,TAUX_CHOMAGE_1_JUIN_% 
2012,MÃ©tallurgie,5356 Chaudronnerie,Ensemble,18,61.1,100,0,0,0,0,100,1310.1,90.9,100,0,0,0,0
2012,MÃ©tallurgie,5360 Ferblanterie,Ensemble,109,59.6,89.2,3.1,6.2,1.5,3.3,96.6,776.7,80.4,87.7,4.6,6.2,1.5,5
2012,MÃ©tallurgie,5734 High-Pressure Welding,Ensemble,23,60.9,71.4,21.4,0,7.1,23.1,90,621.3,77.8,71.4,28.6,0,0,28.6
2012,Mines et travaux de chantier,5092 Forage et dynamitage,Ensemble,79,45.6,72.2,19.4,2.8,5.6,21.2,100,1649.1,88.5,83.3,11.1,2.8,2.8,11.8
2012,Mines et travaux de chantier,5220 Conduite engins de chantier,Ensemble,269,53.2,69.2,19.6,5.6,5.6,22,92.9,1037,80.4,79.7,8.4,5.6,6.3,9.5
2012,Mines et travaux de chantier,5248 Conduite de grues,Ensemble,56,53.6,93.3,0,0,6.7,0,96.4,1548.2,92.6,100,0,0,0,0
2012,Mines et travaux de chantier,5261 Extraction de minerai,Ensemble,203,48.3,85.7,9.2,3.1,2,9.7,97.6,1334.5,87.8,83.7,10.2,5.1,1,10.9
2012,Mines et travaux de chantier,5273 Conduite de machinerie lourde en voirie forestiÃ¨re,Ensemble,673,56.5,66.3,18.2,7.9,7.6,21.5,93.3,930.4,63.4,78.9,9.2,8.2,3.7,10.4
2012,Mines et travaux de chantier,5274 Conduite de machines de traitement du mineraI,Ensemble,â¤10,,,,,,,,,,,,,,
2012,SantÃ©,5144 Assistance dentaire,Ensemble,376,54.8,81.6,7.3,9.2,1.9,8.2,78.6,522.5,75.8,77.2,8.3,9.2,5.3,9.7
2012,SantÃ©,5325 SantÃ©/ assistance et soins infirmiers,Ensemble,2258,50.8,85.8,4.4,6.3,3.6,4.8,68.1,689.9,90.7,85.9,3.9,6.7,3.5,4.4
2012,SantÃ©,5325 SantÃ©/ assistance et soins infirmiers,Femmes,1946,50.3,86.2,4.1,5.5,4.2,4.5,67.2,686.6,91.2,86,4,6,4,4.4
2012,SantÃ©,5325 SantÃ©/ assistance et soins infirmiers,Hommes,312,53.5,83.2,6,10.8,0,6.7,73.4,709,88.2,85,3.6,10.8,0.6,4.1
2012,SantÃ©,5341 Assistance technique en pharmacie,Ensemble,461,58.4,83.6,4.1,10,2.2,4.7,88.4,540.7,91.5,80.7,4.1,10.4,4.8,4.8
2012,SantÃ©,5341 Assistance technique en pharmacie,Femmes,424,58.3,85,3.6,8.9,2.4,4.1,88.6,539.8,91.9,82.6,3.6,8.9,4.9,4.2
2012,SantÃ©,5341 Assistance technique en pharmacie,Hommes,37,59.5,68.2,9.1,22.7,0,11.8,86.7,553.4,84.6,59.1,9.1,27.3,4.5,13.3
2012,SantÃ©,5358 Assistance Ã  la personne en Ã©tablissement et Ã  domicile,Ensemble,3184,53.1,80.7,5.3,8.8,5.2,6.2,72.9,593.2,88.9,80.3,4.4,9.6,5.7,5.2
2012,SantÃ©,5358 Assistance Ã  la personne en Ã©tablissement et Ã  domicile,Femmes,2724,53.7,81.3,4.3,8.7,5.7,5,72.1,585.6,89.6,80.5,4.2,9.3,6,5
2012,SantÃ©,5358 Assistance Ã  la personne en Ã©tablissement et Ã  domicile,Hommes,460,49.8,76.9,11.8,9.6,1.7,13.3,78.4,638.2,84.8,79,5.7,11.4,3.9,6.7
2012,SantÃ©,5825 Health/ Assistance and Nursing,Ensemble,202,54.5,74.5,9.1,12.7,3.6,10.9,59.8,659.5,83.7,73.6,10.9,12.7,2.7,12.9
2012,SantÃ©,5841 Pharmacy Technical Assistance,Ensemble,41,46.3,63.2,10.5,26.3,0,14.3,83.3,609.5,100,63.2,10.5,26.3,0,14.3
2012,Soins esthÃ©tiques,5245 Coiffure,Ensemble,989,50.2,74.6,5.6,13.1,6.7,7,73.2,392.3,70.5,76,4.2,14.1,5.6,5.3
2012,Soins esthÃ©tiques,5245 Coiffure,Femmes,957,50.3,74.8,5,13.3,6.9,6.3,73.3,391.9,70.1,76.1,4,14.3,5.6,4.9
2012,Soins esthÃ©tiques,5245 Coiffure,Hommes,32,46.9,66.7,26.7,6.7,0,28.6,70,407.4,85.7,73.3,13.3,6.7,6.7,15.4
2012,Soins esthÃ©tiques,5339 EsthÃ©tique,Ensemble,607,47.1,69.2,3.1,25.5,2.1,4.3,67.2,430.1,62.4,65.7,3.5,27.3,3.5,5.1
2012,Soins esthÃ©tiques,5349 Ãpilation,Ensemble,288,54.5,82.8,3.2,10.2,3.8,3.7,66.9,430.4,72.4,81.5,2.5,10.8,5.1,3
2012,Soins esthÃ©tiques,5568 Electrolysis,Ensemble,42,54.8,69.6,8.7,17.4,4.3,11.1,68.8,450.6,45.5,73.9,4.3,17.4,4.3,5.6
2012,Soins esthÃ©tiques,5745 Hairdressing,Ensemble,132,45.5,75,8.3,15,1.7,10,73.3,425.2,66.7,70,10,18.3,1.7,12.5
2012,Transport,5291 Transport par camion,Ensemble,2459,55.4,85.9,7.3,3.1,3.7,7.9,96.5,930.9,86.3,89.1,4.6,3.3,3,4.9
2012,Transport,5304 RÃ©gulation de vol,Ensemble,16,62.5,70,0,30,0,0,100,765.2,71.4,70,0,30,0,0
2013,Administration/commerce et informatique,5226 SecrÃ©tariat juridique,Ensemble,98,51,88,8,2,2,8.3,90.9,623.5,85,86,8,2,4,8.5
2013,Administration/commerce et informatique,5227 SecrÃ©tariat mÃ©dical,Ensemble,340,67.4,86.9,7.4,3.5,2.2,7.9,86.9,633.9,85.5,86.5,5.7,3.5,4.4,6.2
2013,Administration/commerce et informatique,5229 Soutien informatique,Ensemble,579,63.4,62.4,11.7,23.2,2.7,15.8,92.1,640.7,71.6,61.6,11.2,24,3.3,15.4
2013,Administration/commerce et informatique,5229 Soutien informatique,Femmes,72,51.4,40.5,21.6,35.1,2.7,34.8,100,631.9,73.3,40.5,16.2,37.8,5.4,28.6
2013,Administration/commerce et informatique,5229 Soutien informatique,Hommes,507,65.1,64.8,10.6,21.8,2.7,14.1,91.6,641.2,71.4,63.9,10.6,22.4,3,14.2
2013,Administration/commerce et informatique,5231 ComptabilitÃ©,Ensemble,1623,58.9,72.4,11.9,11,4.7,14.1,85,565.1,69.6,72.6,10.3,11.6,5.5,12.4
2013,Administration/commerce et informatique,5231 ComptabilitÃ©,Femmes,1318,59.7,75,10.5,9.3,5.2,12.3,84.4,564.8,73.9,74.5,9.7,9.7,6.2,11.5
2013,Administration/commerce et informatique,5231 ComptabilitÃ©,Hommes,305,55.4,60.4,18.3,18.9,2.4,23.3,88.2,567,45.6,63.9,13,20.7,2.4,16.9
2013,Administration/commerce et informatique,5309 Gestion entreprise de construction,Ensemble,360,60.3,81.1,6,5.5,7.4,6.9,88.6,1024.3,76.9,82.5,6,6.5,5.1,6.8
2013,Administration/commerce et informatique,5309 Gestion entreprise de construction,Femmes,20,85,52.9,11.8,17.6,17.6,18.2,100,965.7,66.7,58.8,5.9,17.6,17.6,9.1
2013,Administration/commerce et informatique,5309 Gestion entreprise de construction,Hommes,340,58.8,83.5,5.5,4.5,6.5,6.2,88,1029.3,77.6,84.5,6,5.5,4,6.6
2013,Administration/commerce et informatique,5321 Vente-conseil,Ensemble,1029,56.3,74.1,7.1,13.8,5,8.7,83.2,660.6,77.9,73.9,6,14.9,5.2,7.6
2013,Administration/commerce et informatique,5321 Vente-conseil,Femmes,494,56.7,68.9,7.9,16.4,6.8,10.2,79.3,570,80.4,68.2,6.8,17.9,7.1,9
2013,Administration/commerce et informatique,5321 Vente-conseil,Hommes,535,55.9,78.9,6.4,11.4,3.3,7.5,86.4,712.9,76,79.3,5.4,12,3.3,6.3
2013,Administration/commerce et informatique,5323 ReprÃ©sentation,Ensemble,319,55.2,86.9,3.4,8,1.7,3.8,87.6,733.2,74.6,83.5,6.3,8,2.3,7
2013,Administration/commerce et informatique,5323 ReprÃ©sentation,Femmes,129,53.5,84.1,4.3,8.7,2.9,4.9,84.5,701.8,65.3,84.1,4.3,8.7,2.9,4.9
2013,Administration/commerce et informatique,5323 ReprÃ©sentation,Hommes,190,56.3,88.8,2.8,7.5,0.9,3.1,89.5,752.2,80,83.2,7.5,7.5,1.9,8.2
2013,Administration/commerce et informatique,5357 SecrÃ©tariat,Ensemble,1851,61,79.3,9.3,7.9,3.5,10.5,86,599.4,85.7,77.8,9.4,8.7,4.2,10.8
2013,Administration/commerce et informatique,5357 SecrÃ©tariat,Femmes,1831,61,79.2,9.3,7.9,3.6,10.5,86,599.5,85.8,77.7,9.4,8.7,4.2,10.8
2013,Administration/commerce et informatique,5357 SecrÃ©tariat,Hommes,20,65,84.6,7.7,7.7,0,8.3,90.9,587,80,84.6,7.7,7.7,0,8.3
2013,Administration/commerce et informatique,5726 Secretarial Studies - Legal,Ensemble,28,50,78.6,14.3,7.1,0,15.4,90.9,650.6,60,71.4,14.3,7.1,7.1,16.7
2013,Administration/commerce et informatique,5729 Computing Support,Ensemble,45,64.4,75.9,13.8,6.9,3.4,15.4,90.9,616.7,60,75.9,17.2,6.9,0,18.5
2013,Administration/commerce et informatique,5731 Accounting,Ensemble,381,54.1,64.1,14.6,11.2,10.2,18.5,84.8,553.5,59.8,63.1,14.6,11.7,10.7,18.8
2013,Administration/commerce et informatique,5731 Accounting,Femmes,277,52.7,61.6,16.4,9.6,12.3,21.1,83.3,540.2,68,60.3,15.8,10.3,13.7,20.7
2013,Administration/commerce et informatique,5731 Accounting,Hommes,104,57.7,70,10,15,5,12.5,88.1,575.7,43.2,70,11.7,15,3.3,14.3
2013,Administration/commerce et informatique,5857 Secretarial Studies,Ensemble,147,58.5,67.4,14,12.8,5.8,17.1,86.2,547,62,65.1,15.1,15.1,4.7,18.8
2013,Agriculture et pÃªches,5043 SpÃ©cialitÃ©s en horticulture,Ensemble,28,71.4,70,15,5,10,17.6,78.6,918.4,81.8,90,0,5,5,0
2013,Agriculture et pÃªches,5173 Fleuristerie,Ensemble,101,67.3,48.5,17.6,16.2,17.6,26.7,63.6,415.8,71.4,55.9,8.8,17.6,17.6,13.6
2013,Agriculture et pÃªches,5254 Grandes cultures,Ensemble,13,92.3,50,0,41.7,8.3,0,100,743.8,66.7,58.3,0,41.7,0,0
2013,Agriculture et pÃªches,5256 Production acÃ©ricole,Ensemble,44,63.6,57.1,14.3,14.3,14.3,20,93.8,721.6,80,67.9,0,14.3,17.9,0
2013,Agriculture et pÃªches,5257 PÃªche professionnelle,Ensemble,12,100,41.7,25,0,33.3,37.5,100, ,60,91.7,0,8.3,0,0
2013,Agriculture et pÃªches,5288 Horticulture et jardinerie,Ensemble,171,62.6,48.6,13.1,16.8,21.5,21.2,82.7,589.8,67.4,68.2,1.9,16.8,13.1,2.7
2013,Agriculture et pÃªches,5288 Horticulture et jardinerie,Femmes,134,65.7,50,10.2,15.9,23.9,17,81.8,592.2,75,65.9,2.3,15.9,15.9,3.3
2013,Agriculture et pÃªches,5288 Horticulture et jardinerie,Hommes,37,51.4,42.1,26.3,21.1,10.5,38.5,87.5,571.8,28.6,78.9,0,21.1,0,0
2013,Agriculture et pÃªches,5320 RÃ©alisation damÃ©nagements paysagers,Ensemble,167,53.3,48.3,15.7,22.5,13.5,24.6,79.1,526.1,55.9,64,6.7,23.6,5.6,9.5
2013,Agriculture et pÃªches,5320 RÃ©alisation damÃ©nagements paysagers,Femmes,60,63.3,50,7.9,23.7,18.4,13.6,84.2,519.8,62.5,68.4,2.6,23.7,5.3,3.7
2013,Agriculture et pÃªches,5320 RÃ©alisation damÃ©nagements paysagers,Hommes,107,47.7,47.1,21.6,21.6,9.8,31.4,75,532.4,50,60.8,9.8,23.5,5.9,13.9
2013,Agriculture et pÃªches,5348 Production horticole,Ensemble,42,64.3,44.4,7.4,33.3,14.8,14.3,83.3,615.8,70,51.9,0,33.3,14.8,0
2013,Agriculture et pÃªches,5354 Production animale,Ensemble,177,65,69.6,5.2,20.9,4.3,7,96.3,578.7,83.1,74.8,0.9,21.7,2.6,1.1
2013,Agriculture et pÃªches,5354 Production animale,Femmes,55,58.2,62.5,3.1,28.1,6.3,4.8,100,547.1,85,65.6,0,28.1,6.3,0
2013,Agriculture et pÃªches,5354 Production animale,Hommes,122,68,72.3,6,18.1,3.6,7.7,95,594,82.5,78.3,1.2,19.3,1.2,1.5
2013,Agriculture et pÃªches,5366 Arboriculture-Ã©lagage,Ensemble,90,57.8,61.5,15.4,7.7,15.4,20,84.4,758.2,81.5,84.6,1.9,9.6,3.8,2.2
2013,Alimentation et tourisme,5268 Boucherie de dÃ©tail,Ensemble,253,58.1,74.1,10.9,10.9,4.1,12.8,92.7,526,80.2,72.8,10.9,11.6,4.8,13
2013,Alimentation et tourisme,5268 Boucherie de dÃ©tail,Femmes,36,50,83.3,0,0,16.7,0,93.3,557,78.6,77.8,11.1,0,11.1,12.5
2013,Alimentation et tourisme,5268 Boucherie de dÃ©tail,Hommes,217,59.4,72.9,12.4,12.4,2.3,14.5,92.6,520.6,80.5,72.1,10.9,13.2,3.9,13.1
2013,Alimentation et tourisme,5270 Boulangerie,Ensemble,98,64.3,54,9.5,31.7,4.8,15,82.4,518.6,78.6,55.6,6.3,33.3,4.8,10.3
2013,Alimentation et tourisme,5270 Boulangerie,Femmes,47,68.1,50,9.4,37.5,3.1,15.8,87.5,493,78.6,50,6.3,37.5,6.3,11.1
2013,Alimentation et tourisme,5270 Boulangerie,Hommes,51,60.8,58.1,9.7,25.8,6.5,14.3,77.8,544.2,78.6,61.3,6.5,29,3.2,9.5
2013,Alimentation et tourisme,5283 RÃ©ception en hÃ´tellerie,Ensemble,95,53.7,72.5,5.9,11.8,9.8,7.5,91.9,467.8,52.9,68.6,7.8,13.7,9.8,10.3
2013,Alimentation et tourisme,5293 Service de la restauration,Ensemble,268,55.6,70.5,5.4,22.8,1.3,7.1,68.6,571.6,76.4,69.8,2,23.5,4.7,2.8
2013,Alimentation et tourisme,5293 Service de la restauration,Femmes,150,54.7,65.9,6.1,25.6,2.4,8.5,59.3,481.8,78.1,68.3,0,25.6,6.1,0
2013,Alimentation et tourisme,5293 Service de la restauration,Hommes,118,56.8,76.1,4.5,19.4,0,5.6,78.4,640.5,75,71.6,4.5,20.9,3,5.9
2013,Alimentation et tourisme,5297 PÃ¢tisserie,Ensemble,384,60.9,64.1,8.1,20.9,6.8,11.2,87.3,489.1,69.5,64.5,5.1,21.8,8.5,7.4
2013,Alimentation et tourisme,5297 PÃ¢tisserie,Femmes,327,60.2,64.5,7.6,20.3,7.6,10.6,85.8,479.7,68.8,65.5,5.1,21.3,8.1,7.2
2013,Alimentation et tourisme,5297 PÃ¢tisserie,Hommes,57,64.9,62.2,10.8,24.3,2.7,14.8,95.7,532.4,72.7,59.5,5.4,24.3,10.8,8.3
2013,Alimentation et tourisme,5311 Cuisine,Ensemble,1167,57.7,73.1,4.5,19.5,3,5.7,86.6,566.2,85.2,72.7,4.2,19.6,3.6,5.4
2013,Alimentation et tourisme,5311 Cuisine,Femmes,501,58.5,69.6,4.4,20.5,5.5,6,82.4,529.6,83.9,70.3,3.8,20.8,5.1,5.1
2013,Alimentation et tourisme,5311 Cuisine,Hommes,666,57.1,75.8,4.5,18.7,1.1,5.6,89.6,591.1,86,74.5,4.5,18.7,2.4,5.7
2013,Alimentation et tourisme,5314 Sommellerie,Ensemble,126,53.2,82.1,1.5,14.9,1.5,1.8,74.5,723.2,95.1,80.6,1.5,16.4,1.5,1.8
2013,Alimentation et tourisme,5314 Sommellerie,Femmes,55,54.5,83.3,3.3,13.3,0,3.8,64,651.8,87.5,83.3,0,13.3,3.3,0
2013,Alimentation et tourisme,5314 Sommellerie,Hommes,71,52.1,81.1,0,16.2,2.7,0,83.3,773.2,100,78.4,2.7,18.9,0,3.3
2013,Alimentation et tourisme,5324 Cuisine du marchÃ©,Ensemble,111,56.8,79.4,3.2,17.5,0,3.8,82,603.9,78,77.8,1.6,19,1.6,2
2013,Alimentation et tourisme,5324 Cuisine du marchÃ©,Femmes,32,46.9,80,0,20,0,0,100,563.3,66.7,73.3,0,20,6.7,0
2013,Alimentation et tourisme,5324 Cuisine du marchÃ©,Hommes,79,60.8,79.2,4.2,16.7,0,5,76.3,621.1,82.8,79.2,2.1,18.8,0,2.6
2013,Alimentation et tourisme,5342 PÃ¢tisserie de restauration contemporaine,Ensemble,55,63.6,77.1,2.9,11.4,8.6,3.6,66.7,646.8,72.2,80,0,11.4,8.6,0
2013,Alimentation et tourisme,5342 PÃ¢tisserie de restauration contemporaine,Femmes,28,60.7,64.7,5.9,11.8,17.6,8.3,72.7,522.6,62.5,70.6,0,11.8,17.6,0
2013,Alimentation et tourisme,5342 PÃ¢tisserie de restauration contemporaine,Hommes,27,66.7,88.9,0,11.1,0,0,62.5,743.4,80,88.9,0,11.1,0,0
2013,Alimentation et tourisme,5355 Conseil et vente de voyages,Ensemble,110,66.4,83.6,2.7,9.6,4.1,3.2,77,490.2,74.5,80.8,4.1,11,4.1,4.8
2013,Alimentation et tourisme,5355 Conseil et vente de voyages,Femmes,94,63.8,85,1.7,10,3.3,1.9,74.5,501.5,81.6,81.7,3.3,11.7,3.3,3.9
2013,Alimentation et tourisme,5355 Conseil et vente de voyages,Hommes,16,81.3,76.9,7.7,7.7,7.7,9.1,90,408.9,44.4,76.9,7.7,7.7,7.7,9.1
2013,Alimentation et tourisme,5783 Hotel Reception,Ensemble,50,48,58.3,25,16.7,0,30,64.3,596.2,22.2,54.2,20.8,25,0,27.8
2013,Alimentation et tourisme,5793 Food and Beverage Services,Ensemble,13,69.2,44.4,11.1,33.3,11.1,20,100,401.7,25,33.3,11.1,44.4,11.1,25
2013,Alimentation et tourisme,5797 Pastry Making,Ensemble,48,58.3,75,7.1,7.1,10.7,8.7,90.5,441,57.9,71.4,3.6,7.1,17.9,4.8
2013,Alimentation et tourisme,5811 Professional Cooking,Ensemble,223,48,71,6.5,12.1,10.3,8.4,76.3,532.4,81,64.5,13.1,13.1,9.3,16.9
2013,Alimentation et tourisme,5824 Market Fresh Cooking,Ensemble,â¤10,,,,,,,,,,,,,,
2013,Arts,5085 Bijouterie-joaillerie,Ensemble,53,58.5,80.6,6.5,9.7,3.2,7.4,80,510.7,55,77.4,9.7,9.7,3.2,11.1
2013,Arts,5178 Taille de pierre,Ensemble,â¤10,,,,,,,,,,,,,,
2013,Arts,5326 Photographie,Ensemble,70,62.9,68.2,6.8,20.5,4.5,9.1,73.3,421.1,50,61.4,9.1,20.5,9.1,12.9
2013,Arts,5327 DÃ©coration intÃ©rieure et prÃ©sentation visuelle,Ensemble,234,56.4,76.5,7.6,12.1,3.8,9,87.1,512.5,71.6,75,4.5,13.6,6.8,5.7
2013,Arts,5827 Interior Decorating and Visual Display,Ensemble,34,50,58.8,23.5,5.9,11.8,28.6,40,652.8,25,58.8,23.5,5.9,11.8,28.6
2013,BÃ¢timent et travaux publics,5172 RÃ©paration appareils au gaz naturel,Ensemble,47,55.3,73.1,15.4,11.5,0,17.4,100,852.3,63.2,69.2,15.4,11.5,3.8,18.2
2013,BÃ¢timent et travaux publics,5211 Entretien gÃ©nÃ©ral immeubles,Ensemble,255,63.1,68.9,11.8,16.8,2.5,14.6,86.5,625.3,76,69.6,10.6,16.8,3.1,13.2
2013,BÃ¢timent et travaux publics,5211 Entretien gÃ©nÃ©ral immeubles,Femmes,15,60,66.7,22.2,11.1,0,25,83.3,546.4,80,77.8,11.1,11.1,0,12.5
2013,BÃ¢timent et travaux publics,5211 Entretien gÃ©nÃ©ral immeubles,Hommes,240,63.3,69.1,11.2,17.1,2.6,13.9,86.7,630.7,75.8,69.1,10.5,17.1,3.3,13.2
2013,BÃ¢timent et travaux publics,5214 Entretien et rÃ©paration de caravanes,Ensemble,21,71.4,60,0,0,40,0,88.9,567.5,87.5,73.3,0,0,26.7,0
2013,BÃ¢timent et travaux publics,5238 Arpentage et topographie,Ensemble,189,67.2,73.2,18.1,3.9,4.7,19.8,95.7,864.6,82,81.9,11,4.7,2.4,11.9
2013,BÃ¢timent et travaux publics,5238 Arpentage et topographie,Femmes,53,67.9,72.2,16.7,2.8,8.3,18.8,100,831.5,88.5,83.3,8.3,2.8,5.6,9.1
2013,BÃ¢timent et travaux publics,5238 Arpentage et topographie,Hommes,136,66.9,73.6,18.7,4.4,3.3,20.2,94,878.1,79.4,81.3,12.1,5.5,1.1,12.9
2013,BÃ¢timent et travaux publics,5250 Dessin de bÃ¢timent,Ensemble,468,62.8,82.3,8.8,5.8,3.1,9.7,96.3,615.7,81.1,81,9.5,6.1,3.4,10.5
2013,BÃ¢timent et travaux publics,5250 Dessin de bÃ¢timent,Femmes,251,61,81.7,8.5,7.2,2.6,9.4,94.4,578.7,79.7,76.5,11.1,7.2,5.2,12.7
2013,BÃ¢timent et travaux publics,5250 Dessin de bÃ¢timent,Hommes,217,65,83,9.2,4.3,3.5,10,98.3,652.1,82.6,85.8,7.8,5,1.4,8.3
2013,BÃ¢timent et travaux publics,5286 PlÃ¢trage,Ensemble,126,58.7,86.5,6.8,5.4,1.4,7.2,95.3,793.3,75.4,83.8,10.8,5.4,0,11.4
2013,BÃ¢timent et travaux publics,5300 Carrelage,Ensemble,127,56.7,79.2,6.9,12.5,1.4,8.1,89.5,786.1,78.4,77.8,6.9,12.5,2.8,8.2
2013,BÃ¢timent et travaux publics,5303 Briquetage-maÃ§onnerie,Ensemble,579,48.2,69.5,15.4,9,6.1,18.1,88.1,751.1,59.6,78.5,8.6,10,2.9,9.9
2013,BÃ¢timent et travaux publics,5312 MÃ©canique de protection contre les incendies,Ensemble,47,46.8,90.9,9.1,0,0,9.1,100,755.7,100,90.9,9.1,0,0,9.1
2013,BÃ¢timent et travaux publics,5315 RÃ©frigÃ©ration,Ensemble,238,53.8,85.9,7,3.9,3.1,7.6,94.5,785,84.6,92.2,2.3,3.9,1.6,2.5
2013,BÃ¢timent et travaux publics,5319 Charpenterie-menuiserie,Ensemble,2123,55.6,78.9,13.5,4.6,3,14.6,95.4,832.4,83.4,84.1,9.1,4.7,2,9.8
2013,BÃ¢timent et travaux publics,5319 Charpenterie-menuiserie,Femmes,36,69.4,80,4,8,8,4.8,90,776.1,77.8,76,8,8,8,9.5
2013,BÃ¢timent et travaux publics,5319 Charpenterie-menuiserie,Hommes,2087,55.4,78.9,13.7,4.5,2.9,14.8,95.5,833.6,83.5,84.3,9.2,4.7,1.9,9.8
2013,BÃ¢timent et travaux publics,5322 Intervention en sÃ©curitÃ© incendie,Ensemble,469,66.3,30.5,0.6,68.5,0.3,2.1,78.9,842,26.7,29.9,0.6,68.8,0.6,2.1
2013,BÃ¢timent et travaux publics,5333 Plomberie et chauffage,Ensemble,597,60.1,83.8,10.6,4.2,1.4,11.2,96.7,814.3,87.3,84.1,8.9,4.5,2.5,9.6
2013,BÃ¢timent et travaux publics,5334 Installation de revÃªtements souples,Ensemble,42,57.1,66.7,12.5,20.8,0,15.8,87.5,782.3,57.1,75,0,20.8,4.2,0
2013,BÃ¢timent et travaux publics,5336 Peinture en bÃ¢timent,Ensemble,188,48.9,78.3,15.2,4.3,2.2,16.3,83.3,730.8,70,80.4,13,4.3,2.2,14
2013,BÃ¢timent et travaux publics,5343 PrÃ©paration et finition de bÃ©ton,Ensemble,60,58.3,74.3,11.4,5.7,8.6,13.3,76.9,948.2,85,91.4,2.9,5.7,0,3
2013,BÃ¢timent et travaux publics,5350 Pose de systÃ¨mes intÃ©rieurs,Ensemble,264,51.1,77.8,9.6,8.9,3.7,11,94.3,817.6,77.8,72.6,14.8,10.4,2.2,16.9
2013,BÃ¢timent et travaux publics,5351 Pose de revÃªtements de toiture,Ensemble,200,48.5,75.3,11.3,5.2,8.2,13.1,82.2,856.8,75,86.6,6.2,5.2,2.1,6.7
2013,BÃ¢timent et travaux publics,5359 MÃ©canique de machines fixes,Ensemble,110,64.5,87.3,7,5.6,0,7.5,98.4,971.9,93.4,87.3,7,5.6,0,7.5
2013,BÃ¢timent et travaux publics,5750 Residential and Commercial Drafting,Ensemble,27,63,58.8,17.6,23.5,0,23.1,100,818.4,80,70.6,5.9,23.5,0,7.7
2013,BÃ¢timent et travaux publics,5803 Masonry: Bricklaying,Ensemble,44,63.6,67.9,14.3,14.3,3.6,17.4,89.5,780.2,76.5,75,10.7,14.3,0,12.5
2013,BÃ¢timent et travaux publics,5833 Plumbing and Heating,Ensemble,16,81.3,84.6,7.7,0,7.7,8.3,90.9,792.1,90,84.6,7.7,0,7.7,8.3
2013,BÃ¢timent et travaux publics,5843 Preparing and Finishing Concrete,Ensemble,19,63.2,75,0,16.7,8.3,0,77.8,913.5,71.4,66.7,8.3,25,0,11.1
2013,Bois et matÃ©riaux connexes,5080 Rembourrage artisanal,Ensemble,14,85.7,83.3,8.3,8.3,0,9.1,80,669.5,87.5,91.7,0,8.3,0,0
2013,Bois et matÃ©riaux connexes,5142 Finition de meubles,Ensemble,72,72.2,63.5,11.5,15.4,9.6,15.4,81.8,524.6,66.7,59.6,13.5,15.4,11.5,18.4
2013,Bois et matÃ©riaux connexes,5142 Finition de meubles,Femmes,41,73.2,63.3,6.7,16.7,13.3,9.5,73.7,504.7,64.3,53.3,16.7,16.7,13.3,23.8
2013,Bois et matÃ©riaux connexes,5142 Finition de meubles,Hommes,31,71,63.6,18.2,13.6,4.5,22.2,92.9,546.5,69.2,68.2,9.1,13.6,9.1,11.8
2013,Bois et matÃ©riaux connexes,5352 ÃbÃ©nisterie,Ensemble,244,67.2,64.6,4.9,18.9,11.6,7,87.7,603.7,66.7,64.6,1.8,20.7,12.8,2.8
2013,Bois et matÃ©riaux connexes,5352 ÃbÃ©nisterie,Femmes,63,63.5,67.5,7.5,17.5,7.5,10,85.2,604.9,69.6,67.5,2.5,20,10,3.6
2013,Bois et matÃ©riaux connexes,5352 ÃbÃ©nisterie,Hommes,181,68.5,63.7,4,19.4,12.9,6,88.6,603.3,65.7,63.7,1.6,21,13.7,2.5
2013,Bois et matÃ©riaux connexes,5852 Cabinetmaking,Ensemble,72,61.1,56.8,15.9,15.9,11.4,21.9,88,615.9,63.6,50,20.5,18.2,11.4,29
2013,Bois et matÃ©riaux connexes,5852 Cabinetmaking,Femmes,13,69.2,55.6,0,22.2,22.2,0,60,697.5,33.3,44.4,0,22.2,33.3,0
2013,Bois et matÃ©riaux connexes,5852 Cabinetmaking,Hommes,59,59.3,57.1,20,14.3,8.6,25.9,95,595.5,68.4,51.4,25.7,17.1,5.7,33.3
2013,Chimie et biologie,5328 Conduite de procÃ©dÃ©s de traitement de eau,Ensemble,45,60,85.2,7.4,7.4,0,8,95.7,796.3,95.5,85.2,7.4,7.4,0,8
2013,Communications et documentation,5240 Reprographie et faÃ§onnage,Ensemble,20,75,66.7,20,6.7,6.7,23.1,80,558.3,75,80,6.7,6.7,6.7,7.7
2013,Communications et documentation,5313 Imprimerie,Ensemble,21,76.2,75,6.3,18.8,0,7.7,100,510.1,75,68.8,12.5,18.8,0,15.4
2013,Communications et documentation,5344 Infographie,Ensemble,269,56.9,70.6,15.7,11.8,2,18.2,86.1,508.9,68.8,68.6,16.3,11.8,3.3,19.2
