TRONCON,SUPERFICIE,IND_INFLUENCE,NIVEAU_CONFIANCE,REFERENCE,AMP_H30_RCP4,AMP_H30_RCP8,AMP_H50_RCP4,AMP_H50_RCP8,AMP_H80_RCP4,AMP_H80_RCP8,DIR_H30_RCP4,DIR_H30_RCP8,DIR_H50_RCP4,DIR_H50_RCP8,DIR_H80_RCP4,DIR_H80_RCP8
"ABI0054",4523,"Aucune influence","Mod̩r̩e",15.4,-3.3,-4.8,-5.2,-14.4,-9.6,-28,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0055",2122,"Aucune influence","Mod̩r̩e",13.6,-7.1,-10.7,-10.7,-21.8,-16,-43.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0056",767,"Aucune influence","Mod̩r̩e",14.1,-6.1,-9.5,-10.2,-19.7,-14.7,-42.2,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0057",376,"Aucune influence","Mod̩r̩e",14.5,-6.9,-9.4,-10.6,-18.7,-13.3,-40,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0058",366,"Aucune influence","Mod̩r̩e",14.5,-6.9,-9.3,-10.4,-18.5,-13.2,-39.7,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0064",291,"Aucune influence","Limit̩e",14.8,-6.2,-8.2,-8.9,-16.8,-12.7,-38.9,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0077",1100,"Aucune influence","Mod̩r̩e",13.5,-6.5,-9,-10.8,-21.6,-17,-43.3,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0081",894,"Aucune influence","Mod̩r̩e",13.5,-7.2,-10,-11.3,-22.6,-17.6,-44.2,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0082",681,"Aucune influence","Mod̩r̩e",13.5,-9.1,-12,-13.1,-25.7,-18,-45.7,"Absence de consensus","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0084",472,"Aucune influence","Mod̩r̩e",13.8,-8.4,-12.4,-12.9,-24.9,-18.8,-47,"Absence de consensus","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0092",2380,"Aucune influence","Mod̩r̩e",15.9,-1.3,-2.9,-1.6,-10,-6,-19.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable"
"ABI0093",773,"Aucune influence","Mod̩r̩e",12.2,-8.1,-11.3,-10.2,-22.4,-17.7,-41.6,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0094",339,"Aucune influence","Mod̩r̩e",12.4,-8.2,-11.1,-10.3,-22.5,-18.3,-42,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0102",1606,"Aucune influence","Mod̩r̩e",17.4,1.8,-0.1,1.1,-5.4,-2.6,-12.4,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0104",1380,"Aucune influence","Mod̩r̩e",18.2,2.7,1.4,2.3,-2.9,-0.8,-8.7,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0106",1190,"Aucune influence","Mod̩r̩e",18.1,2.8,1.3,2.3,-2.8,-0.7,-8.6,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0108",959,"Aucune influence","Mod̩r̩e",19.3,3,3.3,3.8,0.2,1.3,-4.5,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0110",668,"Aucune influence","Mod̩r̩e",19.3,3,3.2,3.5,-0,1,-5.1,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0112",551,"Aucune influence","Limit̩e",19.2,3,2.9,3.3,-0.5,0.7,-5.7,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0117",2949,"Aucune influence","Mod̩r̩e",13.7,-0.8,-2.1,-1.8,-10.6,-7,-22.6,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0118",2067,"Aucune influence","Mod̩r̩e",14.5,-1.4,-3.4,-2.5,-11.6,-7.6,-22.8,"Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0119",1790,"Aucune influence","Mod̩r̩e",15.1,-1.5,-3.5,-2.8,-11.7,-7.5,-23,"Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0120",1118,"Aucune influence","Mod̩r̩e",16,-0,-1.9,-1.3,-8.6,-5.5,-17.8,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable"
"ABI0121",546,"Aucune influence","Limit̩e",13.5,-5.4,-8.2,-7.7,-19.2,-14.7,-36.7,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0126",500,"Aucune influence","Limit̩e",18.4,4.6,4.9,5.6,1.8,2.5,-3.3,"Augmentation probable","Augmentation probable","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus"
"ABI0129",425,"Aucune influence","Mod̩r̩e",14.6,-1.7,-3.9,-3.6,-13,-8.6,-25.5,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0131",267,"Aucune influence","Mod̩r̩e",16,0.5,-1.1,-0.2,-7.2,-4.5,-16.8,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0135",361,"Aucune influence","Limit̩e",11.7,-0.4,-1.8,-2,-8.9,-7,-21.3,"Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable","Diminution probable","Diminution probable"
"ABI0140",9929,"Aucune influence","Mod̩r̩e",12.1,-6.5,-8.3,-9.2,-18.3,-14,-32.6,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0141",9218,"Aucune influence","Mod̩r̩e",12.1,-6.9,-9,-9.8,-18.6,-14.2,-33.2,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0142",873,"Aucune influence","Mod̩r̩e",11.2,-4.6,-7.5,-7.1,-20,-14.5,-36.4,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0144",817,"Aucune influence","Limit̩e",11.3,-4.6,-7.6,-7.4,-20.3,-14.9,-37.1,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0146",628,"Aucune influence","Limit̩e",11.3,-5.2,-8.5,-8.1,-20.9,-15.4,-37.7,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0149",8246,"Aucune influence","Mod̩r̩e",12.1,-7,-9,-10.1,-18.8,-14.2,-33.4,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0151",7950,"Aucune influence","Mod̩r̩e",12.1,-6.9,-8.9,-9.9,-18.5,-14,-33,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0153",7800,"Aucune influence","Mod̩r̩e",12.1,-6.7,-8.8,-9.7,-18.4,-13.8,-32.7,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0155",7653,"Aucune influence","Mod̩r̩e",12.1,-6.6,-8.7,-9.6,-18.2,-13.7,-32.3,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0156",7211,"Aucune influence","Mod̩r̩e",12.1,-6.3,-8.5,-9.1,-17.7,-13.2,-31.5,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0160",7038,"Aucune influence","Mod̩r̩e",12.1,-6.1,-8.4,-8.9,-17.5,-13.1,-31.1,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0162",6971,"Aucune influence","Mod̩r̩e",12.1,-6.1,-8.3,-8.9,-17.4,-13,-30.9,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0163",6899,"Aucune influence","Mod̩r̩e",12.1,-6,-8.3,-8.8,-17.4,-12.9,-30.8,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0164",431,"Aucune influence","Limit̩e",11.7,-11.6,-14,-11.7,-27.5,-21.5,-50.2,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0167",6446,"Aucune influence","Mod̩r̩e",12.1,-5.6,-7.9,-8.5,-16.7,-12.3,-29.5,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0168",1015,"Aucune influence","Mod̩r̩e",11.3,-12.6,-14.2,-13.6,-28.2,-22.5,-50.5,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0170",912,"Aucune influence","Mod̩r̩e",11.3,-12.5,-14,-13.4,-28,-22.3,-50.2,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0172",830,"Aucune influence","Mod̩r̩e",11.3,-12.4,-13.9,-13.4,-27.9,-22.2,-50.1,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0174",676,"Aucune influence","Mod̩r̩e",11.3,-11.8,-13.6,-13.3,-27.5,-21.8,-49.2,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0175",485,"Aucune influence","Mod̩r̩e",11.4,-12.6,-13.9,-13.4,-27.7,-22.4,-49.4,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0180",5400,"Aucune influence","Mod̩r̩e",12.6,-4,-6.5,-7.8,-14.4,-10.6,-25.8,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0182",5169,"Aucune influence","Mod̩r̩e",12.5,-3.8,-6.2,-7.7,-14,-10.3,-25,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0184",4916,"Aucune influence","Mod̩r̩e",12.9,-4.4,-6.4,-7.5,-13.6,-10.3,-24.5,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0185",4750,"Aucune influence","Mod̩r̩e",13,-3.5,-5.5,-7.5,-13,-9.7,-23.3,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0186",4135,"Aucune influence","Mod̩r̩e",12.7,-7.2,-8.1,-8.8,-15.9,-12.5,-27.3,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0187",4084,"Aucune influence","Mod̩r̩e",12.6,-7.4,-8.3,-9,-16.2,-12.7,-27.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0188",3843,"Aucune influence","Mod̩r̩e",12.6,-5.1,-6.8,-9.1,-14.8,-11.1,-25.9,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0189",332,"Aucune influence","Limit̩e",11.8,-3.7,-7.4,-7.5,-18.3,-13.7,-33.4,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0192",3183,"Aucune influence","Mod̩r̩e",12.3,-7.8,-9.4,-10.3,-17.1,-13.9,-29.5,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0193",3182,"Aucune influence","Mod̩r̩e",12.3,-7.8,-9.4,-10.3,-17.1,-13.9,-29.5,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0194",3149,"Aucune influence","Mod̩r̩e",12.4,-8,-9.5,-10.4,-17.5,-14.2,-30,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0195",3054,"Aucune influence","Mod̩r̩e",12.1,-8.4,-10.1,-11.3,-18.3,-14.8,-31.3,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0197",2936,"Aucune influence","Mod̩r̩e",12.1,-9,-10.5,-11.2,-19.2,-15.4,-32.6,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0199",2417,"Aucune influence","Mod̩r̩e",11.7,-10.2,-12.4,-13,-22.7,-17.7,-38.5,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0201",2147,"Aucune influence","Mod̩r̩e",11.9,-10,-11.9,-12.5,-22,-17.4,-37.1,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0202",1224,"Aucune influence","Mod̩r̩e",11.6,-10.5,-12.9,-13.8,-23.2,-17.6,-41.5,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0204",1072,"Aucune influence","Mod̩r̩e",11.8,-10.4,-12.8,-13.5,-22.7,-17.2,-40.5,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0205",1062,"Aucune influence","Mod̩r̩e",11.8,-10.4,-12.9,-13.6,-22.8,-17.3,-40.6,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0206",688,"Aucune influence","Mod̩r̩e",11.3,-9.5,-12.1,-12.5,-22.1,-16.5,-39.6,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0208",429,"Aucune influence","Mod̩r̩e",11.4,-8.8,-11.1,-11.3,-20.5,-15.7,-35.9,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0209",357,"Aucune influence","Mod̩r̩e",11.2,-9.1,-11.4,-11.7,-21.1,-16.4,-36.5,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0220",304,"Aucune influence","Limit̩e",11,-13.7,-17.5,-17.5,-29.5,-23.5,-51.5,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution probable","Diminution tr̬s probable"
"ABI0223",918,"Aucune influence","Mod̩r̩e",12.2,-7.3,-8.5,-11.1,-16.9,-12.8,-27.9,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0225",779,"Aucune influence","Mod̩r̩e",11,-10,-11.1,-12,-21.6,-16.5,-35,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0226",251,"Aucune influence","Mod̩r̩e",11.1,-9.5,-10.9,-11.5,-21,-15.9,-34.4,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0229",508,"Aucune influence","Limit̩e",10.6,-11,-11.9,-13.3,-23.3,-18,-37.1,"Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable","Diminution tr̬s probable","Diminution tr̬s probable"
"ABI0241",458,"Aucune influence","Mod̩r̩e",15.4,2.2,2.3,2.3,-2.8,-0.8,-9.2,"Absence de consensus","Augmentation probable","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0242",311,"Aucune influence","Mod̩r̩e",14.6,1.6,1.1,0.6,-5.2,-2.7,-13.3,"Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Absence de consensus","Diminution probable"
"ABI0252",441,"Aucune influence","Limit̩e",12.3,-8.8,-11.9,-11.6,-24.9,-19.2,-46,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0258",22064,"Aucune influence","Mod̩r̩e",15.4,-10.7,-11.8,-13.9,-21,-19.1,-42.4,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0260",21762,"Aucune influence","Mod̩r̩e",15.4,-10.7,-11.8,-13.9,-21,-19.1,-42.3,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0262",21663,"Aucune influence","Mod̩r̩e",15.4,-10.8,-11.8,-13.9,-21,-19.1,-42.3,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0264",20931,"Aucune influence","Mod̩r̩e",15.4,-10.8,-11.8,-14,-20.9,-19,-42.1,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0265",20332,"Aucune influence","Mod̩r̩e",15.4,-10.9,-11.7,-14.1,-20.9,-19,-42,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0266",16621,"Aucune influence","Mod̩r̩e",15.8,-10.6,-11.1,-14,-20.3,-18.4,-40.2,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0272",16292,"Aucune influence","Mod̩r̩e",15.8,-10.6,-11,-14,-20.3,-18.3,-40.1,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0276",16133,"Aucune influence","Mod̩r̩e",15.8,-10.6,-11,-14,-20.3,-18.3,-40,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0277",15667,"Aucune influence","Mod̩r̩e",15.8,-10.6,-11,-14,-20.3,-18.1,-39.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0278",685,"Aucune influence","Limit̩e",14.4,-8.9,-11.4,-12.6,-20.4,-18.5,-45.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0283",14960,"Aucune influence","Mod̩r̩e",15.8,-10.5,-11,-13.9,-20.4,-17.9,-39.4,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0284",486,"Aucune influence","Mod̩r̩e",16.7,-9,-9.2,-11.8,-18.2,-17.3,-37.2,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0286",290,"Aucune influence","Limit̩e",14.1,-8.7,-10.3,-12.6,-19.3,-18.6,-43.8,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0291",14086,"Aucune influence","Mod̩r̩e",15.8,-10.6,-11,-14,-20.5,-17.9,-39.3,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0292",13391,"Aucune influence","Mod̩r̩e",15.7,-10.7,-11.1,-14.1,-20.9,-17.9,-39.2,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0293",733,"Aucune influence","Mod̩r̩e",11.7,-10.3,-12.9,-14.8,-23,-20,-48.1,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0297",385,"Aucune influence","Limit̩e",11.4,-9.5,-12.6,-14.6,-23.5,-19.8,-45.2,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0302",12493,"Aucune influence","Mod̩r̩e",15.8,-10.6,-10.9,-14,-20.9,-17.6,-38.6,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0304",1232,"Aucune influence","Mod̩r̩e",14.8,-5.9,-7.6,-9.5,-14.8,-13.7,-37.5,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0305",631,"Aucune influence","Mod̩r̩e",15.3,-5.5,-6.6,-8.9,-13.9,-13.4,-36.7,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0309",416,"Aucune influence","Mod̩r̩e",15.8,-6.1,-6.4,-7.2,-13.2,-11.8,-35.4,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0326",600,"Aucune influence","Mod̩r̩e",14.1,-6.2,-7.9,-10.5,-15.7,-13.9,-38.5,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0327",259,"Aucune influence","Mod̩r̩e",15.4,-5.2,-6.1,-7.3,-12.6,-11.1,-34.7,"Absence de consensus","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable"
"ABI0342",8204,"Aucune influence","Mod̩r̩e",15.9,-10.8,-10.5,-13.4,-19.2,-17.2,-39.5,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
"ABI0344",7828,"Aucune influence","Mod̩r̩e",16.1,-10.7,-10.2,-13.2,-18.9,-16.9,-39.1,"Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution probable","Diminution tr̬s probable"
