C/A,NOM_C/A,Services_generaux,Sante_physique,Sante_mentale,Sante_publique,Soutien_a_l'autonomie_des_PA,Deficience_intellectuelle_et_TSA,Deficience_physique,Dependances,Jeunes_en_difficultes,Administration,Soutien_aux_services,Gestion_des_batiments,TOTAL
5543,Autres ressources - Santé mentale,,,22 078 135,,,,,,,,,,22 078 135
5544,Autres ressources - Soutien à l'autonomie des personnes âgées,,,,,51 367 498,,,,,,,,51 367 498
5545,Autres ressources - Dépendances,,,,,,,,3 486 273,,,,,3 486 273
5546,Autres ressources - Déficience intellectuelle et TSA,,,,,,17 689 192,,,,,,,17 689 192
5547,Autres ressources - Déficience physique,,,,,,,7 581 550,,,,,,7 581 550
5552,Suivi professionnel des usagers en RI - RTF - Santé physique,,493 593,,,,,,,,,,,493 593
5553,Suivi professionnel des usagers en RI - RTF - Santé mentale,,,14 807 952,,,,,,,,,,14 807 952
5554,Suivi professionnel des usagers en RI - RTF -  Soutien à l'autonomie des personnes âgées,,,,,18 293 287,,,,,,,,18 293 287
5556,Suivi professionnel des usagers en RI - RTF - Déficience intellectuelle et TSA,,,,,,508 838,,,,,,,508 838
5557,Suivi professionnel des usagers en RI - RTF - Déficience physique,,,,,,,1 015 184,,,,,,1 015 184
5580,Postulants familles d'accueil de proximité - Jeunes en difficulté,,,,,,,,,8 055 823,,,,8 055 823
5590,Tutelle à un enfant,,,,,,,,,26 354 565,,,,26 354 565
5601,Centre de jour pour jeunes (LPJ - LSJPA - LSSSS),,,,,,,,,1 603 769,,,,1 603 769
5602,Services d'apprentissage aux habitudes de travail (LPJ - LSJPA - LSSSS),,,,,,,,,2 211 572,,,,2 211 572
5603,Programme de qualification des jeunes (PQJ) (LPJ - LSJPA - LSSSS),,,,,,,,,7 172 381,,,,7 172 381
5700,Révision des mesures (LPJ),,,,,,,,,9 318 833,,,,9 318 833
5810,Expertise à la Cour supérieure (LSSSS),,,,,,,,,2 781 551,,,,2 781 551
5820,Médiation familiale (LSSSS),,,,,,,,,197 818,,,,197 818
5830,Recherche d'antécédents et retrouvailles (LSSSS),,,,,,,,,1 735 268,,,,1 735 268
5850,Contentieux (LPJ - LSJPA - LSSSS),,,,,,,,,22 433 050,,,,22 433 050
5860,Santé des jeunes (LPJ - LSJPA - LSSSS),,,,,,,,,6 282 483,,,,6 282 483
5870,Adoption (LSSSS),,,,,,,,,13 339 692,,,,13 339 692
5900,Administration des services à la clientèle (LPJ - LSJPA - LSSSS),,,,,,,,,,,33 370 594,,33 370 594
5910,Services psychosociaux pour les jeunes en difficulté et leur famille,,,,,,,,,138 744 514,,,,138 744 514
5921,Intervention de crise dans le milieu 24/7 - Services sociaux généraux,7 517 259,,,,,,,,,,,,7 517 259
5922,Intervention et suivi de crise - Santé mentale,,,5 019 305,,,,,,,,,,5 019 305
5930,Services ambulatoires de santé mentale en première ligne,,,138 564 861,,,,,,,,,,138 564 861
5940,Soutien dans la communauté aux personnes souffrant d'un trouble mental grave,,,79 875 070,,,,,,,,,,79 875 070
5950,Formation donnée par le personnel infirmier,438 192,18 460 091,594 782,,1 763 014,,,,,,,,21 256 079
5960,Autres services téléphoniques régionaux,2 936 350,,,,,,,,,,,,2 936 350
5970,Info-social,11 695 203,,,,,,,,,,,,11 695 203
5980,Services infirmiers dans les groupes de médecine de famille ou de cliniques - Réseau,93 636 166,,,,,,,,,,,,93 636 166
5990,Pratique des sages-femmes,19 404 525,,,,,,,,,,,,19 404 525
6000,Administration des soins,,,,,,,,,,,269 343 380,,269 343 380
6010,Unités d'hospitalisation en pédopsychiatrie (0 - 17 ans),,,27 159 718,,,,,,,,,,27 159 718
6020,Unités d'hospitalisation en psychiatrie pour adultes,,,235 546 870,,,,,,,,,,235 546 870
6030,Unités d'hospitalisation en gérontopsychiatrie,,,12 823 292,,,,,,,,,,12 823 292
6051,Médecine,,421 072 380,,,17 050 329,,3 270 775,,,,,,441 393 484
6052,Chirurgie,,157 334 894,,,1 768 802,,,,,,,,159 103 696
6053,Soins intensifs,,401 627 052,,,,,,,,,,,401 627 052
6055,Pédiatrie,,81 570 918,,,,,,,,,,,81 570 918
6056,Médecine et chirurgie (non répartie),,663 979 799,,,18 601 073,,,,,,,,682 580 872
6057,Unité des grands brûlés,,7 021 006,,,,,,,,,,,7 021 006
6058,Gériatrie active,,,,,106 840 215,,,,,,,,106 840 215
6060,Soins infirmiers aux personnes en perte d'autonomie,,,,,852 867 693,,1 603 816,,,,,,854 471 509
6070,Chirurgie d'un jour,,54 673 715,,,,,,,,,,,54 673 715
6080,Soins infirmiers et d'assistance en unité de réadaptation fonctionnelle intensive,,34 618 401,,,,,15 430 151,,,,,,50 048 552
6090,Info-Santé 8-1-1,41 081 069,,,,,,,,,,,,41 081 069
6100,Psychiatrie légale,,,53 569 421,,,,,,,,,,53 569 421
6160,Soins d'assistance aux personnes en pertes d'autonomie,,,,,998 623 795,,625 044,,,,,,999 248 839
6171,Soins infirmiers spécialisés à domicile (santé physique),,11 746 444,,,,,,,,,,,11 746 444
6172,Soins infirmiers à domicile (santé mentale),,,2 379 433,,,,,,,,,,2 379 433
6173,Soins infirmiers à domicile réguliers (non répartis),54 802 362,52 369 899,3 074 288,,159 791 152,2 550 735,24 099 729,,,,,,296 688 164
6174,Soins infirmiers à domicile continus,,,,,17 776 147,,,,,,,,17 776 147
6180,Hôtellerie hospitalière,,2 167 507,,,,,,,,,,,2 167 507
6200,Soins spécialisés aux nouveau-nés (néonatologie),,98 706 912,,,,,,,,,,,98 706 912
6240,L'urgence,,609 851 948,59 732 192,,,,,,,,,,669 584 140
6250,Nutrition parentérale totale à domicile,,6 286 181,,,,,,,,,,,6 286 181
6260,Bloc opératoire,,837 891 576,,,,,,,,,,,837 891 576
6270,Unité d'hébergement et de soins de longue durée aux adultes avec diagnostic psychiatrique,,,34 516 564,,,,,,,,,,34 516 564
6280,Hôpital de jour en santé mentale,,,12 971 149,,,,,,,,,,12 971 149
6290,Hôpital de jour gériatrique,,,,,9 770 354,,,,,,,,9 770 354
6302,Consultations externes spécialisées,,189 417 530,,,,,,,,,,,189 417 530
6303,Planification familiale,,4 439 360,,,,,,,,,,,4 439 360
6304,Unité de médecine familiale/Groupe de médecine de famille universitaire,33 992 682,,,,,,,,,,,,33 992 682
6307,Services de santé courants,119 235 794,78 240 732,,,,,,,,,,,197 476 526
6309,Consultation et suivi de la procréation assistée,,3 505 637,,,,,,,,,,,3 505 637
6321,Unité de retraitement des dispositifs médicaux - Déficience motrice,,,,,,,83 568,,,,,,83 568
6322,Unité de retraitement des dispositifs médicaux CLSC et CH,,92 570 323,,,,,,,,,,,92 570 323
6330,Services d'évaluation et de traitement de deuxième et troisième ligne en santé mentale,,,124 727 289,,,,,,,,,,124 727 289
6340,Désintoxication interne en milieu hospitalier,,,,,,,,1 646 016,,,,,1 646 016
6351,Inhalothérapie à domicile,,14 028 777,,,7 846 897,,1 568 452,,,,,,23 444 125
6352,Inhalothérapie - Autres,,140 425 938,,,,,,,,,,,140 425 938
6360,Centre de soins à la mère et au nouveau-né,,235 098 724,,,,,,,,,,,235 098 724
6370,Enseignement scolaire,,,,,,,68 915,,1 339 139,,,,1 408 054
6380,Services ambulatoires de psychogériatrie,,,,,4 237 803,,,,,,,,4 237 803
6390,Service de soins spirituels,,12 180 809,519 983,,5 315 144,,181 583,,,,,,18 197 519
6430,Encadrement des ressources,,2 154 748,7 459 344,,7 375 283,13 514 734,1 809 361,114 469,20 119 240,,,,52 547 180
6460,Services aux revendicateurs de statuts de réfugié,10 051 296,,,,,,,,,,,,10 051 296
6510,Santé parentale et infantile,46 349 516,,,,,,,,,,,,46 349 516
6531,Aide à domicile régulière,2 242 360,10 548 199,1 495 268,,207 987 828,13 195 924,111 710 678,,,,,,347 180 258
6532,Aide à domicile continue,,,,,8 765 274,,,,,,,,8 765 274
6540,Services dentaires préventifs,,,,17 893 863,,,,,,,,,17 893 863
6550,Services dentaires curatifs,,9 464 927,,,,,,,,,,,9 464 927
6561,Services psychosociaux à domicile,3 534 547,9 608 519,1 320 951,,111 587 415,13 683 227,21 457 460,,,,,,161 192 120
6564,Psychologie,1 859 248,18 566 309,13 732 059,,2 460 167,,2 223 673,,,,,,38 841 456
6565,Services sociaux,,65 711 842,16 269 312,,17 914 162,,1 174 006,,,,,,101 069 322
6590,Santé scolaire,26 022 106,,,,,,,,,,,,26 022 106
6601,Banque de sang,,31 470 374,,,,,,,,,,,31 470 374
6602,Dépistage prénatal de la trisomie 21,,2 459 034,,,,,,,,,,,2 459 034
6604,Anatomopathologie,,75 329 106,,,,,,,,,,,75 329 106
6605,Cytologie,,18 988 001,,,,,,,,,,,18 988 001
6606,Centre de prélèvements,40 263 076,19 303 634,,,,,,,,,,,59 566 710
6607,Laboratoires regroupés,,436 755 429,,,,,,,,,,,436 755 429
6608,Dépistage néonatal,,489 085,,2 025 820,,,,,,,,,2 514 905
6609,Génétique médicale,,19 585 137,,,,,,,,,,,19 585 137
6610,Physiologie repiratoire,,22 673 921,,,,,,,,,,,22 673 921
6620,Sécurité tranfusionnelle et produits sanguins,,408 100 528,,,,,,,,,,,408 100 528
6650,Chambre hyperbare,,1 086 340,,,,,,,,,,,1 086 340
6670,Services spécialisés en toxicomanie - Usagers admis,,,,,,,,27 251 425,,,,,27 251 425
6680,Services externes en toxicomanie,,,,,,,,51 293 114,,,,,51 293 114
6690,Unité d'intervention brève de traitement en toxicomanie,,,,,,,,1 596 601,,,,,1 596 601
6710,Électrophysiologie,,57 635 086,,,,,,,,,,,57 635 086
6720,"Accueil, analyse, orientation et référence (A A O R) - Services sociaux généraux",36 541 585,,,,,,,,,,,,36 541 585
6730,Consultation sociale et psychologique de courte durée,53 147 289,,,,,,,,,,,,53 147 289
6740,Volet psychosocial en contexte de sécurité civile,160 514,,,,,,,,,,,,160 514
6750,Hémodynamie et électrophysiologie interventionnelle,,148 939 774,,,,,,,,,,,148 939 774
6761,Surveillance continue de l'état de santé de la population,,,,7 251 791,,,,,,,,,7 251 791
6762,"Prévention des maladies, des problèmes psychosociaux et des traumatismes",,,,13 060 885,,,,,,,,,13 060 885
6763,Promotion de la santé et du bien-être,,,,14 700 646,,,,,,,,,14 700 646
6764,Protection de la santé,,,,16 679 902,,,,,,,,,16 679 902
6765,Fonctions de soutien,,,,3 888 888,,,,,,,,,3 888 888
6766,"Direction, coordination et soutien administratif",,,,,,,,,,17 964 069,,,17 964 069
6770,Endoscopie,,85 940 268,,,,,,,,,,,85 940 268
6780,Médecine nucléaire et TEP,,81 332 819,,,,,,,,,,,81 332 819
6791,Hémodialyse traditionnelle en unité de dialyse,,130 819 577,,,,,,,,,,,130 819 577
6792,Hémodialyse semi-autonome en unité de dialyse,,11 461 165,,,,,,,,,,,11 461 165
6793,Hémodialyse à domicile,,3 267 267,,,,,,,,,,,3 267 267
6794,Hémodialyse hors de l'unité de dialyse,,2 451 559,,,,,,,,,,,2 451 559
6795,Dialyse péritonéale,,21 694 309,,,,,,,,,,,21 694 309
6796,Unité mobile d'hémodialyse,,711 039,,,,,,,,,,,711 039
6801,Pharmacie - Déficience motrice,,,,,,,1 686 551,,,,,,1 686 551
6803,Pharmacie - Usagers externes en CH,,429 285 239,6 408 992,,,,,,,,,,435 694 231
6804,Pharmacie - Usagers hospitalisés,,386 894 535,21 558 641,,11 587 693,,1 270 079,43 732,,,,,421 354 680
6805,Pharmacie - usagers hébergés,,1 841 860,3 789 526,,98 476 940,,250 450,,,,,,104 358 776
6806,Pharmacie en CLSC,,6 318 120,,,,,,,,,,,6 318 120
6831,Radiologie générale,,111 796 614,,,,,,,,,,,111 796 614
6832,Ultrasonographie,,38 165 454,,,,,,,,,,,38 165 454
6833,Mammographie,,14 188 437,,,,,,,,,,,14 188 437
6834,Tomodensitométrie,,53 820 572,,,,,,,,,,,53 820 572
6835,Résonance magnétique,,33 822 104,,,,,,,,,,,33 822 104
6836,Angioradiologie (excluant cardiaque),,47 939 460,,,,,,,,,,,47 939 460
6837,Lithotripsie,,173 578,,,,,,,,,,,173 578
6838,Neuro-Angio-Radiologie,,11 475 587,,,,,,,,,,,11 475 587
6839,Support à l'imagerie médicale,,104 670 120,,,,,,,,,,,104 670 120
6840,Radio-oncologie,,84 615 934,,,,,,,,,,,84 615 934
6861,Audiologie,,9 916 081,,,,,,,,,,,9 916 081
6862,Orthophonie,,17 830 930,,,,,2 801 334,,,,,,20 632 264
6863,Audiologie et orthophonie - Autres en CLSC,,394 075,,,,,,,,,,,394 075
6864,Audiologie et orthophonie à domicile,,82 743,,,,,,,,,,,82 743
6865,Orthophonie pour enfants en CLSC,,11 349 029,,,,,,,,,,,11 349 029
6870,Physiothérapie,,115 806 662,2 700 048,,38 938 975,,5 433 900,,,,,,162 879 585
6880,Ergothérapie,,52 215 057,9 947 043,,36 772 736,,5 973 030,,,,,,104 907 866
6890,Animation-Loisirs,,871 673,2 028 274,,41 747 585,,633 366,,,,,,45 280 898
6900,Réinsertion et intégration sociales (santé physique),,1 236 241,,,,,,,,,,,1 236 241
6910,Services d'assistance éducative spécialisée à la famille et aux proches - Déficience intellectuelle et TSA,,,,,,157 531,,,,,,,157 531
6920,Services de soutien spécialisé aux partenaires - Déficience intellectuelle et TSA,,,,,,120 915,,,,,,,120 915
6945,Internat - Déficience intellectuelle et TSA,,,,,,23 335 732,,,,,,,23 335 732
6946,Internat - Déficience physique,,342 486,,,,,26 542 720,,,,,,26 885 206
6960,Centre de jour pour personnes en perte d'autonomie,,,,,33 746 656,,,,,,,,33 746 656
6973,Centre de jour - Déficience physique,,,,,,,6 504 218,,,,,,6 504 218
6977,Centre de jour en santé mentale - Jeunes (0 - 17 ans),,,88 169,,,,,,,,,,88 169
6978,Centre de jour en santé mentale - Adultes (18 - 100 ans),,,3 463 762,,,,,,,,,,3 463 762
6984,Foyers de groupe - Déficience physique,,,,,,,535 054,,,,,,535 054
6985,Foyers de groupe en santé mentale - Jeunes (0 - 17 ans),,,8 050 839,,,,,,,,,,8 050 839
6986,Foyers de groupe en santé mentale - Adultes (18 - 100 ans),,,20 587 465,,,,,,,,,,20 587 465
6988,Foyers de groupe - Perte d'autonomie liée au vieillissement,,,,,41 201,,,,,,,,41 201
6989,Foyer de groupe - Jeunes en difficulté (LPJ - LSJPA - LSSSS),,,,,,,,,46 438 239,,,,46 438 239
7001,Services d'adaptation et de réadaptation en contexte d'intégration communautaire - Déficience intellectuelle et TSA,,,,,,29 676 343,,,,,,,29 676 343
7002,Centre pour activités de jour - Santé mentale,,,105 164,,,,,,,,,,105 164
7011,Atelier de travail - Déficience intellectuelle et TSA,,,,,,4 669 276,,,,,,,4 669 276
7012,Atelier de travail - Déficience physique,,,,,,,87 227,,,,,,87 227
7013,Atelier de travail - Santé mentale,,,1 153 092,,,,,,,,,,1 153 092
7022,Support des stages en milieu de travail - Déficience physique,,,,,,,3 110,,,,,,3 110
7023,Support des stages en milieu de travail - Santé mentale,,,296 118,,,,,,,,,,296 118
7024,Support des stages individuels - Déficience intellectuelle et TSA,,,,,,4 082 513,,,,,,,4 082 513
7025,Support des plateaux de travail - Déficience intellectuelle et TSA,,,,,,10 642 775,,,,,,,10 642 775
7031,Intégration à l'emploi - Déficience intellectuelle et TSA,,,,,,522 710,,,,,,,522 710
7033,Intégration à l'emploi - Santé mentale,,,1 637 836,,,,,,,,,,1 637 836
7041,Ressources résidentielles - Assistance résidentielle continue (déficience intellectuelle et TSA),,,,,,77 182 342,,,,,,,77 182 342
7042,Ressources résidentielles - Assistance résidentielle continue (déficience physique),,,,,,,7 026 791,,,,,,7 026 791
7043,Ressources résidentielles - Assistance résidentielle continue (santé mentale),,,6 330 993,,,,,,,,,,6 330 993
7051,Ressources résidentielles avec allocations pour assistance continue - Déficience intellectuelle et TSA,,,,,,773 596,,,,,,,773 596
7052,Ressources résidentielles avec allocations pour assistance continue - Déficience physique,,,,,,,323 319,,,,,,323 319
7053,Ressources résidentielles avec allocations pour assistance continue - Santé mentale,,,99 549,,,,,,,,,,99 549
7060,Services d'oncologie et d'hémathologie,,95 216 819,,,,,,,,,,,95 216 819
7081,Soutien aux familles de personnes ayant une déficience physique,,,,,,,10 019 429,,,,,,10 019 429
7082,Soutien aux familles de personnes ayant une déficience intellectuelle,,,,,,10 793 801,,,,,,,10 793 801
7083,Soutien aux familles de personnes ayant un TSA - Allocations,,,,,,10 531 528,,,,,,,10 531 528
7090,L'unité de médecine de jour,,119 759 271,,,,,,,,,,,119 759 271
7101,"Adaptation et soutien à la personne, à la famille et aux proches - DI et TSA",,,,,,27 011 197,,,,,,,27 011 197
7105,"Adaptation et soutien à la personne, à la famille et aux proches - Santé mentale",,,1 763 188,,,,,,,,,,1 763 188
7107,"Adaptation et soutien à la personne, à la famille et aux proches - Jeunes multiproblématiques",,,,,,269 387,,,220 132,,,,489 519
7108,"Adaptation et soutien à la personne, à la famille et aux proches - Déficience physique",,,,,,,3 152 247,,,,,,3 152 247
7111,Nutrition à domicile,1 265 802,2 499 568,,,5 081 973,,1 715 675,,,,,,10 563 018
7112,Nutrition - Autres,8 381 110,5 283 435,,,,,,,,,,,13 664 545
7120,Intervention  communautaire,,,,,8 039 091,,,,,,,,8 039 091
7151,Gestion et soutien des services à domicile,6 287 417,7 378 769,486 615,,41 400 059,3 597 107,14 511 034,,,,,,73 661 002
7152,Gestion et soutien aux autres programmes,39 586 969,52 703 063,37 081 162,,19 356 196,7 649 492,3 538 207,,22 914 252,,,,182 829 341
7153,"Gestion et soutien aux programmes - Centre de réadaptation (Toxicomanes, DP)",,,,,,,13 866 858,3 922 813,,,,,17 789 671
7154,Gestion et soutien d'une centrale,7 039 366,,,,,,,,,,,,7 039 366
7157,Gestion et soutien aux programmes santé publique,,,,13 072 078,,,,,,,,,13 072 078
7158,Gestion et soutien aux programmes (hors territoire),17 256 577,7 954 665,5 883 916,3 172 478,2 855 314,196 561,223 754,797 410,5 419 848,322 447,367 775,,44 450 745
7161,Ergothérapie à domicile,3 199 065,7 229 590,,,31 608 142,1 122 305,23 698 378,,,,,,66 857 480
7162,Physiothérapie à domicile,20 015 092,2 477 584,,,19 758 655,116 806,4 275 881,,,,,,46 644 019
7163,Prêt d'équipement aux usagers des services à domicile,124 615,396 255,52 646,,8 167 186,163 026,1 969 437,,,,,,10 873 165
7180,Soutien aux programmes - CRDI,,,,,,50 424 789,,,,,,,50 424 789
7201,Programmes d'intéressement aux étudiants,,,,,,,,,,,6 349 490,,6 349 490
7202,Coordination et soutien,,,,,,,,,,,30 747 910,,30 747 910
7203,Bibliothèque,,,,,,,,,,,10 673 999,,10 673 999
7210,Réseau d'enseignement universitaire,,,,,,,,,,,7 068 506,,7 068 506
7301,Direction générale,,,,,,,,,,210 968 611,,,210 968 611
7302,Administration financière,,,,,,,,,,223 528 180,,,223 528 180
7303,Administration du personnel,,,,,,,,,,354 212 509,,,354 212 509
7304,Administration des services professionnnels,,,,,,,,,,91 663 912,,,91 663 912
7306,Administration financière et du personnel (non réparti),,,,,,,,,,1 884 322,,,1 884 322
7307,Approvisionnement et services,,,,,,,,,,128 762 700,,,128 762 700
7320,Administration des services techniques,,,,,,,,,,40 425 014,,,40 425 014
7340,Informatique,,,,,,,,,,339 788 608,,,339 788 608
7350,Gestion de l'information,,,,,,,,,,,9 178 659,,9 178 659
7391,Déplacement des personnes ayant une déficience physique,,,,,,,3 091 454,,,,,,3 091 454
7392,Déplacement des personnes présentant une déficience intellectuelle,,,,,,129 538,,,,,,,129 538
7395,Déplacement des personnes en hémodialyse,,3 749 228,,,,,,,,,,,3 749 228
7400,Déplacement des usagers,,230 779 421,,,,,,,,,,,230 779 421
7532,Archives,,,,,,,,,,,165 832 119,,165 832 119
7533,Réception - Archives - Télécommunications (non réparti),,,,,,,,,,,52 813 425,,52 813 425
7534,Réception,,,,,,,,,,,140 121 164,,140 121 164
7535,Télécommunications,,,,,,,,,,,100 296 286,,100 296 286
7536,Transcription des dictées médicales,,,,,,,,,,,16 496 999,,16 496 999
7551,Alimentation - Internat pour personnes ayant une déficience physique,,,,,,,,,,,190 926,,190 926
7552,Alimentation - Internat pour personnes ayant une déficience intellectuelle,,,,,,,,,,,1 384 412,,1 384 412
7553,Nutrition clinique,,65 494 085,,,,,,,,,,,65 494 085
7554,Alimentation - Autres,,,,,,,,,,,586 388 896,,586 388 896
7601,Buanderie et lingerie - Internat pour personnes ayant une déficience physique,,,,,,,,,,,364 339,,364 339
7602,Buanderie et lingerie - Internat pour personnes ayant une déficience intellectuelle,,,,,,,,,,,520 793,,520 793
7603,Buanderie et lingerie - Autres,,,,,,,,,,,1 393 912,,1 393 912
7604,Buanderie,,,,,,,,,,,103 797 647,,103 797 647
7605,Entretien des vêtements des usagers,,,,,,,,,,,14 721 586,,14 721 586
7606,"Cueillette, Distribution et Autres charges",,,,,,,,,,,85 051 940,,85 051 940
7644,Hygiène et salubrité - Tâches opérationnnelles,,,,,,,,,,,,425 669 036,425 669 036
7645,Hygiène et salubrité - Tâches fonctionnelles,,,,,,,,,,,,18 695 331,18 695 331
7646,Hygiène et salubrité - Désinfection suite à des transferts ou départs,,,,,,,,,,,,30 887 016,30 887 016
7650,Gestion des déchets biomédicaux,,,,,,,,,,,,15 122 669,15 122 669
7690,Transport externe des usagers,,2 703 142,766 669,,9 086 497,836 381,1 027 177,191 476,9 970 282,,,,24 581 625
7701,Fonctionnement des installations - Internat pour personnes ayant une déficience intellectuelle,,,,,,,,,,,,688 067,688 067
7702,Fonctionnement des installations - Internat pour personnes ayant une déficience physique,,,,,,,,,,,,810 714,810 714
7703,Fonctionnement des installations - Autres,,,,,,,,,,,,623 846 617,623 846 617
7710,Sécurité,,,,,,,,,,,,96 411 236,96 411 236
7801,Entretien du parc immobilier et du parc d'équipement non médical et mobilier (propriété CHQ ou établissement public),,,,,,,,,,,,350 012 349,350 012 349
7802,Entretien et réparation des équipements médicaux,,,,,,,,,,,,110 949 416,110 949 416
7805,Entretien et réparation des espaces loués (établissement public),,,,,,,,,,,,3 243 176,3 243 176
7806,Maintien d'actifs immobiliers (propriété CHQ ou établissement public),,,,,,,,,,,,5 432 248,5 432 248
7807,Entretien et réparation du parc immobilier et du parc d'équipement non médical et mobilier - Autres,,,,,,,,,,,,20 635 954,20 635 954
7910,Besoins spéciaux,,,1 599 506,,5 913 081,,,,,,,,7 512 587
7981,Activités spéciales - Services généraux,1 161 502,808 401,,,,,,,,,,,1 969 903
7982,Activités spéciales - Santé physique,,24 030 294,,,,,,,,,,,24 030 294
7983,Activités spéciales - Santé mentale,,,671 124,51 000,,,,132 303,,,,,854 427
7984,Activités spéciales - Santé publique,,,,811 901,,,,,,,,,811 901
7985,Activités spéciales - Soutien à l'autonomie des personnes âgées,,,,,1 111 315,,,,,,,,1 111 315
7992,Activités spéciales - Administration,,,,1 430 757,8 438 827,,,,,11 638 702,46 118,,21 554 404
7993,Activités spéciales - Soutien aux services,490 886,,,2 042 383,40 707,,,,,1 854 396,3 134 635,,7 563 007
7994,Activités spéciales - Gestion des bâtiments et des équipements,,,,,,,,,,,,-275 985,-275 985
7995,Lutte à une pandémie d'influenza,,,,80 722,,,,,,,,,80 722
8001,"Accueil, évaluation et orientation - Déficience intellectuelle et TSA",,,,,,4 782 512,,,,,,,4 782 512
8002,"Évaluation, expertise et orientation - Déficience physique",,,,,,,3 082 436,,,,,,3 082 436
