titre_lieu,url_fiche,description,date_cree,date_revision,arrondissements,types,installations,activites,commodites,accessibilite,categories,statut_ouverture,horaire_par_jour,commentaires_horaire,reglementation,paiement,telephone,courriel,titre_lieu_adresse_postale,adresse_principale,adresse_secondaire,code_postal,ville,lat,long,X,Y
"Parc Sun-Yat-Sen","https://montreal.ca/en/places/parc-sun-yat-sen","Parc Sun-Yat-Sen is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-08-30","2024-06-25","Ville-Marie","Parks and gardens","Place","","","","Arts and Sports",""," ","","","","","","Parc Sun-Yat-Sen","1055 Rue Clark",,"H2Z1K3","Montréal",45.507880435767,-73.560433130882,300077.8,5040886.2
"Parc Simonne-Monet-Chartrand","https://montreal.ca/en/places/parc-simonne-monet-chartrand","Parc Simonne-Monet-Chartrand is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-08-30","2024-06-25","Ville-Marie","Parks and gardens","Park","","","","Arts and Sports",""," ","","","","","","Parc Simonne-Monet-Chartrand","2121 Rue Saint-Christophe",,"H2L 3X1","Montréal",45.5193,-73.565609,299674.4,5042155.6
"Parc Simone-Dénéchaud–Gouin","https://montreal.ca/en/places/parc-simone-denechaud-gouin","Parc Simone-Dénéchaud–Gouin is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-03","2024-06-25","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Simone-Dénéchaud–Gouin","7075 Rue Simone Dénéchaud",,"H1E 1A3","Montréal",,,"",""
"Parc Sammy-Hill","https://montreal.ca/en/places/parc-sammy-hill","Parc Sammy-Hill is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-03","2024-06-25","Le Sud-Ouest","Parks and gardens","Park","","Public brown bins,Children's playground","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Sammy-Hill","2692 Rue de Ryde",,"H3K 1R8","Montréal",45.474376244475,-73.565959349714,299642.9,5037163.2
"Parc Saint-Marcel","https://montreal.ca/en/places/parc-saint-marcel","Parc Saint-Marcel is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-03","2024-06-25","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Children's playground,Bike stand","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Saint-Marcel","1647 6e Avenue",,"H1B4L5","Montréal",45.640011922967,-73.508293451416,304153.5,5055568.5
"Parc Saint-Joseph","https://montreal.ca/en/places/parc-saint-joseph","Parc Saint-Joseph, developed by teams from the borough, in collaboration with the organization L’Étoile de Pacho, was designed to be accessible for everyone, adults or children, even users with limitations (functional, visual or hearing impairments, or behavioral problems). Come discover it!","2019-09-03","2022-06-20","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Picnic area,Drinking fountain,Children's playground,Washroom","Accessible washrooms","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:19:30]","","","","","","Parc Saint-Joseph","9909 68e Avenue",,"H1C 1W3","Montréal",45.661747901796,-73.56218640133,299954.1,5057985.9
"Parc Saint-Jean-Baptiste","https://montreal.ca/en/places/parc-saint-jean-baptiste","Parc Saint-Jean-Baptiste is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-03","2024-06-25","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","Skating,Sledding,Swimming","Picnic area,Drinking fountain,Washroom,Free Wi-Fi","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","numéro: 5146450625","","Parc Saint-Jean-Baptiste","1050 Boulevard Saint-Jean-Baptiste",,"H1B4A1","Montréal",45.640538671516,-73.499186675988,304863.4,5055627
"Parc Saint-Gabriel","https://montreal.ca/en/places/parc-saint-gabriel","Parc Saint-Gabriel is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-03","2024-06-25","Le Sud-Ouest","Parks and gardens","Park","","Public brown bins","Wheelchair accessible","Arts and Sports",""," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Saint-Gabriel","2355 Rue Mullins",,"H3K1P1","Montréal",45.478085551733,-73.565306743151,299694.3,5037575.4
"Parc René-Masson","https://montreal.ca/en/places/parc-rene-masson","Parc René-Masson is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-03","2024-06-25","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Drinking fountain,Washroom,Free Wi-Fi","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc René-Masson","9175 Boulevard Perras",,"H1E 3J7","Montréal",45.653529153269,-73.580468337975,298528.5,5057073.8
"Parc Pointe-des-Seigneurs","https://montreal.ca/en/places/parc-pointe-des-seigneurs","Parc Pointe-des-Seigneurs is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-04","2024-06-25","Le Sud-Ouest","Parks and gardens","Park","","","","Arts and Sports",""," ","","","","","","Parc Pointe-des-Seigneurs","17 Rue des Seigneurs",,"H3J 1X4","Montréal",,,"",""
"Parc Pierre-Blanchet","https://montreal.ca/en/places/parc-pierre-blanchet","Park for taking in the natural scenery or enjoying outdoor activities.","2019-09-04","2021-11-11","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","Petanque or bocce","Picnic area,Drinking fountain,Children's playground,Toddler playground,Free Wi-Fi","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Pierre-Blanchet","12279 Avenue Pierre-Blanchet",,"H1E 3T1","Montréal",,,"",""
"Parc Neuville-sur-Vanne","https://montreal.ca/en/places/parc-neuville-sur-vanne","Parc Neuville-sur-Vanne is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-05","2024-06-25","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Neuville-sur-Vanne","12714 Rue Notre-Dame Est",,"H1B 2Z1","Montréal",45.648834,-73.487562,305769.5,5056548.9
"Parc Miville-Couture","https://montreal.ca/en/places/parc-miville-couture","Parc Miville-Couture is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-09-05","2021-07-23","Ville-Marie","Parks and gardens","Park","","","","Arts and Sports",""," ","","","","","","Parc Miville-Couture","1215 Rue Atateken",,"H2L 3K9","Montréal",45.51693,-73.555467,300466.5,5041891.6
"Parc Médéric-Martin","https://montreal.ca/en/places/parc-mederic-martin","Parc Médéric-Martin is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-09-05","2022-08-29","Ville-Marie","Parks and gardens","Park","Ping-pong,Pickleball,Tennis,Cross-country skiing,Petanque or bocce,Sledding","Exercise equipment,Picnic area,Training circuit,Community composters,Drinking fountain,Children's playground,Toddler playground,Bike stand,Ping pong table,Petanque/boules court,Pickleball court","Stroller-friendly,Ground-level entrance,Access way","Arts and Sports",""," ","","","","","","Parc Médéric-Martin","2329 Avenue Gascon",,"H2K2W4","Montréal",45.536045,-73.55673,300369.4,5044015.9
"Parc Marcelle-Barthe","https://montreal.ca/en/places/parc-marcelle-barthe","Parc Marcelle-Barthe is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-09-05","2024-06-25","Ville-Marie","Parks and gardens","Park","","Picnic area,Drinking fountain,Bike stand","Stroller-friendly,Ground-level entrance","Arts and Sports",""," ","","","","","","Parc Marcelle-Barthe","1844 Rue Montcalm",,"H2L 3H5","Montréal",45.520314443267,-73.561322705753,300009.3,5042268
"Parc Marcel-Léger","https://montreal.ca/en/places/parc-marcel-leger","Parc Marcel-Léger is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-05","2021-04-09","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Picnic area,Washroom","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Marcel-Léger","14678 Rue Notre-Dame Est",,"H1A3T3","Montréal",45.67660623082986,-73.49208562846373,305416.6,5059635.3
"Place Emmett-Johns","https://montreal.ca/en/places/place-emmett-johns","Place Emmett-John, just north of the Papineau metro station, was named in honour of “Pops,” who founded “Dans la rue,” an organization that helps young people in precarious situations or who are homeless.","2019-09-05","2024-06-25","Ville-Marie","Parks and gardens","Place","","","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:00:00,Mardi, ouverture:06:00, fermeture:00:00,Mercredi, ouverture:06:00, fermeture:00:00,Jeudi, ouverture:06:00, fermeture:00:00,Vendredi, ouverture:06:00, fermeture:00:00,Samedi, ouverture:06:00, fermeture:00:00,Dimanche, ouverture:06:00, fermeture:00:00]","","","","","","Place Emmett-Johns","1449 Rue Dorion",,"H2K 4A4","Montréal",45.524096,-73.552026,300735.9,5042687.8
"Parc Magnan","https://montreal.ca/en/places/parc-magnan","Parc Magnan is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-09-06","2024-06-25","Ville-Marie","Parks and gardens","Park","","","","Arts and Sports",""," ","","","","","","Parc Magnan","2337 Rue Magnan",,"H2K 1Z5","Montréal",45.530236,-73.552853,300671.7,5043370.2
"Parc Madeleine-Parent","https://montreal.ca/en/places/parc-madeleine-parent","Parc Madeleine-Parent is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-06","2024-06-25","Le Sud-Ouest","Parks and gardens","Park","","","","Arts and Sports",""," ","","","","","","Parc Madeleine-Parent","2983 Rue Saint-Patrick",,"H3K1B9","Montréal",45.47775878840551,-73.57500253105997,298936.2,5037539.7
"Parc Jovette-Marchessault","https://montreal.ca/en/places/parc-jovette-marchessault","Parc Jovette-Marchessault is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-09-09","2024-06-25","Ville-Marie","Parks and gardens","Park","","Picnic area,Drinking fountain,Toddler playground,Bike stand","Stroller-friendly,Ground-level entrance","Arts and Sports",""," ","","","","","","Parc Jovette-Marchessault","1621 Rue Plessis",,"H2L 2X6","Montréal",,,"",""
"Parc Jeanne-Lapierre","https://montreal.ca/en/places/parc-jeanne-lapierre","Parc Jeanne-Lapierre is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-09","2024-06-25","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","Soccer","Picnic area,Children's playground,Toddler playground","Stroller-friendly","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Jeanne-Lapierre","13201 Rue Ève-Gagnier",,"H1A5H4","Montréal",45.66048458203636,-73.5159243954989,303559,5057843.8
"Parc Jacques-Viger","https://montreal.ca/en/places/parc-jacques-viger","Parc Jacques-Viger is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-10-22","2024-06-25","Le Sud-Ouest","Parks and gardens","Park","Pickleball,Tennis,Basketball","Picnic area,Basketball court,Pickleball court","","Arts and Sports",""," Horaire du parc [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Jacques-Viger","259 Rue Saint-Philippe",,"H4C2T9","Montréal",45.475283402935,-73.583988659084,298233.4,5037265.3
"Parc Hector-Charland","https://montreal.ca/en/places/parc-hector-charland","Parc Hector-Charland is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-09-10","2024-06-25","Ville-Marie","Parks and gardens","Park","","","","Arts and Sports",""," ","","","","","","Parc Hector-Charland","1662 Rue de la Visitation",,"H2L 3C1","Montréal",45.520478,-73.558336,300242.7,5042286
"Parc Prudence-Heward","https://montreal.ca/en/places/parc-prudence-heward","Parc Prudence-Heward is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-09-10","2024-06-25","Ville-Marie","Parks and gardens","Park","","Community composters","","Arts and Sports",""," ","","","","","","Parc Prudence-Heward","1531 Rue Paxton",,"H3C 1L2","Montréal",45.490592,-73.566998,299563.2,5038965.3
"Parc Gouin / 55e Avenue","https://montreal.ca/en/places/parc-gouin-55e-avenue","Parc Gouin / 55e Avenue is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-11","2024-06-25","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Gouin / 55e Avenue","9477 Boulevard Gouin Est",,"H1E 2S1","Montréal",,,"",""
"Parc Germaine-Casaubon","https://montreal.ca/en/places/parc-germaine-casaubon","Parc Germaine-Casaubon is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-11","2024-06-25","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Picnic area","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Germaine-Casaubon","1021 Rue de la Famille-Dubreuil",,"H1A 5N6","Montréal",45.693848796837,-73.492893419241,305353.5,5061551.6
"Parc Émilio-Iacurto","https://montreal.ca/en/places/parc-emilio-iacurto","Parc Émilio-Iacurto is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-12","2024-06-25","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Picnic area,Drinking fountain,Children's playground","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc Émilio-Iacurto","12240 Rue Emmanuel-Briffa",,"H1E 7R5","Montréal",45.644843982514,-73.578657503507,298668.7,5056108.4
"Parc du Village-Turcot","https://montreal.ca/en/places/parc-du-village-turcot","Parc du Village-Turcot is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-12","2024-06-25","Le Sud-Ouest","Parks and gardens","Park","","Picnic area,Toddler playground","","Arts and Sports",""," ","","","","","","Parc du Village-Turcot","5019 Rue Vaillant",,"H4C1K7","Montréal",45.47180300774743,-73.59405653088514,297445.8,5036879.4
"Parc du Colombier","https://montreal.ca/en/places/parc-du-colombier","Parc du Colombier is a park for relaxing, taking in the natural scenery or enjoying outdoor activities.","2019-09-12","2024-06-25","Rivière-des-Prairies–Pointe-aux-Trembles","Parks and gardens","Park","","Picnic area,Drinking fountain,Children's playground","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc du Colombier","824 Rue du Colombier",,"H1B 3B5","Montréal",45.648452,-73.49406,305263,5056506.4
"Parc du Bassin-à-Gravier","https://montreal.ca/en/places/parc-du-bassin-gravier","A pleasant place to cool off daily from 9 a.m. to 9 p.m.","2019-09-12","2021-07-05","Le Sud-Ouest","Parks and gardens","Park","","Children's playground","","Arts and Sports",""," Schedule [Lundi, ouverture:06:00, fermeture:23:00,Mardi, ouverture:06:00, fermeture:23:00,Mercredi, ouverture:06:00, fermeture:23:00,Jeudi, ouverture:06:00, fermeture:23:00,Vendredi, ouverture:06:00, fermeture:23:00,Samedi, ouverture:06:00, fermeture:23:00,Dimanche, ouverture:06:00, fermeture:23:00]","","","","","","Parc du Bassin-à-Gravier","1492 Rue d'Ottawa",,"H3J1S1","Montréal",45.489060406799524,-73.56371015907906,299820.1,5038794.9
"Parc des Royaux","https://montreal.ca/en/places/parc-des-royaux","Parc des Royaux (also called parc de Rouen) is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-09-13","2024-06-25","Ville-Marie","Parks and gardens","Park","","","","Arts and Sports",""," ","","","","numéro: 5145239220","","Parc des Royaux","2195, avenue de Lorimier",,"H2K 1P5","Montréal",45.530238,-73.558417,300237.1,5043370.7
"Parc des Pins / Redpath Crescent","https://montreal.ca/en/places/parc-des-pins-redpath-crescent","Parc des Pins / Redpath Crescent is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-09-13","2024-06-25","Ville-Marie","Parks and gardens","Park","","","","Arts and Sports",""," ","","","","","","Parc des Pins / Redpath Crescent","1305 Avenue des Pins",,"H3G 1B2","Montréal",45.501495,-73.584846,298169.4,5040178.3
"Parc des Joyeux-Vikings","https://montreal.ca/en/places/parc-des-joyeux-vikings","Parc des Joyeux-Vikings is a park for relaxing, taking in the natural scenery and enjoying outdoor activities.","2019-09-13","2024-06-25","Ville-Marie","Parks and gardens","Park","","Children's playground","","Arts and Sports",""," ","","","","","","Parc des Joyeux-Vikings","1763 Rue Beaudry",,"H2L 3G1","Montréal",45.520562,-73.559723,300134.3,5042295.5
