NUMEROTATION,TYPE_DE_SOINS,CODE_INTERVENTION,NOMBRE_DE_CAS-FEM,NOMBRE_DE_CAS-MASC,NOMBRE_DE_CAS-TOTAL,SEJOUR_MOYEN-FEM,SEJOUR_MOYEN-MASC,SEJOUR_MOYEN-TOTAL,NOMBRE_DE_CAS_SEUL-FEM,NOMBRE_DE_CAS_SEUL-MASC,NOMBRE_DE_CAS_SEUL-TOTAL,SEJOUR_MOYEN_SEUL-FEM,SEJOUR_MOYEN_SEUL-MASC,SEJOUR_MOYEN_SEUL-TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1,NOTE_2,NOTE_3
11,SOINS : Soins physiques et psychiatriques de courte durée,1AB54,2,0,2,10.5,0.0,10.5,2,0,2,10.5,0.0,10.5,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
12,SOINS : Soins physiques et psychiatriques de courte durée,1AB86,26,35,61,13.7,19.3,16.9,2,2,4,7.5,5.0,6.2,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
13,SOINS : Soins physiques et psychiatriques de courte durée,1AB87,3,0,3,7.0,0.0,7.0,1,0,1,6.0,0.0,6.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
14,SOINS : Soins physiques et psychiatriques de courte durée,1AC27,7,11,18,5.6,11.2,9.0,1,1,2,4.0,23.0,13.5,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
15,SOINS : Soins physiques et psychiatriques de courte durée,1AC50,3,1,4,5.0,1.0,4.0,1,1,2,4.0,1.0,2.5,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
16,SOINS : Soins physiques et psychiatriques de courte durée,1AC52,370,445,815,26.5,29.0,27.9,74,74,148,7.4,11.6,9.5,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
17,SOINS : Soins physiques et psychiatriques de courte durée,1AC53,20,22,42,26.7,33.6,30.3,1,0,1,3.0,0.0,3.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
18,SOINS : Soins physiques et psychiatriques de courte durée,1AC54,87,89,176,22.0,14.5,18.2,29,45,74,7.5,7.3,7.4,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
19,SOINS : Soins physiques et psychiatriques de courte durée,1AC55,45,58,103,33.8,38.5,36.5,0,3,3,0.0,11.3,11.3,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
20,SOINS : Soins physiques et psychiatriques de courte durée,1AC59,1,0,1,8.0,0.0,8.0,1,0,1,8.0,0.0,8.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
21,SOINS : Soins physiques et psychiatriques de courte durée,1AC87,22,27,49,24.4,18.0,20.9,2,0,2,7.0,0.0,7.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
22,SOINS : Soins physiques et psychiatriques de courte durée,1AE09,1,1,2,6.0,4.0,5.0,0,1,1,0.0,4.0,4.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
23,SOINS : Soins physiques et psychiatriques de courte durée,1AE53,18,29,47,7.9,17.0,13.5,2,1,3,2.5,3.0,2.7,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
24,SOINS : Soins physiques et psychiatriques de courte durée,1AE59,2,1,3,4.5,3.0,4.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
25,SOINS : Soins physiques et psychiatriques de courte durée,1AE87,1,3,4,4.0,18.7,15.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
26,SOINS : Soins physiques et psychiatriques de courte durée,1AF27,1,0,1,164.0,0.0,164.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
27,SOINS : Soins physiques et psychiatriques de courte durée,1AF52,7,9,16,12.7,8.1,10.1,2,1,3,11.0,9.0,10.3,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
28,SOINS : Soins physiques et psychiatriques de courte durée,1AF87,114,116,230,11.4,10.1,10.8,9,16,25,9.0,7.7,8.2,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
29,SOINS : Soins physiques et psychiatriques de courte durée,1AG87,1,2,3,21.0,12.0,15.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
30,SOINS : Soins physiques et psychiatriques de courte durée,1AJ27,1,1,2,6.0,91.0,48.5,1,0,1,6.0,0.0,6.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
31,SOINS : Soins physiques et psychiatriques de courte durée,1AJ87,75,85,160,17.4,16.9,17.1,4,6,10,8.0,7.7,7.8,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
32,SOINS : Soins physiques et psychiatriques de courte durée,1AK87,34,41,75,17.4,11.3,14.1,5,3,8,7.4,6.7,7.1,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
33,SOINS : Soins physiques et psychiatriques de courte durée,1AN09,2257,1451,3708,33.2,34.9,33.8,752,498,1250,67.6,78.1,71.8,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
34,SOINS : Soins physiques et psychiatriques de courte durée,1AN27,463,369,832,23.1,25.9,24.3,192,144,336,21.9,21.5,21.7,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
35,SOINS : Soins physiques et psychiatriques de courte durée,1AN35,91,135,226,2.7,5.2,4.2,0,2,2,0.0,7.5,7.5,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
36,SOINS : Soins physiques et psychiatriques de courte durée,1AN52,62,94,156,34.5,27.7,30.4,6,10,16,7.3,8.1,7.8,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
37,SOINS : Soins physiques et psychiatriques de courte durée,1AN53,181,275,456,10.3,14.6,12.9,2,1,3,10.0,27.0,15.7,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
38,SOINS : Soins physiques et psychiatriques de courte durée,1AN54,3,0,3,23.0,0.0,23.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
39,SOINS : Soins physiques et psychiatriques de courte durée,1AN55,140,150,290,2.5,1.9,2.2,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
40,SOINS : Soins physiques et psychiatriques de courte durée,1AN56,1,0,1,13.0,0.0,13.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
41,SOINS : Soins physiques et psychiatriques de courte durée,1AN59,4,3,7,17.2,9.3,13.9,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
42,SOINS : Soins physiques et psychiatriques de courte durée,1AN73,9,9,18,6.3,13.8,10.1,2,0,2,4.0,0.0,4.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
43,SOINS : Soins physiques et psychiatriques de courte durée,1AN87,392,410,802,15.0,12.6,13.8,31,30,61,7.2,10.6,8.9,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
44,SOINS : Soins physiques et psychiatriques de courte durée,1AP27,3,0,3,20.3,0.0,20.3,2,0,2,6.0,0.0,6.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
45,SOINS : Soins physiques et psychiatriques de courte durée,1AP52,7,5,12,9.4,8.4,9.0,1,2,3,18.0,4.5,9.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
46,SOINS : Soins physiques et psychiatriques de courte durée,1AP53,1,0,1,13.0,0.0,13.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
47,SOINS : Soins physiques et psychiatriques de courte durée,1AP59,0,1,1,0.0,6.0,6.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2011-04-01 et 2012-03-31, 3 octobre 2012,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
