NUMEROTATION,TYPE_DE_SOINS,CODE_INTERVENTION,NOMBRE_DE_CAS-FEM,NOMBRE_DE_CAS-MASC,NOMBRE_DE_CAS-TOTAL,SEJOUR_MOYEN-FEM,SEJOUR_MOYEN-MASC,SEJOUR_MOYEN-TOTAL,NOMBRE_DE_CAS_SEUL-FEM,NOMBRE_DE_CAS_SEUL-MASC,NOMBRE_DE_CAS_SEUL-TOTAL,SEJOUR_MOYEN_SEUL-FEM,SEJOUR_MOYEN_SEUL-MASC,SEJOUR_MOYEN_SEUL-TOTAL,TITRE_RAPPORT,PERIODE,DATE_PRODUCTION,NOTE_1,NOTE_2,NOTE_3
11,Soins physiques et psychiatriques de courte durée,1AB54,1,1,2,5.0,3.0,4.0,1,0,1,5.0,0.0,5.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
12,Soins physiques et psychiatriques de courte durée,1AB55,3,0,3,17.3,0.0,17.3,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
13,Soins physiques et psychiatriques de courte durée,1AB86,25,32,57,10.8,11.1,11.0,1,2,3,7.0,7.5,7.3,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
14,Soins physiques et psychiatriques de courte durée,1AB87,2,3,5,10.5,5.3,7.4,1,1,2,11.0,8.0,9.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
15,Soins physiques et psychiatriques de courte durée,1AC27,2,3,5,12.5,18.0,15.8,1,2,3,20.0,10.0,13.3,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
16,Soins physiques et psychiatriques de courte durée,1AC52,431,415,846,29.4,33.6,31.5,62,70,132,7.2,9.2,8.3,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
17,Soins physiques et psychiatriques de courte durée,1AC53,17,26,43,9.9,46.5,32.0,3,1,4,1.7,2.0,1.8,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
18,Soins physiques et psychiatriques de courte durée,1AC54,85,78,163,26.6,25.1,25.9,35,27,62,4.9,5.6,5.2,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
19,Soins physiques et psychiatriques de courte durée,1AC55,48,55,103,36.0,40.7,38.5,0,5,5,0.0,16.0,16.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
20,Soins physiques et psychiatriques de courte durée,1AC87,23,23,46,18.0,19.1,18.5,1,1,2,10.0,5.0,7.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
21,Soins physiques et psychiatriques de courte durée,1AE27,2,1,3,2.5,4.0,3.0,0,1,1,0.0,4.0,4.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
22,Soins physiques et psychiatriques de courte durée,1AE53,15,20,35,11.1,7.6,9.1,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
23,Soins physiques et psychiatriques de courte durée,1AE54,0,2,2,0.0,14.5,14.5,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
24,Soins physiques et psychiatriques de courte durée,1AE55,1,1,2,7.0,13.0,10.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
25,Soins physiques et psychiatriques de courte durée,1AE59,0,2,2,0.0,10.5,10.5,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
26,Soins physiques et psychiatriques de courte durée,1AE87,1,2,3,18.0,89.5,65.7,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
27,Soins physiques et psychiatriques de courte durée,1AF52,7,5,12,13.0,22.2,16.8,1,1,2,7.0,13.0,10.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
28,Soins physiques et psychiatriques de courte durée,1AF53,1,1,2,16.0,7.0,11.5,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
29,Soins physiques et psychiatriques de courte durée,1AF87,98,98,196,10.0,8.4,9.2,11,9,20,5.0,6.8,5.8,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
30,Soins physiques et psychiatriques de courte durée,1AG87,0,2,2,0.0,6.5,6.5,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
31,Soins physiques et psychiatriques de courte durée,1AJ27,1,3,4,34.0,15.3,20.0,0,2,2,0.0,20.5,20.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
32,Soins physiques et psychiatriques de courte durée,1AJ87,65,48,113,12.3,23.4,17.0,4,1,5,9.0,5.0,8.2,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
33,Soins physiques et psychiatriques de courte durée,1AK87,46,28,74,10.8,9.2,10.2,8,4,12,7.4,7.0,7.2,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
34,Soins physiques et psychiatriques de courte durée,1AN09,2731,1686,4417,26.2,38.2,30.8,895,556,1451,68.0,78.6,72.1,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
35,Soins physiques et psychiatriques de courte durée,1AN27,420,362,782,23.9,24.3,24.1,181,133,314,25.5,26.6,26.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
36,Soins physiques et psychiatriques de courte durée,1AN35,92,93,185,3.2,5.4,4.3,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
37,Soins physiques et psychiatriques de courte durée,1AN52,58,72,130,24.0,30.4,27.5,3,3,6,10.0,5.0,7.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
38,Soins physiques et psychiatriques de courte durée,1AN53,129,118,247,18.3,30.1,23.9,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
39,Soins physiques et psychiatriques de courte durée,1AN54,2,1,3,41.0,71.0,51.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
40,Soins physiques et psychiatriques de courte durée,1AN55,48,14,62,6.8,31.2,12.3,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
41,Soins physiques et psychiatriques de courte durée,1AN56,3,1,4,16.7,49.0,24.8,1,0,1,31.0,0.0,31.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
42,Soins physiques et psychiatriques de courte durée,1AN59,8,4,12,31.5,7.0,23.3,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
43,Soins physiques et psychiatriques de courte durée,1AN70,0,1,1,0.0,1.0,1.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
44,Soins physiques et psychiatriques de courte durée,1AN73,7,4,11,12.4,3.2,9.1,4,1,5,1.5,4.0,2.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
45,Soins physiques et psychiatriques de courte durée,1AN87,464,485,949,12.8,13.3,13.1,33,30,63,7.7,9.6,8.6,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
46,Soins physiques et psychiatriques de courte durée,1AP27,1,1,2,8.0,35.0,21.5,1,0,1,8.0,0.0,8.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
47,Soins physiques et psychiatriques de courte durée,1AP52,7,4,11,14.6,16.5,15.3,1,1,2,2.0,7.0,4.5,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
48,Soins physiques et psychiatriques de courte durée,1AP53,1,0,1,3.0,0.0,3.0,0,0,0,0.0,0.0,0.0,S02 - Fréquence des interventions selon le sexe,Entre 2013-04-01 et 2014-03-31, 8 janvier 2015,"LES DONNÉES AVEC SEXE ""INDÉTERMINÉ"" SONT INCLUSES DANS LES TOTAUX SEULEMENT",LES INTERVENTIONS QUI CONSTITUENT DES ABANDONS SONT EXCLUES,CANCELLED : INTERVENTION ANNULÉE ALORS QUE L'USAGER S'EST PRÉSENTÉ POUR SA CHIRURGIE
